X,Predicted,Real
staviti ograničenje ; oraničiti pristup nešto . ,1,0
koji karakterisati životinja za razlika od biljka . ,0,1
koji donositi dobar profit ,0,1
"Učiniti atraktivan dodavanje ukras , boja , i sl . ",1,0
ukloniti neželjen supstanca iz nešto . ,0,1
velik intenzitet ili snaga . ,1,0
moralan izvanrednost . ,0,1
"promena nabolje , napredak u razvoj . ",0,1
"koji karakterisati ili koji pokazivati prihvatanje , slaganje ili uverenost . ",1,0
Osećaj zadovoljstvo ili užitak . ,0,1
Čin procenjivanje ili prosuđivanje . ,1,0
"koji jesam u sklad sa fiksiran redosled , procedura ili princip . ",0,1
ispuniti očekivanje . ,0,1
"koji ne predstavljati teškoća , ne iziskivati napor . ",0,1
"odrediti mera neki ili nešto , uzeti mera ",0,1
general visok rang ,1,0
učiniti žrtva od nešto u religijski ritual ,1,0
pozitivno naelektrisati jon ,1,0
osnovni osećanje koji se teško definisati ali koji ljudi žele da osetiti . ,0,1
osećaj spontano dobar rapoloženja ,0,1
sistem verovanje i ritual ,1,0
"koji se žeti , tražiti ",0,1
činjenje dobra ; osećaj dobrotvornosti ,0,1
onaj koji jesam po moralan kvalitet ili izgled nalik na anđeo ili svetac ,0,1
ispuniti divljenje i ushićenje ,1,0
osobina onaj što ne zasluživati poverenje . ,1,0
"onaj koji se moći ukazati poverenje , u koji se moći pouzdati ",0,1
koji jesam veseo niti izazivati veselje ,1,0
Osećanje naklonjenost drugi osoba ; uživanje u njihov društvo ,0,1
proceniti vrednost nešto . ,0,1
biti šta u sklad sa princip pravda ,0,1
moći se koristiti i u vremenski smisao ,1,0
čin koji se nešto upadljiv nego što jesam ,1,0
koji nastajati iz želja da se doprineti blagostanje ili sreća drugi . ,0,1
Apolutno važno . ,0,1
"stanje u koji jesam neki bogat , imati obilno materijalan dobro i novac . ",1,0
"kvalitet da čovek ne stavljati sebe prvo , već da jesam spreman da svoj vreme , novac ili trud posvetiti drugi ",0,1
stanje kada jesam neki prosperitetan i uspešan . ,0,1
Učiniti čistiti uklanjanje prljavština ili neželjen supstanca . ,0,1
zabava koji držati pažnja . ,0,1
priroda ili svojstvo onaj ko jesam emocionalan . ,0,1
svaki odstupanje od zdrav ili normanog stanje ,1,0
velik po stepen ili intenzitet ili broj ili količina . ,1,0
Not standard ; Not accepted as a model of excellence ,1,0
kvalitet neki ili nectega što jesam važan ili vredan pažnja . ,0,1
držanje do moralan princip ,0,1
sposobnost da se razumeti ; razumeti i profitirati na iskustvo . ,0,1
radnik koji jesam najamiti da obaviti posati . ,1,0
"kvalitet nešto što jesam isto po količina , mera , vrednost ili status ",0,1
Čin koji se nešto posvećivati tako što se kroz neki crkven obred izdvajati kao posvetiti bog . ,0,1
Jačati u snaga . ,0,1
dati sloboda ; osloboditi od kazna ( kazna zatvor ) ,0,1
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
koji inavodi na divljenje ili odobravanje ,0,1
"onaj što jesam u saglasnost s norma ili što činiti norma ( standard , socijalan norma , ird ) . ",0,1
"dizajnirati za određenu funkcija ili korišćenje , ili sposoban za ona . ",0,1
osoba koji jesam umreti i proglasiti za svetac proces kanonizacije ,0,1
"koji imati potreban sposobnost , veština ili znanje da nešto uraditi . ",0,1
Osećanja proživeti kada jesam neki u zadovoljan stanje . ,0,1
