X,Predicted,Real
ljudski tvorevina koji jesam neki stvoriti . ,1,0
radnja mesara ,1,0
koji trpiti atrofija ,0,1
koji ne postojati u stvarnost . ,0,1
simptom neki fizički povreda ili poremećaj . ,0,1
Trgovačka firma za maloprodaja roba i usluga . ,1,0
koji osećati ili izazivati radost ,1,0
osobina onaj ko jesam prihvatiti i ne upućivati on se pohvaliti . ,0,1
sastavljati od komponenta ili delovati . ,1,0
Učiniti ružan . ,0,1
snažan osećanje nedopadanje ,0,1
"koji nemati potreban sposobnost , veština ili znanje . ",0,1
Učiniti slab . ,1,0
dati razlog za očekivanje . ,1,0
bolest krv ili narušavanje funkcionisanje krvni ćelija . ,0,1
"koji ne tražiti , ne iziskivati specijalan nutricione potreba ",0,1
"osoba koji uzgajati , praviti ili smišljati stvar . ",0,1
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",0,1
žalostan zbog gubitak ili uskraćenosti ,0,1
poređati nešto kao nizak ,1,0
okrutan poslodavac koji od zaposlen tražiti da prekomeran raditi . ,0,1
uzrokovati probadanje ,0,1
posebno prostorno uređenje ,0,1
koji nemati neki izrazit kvalitet ili karakteristika . ,1,0
osoba ili firma koji zapošljavati radnik ,1,0
koji nedostajati lepota ili šarm . ,0,1
ubijati ( životinja ) obično radi hrana ,0,1
spojiti ili vezati . ,1,0
vidljiv struktura . ,0,1
nesposoban da delovati : bez pomoć ,0,1
Hava Or feel a dislike Or distaste for ,0,1
promena u nizak stanje ( manje poštovati ) ,0,1
"osobina varijabilnost , izmenljivost ili nestajanje u vreme ",0,1
koji osećati nadolazeći opasnost ,0,1
radnik koji jesam najamiti da obaviti posati . ,1,0
divljački i prekomeran ubijanje mnogi ljudi ,0,1
na nizak nivo po rang ili značaj ,0,1
stvoriti nešto ponovo . ,1,0
poseban oblik sagrešenje ,1,0
svaki odstupanje od zdrav ili normanog stanje ,0,1
zgrada u koji se vršiti likvidacija životinja radi proizvodnja meso ,0,1
smanjenje u veličina organ usled bolest ili nekorišćenja . ,0,1
neki ko proizvoditi nešto . ,0,1
"odbojno , vrlo neprijateljski ponašanje ",0,1
Čin konstruisanje ili građenje nešto . ,0,1
mesto na koji nem ljudi ,1,0
proglasiti kriv ( utvrditi krivica ) ,1,0
okoristiti se kakav mogućnost bez obzir na posledica za drugi ,0,1
kvalitet onaj što jesam teško otkriti ili analizirati . ,0,1
koji ne moći da se desiti ili ostvariti ili s koji se ne moći rukovati . ,0,1
na prljav i nečist način ,0,1
Čin prevara . ,0,1
"koji jesam okarakterisati mračan , mističan i groteska ",0,1
"izazvati ljutnja , bes . ",0,1
Osećati snažan antipatija i odbojnost prema neki . ,0,1
Tehnički aspekt funkcija nešto . ,1,0
"onaj koji se ne moći ukazati poverenje , u koji se ne moći pouzdati ",0,1
nezakonit ubijanje s predumišljaj jedan čovek od strana drugi . ,0,1
"Završiti pre kraj , kao računarski proces , misija itd . ",0,1
izuzetno nelagodan ,0,1
lišiti sloboda ; držati u zatvor ,0,1
