,Sysnet
1092,kafa bez kofein 
9671,small yellowish moths whose larvae feed on wool Or fur 
14595,"početi govoriti , razumeti , čitati i pisati kakav jezik "
10016,osnovni novčan jedinica Južne Afrika 
14390,Težak kaput koji se nositi preko drugi odeća zimi . 
8105,biljka iz rod Veronica . 
15090,kljunorošci 
3265,zamišljen linija koji spajati tačka u koji se nešto dogoditi u isti vreme 
12550,Predložiti iznos isplata . 
8922,u grčki mitologija boginja pobeda ; u grčki mitologija odgovarati ona Nik 
5085,vrsta astrocita koji se nalaziti u siv masa 
4280,Novčana pomoć savezni država republički i lokalan i vlada za podrška socijalan program . 
5482,tipski rod porodica Eimeriidae ; sadržati i ozbiljan patogen 
12323,francuski roman u forma dug hronika porodica ili drugi socijalan grupa 
12561,koji imati ili se sastojati od deset slog 
55,koji ispoljavati pogodan ili povoljan uticaj 
14093,Mišljenje grupa onako kako se određivati glasanje . 
13776,Neinvazivna dijagnostički procedura koji koristiti ultrazvuk za snimanje struktura mozak ; zastareo metoda 
15321,Raspoloživi radnik . 
14661,"motor , naročito elektro-motor , koji se da se krećĚe ili rotirati u mali diskretan korak "
10800,"u grčki mitologija kralj Sparta u vreme trojanski rat , brat Algamemnona i muž Helena "
6652,prav kit 
9991,dati podsticaj za akcija . 
9246,naki od gljiva iz pododeljak Basidiomycota koji činiti klobuk na kraj drška koji rasti iz podzeman micelijuma 
4844,koji se odnositi na ili jesam određen sociologija 
11784,srodan crn luka ; imati beo cilindričan lukovica i pljosnat tamnozelen lišće . 
605,"zeljast biljka i umeren severni područje iz rod Sedum ; imati mesnat lišće i revena , žut ili beo cvet . "
14962,"rimski katolički služba obožavanje Devica Marija , sličan ali kratak u odnos na božanski služba "
6673,grupa picornavirusa koji inficirati gastrointestinalni trakt a moći se proširiti i na drugi deo ( naročito nervni sistem ) 
13949,Obični crn evropski drozd . 
5521,u neki klasifikacija se ograničavati na kokot i deliti se u podporodice Triglinae i Peristediinae . 
14364,dobiti akademski zvanje po svršetak studija 
4175,koji se odnositi na drevan Latina ili na latinski jezik 
14070,pokretan kontejner za prenošenje više predmet . 
14815,shrikes that impale their prey on thorns 
11261,tipski rod porodica Octopodidae . 
14022,prilika za zaposlenje ili promocija . 
5915,familija dikotiledona iz familija Primulales sa pravilan cvet ; široko rasprostranena na severni hemisfera . 
4506,ptica galacicka koji imati pxosnat kxun čiji jesam vrh u oblik kašika 
5609,rod porodica Accipitridae . 
8648,klavir kod koji jesam žica u okvir koji imati oblik harfa ; obično stajati na tri noga . 
12369,"biti koji prostorni atribut , posebno onako kako jesam definisati skica . "
1447,sto dizajnirati za odrediti zadatak 
5305,velik zeba 
12936,slovoslagački mašina koji se upravljati pomoću tastatura koji svaki red izlivati kao jedan mašinski red 
8418,grejač i spremnik za snabdevanje toplom voda 
190,neki trepljasta protozoa u oblik truba koji jesam član rod Stentor 
5495,ugao od @card@ stepen koji zaklapati dva prav koji se seći 
4975,French mathematician and philosopher and jansenist ; invented an adding machine ; contributed ( with Fermat ) taj the theory of probability ( @card@ ) 
13082,( računarstvo ) operacija pristup informacija iz memorija računar 
1157,slovenski jezik koji se govoriti u Bugarska 
15192,jedinica vazduhoplovstvo sjedinjen država koji se obično sastojati od dva ili više krilo . 
252,pripadnik nemački nacistički partija Adolf Hitler 
11382,rasprostraniti rod godišnji i višegodišnji biljka : grbaštica . 
501,"dodavati nastavak ili stvarati oblik koji hteti ukazivati na odrediti gramatički kategorija ( vreme , lice , broj , rod , vid , način ) "
2678,finski jezik koji govoriti narod koma 
2904,perkusija jesam metoda fizikalni pregled pri šta se udar u odrediti deo telo proizvoditi i analizirati razičiti akustički fenomen i na taj način se postavljati dijagnoza . 
16297,"pratiti , otkriti ili utvrditi tok razvoj šta "
15882,novčan jedinica Španija 
2474,programer koji upadati u računarski sistema da biti ukrasti ili uništiti informacija kao oblik sajber terorizam 
5587,zadebljati jestiv aromatičan koren biljka celer . 
7785,drevan iranski jezik 
16978,sport koji se odvijati napolju 
7308,raznovrsnost biljni i životinjski svet na neki stanište 
13711,predvodnik orkužanih snaga 
1454,"transportovati se , reći vozilo . "
13737,jagnjeći odrezak koji uključivati grudni kost i povezan mišić ( meso ) 
33,osećanje velik ( obićno preteran ) ushićenje 
6156,koji imati tri dimenzija 
12638,stanovnik Eritreja ili poreklo iz Eritreja 
4226,koji se odnositi na filozofski doktrina relativizam 
15897,tipski rod porodica Caviidae : zamorac . 
12663,trepljaste protozoa koji imati peharasto telo sa retraktilnom stabljika ( stabljika koji se uvlačiti ) 
10,dodirnut povez knjiga . 
4157,medicinar koji se smatrati otac medicina ; autor Hipokratov zakletva ( @card@ p.n.e. ) . 
2597,"a reduced Or scarcely developed leaf at the start of a Plant 's life ( i.e. , cotyledons ) Or in the early stages of leaf development "
8212,sup ili paprikaš pomešan sa mahuna okre 
178,"Nezavistan , jesam spojiti ili sjediniti . "
2653,zamenjivanje opšti termin manje opšti ili obrnut 
2841,trem na spoljni stran zgrada ( ponekad delimično zatvoren ) 
13433,napraviti kontakt . 
2608,operator koji ne menjati element na koji se primenjivati 
10846,raketa koji imati sistem navođenje koji jesam usmeravati prema cilj koji emitovati infracrven zračenje ( kao mlazni motor ) 
12305,( računarstvo ) prostor na disko potreban za informacija koji jesam podatak ( koristiti se za lokacija i vremenski raspored ) 
9418,drvo iseći i pripremiti za korišćenje kao građevinski materijal . 
970,uvući vazduh 
11661,rod ptica iz red Casuariiformes . 
2179,tipičan štapičaste obično grampozitivne bakterija koji proizvoditi endospore 
445,"hibrid između grejpfrut i mandarina , gajiti se na Florida "
9518,riba iz red Crossopterygii ; Većina jesam poznati samo kao fosil . 
12569,novčan jedinica Gvatemala 
8033,velik ( dugačak više od tri stopa ) daždevnjak iz Azija 
17069,velik ord dekorativan biljka sa ? glava cvet ; raširiti po ceo svet . 
12673,britanski pisac ( roditi u Irska ) ( @card@ ) . 
14444,glagolski oblik koji se izražavati radnja završiti u prošlost pre neki drugi radnja 
6872,hrana koji jesam sastojak neki smesiti pri kuvanje . 
2423,delovati kasnije nego što jesam planirati 
3952,Jela koji se peći u posuda koji jesam obložiti testo i koji jesam i samo često prekriti testo . 
10862,nametnuti i prikupiti novčan iznos . 
6004,gornji površina sob 
7343,prestonica i glavna luka Island na jugozapadni obala Island . 
2914,glavni grad Severne Koreja i industrijski centar 
10239,beo roba u koji se hrana moći čuvati na nizak temperatura 
1093,od pre @card@ milion do @card@ milion godina ; gmizavac 
10955,jedinica vreme koji iznositi @card@ sekunda ili @card@ / @card@ sat 
5329,bezbojan otrovan tečnost koji se upotrebljavati za izrada različit boja i lek 
3991,"koji imati nepromenljiv , konstantan entropija "
10207,locirati na ili u blizina zemljin pol . 
1720,koji označavati deo celina ili količina koji jesam manja od ukupan ( u romanski jezik ) 
12996,osoba koji jesam šef džžave ( u nekoliko zemlja ) . 
6013,sijuski jezik koji govoriti narod Dakota 
4207,"u matematika , izračunavanje vrednost funkcija izvan opseg poznat vrednost "
2842,nauka o materija ; grana prirodan nauka koji se baviti sastav supstanca i njihov svojstvo i reakcija . 
5996,radnja u koji se prodavati ženski odeća i nakit . 
13302,neki divljati ovca koji nastanjivati planinski predeo . 
642,"u računarstvo , pojava netačan rezultat do koji jesam doći greškom računar "
5973,Kunić iz star svet . 
7180,srebrnast riba ; živiti na dubina od oko @card@ metar ; imati ukusan meso . 
7802,u neki klasifikacija se mnogi biljka koji jesam pridružiti rod Chrysanthemum razvrstavati u drugi rod : npr . Argyranthemum ; Dendranthema ; Leucanthemum ; Tanacetum . 
14754,ostvro južno od malajski ostrvo 
14265,evroazijski biljka koji se gajiti zbog seme i lišće . 
9016,bodljikav jastog . 
9256,uticajan nemački idealistički filozof ( @card@ ) 
4635,koji se odnositi ili uključivati institucija . 
16696,dodatak neki objekt koji jesam tako napraviti da se ovaj za on moći uhvatiti da biti se koristiti ili premeštati . 
16799,drvo koji rađati limetu 
5953,"mali rod visok višegodišnji ili jednogodišnji biljka koji nalikovati trava , sa cvet u gust grozd ili ? ; rasprostraniti od Mediteran do Himalaji ; ponekad se smeštati u porodica Asphodelaceae . "
1806,konkavan depresija prečnik običan manja od 1km koji se nalaziti na vrh vulkanski kup ; nastajati kao direktan posledica vulkanski aktivnost . 
9378,postupak podizanje čin ili položaj 
11285,Oblikovayi u zavoj . 
11574,drvo badem koji imati beo cvet i otrovan koštunica ; davati ulja koji se koristiti u medicinski svrha . 
11230,u grčki mitologija osnivač Troja 
4239,"Viosko drvo istočni Indija , koristiti se u građevinarstvo , gajiti se zbog tvrd trajan drvo . "
9432,putovanje koji se dovijati avion 
7171,mali rak sladak voda 
53,onaj koji jesam običan ; jesam konevencionalan ili konformist . 
768,mineral ili vrsta mineral koji pripadati amfibolnoj grupa 
13404,specifikacija princip dizajniranje koji uključivati format podatak i procedura za kreiranje mrežni konfiguracija za obrada podatak 
1574,Snabdeti oružje . 
5116,mladunac konj 
15546,bolest koji jesam stalno prisutan u velik ili manjoj mera u određenoj populacija ljudi ili kod ljudi koji živa na određenom područje 
16931,vruć rum sa mućen jaje 
319,nezakonit ubijanje s predumišljaj jedan čovek od strana drugi . 
4836,"severozapadni ogranak indijski okean , između Indija i Arabija "
7367,karipski drvo koji rađati yxutosmeđe voće s dubok usek 
1408,urezati brazda u stub 
6278,električni kućni aparat koji raditi tako što usisavati čestica prašina . 
5528,koji postojati kao suštinski karakteristika ili konstituent 
4033,stanje koji postojati kada osoba ili grupa imati vlast nad drugi . 
4375,zrno pasulj crn boja koji poticati iz Južne Amerika ; uglavnom se koristiti osušiti 
15502,objekt koji jesam recipijent ili benefaktiv radnja glagol 
7606,beo sova koji živiti po ambar ; važan za kontrola glodar . 
8202,mediteranski drvo koji davati terpentin . 
2721,lirorepe 
10524,"o komedija , koji se odnositi na komedija ili jesam karakterističan za komedija "
5669,vrsta grub pamučan tkanina jarki boja 
14757,biti koji neprekidan odsečak vreme koji uključivati i trenutak govor 
8193,zakon koji određivati ustrojstvo vlada . 
10792,usoljen masnoća s leđa i oba strana trbuh svinja 
12497,figura u ravan koji imati oblik polovina krug 
17300,"velik bodljikav tropski voće opor pulpa , u srodstvo sa krem jabuka "
1714,red voden monokotiledona . 
8528,"reka na jugoistok Francuska , ulivati se u Rona "
3315,jedan od dva antipodan tačka u koji Zemljina osa rotacija prodirati kroz Zemljinu površina . 
9574,promeniti veličina ili jačina . 
