,Sysnet
12736,"francuski vojnik i pisac od čiji opis seksualan perverizja jesam nastati izraz "" sadtzam "" ( @card@ ) "
9481,sistem simbolički logika koji jesam uvesti Džordž Bul ; koristiti se u izrada računar i u računarstvo 
1077,kukuruzni brašno kuvati u voditi 
13181,Načiniti od mesto sav dom . 
6846,Učiniti kratak nego što jesam biti prvobitno ; smanjiti po dužina ili trajanje . 
15034,stanje u odnos između ljudi ili grupa 
10036,"razvijati misao , tvrđenje , ideja . "
7546,koji jesam okarakterisati glagolski vreme 
9196,Aromatično seme kim koji se koristiti kao začin . 
15800,teritorija koji zauzimati narod . 
11888,kretati se na nekontrolisan način . 
558,"naziv cifra @card@ , znak koji obeležavati broj dva "
9837,slatkovodni riba sa koštan skelet ; nemastan meso riba koji se često uzgajati ; moći da se peći ili dinstati 
15629,izučavanje poetski delo 
651,neki od brojni nizak zimzelen biljka iz rod Armeria koji imati okrugao glavica rižičastog ili beo cveće . 
10858,prekursor plazma ćelija 
121,koji ne proizvoditi nameravan efekt . 
11473,grupa muzičar koji svirati popularan muzika za igra . 
11685,dijalekt kineski koji se govoriti u Peking i koji jesam usvojiti kao zvaničan jezik čitav Kina 
17215,neki od mnogi riba koji se loviti i jesti sa izdužen telo bodljikav dorsalnim peraje . 
4008,"koji se ticati Rusija , njen ljudi i kultura "
16142,silabički pisma koji se zapisivati sanskrit i hindi 
593,očistiti od iskvaren uticaj svet 
1782,Zvanični akt sud koji se naređivati neki činidba 
3765,oblik zabava koji predstavljati neki priča niz slika koji stvarati iluzija kontinuiran kretanje . 
2542,sirovina za boja i lakmus . 
8379,meso kastriran petao 
8979,"rod krupan jednogodišnji biljka poreklomiz Azija , širok rasprostranjenje u umeren područje ; u neki klasifikacija se uključivati u porodica Moraceae . "
4371,velik sladak crn ili taman ljubičast jestiv bobičast plod rod Rubus 
8155,o bakteriofazima ili koji se odnositi na bakteriofage 
5866,stanovnik Engleska ili poreklo iz Engleska 
16469,bivši osnovni novčan jedinica Togo 
12385,"nejasno sećanje , često emotivno obojiti ; prisećanje , uspomena ( reminiscencija na detinjstvo ) . "
7054,tortilja punjen meso zapeći u sos od paradajz koji jesam začinjen čili 
14068,"glagolski vreme koji se označavati radnja , stanje ili zbivanje koji se vršiti u vreme kada se o ona govoriti "
5271,beo figura ( za razlika od crn figura u šah ) . 
3863,"grmolik biljka s lep grozdast mirisan cvet , obično plav ili beo boja . "
1830,gljiva sa zub ( bodlja ) . 
9446,država na zapadni obala Afrika 
6106,mali rod južnoamerički drvo koji davati mlečan sok - kaučuk . 
9567,Velikii rod sočan tropski biljka koji se široko gajiti 
16391,grupisanje reč u rečenica 
13506,ptica koji nerado sam loviti već otimati riba od amnjih ptica 
14721,kockica meso ili morski plod pržen uvrelom ulja i potom umočen u neki sos 
1961,"Uključuje lišaj koji rasti u simbioza sa alga ; ponekad se posmatrati kao nezavisan grupa , manje li više povezati sa Algae i Fungi . "
12517,"u računarstvo , uređenost podatak i instrukcija u računarski program ili skup takav instrukcija . "
11307,tipski rod porodica Gavialidae . 
11146,šumeći pića ( obično alkoholni ) 
15280,jak rastvor so i voda koji se koristiti za turšija . 
9944,politika očuvanje domaći kultura ( u suprotnost sa akulturacija ) 
14761,koji pripadati arhiepiskopija ili jesam u veza sa ona 
9997,redosled reč u tekst ( rečenica ) 
10394,koji se ticati Tajvan i njegov stanovnik 
2870,rad koji se obavljati ruka 
5506,srednji škola koji naglašavati latinski i grčki u priprema za fakultet 
15825,rod bakterija 
11124,Nemački dramaturg i pesnik koji jesam razviti stil epski teatar ( @card@ ) . 
4002,Služiti u dva svrha ili imati dva funkcija . 
12844,potpuno beo kaškara južen Evropa i Azija i severoistočni Afrika 
16802,"Živa na Alpi ; ženka rađati dva živ , potpuno razvijen mladunac ; ikao u svaki od svoj dva jajovod imati po dvadesetak jaje . "
12585,"kompilator ili pisac rečnik , izučavalac leksički komponenta jezik "
9289,izvijen bakterija ( naročito neki koji jesam štapičastog ili razgranat oblik u nodulima koren kod biljka koji jesam azotofiksatori ) 
2556,aktivnost u tok koji se komunicirati ; aktivnost prenošenje informacija . 
10053,poxvirus koji jesam veoma sličan virus velik boginja ; izazivati benigan želatinozan tumor kod ljudi 
3190,pravougaon niz element raspoređen u vrsta i kolona 
5646,Noćni sisar nalik miš čiji jesam prednji ud modifikovan u opna prevučen krilo ; imati anatomski adaptacija za eholociranje pomoću šta vršiti navigacija . 
3934,"grupa od tri japanski ostrvo u severozapadni Tiha okean , severno od Marinaskih ostrvo "
10528,grana fizika koji se baviti emisija i efekt elektron i korišćenje elektronski uređaj 
13526,put ostaviti za hodanje 
8668,"drečavo jestiv voće sa pitaja kaktus , imati svetlo crven sok ; često veličina breskva "
8162,"u računarstvo , prenosiv magnetan disk koji se koristiti kao uređaj za skladištenje "
6879,"postatio zreti , dostignuti pun razvoj "
1828,hladan morski struja koji ići sa sever pacifički obala Južne Amerika pre nego što okrenuti na zapad 
2864,stanovnik Mađarska ili poreklo iz Mađarska 
10446,velik crven šljiva koji se služiti kao dezert 
12624,tipski rod porodica Ornithorhynchidae . 
13036,traka prevučen lepak 
4290,vezan morfema koji se koristiti samo u složenica 
3471,sistem princip i teorija sindikalni pokret 
12020,mon-kmerski jezik koji se govoriti u Kambodža 
13980,ravan tortilja sa raznim fil naslagan preko 
12286,reka u jugozapadni Engleska 
8896,koji se odnositi na magmatski stena koji jesam očvrsnuti ispod zemljin površina ; granit ili diorit ili gabro 
5873,tipski rod Procellariidae 
8681,koji se odnositi ili jesam karakteristika aposiopeze 
7748,glavni i velik grad Nikaragva 
9786,učestvovanje član više od jedan crkva u svet zajednica ( Katolička i Pravoslavna ) 
11279,jednostavan strukturni jedinica element ili jedinjenje ( u fizika ili hemija ) . 
10610,praktičan metod ili veština primenjen na neki specifičan zadatak 
2491,mali noćni kukac koji sisati krv . 
5939,neki mali mačka osrednji veličina koji podsećati na domaći mačka a živiti u divljina . 
16936,evropski vrba sa sjajan kožast lišće . 
11535,Ljiljan istočni Mediteran i Balkan sa širok beo cvet u oblik ? 
13516,losos i pastrmka . 
4338,biljka poreklo iz Indija ; koren jesam snažno aromatičan i gorak ukus ; upotrebljavati se u začinski mešavina . 
3112,gnjurac severni Atlantik 
1835,horizontalan ravan površina prekriven asfalt 
13006,"decimalan jedinica mera zasnovati na metar , kilogram i sekunda . "
3011,povratiti znanje iz memorija . 
8133,velik rod godišnji i višegodišnji trava i žbunje svernih umeren predeo ; velik rod porodica Leguminosae . 
43,natprirodan biće koji se zamišljati kao svemoguć stvaralac i vladalac svet ; objekt obožavanje u monoteistički religija . 
8744,u grčki mitologija Muza epski poezija 
11268,uređenost podatak koji se satsoji od skup i podskupova u koji jesam svaki podskup skupa nna nizak nivo 
7963,voden ptica teska telo sa veoma dug vrat i obično beo perje kod odrastao . 
2550,"država razbacati po ostrvo federalni država Mikronezija , tesno povezati sa SAD-om , steći nezavisnost @card@ "
10056,crn stoni vino iz Burgonja u Francuska ( ili vino sličan sorta ) 
6426,"vrsta degeneracija jedar ćelija u koji u jedro nastajati promena , a hromatin se polako zgusnuti tako da jedar liči na grudvica homogen izgled "
11475,vitak morski pas rasprostraniti po svet ; plav telo prelaziti u beo boja na stomak ; opasan naročito za vreme katastrofa na mora . 
16262,mali palčić crnogoričkih šuma severni hemisfera . 
7167,britanski kraljevski porodica od @ord@ godina . 
1292,Pretežno južnovropska zeljast biljka sa cvet koji jesam u gust glavica . 
7798,deo tkivo koji pokrivati ili povezivati organ ili ćelija životinja . 
17359,mali priručnik 
820,napd koji se odgovarati na protivnički napad 
1547,Norveški kompozitor čiji jesam rad često inspirisati norveški narodni muzika ( @card@ ) . 
2573,vlada jedan zemlja koji činiti njen vlastit ljudi 
2872,"deo Arktičkog okean , severno od Norveška i Rusija "
3501,postati rođenje . 
7,Ispuštati vonj . 
16163,ostrvo u Indijskom okean kod istočni obala Afrika ; pripadati republika Tanzanija 
16535,specijalan odeljenje velik organizacija . 
8928,povezati niz događaj ili radnja . 
5410,razbiti u deo ili izazvati da se razbiti . 
12121,argumentacija koji se racionalizovati pravac delovanje vlada . 
9869,u grčki mitologija vrhunski bog ; sin Reja i Korna koji jesam svrgnuti ; muž i brat Herin ; brat Posejdon i Had ; otac mnogi bog ; u rimski mitologija on odgovarati Jupiter 
1684,zreo krvni ćelija koji sadržati hemoglobin koji prenositi koseonik do telesni tkivo ; bikonkavan disk koji nemati nukleus . 
65,odsustvo moralan ili duhovan vrednost 
11053,korišćenje reč koji imitirati zvuk koji označavati 
17306,meso riba nalik losos ili pastrmka koji se nalaziti u hladan jezero severni hemisfera 
3156,biljka jugozapadni Azija koji se gajiti zbog sočan jestiv taman zelen lišće . 
2339,mašina koji pretvarati mehanički energija u električni pomoću elektromagnetni indukcija 
3945,koji se odnositi na žlezda ženka sisara koji daju mleko 
7300,Mafin koji se praviti od kukuruzni brašno . 
245,neki ceniti atribut ili kvalitet . 
10951,grub tkanina čiji tkanje nalikovati košara . 
10687,"rod porodica Papaveraceae ; uglavnom čekinjast trava , obično sa upadljiv cvet . "
16807,količnik koji se dobijati kada se veličina delo nešto podeliti s veličina celina 
6861,"paprat : velik porodica koji jesam u neki klasifikacija podeljana u više porodica koji uključivati : Aspleniaceae , Blechnaceae , Davalliaceae , Dennstaedtiaceae , Dryopteridaceae , Oleandraceae i Pteridacea . "
13857,velik prostorija zamak ili dvorac . 
7654,standardan engleski koji se govoriti na jug Engleska 
3227,rod višegodišnji biljka iz porodica Gramineae . 
2558,višegodišnji trska iz topao kraj 
16711,pasaž koji se trenutno čitati 
6151,paprikaš od riba 
6512,učestvovati u rvački borba 
5334,formalan dokument koji se ( javan ) funkcioner teretiti za zloupotreba služben položaj 
8292,"mali struktura u oblik kup , pehar ; kao kod korali koji imati šupljina u oblik šolja u koji se nalaziti polip "
10233,riba otvoren morati . 
13660,malo drvo ili žbun koji jesam poreklo iz tropskig predeo star svet ; rađati zrno kafa . 
6602,decimalan jedinica težina zasnovati na gram . 
1399,u grčki mitologija jedan od tri Gorgona 
15035,čin koji se nešto primenjivati 
2440,Najmanja republika na svet ; star nezavsna država u Evropa ( steći nezavisnost @ord@ godina ) ; smestiti u Apenini i potpuno okružiti Italija . 
493,neki ko reklamirati ili razmenjivati roba ili usluga za novac . 
13,neki od mnogobrojan ptica koji ličiti na orao ( po perje ) i na mišar ( po način život ) 
7880,konjski strkalj . 
12002,zreti jalapeno čio paprika osušen za potreba kuvanje 
8855,napuniti ( kao oružje ) 
14177,stanovnik Kuba ili poreklo sa ona 
4666,strm neravan stena ili litica 
12566,imaginaran broj oblik a+bi kod koji jesam a = @card@ 
8388,"vremenski period koji jesam potreban planeta ( npr , zemlja ili Mars ) da napraviti potpun revolucija oko sunce . "
3717,dete koji pohađati škola . 
4161,"koji se odnositi na eksponent , eksponencijalan funkcija "
5236,tanak komad drvo ili metal 
17343,sladak liker sa ukus vanila ili zrno kakao 
13669,serijski štampač zakačiti za telegraf koji funkcionisati kao pisač mašina . 
12904,( prava ) biti koji svojina koji se po prava ili običaj smatrati neodvojiv od nasledstvo i nasleđivati se sa taj nasledstvo 
2446,algonkinski jezik narod Mikmak 
14559,preneti informacija . 
4090,osoba koji jesti ljudski meso 
2724,"Podrvgunti nešto obraditi ili tretman , sa cilj da se taj učiniti spreman za neki namena , da se poboljšati , ili da on se popraviti stanje . "
9766,koktel napraviti od rum i sok od lajma ili limun 
12882,osnovni novčan jedinica Japan 
10584,biti koji riba iz nadreda Malacopterygii . 
9396,pozvati kao gost . 
6142,fermentisano i često penušav pića koji se praviti od sok kruška ; po ukus sličan jak cideru 
14507,neki od brojni mali jestiv riba ; obično se hvatati štap i udica i ne moći se kupiti 
9780,konfiguracija zvezda kako se viditi sa zemlja . 
15633,bodljikav rečni riba za jela i ribolov . 
12364,"tvrd ili polutvrda lepljiv supstanca , dobijati se iz neki biljka ili se praviti sintetički put . "
17151,"u logika , iskaz koji jesam uvek tačan "
4732,"koji se ticati Tunis , njegov ljudi i kultura "
2818,dugačak i uzak laguna ; običan u blizina ušće reka 
5736,neki od raznovrstan dnevni ptica grabljivica koji imati gol glava i slab kanđe a hraniti se uglavnom crkotina . 
5207,Unutrašnja donji horizontalan površina sob ili hodnik . 
118,Osećaj zadovoljstvo ili užitak . 
12321,Nečlankoviti crv sa izdužen zaobljen telo zašiljen na oba kraj ; uglavnom živa samostalno ali neki jesam i parazit . 
14090,rod iz star svet iz porodica Cruciferae . 
1216,jezik koji govoriti Japanac ( obično se smatrati altajskim ) 
11248,Živa stalno u mora ; rep ona jesam bočni spljošten i služiti ona za plivanje ; imati malen cevast otrovan zub . 
3178,"period nastava u škola , vremenski period u koji škola raditi "
9559,riba sa vrlo spljošten glava i telo koji se završavati dugačak repa . 
13909,u grčki mitologija velik rat koji se voditi između Grčka i Troja 
13833,"u računarstvo , baza podatak koji se moći pristupiti putem računar "
14363,biti koji od završan član šaka ( ponekad se izuzimati palac ) . 
13901,"koji dozvoljavati komunikacija samo u jendom smer u jedan trenutak ; kod telegraf , dozvoljavati samo jedan poruka na linija u svaki trenutak "
2551,providan ljubičast varijetet kvarc ; poludrag kamen 
9011,evroazijski biljka čiji lišće miriti na jabuka ; imati beo zrakast cvet i perast lišće ; koristiti se u lekovit svrha ; u neki klasifikacija smeštati se u rod Anthemis . 
5802,"sindrom do koji dolaziti usled izlaganje jonizujući zračenje ( izlaganje radioaktivan hemikalija ili nuklearni eksplozija ) ; nizak doza izazivati dijareja , mučnina , povraćanje i ponekad gubitak kosa , dok velik izloženost moći izazvati sterilitet , katarakta , neki oblik raka i drugi bolest ; ozbiljan izlaganje moći da dovesti do smrt u rok od sat vreme "
15418,kanta u koji stajati đubar dok se ne izbaciti 
7038,"izvršan , zakonodavna i sudski grana savezni vlada sjedinjen Država "
3289,"testo koji jesam posut cimet , šećer i suv gožđem , urolati i iseći pre pečenje . "
8615,malo telašce obično jednoćelijski koji proizvoditi mnogi biljka i neki protozoa iz koji se razvijati nov jedinkaw individual 
8563,Tipičn i vrganj iz pododeljak Basidiomycota . 
4104,vojni jedinica koji činiti vojnik koji se boriti na svoj noga . 
3915,"morski riba sličan jegulja , bez grudni peajam grabljivica , veoma ukusan meso ; živiti u Sredozemnom mora . "
7655,nemački država 
16965,tipski i jedini rod porodica Trichechidae . 
5262,Član sveštenstvo i duhovan vođ hrišćanski crkva . 
10942,rod visok azijski drveće iz porodica Bombacaceae . 
5275,koji imati ili koristiti moć da proizvesti govor ili zvuk . 
12645,"žut siv medved iz Sirija , ugrožen vrsta "
16291,podatak o podatak 
6255,Mašin koji automatski obavljati računanje . 
12102,Uobičajena šljuka Evroazija i Afrika ; sitan pernat divljač izrazito dug kljuna . 
11113,tipski rod porodica paprat Ophioglossaceae . 
8250,izdavanje ovlašćenje ( posebno od centralni regionalan vlada ) 
733,Nameštaj koji se koristiti u kancelarija . 
12333,o podne ili što se dešavati u podne . 
8141,koji se odnositi na sociolingvistiku 
9621,kolekcija pisan svitak ( sadržati skoro ceo Stari zavet ) pronađen u pećina blizu Mrtvog morati pred kraj @ord@ 
16191,velik poluvodeni glodar sa mrežast stražnji stopalo i širok pljosnat repa ; konstruisati složiti bran i podvodne kula . 
13708,velik vojni vežba u cilj obuka . 
873,paprat iz porodica Polypodiaceae . 
5769,prelazak sa ozbiljan tema na neki razočaravajući 
7391,elektronski oprema koji obezbeđivati vizuelan slika pomoću promenljiv električni veličina 
12780,obično tanak ravan masa punjenje 
9455,velik australijski skampi 
5848,mleven meso ili rba uvaljati u jaje i prezla i pržne u dubok ulja 
11840,skup jednačina dva ili više promenljiv za koji postojati vrednost koji zadovoljavati sav jednačina istovremeno 
4180,dobiti na toplota ili se zagrijati 
463,morski konjic 
11237,sladak pomorandža iz Izrael skoro bez semenka 
12592,koktel Bladi Meri bez alkohol 
15856,neki ko podučavati muzički obrazovanje . 
7978,pantalone koji jesam kratak od normalan dužina 
13563,stabljika celer koji se kuvati ili jesti sirov ( kao začin ) . 
7104,"deo telo gde se onaj sužavati , između rebro i kuk "
680,uspostaviti kolonija ( za zemlja u razvoj ) . 
11778,elektronski memorijski uređaj 
11783,jestiv ljubičast ili crven bobica 
7431,otvor na vozilo koji dozvoljavati da se viditi sa strana ili otpozadi ; obično sadržati prozirati materijal i moći se otvoriti 
13914,sendvič 
12591,u grčki mitologija Muza astronomija 
1395,stanje krajnje sramotiti . 
2053,javan prikazivanje ili zabava . 
2024,dati nešto politički karakter . 
14806,rotkva 
231,"onaj koji imati geosinhronizovanu orbita , tako da jesam njegov položaj u orbita fiksiran u odnos na zemlja "
10854,"biti povaliti , biti u horizontalan položaj . "
6001,@card@ kopejka činiti jedan rublja 
1794,točak koji se okretati direktan delovanje voditi - jednostavan turbina 
1441,povećati telesni težina 
7334,aritmetički operacija koji se obavljati na broj u pokretan zarez 
13733,Sedišta u glavnom nivo u pozorište . 
3634,deo meso sa gornji delo zadnji noga 
7033,koji se odnositi ili jesam karakterističan za Argentina i njen stanovnik 
1808,glavoči . 
13297,stanovnik Jemen ili poreklo iz Jemen 
15721,kadoanski jezik koji govoriti narod Arikara 
7788,"izvršiti proces ili program , npr . na računar ili mašina "
4481,ruski revolucionar i teoretičar komunizam koji jesam pomoći Lenjin da izgraditi armija ; Staljin ga jesam izbaciti iz Komunističke partija i na kraj ubiti u Meksiko ( @card@ ) 
11232,tvrditi magnetan disk koji jesam trajno ugraditi u pogon računar 
15947,Učiniti labav ili labav . 
8430,koji se odnositi na termodinamika 
4164,ćorba od školjka sa paradajz i drugi povrće i začin 
918,"u grčki mitologija bog morati , Posejdonov sin "
5245,sestra koji pomagati hirurg kod operacija . 
15517,"ponavljanje kraj dva ili više uzastopan rečenica , stihovati itd . "
17320,hermetički zatvoren metalan sud za hrana ili pića ili boja itd . 
10955,jedinica vreme koji iznositi @card@ sekunda ili @card@ / @card@ sat 
7836,"riba koji se pecati i jesti iz prophladnih sladak voda , obično jesam manja od losos . "
1063,"ukrašavanje materijal figura , boja ili drugi šara "
12183,azijski voće sličan ličiju 
9207,"punč napraviti od rum , brendi i voda ili čaj , zasladiti šećeran sirup "
8675,mali evropski smeđ ljiljak . 
195,stanje ili uslov u koji jesam neki nevin za određen zločin ili uvreda . 
15915,koji se odnositi na apozicija ili koji se nalaziti u apozicija 
15866,Višegodišnja lukovičast zeljast biljka iz star svet . 
5771,porodica aromatičan tropski drveće sa ? ? seme . 
6310,novčan jedinica Argentina 
249,rečenica u indikativ koji se nešto izjavljivati 
16046,rod mediteranski žbunje čiji cvet nemati zrakast glavica . 
7775,kocka koji se dobijati isparavanje sup od meso ( goveđi ili pileći ) ili povrće 
7540,"u računarstvo , vreme koji jesam potrebno da se uzvrši softver "
13124,pisan delo ( kao roman ) koji jesam prerađen u nov forma 
9706,koji imati posebno usmerenje 
15031,komunikacija putem pisan simbol . 
16242,voziti koji moći da letiti . 
3350,nauka koji izučavati ljudski društvo 
9354,Zatvarač prikačiti na vrata ili ladica koji ona držati čvrsto zatvoriti . 
2092,mali losos masnog meso roze boja koji se pronalaziti u Pacifik i u Velikim jezero 
1601,kareta 
6683,mesto gde se nešto moći nabaviti . 
8795,"širok , ravan deo telo , kao što jesam leđa ili jezik "
158,koji zasluživati sažaljenje ili podsticati na sažaljenje 
4554,tanak završetak vrata 
443,"u grčki mitologija heroj i kralj Atina koji jesam upamtiti po mnogi delo : ubiti jesam Prokrust i Minotaur , poraziti Amazonka i ujediniti Atika "
3812,balto-finski jezik 
11823,Duže opštenje ( često interaktivno ) koji se baviti neki određenom tema . 
12915,Tehnički aspekt funkcija nešto . 
13990,tvar koji sjedinjivati ili vezati 
16755,neki od mnogi riba sa bodljikav peraje iz red Perciformes . 
8196,dozvola ( ovlašćenje ) koji se odobravati njen imalac da prodaja alkoholni pića 
12379,reaktor koji se sastojati od spirala od izolovan žica koji uvoditi induktivnost u kola 
11006,koji se sastojati od više ćelija ( o organizam ) 
1043,u anatomija struktura koji imati oblik kruna 
14686,osoba koji nezakonito držati žrtva zatvoren obično tražiti otkup 
4232,"vizuelan pregled želudac pomoću gastroskop koji se ubacivati kroz jednjak , ezofagus . "
3,a sizeable hol ( usually in the ground ) 
1466,divljati ili pripitomiti ptica sa težak telo i kratak noga . 
9071,spoljašnji i malo kratak kost podlaktica kod čovek 
5125,evroazijski aromatičan trava sa mnogo žutozelen cvet ; lekovit biljka ; naturalizovati u severni Amerika . 
15481,( islam ) meso životinja koji jesam zaklati na propisan način u sklad s šerijat 
246,ukloniti neželjen supstanca iz nešto . 
14997,vodopad na reka Nijagara 
464,Nešto zakrivljen oblik . 
14203,"u grčki mitologija sin Dedalus ; dok jer bežati sa Krit sa svoj otac uz pomoć krilo koji Dedalus napraviti leteti jesam suviše blizu sunce pa se vosak otopiti , onaj jesam pasti u egejski mora i udaviti se "
13069,dodeliti na neki položaj . 
6957,vrlo raširen porodica biljka . 
15221,metrički jedinica mera za zapremina koji iznositi 100l 
5564,Aromatično drvo zapadni Indija ojesti rađati bobica najgvirca . 
15979,izjava usmeriti na buđenje poverenje . 
2169,biti koji rod vodozemac . 
7477,grupa jezik iz hokan jezički porodica koji se govoriti u Kalifornija 
12093,"Luk u Finska zaliv , prestonica i velik grad Estonija . "
5260,mali tanak evropski slatkovodni riba koji ribolovac koristiti kao mamac 
6508,"jedan od dva paralela na oko @card@ , @card@ stepen južno i severno od ekvator koji predtsvljaju dalek tačka na koji sunce moći da sijati direktno iznad glava . "
10066,neki od više torbar travojeda Australija i nov Gvineja koji imati velik i snažan zadnji noga i dugačak i debeo rep. 
4188,"najmanja planeta sunčev sistema , bliz sunce "
3255,geometrijski element koji imati položaj ali ne i dimenzija . 
5764,rupa u zemlja načiniti kopanje . 
16649,monokotiledona rod familija Iridaceae . 
13047,ljudski čin stvaranje . 
16510,Američko tvrd drvo koji rađati jestiv plod . 
1130,kamarupski jezik koji se govoriti u severoistočni Indija i zapadni Burma 
12618,rod žbunje i nizak drveće iz star svet ; imati mirisan cveće u lep grozd : ? 
5395,zemlja oko kuća ili drugi zgrada . 
7235,podvrgnuti nedobronamernom smeh . 
11504,rod relativno ran dikotiledona koji uključivati uglavnom cveće . 
2035,"analiza sav aspekt projekt , zajedno sa način za prikupljanje podatak o rad njegov delovati "
11448,ibis . 
16369,Kružna izbočina koji štrčati iz frune šešir . 
14584,Lini koji obrazovati rub odeća oko vrata . 
145,veseo osećanje 
5426,Služi da ograditi neki zona . 
3270,KP 
12823,evropski reka koji se ulivati u Baltičko mora 
1103,"neki ko sa neki deliti isti predak , ma kako udaljen . "
11140,"biti koji od raznovrstan , uglavnom hladnokrvan voden kičmenjak , koji imati krljuštati i disati na škrga . "
15193,"rod suvozemni orhideja iz Evropa , severni Afrika i zapadni Azija . "
13243,"tanak struktura , nalik stabljika , pomoću koji se neki biljka uvijuše kačiti za neki predmet . "
8210,Mirođija . 
4011,u grčki mitologija kraljica Sparta koji jesam obljubiti Zevs pretvoriti se u labud ; pri taj jesam začeti Helna Trojanska 
16121,rod drveće dikotiledona iz familija Anacardiaceae koji imati ? drupaceous plod . 
13619,grana zoologija koji pročava sisara 
3016,suprotan reakcija na neki politički ili društven događaj . 
6010,Ponašati se neprirodan i izafektiran . 
8294,ručni alat koji imati zupčast sečivo za sečenje 
11746,majmun sa Bornea koji imati dugačak mesnat nos. 
15952,pogrešno predstaviti 
2749,pića napraviti od dva ili više sastojak 
13080,sijuski jezik koji govoriti narod Tutelo 
14691,osnovni novčan jedinica na Novom Zeland 
16124,varijetet dinja čiji plod imati žućkast smeđ kor i narandžast meso . 
9577,kosmopolitski rod paprat ; paprica ; u neki klasifikacija se smeštati u porodica Polypodiaceae ili Adiantaceae . 
9903,koji se odnositi na limnologiju 
16853,zbir red trigonometrijski izraz ; koristiti se u analiza periodičan funkcija 
5980,francuski pisac koji jesam zastupati jansenizam ; pisati jesam uglavnom tragedija koji jesam zasnivati na grčki i rimski tema ( @card@ ) 
4177,nedostatak darežljivost ; nesklonost da se da novac . 
6026,"koji se ticati Velika Britanija , njen ljudi i kultura "
11701,rod familija Tuberaceae : gljiva čiji jesam telo tiplično ? truffles 
12821,osnovni novčan jedinica Indija 
12870,injekcija koji se ubrizgavati u vena 
646,glavni i velik grad Ruanda 
15290,Grlica 
775,otvoriti brava 
11826,masna riba toplih voda 
14925,hirurški intervencija na oka 
14950,"Čin izvođenje dramski delo , muzički komad ili neki drugi zabava . "
10537,dva ili više tegleći životinja koji raditi zaedno da biti nešto vući . 
15124,zgrada gde putnik moći da platiti smeštaj obrok i drugi usluga . 
6737,neki sisar-mesožder i grabljivac iz porodica pas koji obično loviti u čopor . 
669,suvozemni paprat : tankolist . 
14757,biti koji neprekidan odsečak vreme koji uključivati i trenutak govor 
1663,neki od bodljikav biljka sa cvetan glavica iz rod Dipsacus poreklo iz star svet . 
12193,trava iz rod Alopecurus i Staria koji imati gust svilenkast ili četkast vrh . 
14709,rod koji se poklapati sa familija Daubentoniidae . 
7813,"azijski reka između Kina i Rusija , ulivati se u Ohotsko mora "
12278,osnovni novčan jedinica Malta 
