,Sysnet
14887,revolucija Američkih kolonija protiv Velika Britanija @card@ 
16000,"iz grčki mitologija , tragičan kralj Teba koji jesam neynajući ubiti svoj otac i oženiti se majka Jokasta ; tema Sofoklov drama "" Kralj Edip "" "
9614,osnovni novčan jedinica Nigerija 
5865,cipela koji se sastojati od đon vezan kaiš do stopala 
9680,atinski zakonodavac čiji jesam zakon propisivati smrtan kazna za skoro sav prekršaj ( oko @ord@ vek p.n.e. ) 
16017,"drven duvački instrument , sličan fagot , samo jesam od on velik i zvučati za oktava nize . "
18875,ceo broj ili količnik dva ceo brojati 
3777,glavni grad i luka Oman 
394,kolekcija ili zaliha lek . 
17128,evropski češljugovina sa cvet od beo do ružičast boja . 
3894,čovek koji jesam odgojiti majmun ; junak serija roman od Edgar rica Burroughs 
11084,iz bivši klasifikacija 
8383,"putovanje koji imati cilj i , obično , uključje povrat . "
4012,aritmetički sredina apsolutan vrednost devijacija od sredina distribucija 
5081,anis 
7363,nerv koji sprovoditi impuls do mišić ili žlezda 
6931,zbirka književan dokument ili zapis koji se držati radi čitanje . 
6040,kladiti se ( za novac ) 
6340,neki od više sisara tropski Amerika iz familija Myrmechophagidae koji nemati zub a hraniti se mrav i termit . 
14473,pica sa debeo korica 
8577,"titan jesam čest sastojak Zemljine kor ( @card@ ppm ) , a pojavljivati se dvojak : u silikat i u vida oksid ( ilmenit FeTiO3 i rutil TiO2 ) ; pošto jesam oksidni mineral Ti nerastvorni u voditi , taj jesam njegov koncentracija u rečni i morski voditi prilično nizak ( @card@ ppb ) . "
15278,uzeti nešto ; doći u posed nešto . 
1632,stanovnik Kongo ili poreklo iz Kongo 
2669,Godišnje i vošegodišnje drvenast biljka iz urenih područje ; gušarka . 
16923,pokret koji se zalagati za zaštita radnički prava u odnos sa poslodavac i država 
3487,mali saltkovodne riba mesožderka koji živa u severni Amerika i koji obično imati bočni spljošten telo i metalan sjaj 
12495,dostignuti i eventualno prestignuti 
7672,radno mesto koji se sastojati od okno za vađenje ugalj sa sav zgrada i potreban oprema . 
13012,savremen persijski jezik koji se govoriti u Iran 
16983,smestiti privremeno . 
13165,stanje organizam kada prestajati disanje zbog kompresija respiratoran organ 
617,( kodirati instrukcija koji jesam trajno smestiti u memorija iz koji se samo čitati 
542,mali Kroket od pasiran leblebija ili Fava pasulj začinjen semeni susam 
4396,"pokriti tanak sloem metal , boja , i sl . "
6746,biljka sa pacifički ostrvo ; gajiti se zbog jestiv koren u umeren područje i kao ukras zbog velik sjajan lišće . 
9588,"u elektronika , projektovanje sistema koji duplirati komponenta da biti se obezbediti alternativa u slučaj otkaz neki od ona "
1608,rod porodica Accipitridae . 
13171,refleks koji brzo otvarati i zatvarati očni kapak 
3412,nazvan po kričav glas 
2272,mineral koji se sastojati od aluminijum silikat ; glavni izvor kaolin 
1198,rasprostranjen savremen indijski govor ; govoriti se mahom na sever Indija ; jedan jesam od zvaničan jezik Indija ( pored engleski ) ; obično se pisati devanagarijem 
10941,koji se ticati Nikaragva i njen ljudi 
55,prijatno i površno uzbuđivati 
15441,tunguski jezik koji govoriti narod Manču 
12229,čovek koji učestvovati u igra na sreća i u taj ulagati novac 
5314,praviti oblikovanje ili sastavljanje delovati . 
19123,Događaj nečiji rođenje . 
3076,jabuka koji se najčešće jesti nekuvan i nepečene 
14606,novčić od srebro 
1465,"hraniti se mrav i termit ; kandža jesam on velik i širok , sličan kopita ; jezik on jesam dugačak , širok , spljošten i bradavičast ; živiti u Južnoj Afrika . "
17258,"tip otpornik čiji se električni otpor menjati sa promena temperatura ; zbog taj osobina , nalaziti primena kao senzor temperaturni promena "
16623,u grčki mitologija vrhunski bog ; sin Reja i Korna koji jesam svrgnuti ; muž i brat Herin ; brat Posejdon i Had ; otac mnogi bog ; u rimski mitologija on odgovarati Jupiter 
3817,program koji kontrolisati izvršavanje drugi program 
3634,"smeđaksto-crn mineral , glavni izvor hrom "
4904,u grčki mitologija Muza komedija i pastoralan pevanje 
15347,pljosnat insekt bez krilo koji sisati krv koji jesam parazit toplokrvan životinja . 
11844,član biti koji od mnogi lingvistički povezan narod centralni i Južne Afrika 
18779,"koji se odnositi ili jesam karakterističan za Italija , njen ljudi , kultura i jezik "
1207,neki od mnogi jestiv seme iz porodica Leguminosae . 
16254,"koji se ticati Norveška , njen ljudi i kultura "
6907,"zimzelen drvo sa Mediteran , gajiti se od star vreme ; rađati sjajan crn jestiv plod . "
3410,porodica zeljast biljka i žbunje mesožderka . 
8807,koji se odnositi na isposnik ili jesam prikladan isposnik ili njihov izolovan život 
7290,"koji imati telo koji jesam podeliti u uzastopan segment , kao kod člnakovitih glista . "
1300,fleksija glagol 
12786,Žlezda endokrinongsistema koji izlučivati horomone direktno u krvni sistem . 
562,deveti slovo grčki alfabet 
11012,Ženka labud 
11098,postignuti dupli poen ; osvojiti dva baza jedan udarac ( u bejzbol ) 
3079,okrugao lepinja posut mak ; praviti se od testo koji jesam četvrtast oblik tako što se kraj privući do sredina 
3867,ustanova u koji se brinuti o ljudi 
17055,jesam polomljen ; ceo i nedirnut ; u jedan komad . 
17472,"finansijski obaveza , kao porez . "
3295,jama ili rupa nastati habanje ili atmosferski dejstvo ( posebno na površina put ) 
2285,koji se odnositi na drevan Rim i njegov ljudi 
9693,zupčanik koji prenositi snaga iz automobilski motor preko pogonski vratilo do živ osovina 
16742,"peta i visok element nakon vazduh , zemlja , vatra i voda ; verovati se da jesam tvar od koji se sastojati nebeski telo "
15794,"rasa poreklo sa labrador , imati kratak crn ili zlatnožut dlaka . "
3479,proces očvršćavanje magmatski rastopa . 
9303,Izgrađuju zid cevast organ i organ sa šupljina . sastojati se od velik brojati vretenast ćelija koji imati obično jedan jedro u centar ćelija . Aktin i miozin jesam u ona grupisati u snop tako da nemati poprečne-prugavosti . 
10212,pas koji imati dugačak vodootporan dlaka ; trenirati da pronalaziti divljač . 
19201,"organizam bez vaskularan tkivo : npr . alga , lišaj , gljiva i mahovina . "
17882,mali noćni kukac koji sisati krv . 
3830,uključiti u lista ili spisak 
13508,Radijalno simetričan životinja koji imati vrećast telo sa samo jedan otvor i pipac sa bodljikav struktura ; javljati se u oblik polip i meduza . 
11207,neki od mnogi vrsta kupus . 
4252,"koji se ticati Svazilend , njegov ljudi i kultura "
19257,navlaka koji prerušavati ili štititi lice . 
6177,platforma nalik patos postaviti na plovilo 
8444,zvuk bubanj u koji se udarati brzo i neprekidno . 
18364,Smeštaj u koji živiti jedan ili više porodica . 
3447,koale 
13580,knjiga koji sadržati uobičajiti izraziti na stran jezik sa prevod 
17721,očistiti od iskvaren uticaj svet 
2548,novčan jedinica koji jesam deo ( obično stoti ) osnovni novčan jedinica 
5567,a woman ancestor 
9654,vrsta morski kraba koji nastanjivati japanski mora ; imati velik raspon noga od biti koji drugi vrsta zglavkar 
8340,"faza u psihoseksualnom razvoj kada jesam izvor zadovoljstvo dete usta i dešavati se u prvi godina dan život . posledica preteran zadovoljenje jesam : zavisnost , pasivnost , optimizam , lakovernost , preteran sklonost ka jela , pića i brbljivost , preteran zavisnost , lako se razočarati , loše podnositi frustracija . posledica deprivacija ( uskraćenja zadovoljstvo ) jesam : depresivan i agresivan tendencija , sarkastičnost , pesimističnost , cinizam , težnja da se uništiti objekt svoj ljubav . "
10665,evroazijski republika u mali Azija i na Balkan ; steći nezavisnost od otomanski imperija @ord@ godina . 
17544,"faza u psihoseksualnom razvoj kada jesam interes dete koncentrisan na analan regija ; fiksacija u ovaj faza jesam reći dmože da dovesti do urednost , zloba , tvrdoglavost , kompulzivnosti . "
2683,"stanje u koji jesam neki bogat , imati obilno materijalan dobro i novac . "
12168,vrsta crven jabuka 
8021,algonkinski jezik koji govoriti narod Potavatomi 
15888,goveđi ribić marinirati u začinjen sirće nekoliko dan pre spremanje ; često se servirati sa knedla od krompir 
12077,obaveza da hteti se nešto dati ili da hteti se uzdržati od nešto . 
2882,Sačuvati ili rezervisati za ličan ili specijalan upotreba . 
4965,lekar koji jesam specijalizirati hirurgija . 
18909,religijski obrok koji se deliti kao znak ljubav ili prijateljstvo 
3220,vezan morfema koji se koristiti samo u složenica 
3558,neki biljka cvetnice iz mediteranski područje koji se gajiti zbog upadljiv cveće . 
6008,Hidra 
11341,sistematski vežbanje višestruk ponavljanje . 
16223,Žbun ili drvenast penjačica uglavnom iz tropski kraj i umeren kraj star svet : jasmin . 
101,Jačati u snaga . 
9260,vrsta četinar iz rod Larix koji imati listopadan igličast čekinja . 
19203,grana matematika koji se baviti grupa 
16239,"grad u Češka republika , mesto čuven bitka iy @card@ "
18946,"uređaj koji aktivirati , odpušta ili dovoditi do taj da se nešto desiti "
9330,"gmizavac relativno dug telo , obično sa dva para noga i repa . "
5075,komanda koji korisnik unositi radi pokretanje aplikacija 
10939,Široko gajen vrsta banana koji rađati kompaktan visećxe grozd žut voće koji jesam komercijalan vrlo značajno . 
11858,uzrokovati da se nešto prevrnuti 
4075,Pepsi jesam komercijalan marka pića kola 
17848,glavni i velik grad Čad 
19147,moreuz u Njujork koji odvajati Menheten i Bronks od Kvinsa i Bruklin 
17448,"koji se ticati Bolivija , njen ljudi i kultura "
2650,radnja u koji se prodavati cipela . 
3211,"prouzrokovati braon oštećenje ( trulež ) na paradajz , krompir i duvan itd . "
8665,neki divljati ovca koji nastanjivati planinski predeo . 
17399,"ginko : u neki sistem se klasifikovati kao klasa Ginkgopsida , a u drugi kao podrazred Ginkgophytina ili Ginkgophyta ) ; u neki klasifikacija se koristiti za jedan od pet podrazreda Gymnospermophyta . "
11959,Eterična zapaljiv smeša hidrokarbona ( heksana i heptana i oktan itd . ) dobiti od petrolej ; koristiti se uglavnom kao goriv za motor sa unutrašnji sagorevanje . 
11832,Vis stvar grupisan zajedno . 
381,materijal od germanijum ili silicijum čiji jesam električni provodnost između provodnosti metal i izolator 
3024,u neki klasifikacija se koristiti za saprofitne trava koji se ponekad semštaju u porodica Pyrolaceae ; rod Monotropa i Sarcodes . 
5337,granica površina . 
9387,"dva šerpa , jedan unutar drugi "
5960,učiti ponavljanje 
5839,"u računarstvo , format sektor na tvrd disko koji omogućavati operativan sistema da ona pristupiti i postavljanje startni pozicija "
10027,kontinentalan država u centralni Azija 
17228,prevrat boljševik pod vođstvo Lenjin u novembar @card@ 
10746,"stabilan tok , prirodno prouzrokovati "
13291,velik vojni flota 
14373,"Pružiti pomoć , biti na usluga . "
16488,rezonovanje koji voditi zaključak koji jesam uzvedeno na baza prethodan zaključak i posredan dokaz a ne na osnova direktan opservacija 
6929,mali kopnen jednakonožac sa ispupčen segmentiran telo koji moći da se sklupčati u loptica 
1915,evroazijski orah koji se ceniti zbog jestiv koštunjičavog plod i tvrd drvo ; široko jesam rasprostraniti . 
15200,stepen na neki skala 
4267,Poprečne nitikoje se utkivati u osnova pri tkanje . 
2286,čin spajanje stvar zajedno 
2465,raditi nešto ili krtati se velik brzina . 
64,Vrežasta biljka iz rod Cucumis ; gajiti se od davnina zbog valjkast zelen plod . 
6697,glavni i velik grad Niger 
9058,pri hod klati repa kao pliska 
10881,velik migracija ljudi ka novootkriven nalazište zlato 
5280,inteligentan majmun ekvatorijalan afrički šuma . 
19121,( računarstvo ) operacija pristup informacija iz memorija računar 
14808,glavni grad Gvineja Bisao 
15723,politički orijentacija koji poticati iz 1960-ih i koji karakterisati mešavina liberalan politički stav i insistiranje na ekonomski rast 
218,Čin koji se činiti neki dobro delo . 
14275,deo telo kod čovek ili životinja ispod struka a iznad butina 
1093,čin koji se nešto smanjivati sečenje kraj 
18809,odnositi se i na biljka i na životinja - hrana ze životinja . 
94,prevozni sredstvo koji prevoziti ljudi ili stvar . 
17990,živeti u ili kao u šator 
14694,mesto za koji se tvrditi da postojati u verski ili književan spis 
14239,industrijski biljka penjačica čiji se osušiti plod upoterbljavaju u pivarstvo . 
4760,prestonica i velik grad Češka republika u zapadni delo zemlja ; kulturan i trgovački centar od @ord@ vek . 
7286,"metod koji se koristiti u rendgenologija , prosvetljavanje telo ili neki delo telo putem x-zraka i njihov pojava na specijalan ( fluroscentnom ) ekran . ovaj metod jesam važan da biti se moći uočiti pokret organ . "
10909,"znak interpunkcija ( , ) koji služiti za razdvajanje rečenični deo "
3582,novčan jedinica koji se koristiti u Kirgistan 
2622,"Najduže jezero na svet , u centralni Afrika , između Tanzanija i Kongo "
15702,Neodređena količina nešto koji imati određenu vrednost . 
7191,agens koji dovoditi do hemijski reakcija 
6201,rod porodica Strigidae . 
1310,napraviti fonetski transkripcija 
8638,"vrsta redak ali težak psihički poremećaj koji se manifestovati tako što osoba redovno tražiti medicinski nega i pažnja za nepostojeći simptom koji sam izmišljati , a neobjašnjiv želja da se preuzeti uloga pacijent objašnjavati se kao pokušati begati od svakodnevan život i potreba da se biti negovan i zaštićen "
3980,prouzrokovati genetički rekombinacija 
266,onaj što jesam ispod standard i očekivanje u pogled moral ili pristojnost 
9754,računar koji predstavljati informacija pomoću promenljiv veličina ( e.g. pozicija ili napon ) 
2347,"gaziran voda koji sadržati kinin , uglavnom sa ukus limun ili limete "
4877,sir koji se praviti od kozji mleko 
17290,topao godišnji doba ; na severni hemisfera trajati od dug dan taj jesenji ravnodnevica . 
1304,struktura koji potpuno okruživati deo telo 
12286,Godišnja ili višegodišnji zeljast biljka iz mediteranski područje . 
14124,Mladunče domaći životinja - krava . 
23,"tanak riba koji živiti u dubina tropski mora , dugačak @card@ metar , imati crven leđni peraja . "
4419,biljka koji se gajiti zbog cvet čiji jesam miris jak noću . 
12537,izumro istočnonemački jezik star Got ; jedini sačvani zapis jesam prevod biblija biskup Vulfile iz @ord@ vek 
19171,najmanje prokariote koji moći da se bespolan razmnožavati ; nedostajati ona ćelijski zid i moći preživeti bez kiseonik ; moći izazvati pneumonija ( upao pluća ) i infekcija urinarni trakt 
11395,stanovnik Gvineja ili poreklo iz Gvineja 
13719,glavni grad i luka Gambija 
5881,"glava domaćinstvo , porodica ili pleme "
18122,mali šupalj loptica od testo koji jesam obično punjen krema i preliven čokolada 
7118,"sluzav telo jesam obao osim repa koji jesam spljošten ; u nepravilan usta jesam sitan zub , a i jezik jesam prekriven zub ; hraniti se drugi riba tako što ona izbušiti rupa u telo . "
4272,slatko mesnat crven voće 
73,Onemogućen i jesam slobodan ; ne mpože da delovati po sopstven volja . 
10581,kvalitet koji posedovati niz stvar između koji postojati prostor . 
3308,praksa kooperacija u koji se dvoje ili više ljudi udruživati radi međusoban pomoć ili sigurnost 
13494,"morski riba sa velik i širok glava , crvenkast boja sa otrovan štrim bodlja . "
5376,protozoa koji uglavnom živa u čist voditi 
2298,"bog vino , plodnost i drama ; grčki ime za rimski bog Bahus "
17878,morski sisar vretenast telo koji jesam prilagoditi život u voditi ; disati kroz rupa na glava . 
10050,koji se odnositi glas koji pevati ili jesam on nameniti . 
16722,stanje sramota ili poniženje . 
1715,film kod koji jesam slika sinhronizovan s govor i pevanje . 
6435,Životinja koji se hrai meso . 
14915,akademski odnos između nastavnik i njihov student . 
18612,presavijen papir koji moći da se koristiti za neprekinut štampanje koji kontrolisati računar 
4689,oblik zamenica ili glagol koji se označavati govornik u dat diskurs 
15466,kuhinjski aparat koji služiti za kuvanje hrana 
15383,koji jesam specijalizovati ili ograničiti na jedan klasa stvar 
1106,"deo nakit koji se sastojati od alka od plemenit metal , često i sa drag kamenje , koji se nositi na prst "
18594,aeroban štapičasta bakterija koji proizvoditi sporiti ; često se pojavljivati u lančastim formacija ; primarno se nalaziti u zemljište 
8271,koji imati skup uzajamno norlanih osa ; seći se pod prav ugao 
9240,složen ester koji se koristiti za izrada tkanina ili plastika 
15748,rasti u kraj uz mora ; u proleće cvet žut . 
5868,lisće koji se nalaziti na stabljika nalik celer ; jesti se sirovo ili kuvati 
12285,kožuškari 
12248,piva točiti iz bure 
9214,pojednostavljen opis kompleksan entitet ili proces 
2856,procep u gladak mišićni tkivo kroz koji izvirivati telesni sklop 
4833,am 
18928,stanje življenje . 
9345,krevetac za beba u oblik kutija s drška u koji beba moći da spavati dok se nositi . 
13701,jezički porodica koji sadržati većina jezik koji se govoriti južno od Sahara ; taj jesam mahom tonalni jezik mada imati nekoliko značajan izuzetak ( n . pr . svahili ili ful ) 
211,koji zasluživati uvažavanje i poštovanje 
11314,neki ko govoriti podstaknuti božanski inspiracija ; neki ko tumačiti božji volja 
13316,dužinski jedinica koji jesam jednak jedan dvanaestina stopa 
881,koji se odnositi na prorok Muhamed ili na vera čiji ej on osnivač 
15559,"u grčki mitologija , titanka , majka Heli , Selena i Eosa "
9758,Čin putovanje pešice . 
8438,Kolač koji se sastojati od dva lagan kor između koji jesam žele smesa . 
778,zreti polni reproduktivan ćelija koji imati jedan sku [ neuparenih hromozom . 
6170,neki ko podučavati muzički obrazovanje . 
18322,obučavanje vojnik u vojnički veština 
12974,neki ko jesam obučiti u šumarstvo . 
7156,Zajednička operacija ili radnja . 
7423,apstraktan podela celina u sastavni deo s cilj izučavanje delovati i odnos među ona 
8786,mali pitati bez gornji kor koji sadržati voće . 
1097,osnovni novčan jedinica Somalija 
5249,Uređaj koji reflektovati zračenje . 
13124,krvni grupa čiji crven krvni zrnce ne nositi ni antigen A ni antigen B . 
14196,utensils made with copper 
18068,koji se odnositi na jezik kao organ 
2640,smešati ili uskladiti 
10064,listopadan kineski drvo sa lepezast lišće i mesnat žut semenje ; skoro isključivo se gajiti kao ukrasni ulični drvo . 
8037,kušitski jezik koji govoriti narod Somali 
28,odsustvo moralan ili duhovan vrednost 
15437,Nezvanična asocijacija ljudi ili grupa . 
8849,bakterijski red ( red bakterija ) 
13868,grana filozofija koji istraživati uzročni veza 
5480,ostatak ili otisak biljka ili životinja koji jesam postojati u prošli geološki razdoblje 
9031,Reč koji imati tri sloga . 
16033,Sloboda od kontrola ili uticaj drugi ili drugi . 
10678,jedan od tri membrana koji obavijati mozak i moždina 
9021,pokazivač koji se sastojati od instrument za merenje količina padavine 
2000,"lak srebrn beo bivalentan metal ; u čist oblik gora sjajan beo plamen ; u priroda se ne javljati čist već u kombinacija , kao magnezit , dolomit , karnalit , itd . "
11295,jedinica za dužina koji iznositi jedan hiljaditi deo metar 
13380,muzičar koji svirati neki udaraljke 
4431,iskopina u zemlja iz koji se vaditi ruda i mineral . 
4030,oblik ili način na koji se stvar približavati i uspostavljati se veza . 
3248,krov u oblik polusfere 
10602,planinski vrh na sever Grčka blizu egejski obala ; prema verovanje drevan Grk na on jesam živeti bog 
7422,uređaj koji moći da se koristiti za unos podatak u računar ili drugi uređaj 
4981,mali grad blizu Jerusalim na zapadni obala reka Jordan ; dom Davidov i smatrati se rodnim mesto Isus 
8352,vrlo velik fazan-neletač jugoistočni Azija koji se često gajiti kao ukrasni ptica . 
1480,"Bivša komunistički država u istočni Evropa i severni Azija ; osnovati @ord@ godina ; uključivati Rusija i @card@ drugi socijalistički republika ( Ukrajina , Belorusija i drugi ) ; zvanično rasformirati @card@ decembar @ord@ godina . "
4742,ostatak od pravljenje buter od sirov kiseo mleko ; ili pasterozovani mleko koji se kiseliti dodavanje kultura 
15568,glavni i velik grad Centralnoafričke republika 
3361,znak interpunkcija ( / ) koji služiti za razdvajanje povezan informacija 
8652,organizovati struktura za uređivanje i klasifikovanje . 
1082,posuđe za kuvanje 
530,vladin politika koji se ticati održavanje ekonomski rast i prihod od porez . 
4474,sestra koji pomagati hirurg kod operacija . 
24,odvratno prljav ; prekriti ili zamazati kakav odvratan tvar 
12329,izričito naglasiti ; do detalj pojasniti 
12335,"kretati se kroz vazduh , pridržavan vazduh . "
18438,merni instrument koji se sastojati uglavnom od mali teleskop sa pričvršćen libela koji se vrtiti oko vertikalan osa i koji se koristiti za merenje relativan visina zemlja 
18500,koji se odnositi na bavljenje nauka . 
1493,kućni aparat koji se koristiti za priprema hrana 
14138,povezivanje simbol u niz jedan za drugi 
3112,Ženska reprodukivna ćelija . 
14218,rod porodica Lophiidae . 
2055,algonkinski jezik narod Mikmak 
6202,koji se ticati Tajvan i njegov stanovnik 
3287,jezik na koji se prevoditi tekst napisan na drugi jezik 
14970,"u genetika , atribut koji se sticati biološki nasleđivanje od roditelj "
4494,nož koji se koristiti za jela za sto 
11007,sirov grašak mali zrno 
14878,"Pričvrstiti konopac , uzica . "
9523,"asocijacija država zapadni hemisfera stvoriti @card@ da promovisati vojni , ekonomski i kulturan saradnja "
17697,kukuruzni brašno kuvati u voditi 
2636,deo ili odeljak putovanje 
7877,evropski plutajući biljka sa okrugao srcolik list i beo cvet . 
4864,koji se odnositi ili uključivati više nacija ili država 
13052,"bavljenje ribolov ne kao zanimanje nego kao zabava , sport "
7365,pozvizd 
16546,rožac 
17991,Američko tvrd drvo koji rađati jestiv plod . 
2625,hodati kroz relativno spor voda . 
11803,"kobra , mamba , ? ? ? "
17135,napraviti prekid u nešto . 
1820,knjiga Ser Tomas Mor koji opisivati savršeno urediti društvo na zamišljen ostrvo 
11229,dužina ili tip vremenski aktivnost označen glagol 
3338,koji se odnositi na jezik tajlandski narod 
11789,rod godišnji ili višegodišnji bodljikav čičak iz star svet . 
17570,crvenkast smeđ evropski sova koji imati okrugao glava i crn oči . 
13899,Čin obavljanje nešto uspešno koristiti znanje . 
6519,mrtvačnica u koji se leš kremirati 
14813,tipski rod porodica Gruidae : tipičan ždral . 
8609,nauka o materija ; grana prirodan nauka koji se baviti sastav supstanca i njihov svojstvo i reakcija . 
12863,grupa jezik iz hokan jezički porodica 
12096,jedinica govorni jezik veće od fonema 
6844,planeta čiji se orbita nalaziti unutar zemljin orbita 
8504,knjiga u koji jesam izlistan ime i transakcija . 
17874,misija koji imati diplomatski cilj . 
9940,"apstraktan ideja o taj šta pripadati osoba ili vlast po pridodi , zakon ili tradicija . "
18631,pustiti nešto da pasti na zemlja . 
3794,podudarnost u stav ili mišljenje do koji jesam doći grupa kao celina 
18248,promeniti redosled nešto 
214,Ućiniti da se neki osetiti opušten . 
15076,komad slanina sa bok 
18469,štampač koji stvarati otisak mehanički udarac 
9292,Smešati u jedan celina . 
15808,jela u dubok posuda koji se praviti od meso ili povrće ili gulaš sa knedla 
2892,oklopnik ; američki mravojed ; lenjivac . 
18467,Muzički instrument u koji jesam zategnuti žica izvor zvuk . 
11478,tai jezik budista koji živa u dolina reka Mekong u Tajland i Laos 
3161,biti koji od raznih gljiva iz porodica Lycoperdaceae čiji okrugao plodonsono telo oslobađati oblak spor kada sazreti 
16485,Reći ponovo ili imitirati . 
42,bojažljiv očekivanje ili predviđanje 
8702,profesija obrazovanje ( posebno u škola i na univerzitet ) 
7674,politički usmerenje narod ili vlada sa cilj da održati snažan vojni sila i da biti spreman da ga agresivno koristiti da braniti ili promovisati nacionalan interes 
7209,metal relativno velik gustina - specifičan težina veće od 5g / cm3 - ili relativno velik atomski težina 
9552,skup oznaka i pravilo za njihov korišćenje ( u sklad sa SGML-om ) u razvoj hipertekstualan dokument 
12590,voden ptica iz rod Gallinula rezlikuju se od liska po taj što ličiti na domaći kokoš 
6941,"debeo , težak i skup tkanina sa uzdignut šara . "
7463,praviti se od svež zelen grašak i bujon sa seckan zelen salata i luka i celer 
4598,"uređaj za prikazivanje ulazni signal kao slovo na ekran , obično imati tastatura "
11227,drvo iz porodica Cupressaceae 
508,imati ga u priobalan pojas severni Atlantik ili reka koji se ulivati ; odrasti ne uginuti posle polaganje jaje . 
1148,šafranika 
1276,polimer koji sadržati amidnu grupa koji se ponavljati 
16019,provodnik načiniti od poluprovodnički materijal . 
15970,mali vekna ili zemička mek hleb . 
5012,"rod suvozemni orhideja koji obično imati jedan par širok blještavog lišće oko sredina stabljika ; imati ona u umernoj Azija , severni Amerika i Evropa . "
16081,"velik šupalj drven figura konj u koji jesam biti sakriti grčki vojnik , koji jesam Grk ostaviti ispred Troja u trojanski rat "
5071,supstanca koji jesam u tečan stanje na sobni temperatura i pritisak . 
1242,osnovni novčan jedinica Uganda 
14420,razred koji se poklapati sa porodica Palmae : palma . 
14848,grupa životinja koji loviti . 
12840,Francuski ili italijanski hleb iseći na deo i posuti puter sa aroma beo luka a potom osušiti u rerna . 
178,hokan jezik koji govoriti narod Čimariko 
235,koji osećati ili ispoljavati bol ili žalost zbog greh ili uvreda 
11875,glumljenje lik na scena 
15261,"precizno pravilo , ili skup pravilo , koji specifikovati kako trebati rešiti neki problem "
9585,pravougaon okvir sa ručka na oba strana ; nositi ga dvoje ljudi . 
22,"kvalitet koji činiti daa jesam nešto poželjan , vredan ili korisno . "
4815,karta za igranje koji na lice imati simbol crven srce . 
9803,an abundance of material possessions and resources 
8391,ne koristiti se u sav klasifikacija ; u neki klasifikacija se poklapati sa Lemuroidea ; u drugi uključivati i Lemuroidea i Tarsioidea . 
18479,"Karakteristično stanje osećanje , uobičajen ili relativno privremeno . "
15042,skup kontrolni iskaz koji jesam smestiti u biblioteka i moći se pronaći po ime . 
12547,"u računarstvo , sistem za globalan elektronski komunikacija u koji korisnik moći da sastaviti poruka za jedan računar a koji hteti korisnik koji jesam namxena da primiti na sav računar kad se prijaviti za rad "
15091,osnovni novčan jedinica Kolumbija 
18644,voda natopljen tlo ; mekan vlažan zemlja 
8934,portugalski provincija na južnoj obala Kina i dva ostrvo u Južnom kineski mora ; vratiti Kina @card@ 
17652,matematički operacija na matrica 
1930,paziti neki kao majka 
8771,konstrukcija motorni vozilo koji činiti čelični okvir na feder koji držati telo automobil i motor 
13553,hrišćanski usamljenik 
18007,velik životinja biljojed sa debeo koža koji živiti u ili oko rok tropski Afrika . 
1086,slatko taman ljubičast šljiva 
18161,glavni rod redati Sarcosporidia 
