,Sysnet
8097,odnos srodstvo između muški osoba i njegov braća i sestra 
7334,izjava usmeriti na buđenje poverenje . 
8094,biljka koji imati cveće koji nalikovati ? larkspur ali se od on razlikovati u raspored latica ; ponekad se uključivati u rod Delphinium . 
11207,neki od mnogi vrsta kupus . 
2786,puding od rendan šargarepa 
4520,iznos koji se plaćati pre nego što se zaraditi . 
175,Reč koji se sastojati od jedan sloga . 
15869,Žena koji jesam crn 
9755,aktivan podrška ; naročito čin zauzimanje i argumentovanje u korist koji ili šta 
17499,pripremni školski rad koji se obavljati izvan škola ( pre sav kod kuća ) 
11959,Eterična zapaljiv smeša hidrokarbona ( heksana i heptana i oktan itd . ) dobiti od petrolej ; koristiti se uglavnom kao goriv za motor sa unutrašnji sagorevanje . 
3288,"u računarstvo , organizacija podatak i njen memorijski alokacija u računar "
14218,rod porodica Lophiidae . 
548,deo tekst ; posebno deo tekst srednji dužina 
15249,slankast tečnost koji ispuštati znojan žlezda 
7918,sistem za uzimanje kiseonik i odvajanje ugljen-dioksida ( kod kopnen životinja ovaj se postignuti disanje ) 
10606,jedan od koštan ili rskavičav luk sa svaki strana ždrelo koji podržavati škrga riba i voden vodozemac 
18274,morski pacov i izumro vrsta . 
990,niz uređen grupa ljudi ili stvar unutar sistema 
1291,strana koji jesam napred ili koji jesam istaknuti . 
13417,mali tanak uređaj ( od metal ili plastika ili slonovača ) koji se koristiti za trzanje gudački instrument 
236,gajiti nežan osećanje prema neki . 
18911,koji se odnositi na limnologiju 
16087,Morž iz severni Atlantik i Arktik . 
19007,računarski kola koji se sastojati od skupa elektronski komponenta 
8642,"imati na glava dva nosni otvor ; ždrelo ime jesam uzan , koža gladak , glava ogroman , rožne ploča dugačak , grudni peraja širok i zubat , a leđni peraja nemati . "
8260,ostrvo na koji jesam republika Irska i Severna Irska 
18067,radni sat ili dan tokom kalendarski nedelja 
4391,KP 
4800,zaustaviti neki stanje ili aktivnost . 
4037,biti sličan nešto . 
67,dati sloboda ; osloboditi od kazna ( kazna zatvor ) 
11030,proučavanje fonološki realizacija alomorfa jezički morfema 
5378,neki ko prvi ili donositi zakon 
4379,Južnoamerički žbun čiji lišće žvakati urođenik sa anda ; izvor kokain . 
4635,crn figura ( za razlika od beo figura u šah ) . 
12856,Evroazojska višegodišnji nana koji imati mali ljubičastoplave cvet i jajast list ; od ona se dobijati aromatičan ulja . 
3306,jedan iz skup nameštaj koji činiti sob ili neki drugi prostor spreman za korišćenje . 
25,"koji ne predstavljati teškoća , ne iziskivati napor . "
17435,govoriti redom broj . 
12733,Ruski kompozitor i pijanist ( @card@ ) . 
15957,vrednost koordinata na vertikalan osa . 
5040,"smer u sociologija koji nastojati da obajsni društvo bilologistički , tj . sa sav zakonitost koji vladati u svet živ biće "
14076,stepen na skala od @card@ stepen temperaturni skala . 
14617,tibetsko-burmanski jezik koji se govoriti na krajnji sever Burma i u susednim oblast Kina i Indija 
4070,Ići prema gore uz postepen ili stalan napredak . 
11632,"koji se ticati Džibuti , njegov ljudi i kultura "
13052,"bavljenje ribolov ne kao zanimanje nego kao zabava , sport "
10685,Velika čegrtuše ; retko ujedati osim kada se prepasti ili loviti plen . 
5952,tanak papir koji jesam s jedan strana prevući taman voskastom supstanca koji često sadrći indigo ; koristiti se za štampanje više kopija isti tekst 
14261,tikva koji imati žut kor i žućkast sredina i obično izdužiti vrat 
15031,položaj na skala u odnos na drugi u sport 
18684,osoba koji imati doktorat neki akademski institucija 
14345,praktičan primena nauka u trgovina ili industrija 
18361,kretati se ritmički ; o srce ili motor . 
4960,"osobina , svojstvo onaj što jesam konkavan "
559,naprava sa drška i savitljiv šib koji se koristiti za bičevanje . 
7267,"Čin izvođenje dramski delo , muzički komad ili neki drugi zabava . "
16031,štampač koji predstavljati svaki karakter pomoću šara tačka izabran iz matrica tačka 
8033,voziti koji moći da letiti . 
13909,vrsta reč čiji jesam glavna funkcija bliže određivanje vrsta radnja izražen glagol 
6546,nešto što spajati ili povezivati 
12954,Određeno okruženje u život . 
9455,kratak muzički kompozicija sa reč . 
3388,glavna grana afroazijski jezički porodica 
10526,zbirka knjiga koji moći biti pozajmljen čitalac u zamena za mali dnevni nadoknada 
112,koji se kretati . 
8661,uzak kanal koji povezivati dva veće voden površina ( obično morati ) 
17532,Tustica : velik rod biljka mesožderka skoro bez stabljika . 
4214,opasan distribucija u sav pravac 
16882,koji se odnositi na metorite ili jesam izazvno ona 
1660,Stolica koji moći da se sklopiti radi lak skladištenje . 
930,pripadnik narod taman koža koji jesam živeti U Australija pre nego što jesam stignuti Evropljanin 
5889,šošonski jezik koji govoriti narod Ute 
8283,neki od različit leptirov iz porodica Lycaenidae . 
8048,"rezak list se koristiti kao začin za meso , divljač , sup i omlet . "
17125,dugme koji se aktivirati računarski miš 
7959,neki koji živiti u pećina 
5581,svojstvo onogo što jesam propustljiv 
17645,velik grupa bakterija koji posedovati čvrst ćelijski zid ; pokretan soj imati bič 
11265,suprotan ili kontrastni tip 
7949,jednostavan oblik koji se uzimati za zajednički osnova iz koji se srodan reč u nekoliko jezik moći izvoditi jezički proces 
1147,"dete vaš stric , ujak ili tetak . "
4765,"Načiniti nešto u pisan oblik ; o tekst , muzički kompozicija , isl . "
10971,vrlo rasprostraniti arktički dragušac za koji se verovati da večati ili sprečavati skorbut ; izvor koncentrovan vitamin C . 
7706,rod bakterija 
12774,postaviti ili ustanoviti naredba ili nalog . 
10168,"razvijati misao , tvrđenje , ideja . "
11960,Čin užurban kretanje na nepažljiv način . 
8965,evropski breza sa srebrno-belom kor ili opušten grana . 
3839,primitivan voden kičmenjak . 
3060,beo i žut plik . 
16784,u neki klasifikacija se razvrstavati kao razdeo carstvo Protista ; heterotrofan ili saprofitne flagelate 
11634,visok palma čiji plod jesam kokos ; široko se gajiti u tropski pojas . 
12797,skup odgovor ili reakcija ili pokret koji prav organizam u biti kakav situacija ( psihologija ) . 
4854,komad nameštaj koji sadržati jedan ili više sijalica 
13558,privremen opskrba novac ( obično sa kamata ) . 
10384,posao u neki organizacija . 
19023,Čin iznošenje predlog . 
4981,mali grad blizu Jerusalim na zapadni obala reka Jordan ; dom Davidov i smatrati se rodnim mesto Isus 
15011,izumro italski jezik drevan južne Italija 
12634,reprezentacija osoba ( posebno u oblik skulptura ) 
6989,mali površina obrađen zemljište 
3007,nit DNK u jezgra ćelija koji jesam nosilac gen u linijski redosled 
1328,osnovni novčan jedinica Kirgistan 
17800,dugačak i uzak komad papir 
14727,električni uređaj koji generisati digitalan reprezentacija slika koji jesam ulazni podatak za računar 
18284,"Podrvgunti nešto obraditi ili tretman , sa cilj da se taj učiniti spreman za neki namena , da se poboljšati , ili da on se popraviti stanje . "
13011,sistem ili oblik koji se upravljati društvo ili drugi politički jedinica 
13422,Čvrsti greben koji obrazovati gornji deo nos . 
17089,organizacija osnovati za specijalan potreba . 
1432,privremeno prekinuti aktivnost pre nego što se nastaviti . 
4911,"presavijen deo , kao na koža ili mišić "
17662,"osoba koji praviti , popravljati i prodavati oprema za konj . "
2379,paprat iz rod Osmunda : velik paprat sa puzajući rizom ; gol sporangije jesam na izmenjen perast list koji podsećati na cvast . 
15698,vulkan na jugoistok Italija na obala sredozemni mora ; erupcija iz @card@ god . p.n.e. jesam unišitla Pompeja i ubiti Plinije Starijeg ; poslednji erupcija @card@ 
9292,Smešati u jedan celina . 
11701,poklapati se sa porodica Ginkgoaceae : biljka koji jesam se prvi put pojaviti u ? Permian a sada ona predstavljati jesam jedan preživeo vrsta ; često se uključivati u Coniferales . 
18083,direktan ženski potomak . 
1618,"neki od drveće iz rod Platanus koji imati bled kor klja se ljuštiti u mali pločica , psrtaste list i loptati glava plod . "
106,algonkinski jezik koji govoriti narod Šoni 
12337,Čin usklađivanje ili podešavanje delovati neki uređaj u odnos jedan prema drugi . 
10019,ratni brod koji delovati na površina voda 
19124,masna riba toplih voda 
5760,biti koji supstancija koji organizm prerađivati da biti dobiti energija i graditi telesni tkivo . 
11391,dravidski jezik koji govoriti narod Toda u južnoj Indija 
8300,"o nečiji dom ili koji se odnositi na dom , kuća "
787,diplomiran student koji imati zaduženje u nastava na fakultet . 
4424,osloboditi bakterija 
1842,čovek čiji jesam visina ispod proseka 
12298,cikorija 
16300,svaki neformalan obrok koji se jesti napolju ili na izlet 
1613,radioaktivan transuranski element sintetizovati od kalifornijuma 
17777,padež koji se označavati obraćanje 
16205,u grčki mitologija morski nimfa transformisati u morski čudovište koji živiti na jedan strana uzak moreuz ; potapati jesam i proždirati mornar koji jesam pokušavati da izbegnuti Haribda ( vir ) na drugi kraj moreuz 
9346,"tropski plod , veličina od @card@ do @card@ inč , sa sočan meso koji podsećati i na breskva i na ananas . "
7907,biti koji lek koji uništavati bakterija ili sprečavati njihov rast . 
16579,izdvojiti nešto kao važno . 
3032,"biti koji čvrst supstanca , nasuprot tečnost , koji moći biti izvor ishrana . "
28,Oosba koji pokušavati da se dopasti ili da zabaviti . 
2289,američki pesnik poznati po lirski pesma o seoski život u nov Engleska ( @card@ ) 
13734,primiti kao kazna 
1312,sportski vožnja bibiklom 
9370,formiranje kameni u unutrašnji organ 
10888,kupast dečji igračka koji se sužavati u čelični vrh na koji moći da se zavrtiti . 
1761,jarko crven sladak jabuka za jela ; najčešće uzgajan jabuka širom svet 
8146,svet tajna koji se kršten osoba davati potpuno uključenje u crkva 
18809,odnositi se i na biljka i na životinja - hrana ze životinja . 
3642,delo pisac ; biti šta zapisan slovo alfabet ( posebno kada se posmatrati sa stanovište stilo i dojam ) . 
5018,postati trudan 
16013,dovesti na položaj . 
11432,delimično skuvati glavica kupus izvaditi i puniti smesa od npr . seckan govedina ili šunka i zapeći ; servirati se sa sos od sir ili paradajz 
3493,kretati se veoma brzo . 
8530,veličina izražen broj 
163,"asortiman hrana početi od haringa , dimljen losos ili jegulja itd . uz hleb i maslac , zatim sir , jaje , kiseo povrće , pihtija , i na kraj se služiti topla hrana , sav taj jesam servirati na baza švedski sto "
2498,"primiti , primati u sebe "
10212,pas koji imati dugačak vodootporan dlaka ; trenirati da pronalaziti divljač . 
5223,velik afrički ptica grabljivica dug noga koji se hraniti reptil . 
5874,pravac u koji pokazivati igla kompas . 
16815,koji se odnositi ili jesam karakterističan za grad . 
8027,"ozbiljan , često fatalan bolest imun sistema koji se prenositi preko krv , najčešće preko seksualan kontakt ili zaražen igla "
131,objaviti sudski presuda ( neki ) 
13705,proučavanje efekt ekonomski geografija na moć država 
9754,računar koji predstavljati informacija pomoću promenljiv veličina ( e.g. pozicija ili napon ) 
17679,"organ u ran faza razvoj , osnov za dalek razvoj . "
11119,star rasa snažan pas gladak dlaka koji se obično koristiti kao čuvar . 
5111,Mafin koji sadržati mekinje . 
15225,pir od kuvan jabuka često zasladiti i začiniti 
16130,izumro drevan jezik nepoznat karakteristika ; on jesam govoriti Elamiti 
14801,koji se moći izračunati ili proceniti 
11843,porodica južnoamerički indijanski jezik koji se govoriti na severoistok Južne Amerika 
16476,vodarica 
13095,meso mlad domaći patak 
11987,upotreba dva spojen imenica umesto imenica i modifikator 
611,komad meso sa butni delo svinja ( najčešće dimiti ) 
4561,koristiti se u neki klasifikacioni sistem ; Passeriformes koji imati relativno jedostavan vokalan organ i ne moći dobro da pevati : vikačice . 
1489,Čin nastavljanje neki aktivnost bez prekid . 
4841,proslava evharistije ( u Katoličkoj crkva i neki protestantski ) . 
1780,ženski prezime pre brak 
19204,slediti neki procedura ili zauzeti neki kurs . 
10573,"sos koji se po pravilo služiti s testenina ; sdrži seckan list bosiljak , beo luk , pinjola , sir parmezan i maslinov ulja "
11363,nauka o mentalan život . 
4206,dovoljno velik da biti se videti golim oka . 
4941,čin izvođenje vokalan muzika 
12447,koji se odnositi na italski jezik 
16120,područje u zapadni Atlantik gde jesam navodno mnogi brod misteriozno nestati 
10460,krov u oblik kupola 
18300,posuda napraviti od amterijala koji se ne topiti lako ; koristiti za hemijski reakcija an visok temperatura . 
5674,iznenadan velik pad u poslovanje ili cena akcija ( posebno onaj koji uzrokovati dodatan problem ) 
3902,loviti ( divalj životinja ) za hrana ili zabava 
18934,štalski oprema koji se sastojati od biti koji delo oprema koji se stavljati oko glava konj 
1544,uto-astečki jezik koji govoriti narod Kahita 
13751,velik rod suvozemni paprat tropski i suptropskih predeo ; ponekad se smeštati u porodica Polypodiaceae . 
287,čin nazadovanje u pogled čin i položaj 
3638,metoda za analiziranje ili predstavljanje statistički podatak 
10887,evropski zlatovrana plavo-zelene boja sa crven smeđ leđa 
3321,Čin stvaranje nešto što jesam različito od materijal od koji se počinjati . 
12368,aparat koji grejati zgrada 
9005,neki od različit trava iz star svet iz rod Anchusa koji imati cvet u oblik trubica grupisati na jedan strana . 
11677,paprikaš od povrće i ( ponekad ) meso 
17383,u grčki mitologija mitski čudovište sa glava bik i telo čovek ; ubiti ga jesam Tezej 
14703,iskaz koji jesam tačan 
7613,"na primer , preći ruka preko predmet . "
10593,mali kružan otvor između želudac i dvanaestopalačni crevo . 
15471,grana geologija koji izučavati oblik zemlja i određivati tačan pozicija geografski tačka 
13382,tipski rod poroice Tachyglossidae . 
11194,Tekućina ( kod kičmenjak jesam crven ) koji pumpati srce . 
13396,institucija ( javan ili privatan ) koji skupljati sredstvo ( iz javan ili drugi institucija ) i ulagati ona u finansijski aktiva . 
1138,svojstvo čvrst telo da na svoj površina vezivati gas ili tečnost 
14523,koji se odnositi ili jesam u veza ili jesam sastaviti od reč uopšte 
5077,tipski rod porodica Glareolidae : čcičavac zmijavac 
11287,Poluslatki kreker sa grubo mleven pšenični brašno . 
893,protezati se istovremeno na sav strana . 
16409,osnovni deo pisan delo ( za razlika od ilustracija ili fusnota itd . ) 
14668,simptom koji se ogledati u izbijanje crvenilo na koža 
1052,vodozemac koji nalikovati aligator iz centralni Amerika i Južne zmerike koji jesam stomak više oklopiti . 
3158,objaviti neki zvaničan dokument ( kao što jesam nalog ) 
6464,elektronski oprema za beleženje i reprodukovanje zvuk 
239,koji ne pokazivati dovoljno pijetet prema bog . 
4113,biti koji od dva znak interpunkcija ( [ ili ] ) koji služiti da zagraditi deo tekst 
12417,crveno stoni kalifornijski grožđe 
9542,velik fosilni protozoa iz perioda tercijar 
6207,rod porodica Psittacidae 
15404,godina računati od @ord@ januar do @ord@ decembar po gregorijanski kalendar . 
9450,unripe beans removed from the pod before cooking 
12122,koji trpiti atrofija 
5852,stanovnik Rusija ili poreklo iz Rusija 
16866,"Izmišljena osoba predstaviti u umetnički delo ( drama , film ili roman ) . "
9289,"medalja od zlato , ili koji izgledati kao da jesam od zlato , koji se obično davati neki ko jesam prvi na neki takmičenje . "
2715,sastanak šefovati vlada . 
5908,"Ograđen prostor za životinja , živina ili stoka . "
9618,"proces smanjenje nešto po zapremina , prostor , područje ili polje . "
8493,voden dikotiledoni . 
3953,gust kaša koji se praviti od kukuruzni brašno u proključaloj voditi 
1633,Jelen lopatar . 
3445,grana biologija koji se baviti razvoj malformacija ili ozbiljan devijacija ( odstupanje ) od normalan tip organizam 
2973,neki čiji jesam zanimanje pravljenje ili popravak odeća od krzno . 
18263,učiniti mokriti 
2696,sunce i nebeski telo koji se oko on okrueću u njegov gravitacioni polje . 
12826,kiseo mleko sa zaslađen borovnica ili sa džem od borovnica 
203,"biti zdrav , osećati se dobro . "
14210,entitet koji imati fizički postojanje 
14251,gornji deo čovečji telo ili prednji deo telo životinja ; sadržati lice i mozak . 
7266,Tačka gde voden tok uticati u velik voden površina . 
6559,"anaeroban ili mikroaerofilne štapičaste ili vretenast saprofite ; gotovo svuda širom svet zastupiti u zemljište , crevo životinja ili izmet "
3674,koji se odnositi ili jesam karakterističan za hrišćanstvo 
3380,"velik rod gljiva sa čvrst stabljika i beo sporama ; klobuk moći biti raznih boja ; namaju mlečan sok , po taj se razlikovati od rod Lactarius . "
11588,neki od brojni višegodišnji lukovixyastih biljka koji imati prava lišće i obično samo jedan upadljiv cvet . 
3755,stanje zrelost ; pun razvoj . 
17358,porodica red Heterosomata 
14063,mali komadić obojen papir koji se razbacivati na sav strana prilikom raznih svečanost 
8513,putovati avion . 
11923,različit struktura u oblik kobilica ili greben kao što se nalaziti na grudni kosti ptica . 
2036,havajski jela od koren biljka tara pretvoren u pasta i često pušten da fermentirati 
18312,koji se ticati Saudijske Arabija i njen ljudi 
11407,zimzelen drvo sa aromatičan lišće . 
14402,bivši osnovni novčan jedinica Holandija 
790,drvo iz porodica breza koji rasti na vlažan tlo . 
77,osećanje dubok ljubav i divljenje 
5978,"Višegodišna biljka bez stabljika , imati velik cvet sa beo i ljubičastosmeđim cvetić ugnježdenim u rozeta od dugačak bodljikav list ; rasti u alpski predeo južne i istočni Evropa . "
312,onaj koji jesam potreban 
11616,zgrada posvećen poseban aktivnost . 
177,vrsta gramnegativnih aeroban bakterija koji proizvoditi gas i kiselina iz šećer a ponekad učestvovati u vrenje ( zakiseljavanje ) mleko 
2308,čuven bitak koji se oigrala @card@ p.n.e. između Grk i Persijanac u koji se proslaviti Spartanac Leonida 
14578,stanje pripadanje neki nacija po rođenje ili naturalizacija . 
4623,deo nešto koji jesam bliz normalan posmatrač . 
161,pretrpeti izmena površina ili izazvati takav promena . 
4938,any of several trees having seedpods as fruits 
7543,film ili TV program koji predstavljati činjenica o stvaran ljudi i događaj . 
13150,opaliti ili se isprazniti 
8709,glavni grad Tajvan 
15210,slovenski jezik koji se govoriti u ruralan oblast jugoistočni Nemačka 
1741,ubiti razapinjanje na krst 
117,Oblačiti se u crn kao znak žalost . 
701,vrsta sladak pomorandža koji se gajiti isključivo na Florida i u Kalifornija 
11584,obezbediti pokrivač ili izazvati da biti pokriven . 
8621,"biljka koji se gajiti zbog velik , mesnat koren koji nalikovati na repa . "
309,grana tai jezik 
16514,biti koji hrana ( posebno žitarica ) koji se jesti za doručak 
918,"u računarstvo , pravougaon deo računarski ekraa koji sadržati prikaz koji se razlikovati od ostatak ekran "
3113,grana teologija koji se baviti princip egzegeza 
14684,toranj na čiji jesam vrći radni prostor sa staklen zid za posmatranje avion na aerodrom 
17002,ne pristati na prihvatanje ili priznanje nešto . 
3931,Učiniti moguć . 
19139,kola ili uređaj koji predstavljati veličina cifra 
10623,čin promena redosled dat brojati element 
19154,limen muzički instrument sa dug cev čiji dužina se moći menjati klizanje delo cev u oblik slovo U . 
18456,noćni životinja ; imati čupav rep. 
3861,Baštenska zeljast biljka sa grozd mali ružičastoh cvet ; iz ona se dobijati ulja koji se koristiti kao začin . 
1766,Oosba koji imati i baviti se neki specijalan zanimanje . 
9770,novčan jedinica Nikaragva 
13801,odlučujuće uticati 
5593,koji se odnositi na evolutivan razvoj organizam 
11324,( o rukopis ) koji jesam izobličen izmena 
14682,muva čiji larva živa kao parazit na gusenica i drugi insekt . 
5867,"koji se ticati Uzbekistan , njegov ljudi i kultura "
14458,Čin pravljenje fotografija . 
178,nalaziti da jesam nešto zabavno ili prijatno . 
13900,mali ili srednji velik vrećoliki kontejner za držanje ili prenos stvar . 
10736,biti koji od @card@ region zemljin kugla određenih geografski širina u koji se koristiti isti vreme . 
3930,povratiti znanje iz memorija . 
12718,Čin držanje nešto u tajnost . 
3809,riba sličan bas čiji se meso koristiti za riblji paprikaš ; poznati jesam po svoj otrovan bodlja 
887,svež italijanski sir na baza surutka ; praviti se od ostatak sirovina prilikom pravljenje sir ; sličan jesam švapski sir 
7628,biti pažljiv ili siguran da se nešto učiniti ; uveriti se u nešto 
3090,tabla na kvadrat koji se koristiti za igranje šah . 
14,"kvalitet koji činiti daa jesam nešto poželjan , vredan ili korisno . "
18337,binarni jedinjenje ugljeni sa elemntom koji jesam jače elektropozitivan 
16980,veran potpora religija ili stvar ili politički stranka 
17979,skočimiši star svet . 
15659,Spremište za roba . 
12631,deo okean ili velik prostranstvo slan voda koji jesam delimično zatvoren kopno 
16371,rešiti nešto konačno 
5647,mali bel -ili ružičasto-bela saprofitna šumski biljka koji imati visći cvet i lišće nalik na krljušt ; vremenom crn . 
7994,proizvesti ruka . 
8795,"insekt koji imati kožnat prednji krilo , opnast zadnji krilo i organ za žvakanje u usta . "
4435,mali brzai elegantan antilopa iz Afrika i Azija sa sjajan oči . 
6875,koji se odnositi na glagolski način koji se izražavati želja ili nada 
2278,osnovni novčan jedinica Argentina 
5181,deo elektronski oprema koji kontinuirano pratiti operacija sistema i upozoravati na problem 
19177,": ostati neki određenih stvar , kao pozorišni proram ili jelovnik . "
11171,"hladan poslastica koji sadržati sladak pavlaka , voće i šećer "
9362,strukturni različit oblik neki element 
16680,pomeriti gladak duž neki površina 
15975,"zglob na ljudski noga koji spajati golenica i cevanica sa bedrenjxčom , a spreda ga štititi čašica . "
4496,izvor supstanca koji hrana telo . 
11025,Šezdeseti deo minuta : osnovni jedinica vreme koji jesam usvojiti Međunarodni sitem merni jedinica . 
988,"dubok rupa koji jesam iskopati i prazniti se da biti se izvaditi voda , ulja ili gas . "
19268,"u računarstvo , instrukcija koji povezivati jedan deo program ili jedan element u lista s drugi program ili lista "
14561,grana zoologija koji proučavati gmizavac i vodozemac 
1337,"koji se ticati Finska , njen ljudi i kultura "
14584,rat za engleski presto ( @card@ ) između kuća Jork ( beo ruž ) i kuća Lankaster ( crven ruž ) koji jesam završiti dolazak na presto Henri VII iz porodica Tudor 
6095,u rimski mitologija drevan seoski božanstvo ; u grčki mitologija on odgovarati bog Pan 
16938,supstancija koji se moći koristiti kao hrana ili pripremiti da biti se koristiti kao hrana . 
4630,"komad piletina ili drugi meso dinstati sa npr . šargarepa , luka i služiti se sa rezanac ili knedla "
18703,"Domaća tegleći životinja , poreklo od afrički divalj magarac ; strpljiv ali tvrdoglav . "
6388,u neki klasifikacija smatrati se tipski rod porodica Hypodermatidae : goveđi štrkalj 
17263,sudski nalog ( izdavati u prošlost ) administrativan činovnik za povraćaj imovina 
10967,prestonica i velik grad Argentina ; smešten u istočni Argentina lizu Urugvaj ; glavna argentinski luka i industrijski i kulturan centar . 
16224,koji se ticati Honduras i njegov ljudi 
8412,složen protein koji imati lipidni komponenta ; glavno sredstvo za prenos lipid u krv 
18093,jednodnevni insekt koji imati tanak telo sa ispupčen pipalima i širok raznobojan krilo . 
3700,"u nov klafikacijama , koegzistirati sa cilijatama : sitan organizam koji se nalaziti u otpadni organski rastvor "
11869,"Evroaziska biljka sa trostruk srcolik lišće , i beo ružičast ili purpuran cvet . "
2245,najmanji ceo broj ili znak koji obeležavati taj broj 
6189,definisan oblik i zapremina ; jesam ni tečan ni gasovit . 
16578,Čin ispaljivanje projektil . 
11394,rod uglavnom drvenast relativno primitivan dikotiledonih biljka cvetnicaers often unisexual and often borni in catkins 
681,stanovnik Sejšeli ili poreklo sa Sejšeli 
583,linijski prevoznik koji jesam zadužen za prevoz flota brod . 
17581,Pružiti neki obrazovanje . 
16166,"sonet sačiniti od oktava sa obrazac rima abbaabba , iz koji slediti sekstet sa obrazac rima cdecde ili cdcdcd "
13803,skulptura koji predstavljati ljudi ili životinja 
9664,"osvajački rat koji jesam Luj XIV voditi protiv Španija , svet rimski carstvo , Engleska i Holandija , i drugi ( @card@ ) "
432,osoba koji se baviti štampanje kao zanimanje . 
16773,mali kocka specijalan napravljen led za hlađenje pića 
5765,"opšti naziv za piva koji jesam dobiti sa vrh pri fermentacija pšenica ; obično jesam veoma svetao , mutan i penušav "
5193,zeljast biljka sa opušten lišće i mali ružičast ili beo cvet od koji se dobijati rezak ulja koji se koristiti kao dodatak jelo . 
13265,"učenje steći nesvestan način reagovanje na različit frustracija ; na taj način ličnost pokušavati da sačuvati samopoštovanje , razrešiti tenzija i obezbediti prihvatljiv ponašanje u svoj sredina "
17445,"Noćni sisar star svet blizak pas ; manjiti od vuk , nekad loviti u cuoporu , ali najčešće jesam ili u para . "
3934,"koji se ticati Somalija , njen ljudi i kultura "
13676,klasa protozoa koji imati cilije ( treplja ) ili filamentozne izraštaj na delo ili ceo površina tokom neki perioda životan ciklus 
9145,Najmanja komponenta neki element koji imati hemijski svostva taj element ( fizika ili hemija ) . 
6019,pljosnat predmet sa uzak zašiljen zub na jedan strana ; razmrsivati ili sređivati kosa . 
11943,žut mineral koji se sastojati od nikl sulfid ; slab izvor nikl 
3689,koristiti se za tekst koji jesam sažeti ili prepisati u skraćen oblik 
17365,"vod koji se sastojati od šupalj , obično cilindričan , objekt koji se koristiti da držati i provoditi tečnost i gas . "
13600,"u grčki mitologija glasnik bog ; bog trgovina , lukavstvo , pronalazaštvo i lopov ; u rimski mitologija on odgovarati Merkur "
18695,koji se odnositi na ili jesam karakterističan za katalanske jezik 
5652,destilovan jak sajder 
13476,koji koji mesto po rođenje pripadati 
