,Sysnet
95,revnostan u posvećenosti i privrženosti
96,blagonaklona procena
97,"Nezavistan, nije spojen ili sjedinjen."
98,Koji je pred erupcijom ili izbacuje lavu (o vulkanima)
99,Osećanje naklonjenosti drugim osobama; uživanje u njihovom društvu
100,Koji se kreće.
101,Moralna izvanrednost.
102,"Koji nije originalan; nije produktivan, ne donosi ništa neobično niti sveže."
103,onaj koji ima visoku vrednost ili cenu;
104,Osobina onog ko je široko prihvaćen i čije se društvo traži.
105,činjenje dobra; osećaj dobrotvornosti
106,Čin kojim se nešto čini čistim.
107,sposoban za korektno i validno rezonovanje
108,Koji obezbeđuje ili oseća fizičku udbnost ili opuštanje.
109,Koga motiviše briga za otklanjanje patnji drugih.
110,koji ispoljava pogodan ili povoljan uticaj
111,Gajiti nežna osećanja prema nekome.
112,"Kojim se lako upravlja, koji ustupa."
113,Aktivnost štićenja nekoga ili nečega.
114,"Stanje pozitivnih osećanja, od zadovoljstva do jakog ushićenja."
115,kvalitet koji ima nešto što ima veliku vrednost ili cenu
116,Čin kojim se čini neko dobro delo.
117,koji može da se redukuje
118,Koji je saglasan sa principima i metodama koje se koriste u nauci.
119,okarakterisan prijateljstvom i dobrom voljom
120,onaj koji poseduje moralne kvalitete;
121,ispunjen ili okarakterisan veseljem
122,koji čini živahnim i veselim
123,"onaj kojeg vredi imati, tražiti ili dostići"
124,Sposobnost da se razume; razumeti i profitirati na iskustvu.
125,"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost."
126,"Onaj ko ima nežnu, pažljivu i obzirnu prirodu; koristi se za osobe i njihovo ponašanje."
127,Stav divljenja ili poštovanja.
128,Onaj koji nije običan; nije konevencionalan ili konformist.
129,Koga se tič principi dobra i zla; koji se uklapa u standarde ponašanja i karaktera koji su zasnovani na ovim principima.
130,Koji nema neke izrazite kvalitete ili karakteristike.
131,Čin prilaska cilju.
132,"Kvalitet koji čini daa je nešto poželjno, vredno ili korisno."
133,prihvatiti dokument kao valjan
134,Koji karakteriše životinje za razliku od biljaka.
135,Učiniti lepšim.
136,nadmoćan ili povoljniji položaj
137,Pomoć u nevolji.
138,moralno primeran
139,stanje bez oštećenja ili propadanja
140,bilo šta u skladu sa principima pravde
141,koji imaju složene nutricione potrebe; rastu samo na specijalnim veštačkim kulturama podloge
142,"Prijatan za oči ili dušu, posebno jer je lep ili šarmantan."
143,Oslobođen spoljašnje kontrole i ograničenja.
144,"osobina onoga na šta se može osloniti, što je pouzdano"
145,koji lako žali i sažaljeva
146,Izjaviti za nekoga da nije kriv po krivičnim optužbama.
147,Osećaj zadovoljstva ili užitka.
148,diviti se i čuditi nečemu
149,na visokom nivou po rangu ili značaju
150,Koji proizvodi ili je sposoban da proizvede nameravani rezultat ili koji proizvodi izuzetan efekat.
151,Inherentni kompleks atributa koji određuju moralne i etičke akcije i reakcije osoba.
152,Stanje zrelosti; puni razvoj.
153,Apolutno važno.
154,Proceniti vrednost nečega.
155,(za naglašavanje značenja) izuzetno dobro
156,osećanje duboke ljubavi i divljenja
157,energično i oduševljeno uživanje
158,Saosećanje sa nekim ili nečim.
159,Veliko bogatstvo.
160,koji je pun pozitivne energije i širi dobro raspoloženje
161,koji inavodi na divljenje ili odobravanje
162,"osobina onoga koji ne odustaje od svoje ideje, osećanja ili namere"
163,rad koji se obavlja sa drugima radi zajedničkog cilja ili koristi
164,"Koji stvarno postoji, gzistira."
165,Osećanje samopoštovanja i lične vrednosti.
166,Visoka vrednost nečega.
167,Biti veoma primetan.
168,Pogodan trenutak.
169,Ispuniti očekivanja.
170,Kvalitet nekoga ili nectega što je važno ili vredno pažnje.
171,osećati zadovoljstvo zbog nečega
172,razvijati se u pozitivnom smeru
173,Onaj koji ima veliku moć ili silu ili snagu ili uticaj.
174,Ličnost koja može da proceni vrednost ili kvalitet.
175,Učiniti svetim pomoću religijskih obreda.
176,koji proizvodi ili je sposoban da proizvodi (posebno u velikim količinama)
177,"Onaj koji uživa ili pokazuje radost, zadovoljstvo ili srešu."
178,Osoba koja se brina o ljudima i njihovoj svojini.
179,"Učiniti atraktivnijim dodavanjem ukrasa, boje, i sl."
180,držanje do moralnih principa
181,"U skolastici, jedna od četiri vrline koje dolaze od prirode."
182,Proceniti da je nešto dobro; misliti pozitivno o nečemu.
183,"Koji ima potrebne sposobnosti, veštinu ili znanje da nešto uradi."
184,"saglasno zakonu, prema zakonu"
185,osoba koja voli ili je voljena
186,Nestašno ponašanje sa namerom da pobudi seksualno zanimanje.
187,Nesmanjena i nenarušena celovitost ili ukupnost.
188,Lepota koja je privlačna čulima.
189,"""slaviti vrline svoje dece"""
190,veselo osećanje
191,"Zadovoljno stanje sreće, zdravlja i prosperiteta."
192,opšte prihvaćen i uvažen
193,"Imati želju, čežnju ili veliki apetit za nešto."
194,Omotač koji treba da zaštiti nešto od oštećivanja ili povrede.
195,Pokazivati poštovanje.
196,Umetnik nenadmašnih veština.
197,i u metaforičkom značenju
198,koji donosi spasenje ili iskupljenje od greha
199,kojeg je neko uveselio
200,Učiniti čistim uklanjanjem prljavštine ili neželjenih supstanci.
201,Osnovno osećanje koje se teško definiše ali koje ljudi žele da osete.
202,nešto što izaziva osećanje čuđenja
203,dati slobodu; osloboditi od kazne (kazne zatvora)
204,Podvrgnuti nedobronamernom smehu.
205,angažovati ili unajmiti za neki posao
206,učiniti čistim ili slobodnim od greha ili krivice
207,Profesor najvišeg ranga.
208,"zadobiti kakvu prednost, kao što su bodovi itd."
209,u rimskoj mitologiji boginja sreće i sretne slučajnosti; u grčkoj mitologiji joj odgovara nTiha
210,koji je oslobođen stresa ili pogoduje mentalnoj opuštenosti; koji ima ili pruža duševni mir
211,osoba koja je umrla i proglašena za sveca procesom kanonizacije
212,osećanje seksualne ljubavi
213,"Osobina nekoga ko je veličanstven, briljantan"
214,Stanje kada je neko prosperitetan i uspešan.
215,koji čini ili donosi dobro
216,prijateljska narav
217,Voljena osoba; koristi se u izrazima od milja.
218,Proizvesti smeh.
219,"koji pobuđuje poštovanje, divljenje ili čuđenje"
220,osećati sreću
221,Koji sledi prihvaćene običaje i pristojnost.
222,bilo koji predmet tople osećajnosti ili odanosti
223,"onaj kojem se može ukazati poverenje, u kojeg se možemo pouzdati"
224,Upadljiv uspeh.
225,"koji pokazuje ili je motivisan saosećanjem, razumevanjem i velikodušnošću"
226,Kvalitet koji pruža zadovoljstvo čulima.
227,Koji može da čini po slobodnoj volji; koji nije sputan ograničenjima.
228,Zabava koja drži pažnju.
229,"Onak koji je produktivan, svež, neobičan; nešto što je prvi put smišljeno."
230,Pozitivan ili negativan kvalitet nečega što ga čini poželjnim ili vrednim.
231,koji oseća ili ispoljava veliko uzbuđenje ili zainteresovanost
232,Jak seksualni nagon.
233,Nagon za polnom prisnošću.
234,Korisna ili vredna osobina
235,"Promena nabolje, napredak u razvoju."
236,koji može ponovo da se koristi
237,Koliko ima nečega što se može izmeriti.
238,Koji odgovara za svoje postupke.
239,onaj koji je po moralnim kvalitetima ili izgledu nalik na anđela ili sveca
240,osećanje naklonosti prema nekome ili nećemu dobrom
241,Ublažavanje patnje; pokazivanje velike dobrote prema izmučenima.
242,na čijem se licu očitava zadovoljstvo
243,established or widely recognized as a model of authority or excellence
244,Od velikog značaja ili važnosti.
245,Izuzetna moralna vrednost.
246,biti privlačan kome
247,koji zaslužuje uvažavanje i poštovanje
248,Osobina onoga što zaslužuje poverenje.
249,osećati se veselo i biti ispunjen dobrim raspoloženjem
250,Potpuno verovanje u osobu ili plan itd.
251,smanjiti bol ili neprijatnosti ; ublažiti
252,pružiti moralnu ili emocionalnu snagu
253,Gledati nekoga sa divljenjem.
254,osećanje naklonjenosti
255,Stanje u kome je osoba krepka i nema telesne i duševne bolesti.
256,Čista nezaslađena čokolada koja se koristi za kuvanje (za pravljenje kolača).
257,"imati poželjne ili pozitivne kvalitete, posebno one koji su pogodni za određenu stvar"
258,"Biti zdrav, osećati se dobro."
259,osoba čija je svetost izuzetna
260,Bivati bolje.
261,moralna ispravnost
262,briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje
263,osećaj spontano dobrog rapoloženja
264,usrećiti ili zadovoljiti
265,Neki cenjeni atribut ili kvalitet.
266,"Stanje u kome je neko bogat, ima obilno materijalnih dobara i novca."
0,koji izaziva strah ili užas
1,osećanje velike utučenosti i melanholije
2,"koji ne traži, ne iziskuje specijalne nutricione potrebe"
3,Nepravedno postupanje prema nekoj osobi ili grupi na osnovu predrasuda.
4,Proces promene u niže stanje.
5,Kvalitet nečega što nije adekvatno ili perfektno.
6,"odbojno, vrlo neprijateljsko ponašanje"
7,Emocionalna poremećenost; osnovno osećanje koje ljudi pokušavaju da izbegnu.
8,"Biti lažljiv, neiskrene prema nekome."
9,Osećati bol.
10,"Jako osećanje, usmereno prema nekoj stvarnoj ili navodnoj muci."
11,koji oseća nadolazeću opasnost
12,koji je nesposoban da se sam snađe
13,"Odgovor telesnog tkiva na povredu ili nadržaj; karakteriše ga bol, otok, crvenilo i pečenje."
14,Koji nije kreativan.
15,osetljivost na povrede ili napada
16,intenzivna ojađenost
17,Stanje u kome je neko tužan.
18,"Koji nije vlik po količini, broju ili stepenu."
19,Nesposobnost osobe da se seti ili uradi ono što obično može; često uzrokovana emoionalnom napetošću.
20,Intenzivno ili preterano loš ili neprijatan po kvalitetu ili stepenu.
21,objaviti sudsku presudu (nekome)
22,Čin nanošenja rane.
23,"osobina varijabilnosti, izmenljivosti ili nestajanja u vremenu"
24,"Na primer, o vukanima; koji trajno nije aktivan."
25,Oštećenje normalne fiziološke funkcije koje pogađa deo ili ceo organizam.
26,Onaj koji nema ili ne pokazuje sažaljenje ili saosećanje.
27,Zgrada u kojoj se vrši likvidacija životinja radi proizvodnje mesa
28,Započeti ili voditi rat.
29,Koji narušava principe dobra i zla.
30,odbiti s gnušanjem
31,Manjak uljudnosti; nepokazivanje poštovanja prema drugima; povređivanje osećanja drugih.
32,koji izaziva osećanje užasa
33,Ućiniti da se neko oseti opuštenim.
34,Osećanje mržnje.
35,Čičkovac.
36,odbaciti (dokument) kao nevažeci
37,Osećati tugu.
38,Sastavljati od komponenata ili delova.
39,okoristiti se kakvim mogućnostima bez obzira na posledice za druge
40,Ne pridržavanje moralnim principima.
41,na prljav i nečist način
42,nejasno i neprijatno osećanje koje se ima u iščekivanju nekog lošeg ishoda
43,griža savesti kada se neko oseća krivim za prekršaj
44,žalostan zbog gubitka ili uskraćenosti
45,Koji ne može da se desi ili ostvari ili s kojim se ne može rukovati.
46,"Onaj koji proživljava tugu, žalost ili nezadovoljtvo ili označen njima ili ih izaziva."
47,"Zaprljati, onečistiti."
48,koji je tužan ili priziva tugu
49,Reći neistinu; praviti se sa ciljem da se neko obamane.
50,koji zaslužuje sažaljenje ili podstiče na sažaljenje
51,Izvršenje pravde u skladu sa ustanovljenim pravilima i principima.
52,Staviti na kocku u nadi za povoljnim ishodom.
53,Pokušaj da se za sebe dobije lično priznanje (posebno neprihvatljivim sredstvima).
54,"(politika) obezbeđivati usluge, ugovore i pozicije u zamjenu za političku podršku"
55,Koji nije u skladu sa metodama ili principima nauke.
56,ono što je u suprotnosti sa principima pravde ili zakona
57,"Slabljenje ili degeneracije, posebno usled nekorišćenja."
58,Onaj kome nedostaje moć.
59,osećanje zaplašenosti
60,Čin prevare.
61,imati neželjene ili negativne kvalitete
62,onaj koji nije potreban
63,Tih neprekidan nerazumljiv zvuk; obično ga prati kretanje usana koje ne proivodi artikulisani govor.
64,"žalovati, tugovati, ili osećati gubitak zbog nečega što je učinjeno ili nije učinjeno"
65,uništen ili veoma oštećen vatrom
66,Oružani sukob protiv neprijatelja.
67,"biti uplašen, plašiti se"
68,promena u niže stanje (manje poštovano)
69,koji izaziva potištenost
70,Kome nedostaje lepota ili šarm.
71,Oblačiti se u crno kao znak žalosti.
72,"Izazvati ljutnju, bes."
73,nepokolebljivo verovanje u nešto bez potrebe za dokazima ili nalazima
74,"koji izaziva neprijatnost; na primer, neprijatna istina"
75,Iznenadni napad koji uključuje namernu upotrebu nasilja prema civilima da bi se postigli politički ili religiozni ciljevi.
76,učiniti da neko ili nešto ne bude osetljiv ili osetljivo
77,kada nema jednakosti
78,"Koji nema potrebne sposobnosti, veštinu ili znanje."
79,nemogućnost da se otplate svi dugovi kada dospeju za naplatu
80,tako strašno da izaziva grozu i jezu
81,"Koga karakteriše ili koji pokazuje prihvatanje, slaganje ili uverenost."
82,Osećati snažnu antipatiju i odbojnost prema nekome.
83,Koji nije naklonjen prea nečemu.
84,Koji nema neke izrazite kvalitete ili karakteristike.
85,Duboko dirnuti.
86,Onaj koji nije običan; nije konevencionalan ili konformist.
87,ispoljavanje rastuženosti
88,naneti nekome nepravdu
89,Ispuštati vonj.
90,Velika tuga uzrokovana gubitkom voljene osobe (posebno smrću).
91,Čin kojim se sloboda neke osobe ograniči tako što se ona zatoči
92,veoma nesrećan; ispunjen mizerijom
93,"Pogrešna akcija koja se može pripisati lošoj proceni, neznanju ili nepažnji."
94,Stanje biti nezaposlen ili nemati posao.
95,bez nade ili skoro bez nade
96,Koji nema ili ne obavlja funkciju.
97,biti jako tužan
98,podsticati nekog da počini zločin ili neko krivično delo
99,ubijanje životinja (za hranu)
100,Koji je otrovan ili proizvodi otrov.
101,neprijatno ili razočaravajuće iznenađenje
102,"koji misli najgore o ljudskoj prirodi i motivima; koji ima podrugljivu nevericu u, npr. u nesebičnost drugih"
103,biti zabrinut i prestrašen zbog nečega
104,osećati fizički bol
105,koji ne pripada snagama sopstvene zemlje ili snagama saveznika
106,koga odrati (po pitanju cene); za šta nerazumnu cenu tražiti
107,Neko ko proizvodi nešto.
108,"smear with blood, as in a hunting initiation rite, where the face of a person is smeared with the blood of the kill"
109,kome nedostaje dobrog raspoloženja
110,proglasiti krivim (utvrditi krivicu)
111,"Koji nije popustljiv, kojim se teško upravlja."
112,Stanje kada je učinjen prekršaj.
113,Koji ne postoji u stvarnosti.
114,čin namernog odstupanja od istine
115,Osećaj koji se doživljava u očekivanju nekog određenog bola ili opsasnosti i obično ga prati želja da se pobegne.
116,koji nije zadovoljan; koji doživljava ili ispoljava nezadovoljstvo
117,odsustvo osećanja
118,Stanje koje još ne odgovara zrelosti.
119,moralno iskvariti
120,Kvalitet onoga što ne može da postoji ili radi u usklađenoj kombinaciji.
121,Odbojnost doživljena kao odsustvo druželjubivosti.
122,mentalno uznemiren zbog moguće nesreće ili opasnosti; zabrinut
123,divljačko i prekomerno ubijanje mnogih ljudi
124,osećanje misaone tuge
125,Koji je moralno odbojan ili neugodan za čula.
126,"Ono što nije lako, zahteva veliki fizički ili mentalni napor da bi se ostvarilo. razumelo ili izdržalo."
127,Biti podvrgnut (emocionalnom bolu).
128,Koji ne pokazuje dovoljno pijeteta prema Bogu.
129,Koji nije potreban.
130,Koji nije savršen; defektan ili neadekvatan.
131,Otarasiti se nekoga ubistvom.
132,nedolično ili nemoralno ponašanje
133,ono što je ispod standarda i očekivanja u pogledu morala ili pristojnosti
134,povući se
135,poduhvat koji se preduzima bez obzira na mogući gubitak ili povredu
136,Stanje u kome čovek ne može da funkcioniše normalno i bez bola.
137,Stanje podložnosti povredi ili ozledi.
138,Stanje koje karakterišu osećanja u rasponu od blagog nezadovoljstva do dubokog bola.
139,Čin konstruisanja nečega (kao masšinskog dela).
140,protivno zakonu ili zakonom zabranjeno
141,koji je tužan ili izaziva tugu
142,Čin prljanja nečega.
143,"(krivično pravo) pravnosnažna,osuđujuća presuda u krivičnom postupku sa dosuđenom kaznom"
144,"Završiti pre kraja, kao računarski proces, misiju itd."
145,Kvalitet nekog ili nečega što ima slabiju ili manje poželjnu poziciju.
146,neprijateljski stav
147,osećati pokajanje zbog nečega (?)
148,osećanje intezivne nesreće
149,koji oseća ili ispoljava kajanje zbog nedela
150,"koji je okarakterisan mračnim, mističnim i groteskom"
151,koji je klonuo duhom
152,Okrutni poslodavac koji od zaposleni traži da prekomerno rade.
153,biti odbojan; izazivati averziju
154,stimulans sa nepoželjnim posledicama
155,koji je označen beznadežnošću ili ispoljava beznadežnost
156,Osobina onoga što ne zaslužuje poverenje.
157,Čin oštećivanja nečega ili nekoga.
158,ratobornost izazvana stvarnom ili pretpostavljenom nepravdom (predstavljena kao jedan od smrtnih grehova)
159,poseban oblik sagrešenja
160,onaj koji nije stalan ili postojan
161,nedostatak brige za dobrobit drugih
162,Stanje u kome se malo novca i materijalnih dobara.
163,Bolest krvi ili narušavanje funkcionisanja krvnih ćelija.
164,loše mirisati
165,Koji nije intelektualan.
166,svako odstupanje od zdravog ili normanog stanja
167,Postati nestabilan.
168,Koji trpi atrofiju
169,Koji dovodi (pričinjava) fizičku neudobnost.
170,Onemogućen i nije slobodan; ne mpože da deluje po sopstvenoj volji.
171,pod uticajem patnje i tuge ili ispunjen ovim osećanjima
172,Nešto što nema važnosti.
173,svaka šteta proistekla iz povrede prava
174,"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva."
175,koji nije raspoložen da sarađuje
176,prolivanje krvi koje za posledicu ima ubistvo
177,stanje degeneracije mentalnih ili moralnih kvaliteta
178,"Umanjiti po vrednosti, karakteru itd."
179,Stanje oštećenosti ili raspada.
180,"Nemogućnost da se odmori, opusti ili bude miran."
181,koji ispoljava žalost
182,bolan osećaj koji proizlazi iz svesti o nedovoljnosti ili krivici
183,koji nema osećanja sažaljenja i topline
184,not standard; not accepted as a model of excellence
185,Ono što izaziva bol ili patnju.
186,Onesposobiti kretanje nekom tako što se smesti unutar nekih granica.
187,radnja mesara
188,koji nije veseo niti izaziva veselje
189,uzrokovati probadanje
190,ispunjen divljenjem i ushićenjem
191,Osećanja koja se javljaju kada osoba nije u srećnom stanju.
192,Koji ne proizvodi nameravani efekat.
193,Pričati na besposlen ili neobavezan način sa elementom sumnje ili bez dovoljno razloga da se dođe do zaključka.
194,odvratno prljav; prekriven ili zamazan kakvom odvratnom tvari
195,Koji nije spojen ili vezan.
196,okarakterisan zlobom
197,"onaj kojem se ne može ukazati poverenje, u koga se ne možemo pouzdati"
198,stanje sumorne žalosti
199,uopštenih osećanja tuge
200,Odsustvo kvaliteta koji bi činili nešto vrednim ili korisnim.
201,uništenje moralne osnove za doktrinu ili politiku
202,razgnevxlen nečim nepravednim ili pogrešnim
203,Koji raskida sa tradicijom i opšte prihvaćenim.
204,iznenadno stanje žestoke emocionalne uznemirenosti
205,Koji pokazuje nedostatak brige za posledice.
206,Kvalitet koji ne pruža zadovoljstvo čulima.
207,Kvalitet nekoga ili nečega što nije važno ili vredno pažnje.
208,Koji se ne povinuje prihvaćenim pravilima i standardima.
209,osoba koja ne prihvata nove ideje
210,Postati gori.
211,"koji izaziva iznenađenje, čuđenje ili zadivljenost"
212,Organizovana akcija proizvodnje robe ili usluga za prodaju.
213,okrutno ili nehumano postupanje
214,Koji više nema životne funkcije (ili bar tako izgleda).
215,Koji nije nezavisan.
216,"Nezgoda, posebno ona koja prouzrokuje povredu ili smrt."
217,svojstvo onoga kome nedostaje živost
218,uzrokovati strah
219,tuga izražena plakanjem
220,"Prolivati suze zbog tuge, besa ili bola."
221,"koji oseća ili ispoljava žalost, naročito zbog nepovratnog gubitka"
222,Imati sposobnost ili moć kreativnosti.
223,Izazvati povredu ili telesno oštećenje.
224,tuga onoga koga je neko napustio ili ostavio
225,nenormalna depresija i nezadovoljstvo
226,"Bilo kakva oštetočina na telu izazvana nasiljem, nezgodom ili prelomom."
227,koji oseća ili ispoljava bol ili žalost zbog greha ili uvreda
228,preteran ili nekontrolisan strah
229,Postati ljut.
230,Stanje stvari koje je skoro izvan nečije mogućnosti da je reši i zahteva veliki napor da se reši ili prevaziđe.
231,"Koji nije originalan; nije produktivan, ne donosi ništa neobično niti sveže."
232,Kvalitet onog ko nije brižljiv.
233,have or feel a dislike or distaste for
234,Prošireno značenje; posebno se odnosi na psihološku hladnoću; bez ljudske topline i emocija.
235,koji ispoljava ili je označen tugom i bolom
236,obestan i uzbudljiv poduhvat (ne nužno zakonit)
237,lišiti slobode; držati u zatvoru
238,(poetski) muka
239,Osećanje velike žalosti povezano sa gubitkom ili lišavanjem.
240,Nezakonito ubijanje s predumišljajem jednog čoveka od strane drugog.
241,Simptom neke fizičke povrede ili poremećaja.
242,Osećanje pomanjkanja brige.
243,Tuga povezana sa nekim učinjenim zlom ili nekim razočaranjem.
244,zlonamerno zadovoljstvo
245,izuzetno loš ili nezadovoljavajući
246,stanje bola ili patnje zbog lošeg zdravlja
247,Nešto što nekoga zadržava.
248,Opovrgavanje ili povlačenje prethodne tvrdnje.
249,Koji se protivi pravilima ili usvojenoj praksi.
250,odsustvo moralnih ili duhovnih vrednosti
251,"neraspoznatljiv, nejasnih obrisa"
252,veoma odbojan
253,koji izaziva ili zaslužuje mržnju
254,pun ili označen ozlojeđenošću ili zlovoljom
255,Kome nedostaje ljubaznost.
256,nanošenje telesnih povreda licu koje je osuđeno za izvršen zločin
257,tuga izazvana bolom i tugom
258,Koji je moralno lož ili pogrešan.
259,koji oseća ili ispoljava žalost i tugu
260,"Koji nije normalan, tipičan, uobičajen, regularan ili nije u saglasnosti sa normom."
261,Kvalitet onoga što je teško otkriti ili analizirati.
262,izuzetno nelagodan
263,koji odražava sumornost i smrknutost
264,Posramiti nekoga; povrediti nečiji ponos.
265,Uništiti ili oštetiti na nasilan način.
266,Velika (glavobolja).
267,stanje zatočenosti (obično za kratko vreme)
268,Pojava promene nagore.
269,zabranjeno zakonom ili zvanično usvojenim pravilima
270,Neko nižeg ranga ili položaja ili kvaliteta.
271,Osećanje zabrinutosti.
272,veoma lošeg kvaliteta ili u veoma lošem stanju
273,držanje do moralnih principa
274,Koji drugima želi zlo; koji nastaje iz velike zlobe ili mržnje.
275,škrtost koja proizilazi iz brige za sopstvenu dobrobit i nepoštovanje drugih
276,ubijati (životinje) obično radi hrane
277,"Napraviti nered, uništiti."
278,bojažljivo očekivanje ili predviđanje
279,snažno osećanje nedopadanja
280,"Govoriti nerazgovetno, obično tihim glasom."
281,Osobina onoga ko nije prihvaćen i ne upućuju mu se pohvale.
282,"uzrokovati bol, unesrećiti"
283,Ne osecati se dobro ili udobno.
284,Okrutan čin; namerno izazivanje bola ili patnje.
285,Koji nije u dobrom zdravlju tela ili duha.
286,nesposoban da deluje: bez pomoći
287,bolest koju karakteriše neki zapaljenski proces
288,Patiti od nečega; bolovati od nečega.
289,povrediti nečija osećanja
290,na nižem nivou po rangu ili značaju
291,Koji sledi prihvaćene običaje i pristojnost.
292,Koji s ne pokreće.
293,Ne biti podložan nečemu.
294,Ubiti velik broj ljudi bez razlike.
295,onaj kojeg niko ne želi ili ne priželjkuje
296,izuzetno uvredljiv za moral; koji izaziva užas
297,"Onak koji je produktivan, svež, neobičan; nešto što je prvi put smišljeno."
298,Uzrok velikih patnji i nesreće.
299,Slaba sposobnost da se razume iskustvo ili profitira iz njega.
300,Izazvati štetu na nečemu.
