,Sysnet
129,ratobornost izazvati stvaran ili pretpostavljen nepravda ( predstaviti kao jedan od smrtan greh ) 
130,na nizak nivo po rang ili značaj 
131,Prošireno značenje ; posebno se odnositi na psihološki hladnoća ; bez ljudski toplina i emocija . 
132,kvalitet onaj što jesam teško otkriti ili analizirati . 
133,"biti kakav oštetočina na telo izazvan nasilje , nezgoda ili prelom . "
134,uzrok velik patnja i nesreća . 
135,kvalitet onaj ko jesam brižljiv . 
136,zlonameran zadovoljstvo 
137,koji osećati ili ispoljavati bol ili žalost zbog greh ili uvreda 
138,koji na sebe imati prljavština ili nečistoća . 
139,simptom neki fizički povreda ili poremećaj . 
140,Izvršenje pravda u sklad sa ustanovljen pravilo i princip . 
141,osećanje velik utučenost i melanholija 
142,snažan osećanje nedopadanje 
143,otarasiti se neki ubistvo . 
144,"koji jesam popustljiv , koji se teško upravljati . "
145,"napraviti nered , uništiti . "
146,koji osećati ili ispoljavati žalost i tuga 
147,veoma nesrećan ; ispunjen mizerija 
148,koji jesam u dobar zdravlje telo ili duh . 
149,nanošenje telesni povreda lice koji jesam osuditi za izvršen zločin 
150,"koji jesam okarakterisati mračan , mističan i groteska "
151,škrtost koji proizilaziti iz briga za sopstven dobrobit i nepoštovanje drugi 
152,u koji nem život . 
153,biti zabrinuti i prestrašiti zbog nešto 
154,stanje stvar koji jesam skoro izvan nečiji mogućnost da jesam rešiti i zahtevati velik napor da se rešiti ili prevazići . 
155,pod uticaj patnja i tuga ili ispuniti ovaj osećanje 
156,koji jesam veseo niti izazivati veselje 
157,Osećanje averzija ili antipatija . 
158,okrutno ili nehuman postupanje 
159,naneti neki nepravda 
160,koji ispoljavati ili jesam označen tuga i bol 
161,Osećaj koji se doživljavati u očekivanje neki određenog bol ili opsasnosti i obično ga pratiti želja da se pobeći . 
162,koji jesam označen beznadežnost ili ispoljavati beznadežnost 
163,Osećanja koji se javljati kada osoba jesam u srećan stanje . 
164,velik ( glavobolja ) . 
165,"koji izazivati iznenađenje , čuđenje ili zadivljenost "
166,velik tuga uzrokovati gubitak voljen osoba ( posebno smrt ) . 
167,protivno zakon ili zakon zabraniti 
168,ispoljavanje rastuženosti 
169,koji jesam u sklad sa metoda ili princip nauka . 
170,odsustvo moralan ili duhovan vrednost 
171,"Završiti pre kraj , kao računarski proces , misija itd . "
172,loše mirisati 
173,koji nemati ili ne obavljati funkcija . 
174,koji ne postojati u stvarnost . 
175,okarakterisan neprijateljstvo ili zlovolja 
176,svaki šteta proisteći iz povreda prava 
177,smatrati da jesam nešto loše ili pogrešno . 
178,nepokolebljiv verovanje u nešto bez potreba za dokaz ili nalaz 
179,opovrgavanje ili povlačenje prethodan tvrdnja . 
180,"žalovati , tugovati , ili osećati gubitak zbog nešto što jesam učiniti ili jesam učiniti "
181,čin nameran odstupanje od istina 
182,razgnevxlen nešto nepravedan ili pogrešan 
183,koji s ne pokretati . 
184,uništiti ili veoma oštetiti vatra 
185,prolivanje krv koji za posledica imati ubistvo 
186,mentalno uznemiriti zbog moguć nesreća ili opasnost ; zabrinuti 
187,"koji jesam originalan ; jesam produktivan , ne donositi ništa neobično niti sveže . "
188,Onemogućen i jesam slobodan ; ne mpože da delovati po sopstven volja . 
189,stanje degeneracija mentalan ili moralan kvalitet 
190,tako strašno da izazivati groza i jeza 
191,stanje podložnost povrediti ili ozlediti . 
192,"( politika ) obezbeđivati usluga , ugovor i pozicija u zamjenu za politički podrška "
193,nemogućnost da se otplata sav dug kada dospeti za naplata 
194,Oružani sukob protiv neprijatelj . 
195,stimulans sa nepoželjan posledica 
196,ispuniti divljenje i ushićenje 
197,koji izazivati potištenost 
198,"koji izazivati neprijatnost ; na primer , neprijatan istina "
199,tuga povezati sa neki učinjen zlo ili neki razočaranje . 
200,"uzrokovati bol , unesrećiti "
201,iznenadan napad koji uključivati nameran upotreba nasilje prema civil da biti se postignuti politički ili religiozan cilj . 
202,koji jesam naklonjen prea nešto . 
203,Osećanje zabrinutost . 
204,izuzetno nelagodan 
205,Čičkovac . 
206,neki nizak rang ili položaj ili kvalitet . 
207,posramiti neki ; povrediti nečiji ponos . 
208,"Pogrešna akcija koji se moći pripisati loš procena , neznanje ili nepažnja . "
209,"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi "
210,preteran ili nekontrolisan strah 
211,koji odražavati sumornost i smrknutost 
212,koji jesam moralno lož ili pogrešan . 
213,Ućiniti da se neki osetiti opušten . 
214,nesposobnost osoba da se setiti ili uraditi onaj što obično moći ; često uzrokovati emoionalnom napetost . 
215,osetljivost na povreda ili napad 
216,koji se ne povinovati prihvaćen pravilo i standard . 
217,"slabljenje ili degeneracija , posebno usled nekorišćenja . "
218,Osećati snažan antipatija i odbojnost prema neki . 
0,Konstrikcija delo telo šta jesam onemogućiti protok krv ili drugi telesni tečnost . 
1,pretvoriti kod u uobičajen jezik 
2,dravidski jezik koji govoriti Kui u jugoistočni Indija 
3,ubijati ( životinja ) obično radi hrana 
4,zamenica koji se označavati da radnja agens uticati na sam agens 
5,jam 
6,koji se odnositi na bakterija ili jesam izazvan bakterija 
7,neki sisar-mesožder i grabljivac iz porodica pas koji obično loviti u čopor . 
8,tukan 
9,pomorandža bez semenka koji na sebe imati mali sekundaran plod nalik pupak 
10,čemakuanski jezik koji govoriti narod Čemakum 
11,prestonica i velik grad Severne Irska ; centar protestantizam u severni Irska . 
12,novčan jedinica Turska 
13,zamrznuti ostatak hrana . 
14,deo odeća koji se nositi oko vrata . 
15,"bljuštac sa svež koren , bled zelen cveće i vrlo mali crven bobica : Evropa , Severna Afrika , zapadni Azija "
16,"u grčki mitologija boginja noć , ćerka haos ; u rimski mitlogiji ona odgovarati Noks "
17,teorija u psilogiji po koji jesam asocijacija osnovni princip mentalan aktivnost 
18,pričati koji govoriti o ljubav 
19,polimer vinil hlorid koji se koristiti umesto guma u električni kabao 
20,mali azijski jelen ; mužjak imati velik očnjak ; od pas se braniti rog i očnjak . 
21,neki biljka iz rod Capparis . 
22,oblikovati metal kalup . 
23,govedina marinirati ili kiseliti u salamura 
24,vozilo koji se kretati na točak 
25,pojednostavljen opis kompleksan entitet ili proces 
26,jako ljutiti crven papričica ; obučno jesam dugačak i tanak ; neki jesam jako mali 
27,francuski romanopisac ( @card@ ) 
28,"verovanje , ili sistem verovanje , koji jesam prihvatiti kao merodavan od strana neki grupa ili škola . "
29,oblikovati duvanje . 
30,mali crn ili smeđ pegav alka severni mora 
31,kritički upoređivati tekst 
32,tehnički škola koji sprovoditi nastava u mnogi industrijski veština i primenjen nauka 
33,reka u Nemačka koji se ulivati u Rajna 
34,( klasičan mitologija ) zmija ( ili gušter ili zmaj ) sposoban da ubiti dah ili pogled 
35,jedan od zabavljačica koji izvoditi pokrenuti sa palica 
36,neki od brojni žbun ili nizak drveće umeren i suptropskih predeo severni hemisfera koji imati beo cvetić i bobičav plod . 
37,slankast tečnost koji ispuštati znojan žlezda 
38,biti znak ili indikacija šta 
39,izraziti naglasiti ili autoritativan . 
40,tanak komad meso obmotati oko punjenje i kuvati 
41,grupno odbijanje da se pribeći nasilje čak i u samoodbrana . 
42,prouzrokovati da nešto doći u odrediti stanje . 
43,"škripnuti , ? ? ? "
44,mehanički uređaj koji služiti za povezivanje kraj susednih objekt 
45,Smeštaj u koji neki živiti . 
46,Učiniti da neki postati državljanin . 
47,čvrst beo kristal koji činiti mahom natrijum hlorid ( NaCl ) 
48,ona koji imati visok robni ili novčan vrednost za korišćenje ili razmena 
49,danas izumreti tračko-frigijski jezik koji jesam govoriti nekadašnji stanovnik Frigije ; sačuvati jesam na samo nekoliko zapis 
50,neki od mnogi tropski aromatičan biljka star svet ; godišnji ili višegodišnji trava iz rod Ocimum . 
51,bogat i spektakularan ceremonija 
52,biti posledica nešto . 
53,"običan labud star svet , poznat po zvonak i prijatan glas "
54,neki od brojni mali jestiv riba ; obično se hvatati štap i udica i ne moći se kupiti 
55,"sušen pasulj kuvati , pasirati i onda pržiti u mast sa raznim začin "
56,stanovnik Egipat ili poreklo iz Egipat 
57,osoba koji falsifikovati 
58,elektornski tekst koji jesam sačuvan kao nizak karakter i koji moći da se prikazati u različit format 
59,grana biologija koji proučavati struktura i aktivnost makromolekula koji jesam ključni za život ( i naročito njihov genetski uloga ) 
60,student starogrčki i latinski jezik 
61,stanje u kme jesam nešto prisutan . 
62,"Čin koji se prenositi prava , dopuštenje ili formalan punomoć . "
63,osnovni novčan jedinica na Fidži 
64,čin neprikladan intimnost 
65,pogrdan izraz za običan narod 
66,velik ptica iz star svet sa velik glava i jak kljuna koji se hraniti riba . 
67,koji imati velik relativan gustina 
68,opasan distribucija u sav pravac 
69,Najgvirc 
70,"glina , mulj ili šljunak koji nositi brz struja i deponovati tamo gde se struja usporavati "
71,šppagete sa ćufta u sos od paradajz 
72,težak eletron pronaći u kosmički zrak 
73,"recirpočni odnos izmđu nezavisan entitet - predmet , osoba ili grupa "
74,deo obrok koji se služiti u jedan trenutak . 
75,Višegodišnja ili dvogodišnji trava koji se gajiti zbog lep obično plav cvet . 
76,siv tetravalentan metal koji ličiti na cirkonijum i nalaziti se u mineral cirkonijuma 
77,Veća društven grupa koji imati poseban kulturan i ekonomski organizacija . 
78,rameni deo svinjiti često dimiti 
79,povesti rasprava na neki tema . 
80,koji imati karakterističan ukus šećer 
81,vakuumski cev kod koji zagrejati katoda emitovati zrak elektron koji prolaziti kroz anoda pod visok napon i koji se fokusirati pre nego što udariti fosfor presvučen ekran 
82,CO 
83,biti podvrgnuti proces destilacija 
84,britanski škola za deca uzrast @card@ godina 
85,Oosba koji se profesionalno baviti analiza i interpretacija umetnički delo . 
86,rod mali šumski biljka . 
87,"zvučan glas pri čiji izgovor vazdušan struja ne nailaziti na prepreka u usni duplja , u srpski književan jezik taj jesam a , e , i , o u "
88,"Prdmet sferni oblik na koji se predstavljati mapa , obično zemlja . "
89,jumanski jezik koji govoriti narod Kiliva 
90,organizacija osnovati za specijalan potreba . 
91,"u grčki mitologija gorski nimfa , personifikacija odjek "
92,staza ili odsečak ( dobijen jedan prelazak kosilice ) 
93,dijakritički znak ( u oblik mali slovo u ) koji se stavljati iznad vokal kako biti označiti kratak zvuk 
94,osoba koji jesam član . 
95,koreferencijalni odnos između povratan zamenica i njen antecedenta 
96,biti nepokretan . 
97,širok opseg 
98,jedanaesti slovo grčki alfabet 
99,odnos intenzitet signal prema intenzitet šuma 
100,relativno velik otvoren sud koji se puniti voda i koristiti za pranje telo 
101,komad meso ( ili riba ) koji jesam izrezati i peći 
102,orhideja umeren i tropski kraj koji imati klas belo-žutog cveće . 
103,biljka koji nemati stalno drveno stablo ; mnogi jesam baštenski cvetnjak ili saksijske biljka ; neki imati lekovit svojstvo ; neki jesam štetočina . 
104,"u grčki mitologija glasnik bog ; bog trgovina , lukavstvo , pronalazaštvo i lopov ; u rimski mitologija on odgovarati Merkur "
105,"biljka ovaj rod jesam listopadan žbunov visina do @card@ m , sa kor sivobraon boja ; list jesam naspraman , kod većina vrsta prostiti ( javljati se i trostruk ) , dužina do @card@ cm ; cvet se razvijati u rano proleće , pre listanje , krunični listić jesam jarko žut , spojiti samo pri osnova ; plod jesam čaura , sa brojni okriljenim seme . "
106,pozvati neki da ući ili navratiti . 
107,familija crvati . 
108,hijena . 
109,elektronski memorijski uređaj 
110,lagan dodir ruka . 
111,grana antropologija koji se baviti geneza ljudski biće i raznima varijacija 
112,rod mediteranski čkalj . 
113,sistem delovati telo koji zajedno služiti za neki određenu svrha . 
114,koji obuhvatati sav 
115,Ograničena zona na zemlja . 
116,Američke revolucionaran snaga jesam zauzeti Tvrđavu Tajkonderoga i oterati Britanac maj @card@ 
117,predmet proučavanje 
118,mali tanjir iz koji se jesti kolač 
119,izvršavanje operacija jedan za druga u dat predosledu 
120,vino od muskatni grožđe 
121,razred drveće ( dvosemenjača ) iz podklasa Hamamelidae . 
122,tečnost ili gust masa koji se dobijati zagrevanje i mlevenje zrno kakao ; osnova svaki čokolada 
123,"mesto opremljen instrument za testiranje u radnim uslov , npr . motor ili mašina ili računarski program i sl . "
124,rod trava i žbunje iz star svet . 
125,motor sa unutrašnji sagorijevanjem u koji se radilica okretati pomoću klip koji se pomerati gore i dole u ​​cilindrima 
126,higrometar koji pokazivati varijacija relativan vlažnost atmosfera 
127,"suglasnik koji se izgovarati tako što se u neki trenutak zaustaviti protok vazduh , da biti se potom iznenada osloboditi "
128,magadi jezik koji govoriti Bengalci ; zvaničan jesam jezik Bangladeš i Bengal 
129,dokument ( dozvola ) koji se odobravati izgradnja zgrada određenog tip na određenom zemljište 
130,matematički progresija u koji se svaki član množiti konstantan vrednost da biti se dobiti naredni član 
131,"biljka koji se reprodukovati pomoću seme , a ne pomoću spor . "
132,"grupa pretežno drvenast biljka koji se smatrati primitivan angiospermima ; cvet jesam obično dvopolan i razmnožavati se vetar ; sadržati @card@ porodica , a među ona jesam Betulaceae , Fagaceae ( koji uključivati i Amentiferae ) ; ponekad se klasifikovati kao superred . "
133,droga koji moći da proizvesti stanje opijenost . 
134,tvrdokrilac iz grupa drvotočaca ; riti tunel kroz kor i stablo drveće . 
135,determinator koji se odnositi na klasa entitet koji se ne moći jasno identifikovati ( ' a ' u engleski ) 
136,ptica koji jesam još mlad . 
137,smatrati vredan . 
138,mali rod traba istočni Afrika 
139,"zadnji , posteriorni deo konj . "
140,"gramofonski ploča sa koji se čuti zvuk kada se ona okretati brzina od @card@ , @card@ okretaj u minuta "
141,neki od mali elegantan jastrebov iz porodica Accipitridae sa dug šiljast krilo koji se hraniti insekt i manjiti pticamaed wings and feeding on insects and small animals 
142,rukovodilac koji jesam po rang odmah ispod predsednik i moći da ga zamenjivati pod odrexenim uslov . 
143,"rod krupan zeljast biljka i mali žbunje , uglavnom sa vunast lišće . "
144,bivši osnovni novčan jedinica Burkine Faso 
145,velik životinja biljojed sa debeo koža koji živiti u ili oko rok tropski Afrika . 
146,dokument o punomoćje koji izdavati akcionar jedan korporacija a koji daju ovlašćenje da u njihov ime postojati jedan glas na korporativan ( akcionarski ) sastanak 
