,Sysnet
101,opšte prihvaćen i uvažen
102,Umetnik nenadmašnih veština.
103,koji donosi spasenje ili iskupljenje od greha
104,kojeg je neko uveselio
105,nešto što izaziva osećanje čuđenja
106,Profesor najvišeg ranga.
107,"zadobiti kakvu prednost, kao što su bodovi itd."
108,u rimskoj mitologiji boginja sreće i sretne slučajnosti; u grčkoj mitologiji joj odgovara nTiha
109,koji je oslobođen stresa ili pogoduje mentalnoj opuštenosti; koji ima ili pruža duševni mir
110,osećanje seksualne ljubavi
111,"Osobina nekoga ko je veličanstven, briljantan"
112,Stanje kada je neko prosperitetan i uspešan.
113,koji čini ili donosi dobro
114,Proizvesti smeh.
115,"koji pobuđuje poštovanje, divljenje ili čuđenje"
116,Upadljiv uspeh.
117,"koji pokazuje ili je motivisan saosećanjem, razumevanjem i velikodušnošću"
118,Pozitivan ili negativan kvalitet nečega što ga čini poželjnim ili vrednim.
119,koji oseća ili ispoljava veliko uzbuđenje ili zainteresovanost
120,Jak seksualni nagon.
121,Nagon za polnom prisnošću.
122,Korisna ili vredna osobina
123,koji može ponovo da se koristi
124,Koji odgovara za svoje postupke.
125,onaj koji je po moralnim kvalitetima ili izgledu nalik na anđela ili sveca
126,osećanje naklonosti prema nekome ili nećemu dobrom
127,Ublažavanje patnje; pokazivanje velike dobrote prema izmučenima.
128,na čijem se licu očitava zadovoljstvo
129,Od velikog značaja ili važnosti.
130,Izuzetna moralna vrednost.
131,biti privlačan kome
132,koji zaslužuje uvažavanje i poštovanje
133,Osobina onoga što zaslužuje poverenje.
134,osećati se veselo i biti ispunjen dobrim raspoloženjem
135,smanjiti bol ili neprijatnosti ; ublažiti
136,pružiti moralnu ili emocionalnu snagu
137,Gledati nekoga sa divljenjem.
138,osećanje naklonjenosti
139,Čista nezaslađena čokolada koja se koristi za kuvanje (za pravljenje kolača).
140,"imati poželjne ili pozitivne kvalitete, posebno one koji su pogodni za određenu stvar"
141,"Biti zdrav, osećati se dobro."
142,moralna ispravnost
143,briga o razlikovanju dobra i zla ili pravednog i nepravednog; dobro ili pravedno ponašanje
144,osećaj spontano dobrog rapoloženja
145,usrećiti ili zadovoljiti
146,Neki cenjeni atribut ili kvalitet.
0,ratobornost izazvana stvarnom ili pretpostavljenom nepravdom (predstavljena kao jedan od smrtnih grehova)
1,koji izaziva strah ili užas
2,osećanje velike utučenosti i melanholije
3,"koji ne traži, ne iziskuje specijalne nutricione potrebe"
4,nedostatak brige za dobrobit drugih
5,Nepravedno postupanje prema nekoj osobi ili grupi na osnovu predrasuda.
6,Stanje u kome se malo novca i materijalnih dobara.
7,Bolest krvi ili narušavanje funkcionisanja krvnih ćelija.
8,loše mirisati
9,Kvalitet nečega što nije adekvatno ili perfektno.
10,svako odstupanje od zdravog ili normanog stanja
11,"odbojno, vrlo neprijateljsko ponašanje"
12,"Biti lažljiv, neiskrene prema nekome."
13,Koji dovodi (pričinjava) fizičku neudobnost.
14,Onemogućen i nije slobodan; ne mpože da deluje po sopstvenoj volji.
15,pod uticajem patnje i tuge ili ispunjen ovim osećanjima
16,svaka šteta proistekla iz povrede prava
17,koji oseća nadolazeću opasnost
18,"Koga karakeriše ili koji pokazuje odbijanje, poricanje ili suprotstavljanje; koji nema pozitivna svojstva."
19,koji je nesposoban da se sam snađe
20,"Odgovor telesnog tkiva na povredu ili nadržaj; karakteriše ga bol, otok, crvenilo i pečenje."
21,koji nije raspoložen da sarađuje
22,prolivanje krvi koje za posledicu ima ubistvo
23,osetljivost na povrede ili napada
24,intenzivna ojađenost
25,Stanje u kome je neko tužan.
26,"Koji nije vlik po količini, broju ili stepenu."
27,Nesposobnost osobe da se seti ili uradi ono što obično može; često uzrokovana emoionalnom napetošću.
28,Intenzivno ili preterano loš ili neprijatan po kvalitetu ili stepenu.
29,stanje degeneracije mentalnih ili moralnih kvaliteta
30,"Nemogućnost da se odmori, opusti ili bude miran."
31,koji ispoljava žalost
32,bolan osećaj koji proizlazi iz svesti o nedovoljnosti ili krivici
33,koji nema osećanja sažaljenja i topline
34,Ono što izaziva bol ili patnju.
35,koji nije veseo niti izaziva veselje
36,uzrokovati probadanje
37,ispunjen divljenjem i ushićenjem
38,Osećanja koja se javljaju kada osoba nije u srećnom stanju.
39,Koji ne proizvodi nameravani efekat.
40,Onaj koji nema ili ne pokazuje sažaljenje ili saosećanje.
41,biti odbojan; izazivati averziju
42,Pričati na besposlen ili neobavezan način sa elementom sumnje ili bez dovoljno razloga da se dođe do zaključka.
43,Koji narušava principe dobra i zla.
44,odbiti s gnušanjem
45,Koji nije spojen ili vezan.
46,koji izaziva osećanje užasa
47,okarakterisan zlobom
48,Ućiniti da se neko oseti opuštenim.
49,Čičkovac.
50,odbaciti (dokument) kao nevažeci
51,"onaj kojem se ne može ukazati poverenje, u koga se ne možemo pouzdati"
52,stanje sumorne žalosti
53,uopštenih osećanja tuge
54,Osećati tugu.
55,okoristiti se kakvim mogućnostima bez obzira na posledice za druge
56,na prljav i nečist način
57,nejasno i neprijatno osećanje koje se ima u iščekivanju nekog lošeg ishoda
58,griža savesti kada se neko oseća krivim za prekršaj
59,razgnevxlen nečim nepravednim ili pogrešnim
60,žalostan zbog gubitka ili uskraćenosti
61,iznenadno stanje žestoke emocionalne uznemirenosti
62,Koji ne može da se desi ili ostvari ili s kojim se ne može rukovati.
63,Kvalitet koji ne pruža zadovoljstvo čulima.
64,Koji se ne povinuje prihvaćenim pravilima i standardima.
65,osoba koja ne prihvata nove ideje
66,"koji izaziva iznenađenje, čuđenje ili zadivljenost"
67,"Zaprljati, onečistiti."
68,koji je tužan ili priziva tugu
69,okrutno ili nehumano postupanje
70,Koji više nema životne funkcije (ili bar tako izgleda).
71,Koji nije nezavisan.
72,koji zaslužuje sažaljenje ili podstiče na sažaljenje
73,Izvršenje pravde u skladu sa ustanovljenim pravilima i principima.
74,"Nezgoda, posebno ona koja prouzrokuje povredu ili smrt."
75,svojstvo onoga kome nedostaje živost
76,Pokušaj da se za sebe dobije lično priznanje (posebno neprihvatljivim sredstvima).
77,"(politika) obezbeđivati usluge, ugovore i pozicije u zamjenu za političku podršku"
78,Koji nije u skladu sa metodama ili principima nauke.
79,tuga izražena plakanjem
80,"Prolivati suze zbog tuge, besa ili bola."
81,"Slabljenje ili degeneracije, posebno usled nekorišćenja."
82,"koji oseća ili ispoljava žalost, naročito zbog nepovratnog gubitka"
83,osećanje zaplašenosti
84,tuga onoga koga je neko napustio ili ostavio
85,nenormalna depresija i nezadovoljstvo
86,"Bilo kakva oštetočina na telu izazvana nasiljem, nezgodom ili prelomom."
87,Tih neprekidan nerazumljiv zvuk; obično ga prati kretanje usana koje ne proivodi artikulisani govor.
88,koji oseća ili ispoljava bol ili žalost zbog greha ili uvreda
89,preteran ili nekontrolisan strah
90,"žalovati, tugovati, ili osećati gubitak zbog nečega što je učinjeno ili nije učinjeno"
91,uništen ili veoma oštećen vatrom
92,Oružani sukob protiv neprijatelja.
93,Stanje stvari koje je skoro izvan nečije mogućnosti da je reši i zahteva veliki napor da se reši ili prevaziđe.
94,"Koji nije originalan; nije produktivan, ne donosi ništa neobično niti sveže."
95,"biti uplašen, plašiti se"
96,koji izaziva potištenost
97,Kvalitet onog ko nije brižljiv.
98,Prošireno značenje; posebno se odnosi na psihološku hladnoću; bez ljudske topline i emocija.
99,koji ispoljava ili je označen tugom i bolom
100,lišiti slobode; držati u zatvoru
101,Oblačiti se u crno kao znak žalosti.
102,nepokolebljivo verovanje u nešto bez potrebe za dokazima ili nalazima
103,"koji izaziva neprijatnost; na primer, neprijatna istina"
104,(poetski) muka
105,Osećanje velike žalosti povezano sa gubitkom ili lišavanjem.
106,Iznenadni napad koji uključuje namernu upotrebu nasilja prema civilima da bi se postigli politički ili religiozni ciljevi.
107,Simptom neke fizičke povrede ili poremećaja.
108,učiniti da neko ili nešto ne bude osetljiv ili osetljivo
109,Osećanje pomanjkanja brige.
110,"Koji nema potrebne sposobnosti, veštinu ili znanje."
111,nemogućnost da se otplate svi dugovi kada dospeju za naplatu
112,Tuga povezana sa nekim učinjenim zlom ili nekim razočaranjem.
113,tako strašno da izaziva grozu i jezu
114,kada nema jednakosti
115,zlonamerno zadovoljstvo
116,Osećati snažnu antipatiju i odbojnost prema nekome.
117,Koji nije naklonjen prea nečemu.
118,izuzetno loš ili nezadovoljavajući
119,stanje bola ili patnje zbog lošeg zdravlja
120,Opovrgavanje ili povlačenje prethodne tvrdnje.
121,ispoljavanje rastuženosti
122,naneti nekome nepravdu
123,Ispuštati vonj.
124,odsustvo moralnih ili duhovnih vrednosti
125,Velika tuga uzrokovana gubitkom voljene osobe (posebno smrću).
126,"neraspoznatljiv, nejasnih obrisa"
127,veoma odbojan
128,veoma nesrećan; ispunjen mizerijom
129,pun ili označen ozlojeđenošću ili zlovoljom
130,"Pogrešna akcija koja se može pripisati lošoj proceni, neznanju ili nepažnji."
131,nanošenje telesnih povreda licu koje je osuđeno za izvršen zločin
132,tuga izazvana bolom i tugom
133,Koji je moralno lož ili pogrešan.
134,koji oseća ili ispoljava žalost i tugu
135,"Koji nije normalan, tipičan, uobičajen, regularan ili nije u saglasnosti sa normom."
136,Stanje biti nezaposlen ili nemati posao.
137,Kvalitet onoga što je teško otkriti ili analizirati.
138,bez nade ili skoro bez nade
139,Koji nema ili ne obavlja funkciju.
140,izuzetno nelagodan
141,koji odražava sumornost i smrknutost
142,podsticati nekog da počini zločin ili neko krivično delo
143,Posramiti nekoga; povrediti nečiji ponos.
144,Uništiti ili oštetiti na nasilan način.
145,Velika (glavobolja).
146,Koji je otrovan ili proizvodi otrov.
147,neprijatno ili razočaravajuće iznenađenje
148,"koji misli najgore o ljudskoj prirodi i motivima; koji ima podrugljivu nevericu u, npr. u nesebičnost drugih"
149,Neko nižeg ranga ili položaja ili kvaliteta.
150,veoma lošeg kvaliteta ili u veoma lošem stanju
151,Osećanje zabrinutosti.
152,koji ne pripada snagama sopstvene zemlje ili snagama saveznika
153,Koji drugima želi zlo; koji nastaje iz velike zlobe ili mržnje.
154,biti zabrinut i prestrašen zbog nečega
155,koga odrati (po pitanju cene); za šta nerazumnu cenu tražiti
156,škrtost koja proizilazi iz brige za sopstvenu dobrobit i nepoštovanje drugih
157,"Napraviti nered, uništiti."
158,snažno osećanje nedopadanja
159,"Koji nije popustljiv, kojim se teško upravlja."
160,Stanje kada je učinjen prekršaj.
161,"uzrokovati bol, unesrećiti"
162,Koji ne postoji u stvarnosti.
163,čin namernog odstupanja od istine
164,Osećaj koji se doživljava u očekivanju nekog određenog bola ili opsasnosti i obično ga prati želja da se pobegne.
165,Ne osecati se dobro ili udobno.
166,koji nije zadovoljan; koji doživljava ili ispoljava nezadovoljstvo
167,Stanje koje još ne odgovara zrelosti.
168,Okrutan čin; namerno izazivanje bola ili patnje.
169,Koji nije u dobrom zdravlju tela ili duha.
170,moralno iskvariti
171,Kvalitet onoga što ne može da postoji ili radi u usklađenoj kombinaciji.
172,Odbojnost doživljena kao odsustvo druželjubivosti.
173,mentalno uznemiren zbog moguće nesreće ili opasnosti; zabrinut
174,divljačko i prekomerno ubijanje mnogih ljudi
175,bolest koju karakteriše neki zapaljenski proces
176,nesposoban da deluje: bez pomoći
177,Koji je moralno odbojan ili neugodan za čula.
178,"Ono što nije lako, zahteva veliki fizički ili mentalni napor da bi se ostvarilo. razumelo ili izdržalo."
179,osećanje misaone tuge
180,Biti podvrgnut (emocionalnom bolu).
181,Patiti od nečega; bolovati od nečega.
182,povrediti nečija osećanja
183,na nižem nivou po rangu ili značaju
184,Koji s ne pokreće.
185,Ne biti podložan nečemu.
186,Koji nije savršen; defektan ili neadekvatan.
187,Otarasiti se nekoga ubistvom.
188,izuzetno uvredljiv za moral; koji izaziva užas
189,Uzrok velikih patnji i nesreće.
190,nedolično ili nemoralno ponašanje
191,ono što je ispod standarda i očekivanja u pogledu morala ili pristojnosti
192,poduhvat koji se preduzima bez obzira na mogući gubitak ili povredu
193,Stanje u kome čovek ne može da funkcioniše normalno i bez bola.
194,Slaba sposobnost da se razume iskustvo ili profitira iz njega.
195,Izazvati štetu na nečemu.
196,Stanje podložnosti povredi ili ozledi.
197,Stanje koje karakterišu osećanja u rasponu od blagog nezadovoljstva do dubokog bola.
198,smanjenje u veličini organa usled bolesti ili nekorišćenja.
199,protivno zakonu ili zakonom zabranjeno
200,okarakterisan neprijateljstvom ili zlovoljom
201,koji je tužan ili izaziva tugu
202,"Završiti pre kraja, kao računarski proces, misiju itd."
203,Kvalitet nekog ili nečega što ima slabiju ili manje poželjnu poziciju.
204,osećanje uporne tuge
205,U kome nema života.
206,neprijateljski stav
207,Usmrtiti namerno i sa predumišljajem.
208,Smatrati da je nešto loše ili pogrešno.
209,osećanje intezivne nesreće
210,koji oseća ili ispoljava kajanje zbog nedela
211,Koji na sebi ima prljavštinu ili nečistoću.
212,"koji je okarakterisan mračnim, mističnim i groteskom"
213,koji je klonuo duhom
214,Okrutni poslodavac koji od zaposleni traži da prekomerno rade.
215,stimulans sa nepoželjnim posledicama
216,Osećanje averzije ili antipatije.
217,koji je označen beznadežnošću ili ispoljava beznadežnost
218,Osobina onoga što ne zaslužuje poverenje.
0,neko ko može da koristi znakovni jezik za komunikaciju
1,supstanca ili jedinjenje koje se dodaje da bi se izazvala hemijska reakcija
2,Osoba koja učestvuje u takmičenju.
3,Sredina akademskog semestra (ili trimestra) ili političkog mandata.
4,sistem javnog prevoza putnika
5,Dolazak ili povratak kući.
6,reproduktivni sistem žena
7,hrana koja se kuva i servira u tepsiji
8,harizmatični lider pokreta za građanska prava u Sjedinjenim Državama i baptistički sveštenik koji je vodio kampanju protiv segregacije crnaca (1929-1968)
9,kakvim zvukom najavljivati
10,Mali rod evroazijskih vodenih višegodišnjih biljaka; vragolić.
11,Odveni predmet koji se nosi na gornjem delu tela.
12,ogromne krupne spiralne bakterije; pokretne su i žive u slatkoj i slanoj vodi ili kao komensali u telima ostriga
13,Red desetonožnih kratkorepih rakova.
14,Osoba koja pripada onom polu koji ne može da rađa decu.
15,pričvrstiti ili postati pričvršćen za matičnu reč
16,pričvršćivač koji pričvršćuje dva kraka kaiša ili trake; često ima iglu
17,"Digestivni trakt neprekidno snabdeva telo vodom, elektrolitima i hranom. Da bi se to ostvarilo potrebno je: kretanje hrane kroz digestivni trakt, lučenje digestivnih sokova i varenje hrane, apsorpcija produkata varenja, cirkulacija krvi kroz gastrointestinalne organe i kontrola svih ovih funkcija nervnim i hormonskim sistemima."
18,Prostorno svojstvo: način na koji je nešto smešteno.
19,naučno istraživanje pećina
20,Škola u kojoj se časovi održavaju uveče za đake koji ne mogu da pohađaju školu u toku dana.
21,Gušter iz Afrike i sa Madagaskara koji menja boju kože prema okolini i izbačen jezik.
22,Uobičajene domaće ptice i povezane vrste.
23,"kruto voće koje podseća na bananu; jede se uvek kuvano, kao sortirano povrće u tropskim predelima"
24,Simbol na nacionalnoj zastavi koji je amblem unije dva ili više suvereniteta (obično u gornjem unutrašnjem uglu).
25,jedinica koja se koristi da meri težinu
26,za život u zajednici odvojenoj od sveta koja se ponaša po verskim načelima
27,dresing za salatu sa sirom rokfor
28,kontrola koja se sastoji od mehaničkog uređaja za kontrolu protoka tečnosti
29,Grupa ljudi koji zajedno žive u kampu.
30,"U fizici, termodinaička veličina koja koja je jednaka kapacitetu fizičkog sistema da vrši rad; jedinice za energiju su džul i erg"
31,uzrokovati da šta radi ili funkcioniše
32,Čin uljudnog odlaska.
33,"Ptice plivačice koje imaju teško telo sa kratkim nogama i kljun sa okoštalim vrhom: labudovi, guske, patke."
34,Mali prženi kolač u obliku prstena
35,Drvo srednje veličine syvih šumskih predela na jugu i istoku SAD-a koje rađa žuti ili narandžasti veoma opor plod koji je jestiv tek kad je potpuno zreo.
36,mesnato telo brojnih jestivih gljiva
37,"brojanje glasova (na primer, na izborima)"
38,"Razvijati misli, tvrđenja, ideje."
39,Jedno od rožnatih rebara koja se stvrdnjavaju i držze krilo insekta.
40,dobro raspoređena grupa
41,Specijalna apstrakcija.
42,"U građevinarsvu, sloj građevinskog materijala."
43,"Nešto uzeti kao svoje silom, na primer, posle invazije."
44,riba-sveća koja se pronalazi u vodama Evrope
45,Evroazijska slačica koja se gaji zbog reskog semena od kogase pravi senf.
46,"ponovljen pokret udovima i telom pri plivanju, veslanju i sl."
47,direktni ženski potomak.
48,prostirati se u krivinama i zavojima
49,Stabljika celera koja se kuva ili jede sirova (kao začin).
50,kakav ritam opetovanim udarcima proizvoditi
51,relativno velik otvoren sud koji se puni vodom i koristi za pranje tela
52,Započeti ili voditi rat.
53,the organic process of synthesizing and releasing some substance
54,Egipat i Sirija napali su Izrael oktobra 1973. (na praznik Jom Kipur); Izrael je uzvratio kontranapadom i prešao Suecki kanal i ušao u Egipat
55,"Doticati, dizati ili držati u rukama."
56,Listopadna biljka penjačica; gaji se zbog darke i sjajne krošnje; ima interesantno cveće koje neprijatno miriše i otrovne žute plodove; kora i semenke se upotrebljavaju kao lek za srce.
57,pretvoriti se u rastvor
58,"jedna od većih francuskih reka, uliva se u Sredozemlje kod Marseja"
59,Istraživanje pitanja koje postavljaju naučne teorije i hipoteza.
60,pasaž koji se trenutno čita
61,Gljivica koja stvara površinski sloj na raznim vrstama vlažne ili raspadajuće organske materije.
62,Deo nameštaja koji ima glatku ravnugornju površinu koju obično podržava jedna ili više nogara.
63,Država na Balkanskom poluostrvu.
64,težak toksičan srebrnobeli radioaktivni metal; javlja se u mnogim izotopima; koristi se kao nuklearno gorivo i u nuklearnom oružju
65,mešano piće koje se sastoji od zaslađenog soka od lajma i mineralne vode najčeše sa alkoholnim pićem
66,jaka espreso kafa prelivena penom od mleka
67,Sastavljati od komponenata ili delova.
68,prirodno i periodićno stanje odmora tokom koga se gubi svest o svetu
69,bitka iz Drugog svetskog rata; decembra 1944. fon Rundštet je pokrenuo snažnu kontraofanzivu u šumama Ardena i iznenadio saveznike
70,Ptica slična golubu.
71,koji ima ili se sastoji od deset slogova
72,Društvo koje krije svoje aktivnosti od onih koji nisu članovi.
73,kratko pržiti na masti ili ulju
74,(računarstvo) upotreba mikroračunara sa grafičkim mogućnostima za proizvodnju štampanih materijala
75,any of various beetles of the family (or subfamily) Melolonthidae
76,"Vrsta pasiflore veličine jabuke koja raste na Karibima, centralnoj i južnoj Americi"
77,deo mreže koja povezuje druge mreže
78,granu leksikologije koja proučava oblike i poreklo vlastitih imena
79,indijski gramatičar čija je gramatika sanskrita prvi poznati primer deskriptivne lingvistike (oko 400. godine stare ere)
80,ugao od 90 stepeni koji zaklapaju dve prave koje se seku
81,Uljasto organsko jedinjenje koje se ne rastvara u vodi već u organskim rastvaračima; suštinska komponenta živih čelija (zajedno sa proteinima i ugljenohidratima).
82,Učiniti da se nešto podeli ili odvoji.
83,Neka od raznovrsnih biljaka iz roda Campanula koja ima plave ili bele cvetove u obliku zvonceta.
84,Kružna linija na površini sfere koja se dobija kada se ona preseče ravninom koja prolazi kroz centar.
85,"Jedna od dve paralele na oko 23,5 stepeni južno i severno od ekvatora koje predtsvljaju najdalje tačke na kojima sunce može da sija direktno iznad glave."
86,broj ili odnos (vrednost na skali) izveden iz niza posmatranih činjenica; može otkriti relativne promene kao funkciju vremena
87,Jedan od četiri dela igre u koje su neki sportovi izdeljeni.
88,"biljka sa razgranatim, nepotpuno razvijenim cvastima uglavnom tamno-zelene boje"
89,Mali rod korovskih biljaka iz starog sveta: treskavica.
90,porodica južnoameričkih indijanskih jezika kojima se govori na severoistoku Južne Amerike
91,žena koja je izabrana u skupštinu
92,koji se odnosi ili je karakteristika aposiopeze
93,sladak krompir
94,"Neka od varijeteta vrežaste biljke čiji plod ima koru u režnjevima, jestivo mirisno meso."
95,"Uklanjanje prepreka, ograničenja."
96,koji se tiče li pripada ostrvu i državi Nauru
97,Način vršenja radnje.
98,Nešto što služi kao prekrivač ili zaštitnik.
99,radni sati ili dani tokom kalendarske nedelje
100,protokol koji se zasniva na TCP-u a služi za prenos hiperteksta izmđu servera i prelistača
101,Mala ptica koja jede insekte.
102,mašina koja pretvara mehaničku energiju u električnu pomoću elektromagnetne indukcije
103,divljenje Engleskoj i engleskim običajima
104,testenina od ječma u obliku bisera; u grčkoj kuhinji se obično sprema sa jagnjetinom
105,Konstelacija izvan zodijaka koja rotira oko zvezde severnjače
106,"Muški roditelj, koristi se i za obraćanje sopstevnom roditelju."
107,rečenica u indikativu kojom se nešto izjavljuje
108,gluma pomoću gestikulacije i telesnih pokreta bez reči
109,Neka biljka iz roda Xeranthemum poreklom iz južne Evrope.
110,naziv za više vrsta morskih puževa koji se koriste u ishrani
111,glavni grad Tajvana
112,deo mesa sa gornjeg dela prednjih nogu
113,Mala haringa koja se obrađuje kao sardela.
114,Okružuje točkove automobila.
115,Federacija sedam arapskih emirata na istočnom Arabijskom poluostrvu; stekla nezavisnost od Ujedinjenog Kraljevstva 1971. godine; bogata rezervama nafte.
116,zona lišena materije
117,Lekar koji pružea prvu pomoć bolesniku.
118,"Jegulje koje žive u slatkoj vodi kao odrasle, ali se vraćaju u more da se mreste."
119,Ibisi.
120,metod ili sistem poboljšanja memorisanja
121,sudski nalog (varant) kojim se nalaže policiji da izvrši naznačene radnje
122,Osoba koja kontaktira sa drugima.
123,"u računarstvu, količina informacija u bajtima koja se može uskladištiti na uređaj diska"
124,elektronski tekst koji je sačuvan i koristi se u obliku digitalne slike
125,priručnik koji sadrži reči (u alfabetskom poretku) sa njihovim značenjima
126,koji je u fleksivnom obliku kojim se tipično identifikuje gramatički subjekat glagola
127,Osoba čiji kreativan rad pokazuje senzitivnost i maštu.
128,Višegodišnja biljka šumskih predela koja cveta u proleće.
129,dozvola za prodavanje pića i njegovo konzumiranje u objektu
130,stanovnik Koreje ili poreklom iz Koreje
131,termoplastika dobijena polimerizacijom iz jedinjenja koja sadrže vinilsku grupu
132,oštar zvuk koji proizvode male ptice ili insekti
133,"Milava, šašuljica."
134,Prijateljska država.
135,osnovna novčana jedinica El Salvadora
136,Rod trava iz umerenih područja starog sveta: buhača.
137,Biljka koja živi na drugoj biljci od koje dobija hranu.
138,kremasta kajgana na tostiranom hlebu namazanom paštetom od sardele
139,Očistiti pomoću rituala; političko čišćenje zvaničnika prethodnog režima.
140,sistem koji kontroliše rad drugog sistema
141,Jaje koje je kratko kuvano u ljusci u vodi koja lagano ključa.
142,amorfni oblik silicijum dioksida SiO2 koji ima veoma poroznu strukturu
143,Divlja ovca polupustinja središnje Azije.
144,Zajednička operacija ili radnja.
145,Rod porodice Scolopacidae.
146,sto ili neka horizontalna površina na kojoj se obavlja neki posao
147,"kontrolisati magičnim činima, na primer veštičarenjem"
148,koji se odnosi na drevne Latine ili na latinski jezik
149,"okov koji se sastoji od metalne petlje koja se može zaključati oko zgloba, obično se koristi u parovima"
150,forma prvobitne religije iz severne Azije koja se ispoljava kroz verovanje da odnose između vidljivog i duhovnog sveta ostvaruje šaman
151,glavni rod reda Sarcosporidia
152,Imati uticaja na nešto.
