,Sysnet
4441,Britanski tajni agent 007 iz romana Jana Fleminga
6680,"Obuhvata biljke semenice koje proizvode klicu sa jednim kotiledonom i imaju paralelnu nervaturu lišća; uključuje travu, palme i orhideje. Deli se u četiri podklase ili nadreda: Alismatidae, Arecidae, Commelinidae i Liliidae."
17708,veoma mala osoba (koja podseća an Liliputance)
4599,"povezan vezom, kao npr. vagoni s lokomotivom i međusobno"
8973,Elektronski uređaj koji se sastoji od kombinacije radio prijemnika i gramofona.
4379,glagolski oblik kojim se izražava završena radnja
647,Hodati kroz relativno sporu vodu.
10795,reprezentacija osobe (posebno u obliku skulpture)
5792,prozorska zavesa koja se povlači s puta
14645,Svojstvo tela koje čini da ono ima težinu u gravitacionom polju.
9853,Kretati se na nekontrolisan način.
4312,Gruba bodljkava evropska korovska biljka sa klasje žutih cvetova.
5974,Učiniti da postane spojeno ili povezano.
4718,Fenomen koji sledi i koga je izazvao neki prethodni fenomen.
2513,prikupljeno delo nekog autora (obično se koristi u množini)
13475,"sjajna crna ptica sa roze leđima i stomakom, uglavmom iz Azije"
16442,(pravo) nedozvoljeno (zabranjeno) hvatanje i odvođenje lica protiv njegove volje; nezakonito hapšenje
9233,osnovna novčana jedinica Nigerije
9060,sredstvo ili napravo čiji je zadatak da spreči začeče
17935,povratne informacije u saglasnosti sa ulazom (koje ga povećavaju)
230,relativna pozicija ili stepen vrednosti u ocenjivanoj grupi
14169,velika jama u peskovitoj zemlji iz koje je iskopan pesak
16014,prouzrokovati kretanje ili okretanje
14999,Široki moreuz Severnog mora između Jilanda i Norveške
17717,sveska sa plavim koricama koja se koristi na univerzitetima za polaganje ispita u pisanoj formi
15244,vratilo na kome se okreće točak
10997,meso ribe koje se koristi u ishrani
8711,Deo organa najbliži njegovoj tački ležišta (biologija).
979,asocijacija država stvorena radi ekonomske i političke saradnje država jugoistočne Azije
17485,Tražiti i sakupljati.
14301,"koštani lavirint okružuje unutrašnje uvo a u  njemu se nalazi membranozni lavirint, organ ektodermalnog porekle, u kome se završava akustični ili vestibularni deo osmog živca."
2570,(gramatika) reč u gramatičkoj jedinici koja igra istu gramatičku ulogu kao i cela jedinica
5428,novčana jedinica Turkmenistana
5723,Prusi i Austrijanci su ratovali oko Šlezije a većina evrospkih zemalja je stala na jednu ili drugu stranu (1740-1748)
18944,koji se odnosi na proučavanje značenja i promena značenja
13317,mandat koji se daje vladi i njenoj politici putem izborne pobede
19265,koji se tiče Perua i njegovih ljudi i kulture
8328,porodica jezika koji su do 1000. godine pre nove ere bili u upotrebi širom Evrope i u delovima jugozapadne i južne Azije
1757,Rod zeljastih biljaka iz starog sveta sa ispruženim pravim lišćem i žutim ili ružičastim cvetnim glavicama.
5,Inherentni kompleks atributa koji određuju moralne i etičke akcije i reakcije osoba.
215,osećanje misaone tuge
14622,jedinica za merenje vremenskih perioda
17722,zemljouz koji povezuje Centralnu i Južnu Ameriku
14649,pronaći nečiju lokaciju
5072,"Država koja zauzima ceo australijski kontinet; smatra se da su je Aboridžani naselili migracijom iz jugoistočne Azije pre 20,000 godina; prvi Evropljani bili su britanski osuđenici koje su tamo slali na izdržavanje kazne."
9280,srebrnobeli metal iz grupe platinskih metala koji liči na platinu; javlja se u nekim rudama bakra i nikla
2411,sintagma koja može da funkcioniše kao subjekat ili objekat glagola
17581,"starinjski avion a dva para krila, jedna iznad drugih"
16187,koji se odnosi na imenicu ili grupu reči koja funkcioniše imenički
15756,"Mali, vrlo štetni leptirić čije gusenice nagrizaju krzno, vunu, žito, biljke, i sl."
7893,Čin ubeđivanja (ili pokušaj ubeđivanja).
5588,"plastična kartica koja sadrži mikroprocesor koji omogucćava vlasniku da obavi operacije koje zahtevaju podatke uskladištene u u mikroprocesoru, obično se koristi za obavljanje finansijskih transakcija"
14991,Porodica drveća i žbunja iz razreda Parietales.
6262,staza ili odsečak (dobijen jednim prelaskom kosilice)
18452,Učiniti manjim.
11019,"Srediti nešto, recimo dug."
5335,Leminzi
12431,slatkovodna riba iz reda šarana
6413,Neka od više velikih mačaka koje mogu da reže i žive u divljini.
14423,isterati ili izbaciti (pljuvaču ili flegmu ili sputum) iz usta
18174,Povesti raspravu na neku temu.
14749,"Veliko ovalno tropsko voće sa žutim mesom, nalik dinji."
2008,mineral koji se sastoji od aluminijum silikata; glavni izvor kaolina
16675,Ispustiti ili osloboditi; posebno o tečnostima.
16939,Umetnik koji se pridržava klasicizma.
5715,Merač vremena koji odmera vremenski interval i signalizuje njegov kraj.
3273,hernia do koje dolazi od prodiranja dela stomaka kroz dijafragmu
69,Geološki proces najčešće uzrokovan procesima tektonike ploča kojim se pojedini delovi terena izdižu relativno u odnosu na druge ili u odnosu na referentnu ravan.
10503,Malo američko tropsko grmoliko drvo; gaji se u toplim područjima zbog slatkog okruglom žutog ploda.
17246,poljoprivredna zgrada u kojoj su smeštena pernata živina
126,"(krivično pravo) pravnosnažna,osuđujuća presuda u krivičnom postupku sa dosuđenom kaznom"
19129,"Mekani otrovni kovni metalni element; plavkastobeo kada se tek izvadi, ali odmah tamni u zagasitosivu."
15731,"noge krabe, posebno kraljevske krabe sa Aljaske"
13055,Potpuno izdiderencirana strukturna ili funkcionalna jedinica kod životinja koja je specijalizovana za neku određenu funkciju.
5927,"u telekomunikacijama, frekvencija uzorkovanja u jedinici vremena"
19193,redak pomivalentan metal iz grupe platinskih elemenata; nastaje kao fisioni produkt raspadanja urana u nuklearnim reaktorima i pri nuklearnim eksplozijama
142,neko ko prvi ili donosi zakone
2737,Društveni ili samostalni opnokrilac koji obično ima tanko telo sa abdomenom koji je prikačen uskom batrljicom uočljivom otrovnom žokom.
7605,zlatni šaran
9589,slovoslagačka mašina kojom se upravlja pomoću tastature koja svaki red izliva kao jedan mašinski red
2166,Jak rastvor soli i vode koja se koristi za turšiju.
15616,crteži i fotografije u okviru knjige
15162,bantu jezik
1627,ostvarenje cilja
15952,"meso koje je usoljeno, izrezano na trake i sušeno na suncu"
15097,odrasla ženska svinja
12926,"u računarstvu, unutrašnja memorija velike brzine koja se koristi za privremeno skladištenje preliminarnih informacija"
12469,Ići sa nekim na sastanak.
18907,kamo ne uspeti stići
8129,plavo-crne bobice slične Američkoj borovnici
17224,merodavno i često citirano mesto
3751,"eliptična upotreba ""zavisiti od"""
295,goveđa pečenica
7113,Lisnato testo duguljastog oblika punjeno kremom.
7023,"viski destilovan iz kaše od kukuruza, slada i raži, čuvan da odstoji u ugljenisanim hrastovim bačvama"
5393,učenička škola između osnovne škole i fakulteta - obično od 9. do 12. razreda
18976,šošonski jezik kojim govore Hopi
19152,Ptica pevačica i selica iz porodice čvoraka.
14271,Velika porodica važnih morskih riba koje se koriste u ishrani.
18212,Odgovarajuća ili određena društvena situacija.
61,loše mirisati
19216,promeniti se iz tečnog u čvrsto stanje kada je hladno
5404,Tkivo u telu životinja.
12120,napuniti mastilom
12637,Čin isporučivanja ili raspodele nečega (kao što su dobra ili pošta).
10958,tipski rod Procellariidae
7783,Periodika koja se pojavljuje u najavljeno vreme.
7745,komad nameštaja sa površinom za pisanje i obično ladicama i drugim pregracima
19345,deo osnovne novčane jedinice u više zemalja
10806,koordinatni sistem kod koga su koordinate tačke njene udaljosti od dve normalne prave koje se seku u koordinatnom početku
2739,(knjiga) meko povezana
2236,Načiniti planove za nešto.
10379,jedan od dva dela igre koje deli pauza
3765,čin uključivanja rasne ili verske grupe u zajednicu
3186,Ružičasto vino koje se pravi od crvenog/crnog grožđa komee kožica uklanja tek pošto je fermentacija počela.
8655,Vanredna i neizbežna pojava koja prekida očekivani tok događanja.
592,Barska biljka koja ima izduženo pravo lišće i okrugao bodljikav plod.
16584,Arktički jelen sa velikim rogovima kod oba pola.
19184,Vitka tropska penjačica sa Himalaja.
6053,Gušteri iz starog sveta.
17617,Tečni delovi tela.
9358,komercijalni proizvodi koji sadrže većinu potrebnih sastojaka neophodnih za pripremu nekog jela
235,Koji se kreće.
10092,primitive oviparous mammals found only in Australia and Tasmania and New Guinea
10646,Praoci neke osobe.
14282,osnovna novčana jedinica u Singapuru
7302,"Spis koji obezbeđuje neke informacije, obično službene prirode."
17331,pažljivo o nečemu razmišljati; vagati
15888,godišnje i višegodišnje trave koje uključuju i dekorativne i livadsek vrste kao i korov
9462,Velika kokošsa lepezastim repom; gaji se zbog hrane.
9764,Prave bube: velike vodene bube koje su prilagođene životu u vodi ili na površini vode.
8931,Krasuljak
11261,Ljoskavac
319,prekrivači za krevet
14485,punč sa penusavim vinom
136,Onaj koji nije običan; nije konevencionalan ili konformist.
16013,"rat između snag asaveznika (Rusije, Francuske, Velike Britanije, Italije, SAD-a, Japana, Rumunije, Srbije, Belgije, Grčke, Portugala i Crne Gore) i centralnih sila (Nemačke, Austro-Ugarske, Turske i Bugarske) od 1914. do 1918."
5506,"pretvarati se da si neko drugi u okviru igre ili kakve druge, igri slične, aktivnosti"
13520,u Grčkoj mitologiji mladić koga je volela Hera a koji se udavio u oluji u toku jedne noćne posete Heri
5494,staza koja se sastoji od popločanih površina za pešake - obično pored ulice ili kolovoza
1015,ruj
13351,Godišnja ili višegodišnja tropska ili suptropska žitarica: sorghum.
12012,Raspredati ili pomenuti neku temu.
17834,Tipski rod porodice Mantidae: bogomoljka.
7974,sisari mesožderi koji stupaju na zemlju celim stopalom.
6185,Tipski rod porodice Tineidae: sukneni moljac.
14415,zapadna podgrupa malajsko-polinezijskih jezika
16265,koji se odnosi ili se tiče formiranja dozvoljenih reči jezika
7104,prenosilac malaričnog parazita
17475,onaj koji je smešten na lokaciji kojoj se ne može pristupiti
11856,bilo koji oblik kineskog kojim se govori u pokrajini Fukien
8339,Drvo citrusa koje radža narandže.
9273,Količina koja može da stane u šolju.
854,losos očuvan dimljenjem ili u dimljenoj salamuri
9526,deo pribora za jelo koji ima nekoliko zubaca (obično 4) i služi za serviranje hrane ili za jelo
186,"arhipelag u Južnom Tihom okeanu, sastoji se od Južnog i Severnog ostrva i manjih ostrva"
11802,Umeti nešto uraditi ili imati potrebno znanje.
12975,Neka od različitih biljaka iz roda Syringa koja ima velike grozdove obično mirisnog cveća.
12181,Dodatak nekom objektu koji je tako napravljen da se ovaj za njega može uhvatiti da bi se koristio ili premeštao.
14752,Proces u kome se glasači pomeraju prema nestranaštvu i tako slabe strukturu političkih partija.
102,Ubiti velik broj ljudi bez razlike.
12479,flagelate sa nekoliko bičeva
115,Uglavnom tropske drvenaste biljke; praktično nepoznate kao fosili ali se smatraju bliskim naslednoj liniji kritosemenjača.
12781,koji se odnosi disanje
14041,"Bivalentni nemetal bez boje, ukusa i mirisa, ne gori; u vazduhu ga ima 12 procenat."
18922,Rod godišnjih ili višegodišnjih bodljikavih čičaka iz starog sveta.
16909,jedan organizam
15321,"gubiti dlaku, kožu, rogove ili perje; za životinje"
5686,Određena stavka pripremljene hrane.
5983,Smestiti u neku kategoriju ili dodeliti kategoriju.
18037,"Stanje u kome su ljudi, ideje ili interesi suprotstavljeni."
623,Velika evropska riba koja se koristi za ishranu.
13304,Niz povezanih zapisa (bilo pisanih ili elektronskih).
14310,Jednogodišnja biljka iz Perua.
16730,Koji karakteriše životinje za razliku od biljaka.
1291,Ukupnost uslova u nepsorednom okruženju.
6531,Grlica
6500,obezbediti računarima
16114,pri hodu klati repom kao pliska
5724,planinski lanac u Kini
17766,"Gmizavac relativno dugog tela, obično sa dva para nogu i repom."
11,Udaraljka; obično se sastoji od šupljeg cilindra na kome su oba kraja prevučena kožom.
3649,tipski rod porodice Balaenicipitidae: beleniceps
1672,koji je pisan kurzivnom formom staroegipatskog pisma
5535,kongenitalna tendencija ka nekontrolisanom krvarenju; obično se ispoljava kod muškaraca i prenosi se sa majke na sina
11372,Bilo koji element standardnog koda za predstavljanje karaktera sa 7 binarnih cifara.
14054,porodica protocista
5444,Ima oči na donjoj strani; meso se koristi za ishranu; uobičajena u toplim evropskim morima.
129,"Nemogućnost da se odmori, opusti ili bude miran."
18317,vrsta ribe morski đavo sa velikom glavom; nalazi se u severozapadnom Atlantiku
819,korisnički interfejs u ​​kome se komande ukucavaju umesto da se biraju iz menija ili da se izabere ikona
14482,odbiti da se nešto preda ili podeli
4012,proučavanje drevnih oblika pisanja (i njihovo dešifrovanje)
28,koji je tužan ili izaziva tugu
16942,jaja (kajgana ili na oko) polsužena sa šunkom
15303,Osoba koja usvaja dete drugih roditelja kao svoje sopstveno dete.
9385,oksid koji ima 5 atoma kiseonika u molekulu
16367,Evropski hmelj čiji cvetovi se koriste kao dodatak pivu radi ukusa.
8312,Rupa u zemlji načinjena kopanjem.
17767,novčana jedinica Laosa
4364,Stanje u kome je osoba trudna; period od zaćeća do porođaja kada žena nosi fetus u materici.
120,tako strašno da izaziva grozu i jezu
4286,slovenski jezik na koji je prevedena Biblija u 9. veku
17520,odeljenje u zatvoru (koja se obično sastoji od nekoliko ćelija)
14173,Organizacija zaposlenih osnovana za pregovaranje sa poslodavcem.
11833,Trodimenzionalni oblik.
5080,Čin pravljenja fotografija.
9430,Čin ispaljivanja projektila.
17856,prava ili ravan koja dodiruje krivu ili površ ali je nigde ne preseca
15352,porodica fosilnih protocista
15625,"Ispostaviti zahtev u kartaroškim igrama, za kartom ili bojom ili polaganjem karata."
19267,koji se odnosi na kombinacije i uređenje elemenata u skupove
12267,Mesto koje se često posećuje.
3466,"čin smišljanja nečega, npr. pravljenje skice, nacrta ili plana"
13975,kontraceptivno sredstvo
6525,"kontrolisati funkciju, proces ili stvaranje pomoću računara"
9938,any of a number of fishes of the family Carangidae
11217,Lekovita biljka s perjastim lišćem i plavim cvetovima.
7898,plodovi mora posluženi u ljusci
17614,ostanak na nekom mestu
9053,ptica koja nalikuje golubi uz suvih krajeva starog sveta koja ima duga šiljasta krila
14537,sendvič sa tanko sečenom šunkom
16851,Afrička antilopa: gnu.
16188,Specifikovana mera za količinu.
4607,izraziti svoj izbor ili preferenciju glasanjem
30,nezasićeni gasoviti ugljovodonik koji služi za osvetljivanje i zavarivanje
5230,"Godišnja ili višegodišnja biljka sa više ili manje sočnim stabljikama; široko rasprostranjena, nema je samo u Južnoj Americi, Australiji i na Novom Zelandu."
12833,u psihijatriji mehaničko i besmisleno ponavljanje reči druge osobe (kao kod šizofrenije).
4402,thkvadratni koren varijanse
4911,Tipski rod porodice Helodermatidae; američki otrovni gušter.
11431,odrediti raspored (podataka) za skladištenje i prikaz (u računarstvu)
9435,romanski dijalekt kojim se govori u delovima jugoistočne Šajcarske i na severu Italije i u Tirolu
14126,opasna distribucija u svim pravcima
3693,koji se odnosi na vežbe čiji je cilj razvoj snage i veštine
16518,prvi prst do palca na ruci
2295,koji se odnosi na geografiju kao nauku.
4461,dvogodišnji evroazijski beli čupavi čkalj
5771,having warm blood (in animals whose body temperature is internally regulated)
6197,formalno predložiti; na debati ili na skupštinskom sastanku
18446,Hrana za domaću stoku.
8736,dati novu ili drugačiju definiciju koje reči
5740,glavni i najveći grad Nepala
15393,sladoled koji ne sadrži mleko već se uglavnom pravi od kašastog voćnog soka
18739,zvanični državni jezik Kašmira
1029,osnovna novčana jedinica Bolivije
6283,Pobeći.
1942,Oblikovati krivinu.
2059,Snažan mali čamac napravljen da vuče ili gura veće brodove.
7366,Specijalno odeljenje veće organizacije.
1699,Trag tačke čiji smer kretanja se menja.
18074,rad koji se obavlja sa drugima radi zajedničkog cilja ili koristi
13829,integrisano kolo koje obavxa gomilu obrade i kontroliše delove sistema
7320,socijalista koji je napisao Komunistički manifest sa Karlom Marksom 1848. godine (1820-1895)
9842,pasaž koji se trenutno čita
15309,nameniti neko delo književnosti u manje formalnom stilu
2004,komunikacioni sistem za komunikaciju na daljinu
2836,Visoka drvenasta višegodišnja trava sa šupljom tankom stabljikom posebno iz roda Arundo i Phragmites.
14433,riba slična bakalaru nemasnog mesa
7742,meso uglavnom Pacifičke jestive ribe iz roda Sarda iz porodice Scombridae; odnosi se na tunu ali je manja
2909,izgubiti debljinu - postati tanak ili tanji
193,Duboko dirnuti.
17354,u grčkoj mitologiji besmrtni krilati konj koji je nastao iz krvi ubijene Meduze; ukrotio ga je Belerofont uz pomoć izde koju mu je dala Atina; kao leteći konj Muza simbolizuje imaginaciju
18100,evropska reka koja se uliva u Baltičko more
3988,uticajni nemački idealistički filozof (1724-1804)
18902,Prepustiti se sećanjima; ponovo preživljavati prošlost.
5760,vrsta reči kojom se identifikuje atribut imenice
3776,uska traka zemlje koja izlazi u more
5178,sališanski dijalekat kojim govori narod Skagit
10816,upravljati vozilom ili ga kontrolisati
8525,koji se odnosi na ljudsko društvo i njegove članove
14407,Priznati nešto kao tačno.
13758,grana antropologije koja se bavi ljudskom kulturom i društvom
14219,period od sedam uzastopnih dana koji počinje u nedelju
1836,"Kolač od tankih kora koje se filuju kremom od jaja, mleka i šećera."
17114,period vremena koji se provede spavajući
9920,Neko bestelesno biće za koje se veruje da ima moći da utiče na tok ljudskih dešavanja.
14002,Žuto polutropsko voće veličine masline sa velikom slobodnom semenkom i relativno malo mesa; koristi se za spravljanje želea.
15647,"vrsta jake i krute pamučne tkanine, sa jarkim štampanim bojama, služi najčešće za draperije"
6215,sloj tla između gornjeg sloja zemlje i stenovite podloge
7314,Neko ko je član nastavnog osoblja na fakultetu ili univerzitetu.
7835,pravi se od jagnjetine ili svinjetine
16780,sistem koji se sastoji od cevi i uređaja za distribuciju vode ili gasa u zgradi i za odlaganje otpadnih voda
23,veselo osećanje
17932,Fabrika u kojoj se proizvodi papir.
8107,zaključiti rezonovanjem
19403,"Upravljati nečijim tokom, nadgledati ili kontrolisati."
5537,Živa osoba.
7746,Jedna od osoba koje čine socijalnu grupu (posebno osobe koje su pristupile nekoj organizaciji).
19356,prekursor plazma ćelije
8360,dugačko i uzano prirodno uzvišenje 
15550,mustra koja se korsti za štampanje; koristi se da obezbedi zatvaranje ili autentičnost dokumenta
3643,Starati se da raste i da se razvija u skladu sa svojom prirodom.
12491,Brašno koje se dobija od pšenice.
2538,kućni aparat koji se sastoji pod ravne metalne površine koja se greje a služi za glačanje tkanina
16849,Svi sisari osim? i?
17444,neukoričen rukopis nekog drevnog klasika (nasuprot svitku)
5908,Namerno učiniti nešto pogrešnim ili netačnim.
10495,tunguski jezik naroda Evenki iz istočnog Sibira
16952,parče ribe dobijeno poprečnim presekom
11109,Mala zova čiji mužjak ima crvene grudi i čelo.
998,glavni i najveći grad Malezije
1156,Bodljivac Starog sveta živi na zemlji ili pod zemljom.
14102,Ženski rođak.
1002,Istočnoindijsko drvo sa debelim kožnatim lišćem i jestivim plodom.
10533,koji je povezan na računarsku mrežu ili je dostupan preko mreže
19021,zaliv u Tihom okeanu između Aljaskog polusotrva i arhipelaga Aleksandar
14743,Analgetički lek; koristi se i kao antipiretik; Bajer je marka tableta aspirina.
9307,Događaj nečijeg rođenja.
9752,Stanje političkog konflikta u kome se koriste neoružana sredstva.
7210,čelik koji sadrži hrom koji ga čini otpornim na koroziju
8690,"dodavati nastavak ili stvarati oblik koji će ukazivati na određene gramatičke kategorije (vreme, lice, broj, rod, vid, način)"
14781,Ukrašeno zimzeleno drvo koje se koristi kao Božićni i Novogodišnji ukras.
5589,beli sos sa rendanim sirom
3827,Lekar koji specijalizuje angiologiju.
3556,Mleveni osušeni rizom biljke kurkuma; koristi se kao začin.
9552,"opšti naziv za alkoholna pića sa ukusom hmelja, dobijena fermentisanjem neke žitarice (ili mešavine žitarica)"
15863,koji se odnosi na pravu; koji ima jednu dimenziju
5246,mali biftek sečen od kraćeg dela slabine sa koskom u obliku slova T i malog parčeta pečenice
14140,Poprimiti ili glumiti nečiji karakter.
1220,Jedina plodna ženka u koloniji društvenih insekata kao što su pčele i mravi i termiti; njena funkcija je da leže jaja.
18545,Porodica iz podklase Holocephali.
1849,aktivna podrška; naročito čin zauzimanja i argumentovanja u korist koga ili čega
8176,piletina koja se priprema i služi u tepsiji
17879,Ponekad se smešta u podporodicu Hyacinthaceae.
13597,o streptokokama ili koji se odnosi na streptokoke ili je izazivan streptokokama
693,Pisani simbol koji se koristi za predstavljanje govora.
4668,zaštitna obloga za mehanički deo
13437,sivi ili zeleni vlaknasti mineral; važan izvor komercijalnog azbesta
701,Ukupni opseg frekvencije elektromagnetnih talasa.
13639,zamišljena linija koja povezuje tačke koje imaju istu temperaturu u datom trenutku
482,svetlosni mikroskop koji se sastoji od jednog konveksnog sočiva koji se koristi za proizvodnju uvećane slike
10137,istureni deo kape zahvaljujući kome su oči u senci
13200,neki od niza priručnika za turiste koji je izdala nemačka firma koju je osnovao Karl Baedeker
19222,"deo biljke ili životinje koji nalikuje na rebro (kao glavna žila kod lista, ili očvrsla vena u krilu insekta)"
7666,Grupa ovaca ili koza.
64,lišiti slobode; držati u zatvoru
7149,Evropska ptica pevačica poznata po melodičnom noćnom pevanju.
11687,Vozilo koje ide po šinama i kreće se na električni pogon.
7791,"dugačak, strm obronak ili stene; obično rezultat erozije"
15421,Govorni čin kojim se saopštava informacija.
18937,o svetim islamskim tekstovima ili koji je povezan sa njima
154,Period u toku koga je nešto funkcionalno (kao između rođenja i smrti).
16364,sivo-belo meso list ribe
13453,"Rod propske američke biljke, sa sabljastim lišćem i mesnatim plodom koji se dobija od ploda više cvetova."
10936,Daždevnjak Novog sveta (Meksiko); mali do umereno veliki.
10924,osoba uključena u trgovačke ili industrijske poslove
13592,Rod riba
3257,najprimitivniji sisar koji obuhvata samo izumrle vrste iz podklase Prototheria
9180,"peti i najviši element nakon vazduha, zemlje, vatre i vode; veruje se da je tvar od koje se sastoje nebeske tela"
18656,linija za kašnjenje koja se zasniva na vremenu širenja zvučnih talasa
18566,angažovati ili unajmiti za neki posao
18485,Ženska reprodukivna ćelija.
11247,granična linija između zemlje i vode
18996,pobeda Amerikanaca nad Meksikancima u Američko-meksičkom ratu (1847)
5918,ćelija iz koje se razvija zubna gleđ
2956,dvogodišnja gajena zeljasta biljka; njen koren se kandira i koristi u narodnoj medicini.
8659,koagulisana krv iz rane.
15103,krvna grupa čija crvena krvna zrnca ne nose ni antigen A ni antigen B.
13729,Tipski rod porodice Ambystomatidae.
272,svilena tkanina koja se preliva u više nijansi
18426,političko usmerenje koje se zalaže za imperijalne interese
138,"Duga, tanka alatka napravljena od metala ili drveta."
18665,satnovnik Bangladeša ili poreklom iz njega
2555,prostorija (u nastambi) koja sadrži kadu ili tuš i obično lavabo i toalet
17726,"u računarstvu, program koji prevodi i izvršava iskaze izvronog jezika red po red"
10716,Materijal napravljen od celulozne pulpe koja se dobija uglavnom od drveta ili nekih trava.
6228,stanovnik Pariza
7937,sistem jedinica koji se koristi za merenje površine
15004,"Spoljašnji omotać životinje, posebno kao sirovina za kožne proizvode."
10144,Beli kristalni oblik natrijum hlorida koji se koristi kao začin i za konzerviranje hrane.
15977,Ptica koja živi u barama i jezerima.
18939,vrlo strma litica
16504,bitka iz Drugog svetskog rata; decembra 1944. fon Rundštet je pokrenuo snažnu kontraofanzivu u šumama Ardena i iznenadio saveznike
5320,Lagano dodirivati ili maziti.
8827,Žena nečijeg oca u sledećem braku.
9289,"o književnosti, koji je u vezi s njom ili koji je karakterističan za književnost"
5559,Čin pribavljanja nečega.
15596,Radnja u kojoj se prodaju poslastice.
1151,o aktinomicetama ili koji pripada rodu Actinomycetes
7060,predložiti zakon zakonodavnom telu
7800,Roditelj nečijeg dede ili babe.
17061,Staviti pomoću šarke u položaj da se dozvoli slobodno kretanje u jednom pravcu.
2894,Napuniti ili natovariti do kraja.
5028,Proizvoditi lagane ritmičke udarce po površini.
5831,Iskopina u zemlji iz koje se vade rude i minerali.
4320,koji se odnosi na pozitivizam
10771,Aktivna slatkovodna riba; grgeč i?
277,a teleost fish with fins that are supported by sharp inflexible rays
5495,prostorija opremljena za spremanje jela
18184,platforma nalik patosu postavljena na plovilo
7529,ostrvo u Indijskom okeanu pored jugoistočne obale Afrike; četvrto po veličini ostrvo an svetu
17251,prostor oko tela koje zrači u kome njegove elektromagnetne oscilacije mogu da deluju na slično telo koje s njim nije u kontaktu
13840,kardamon
11112,organizacija zemalja formirana 1961 da bi se postigao dogovor o zajedničkoj politici u proizvodnji i prodaji nafte
8992,"sprečavanje određenih psihičkih sadžaja da dođu u svest i njihovo dalje suzbijanje u nesvesno ličnosti; za razliku od supresije, kojom se takođe potiskuju neprihvatljivi sadržaji, ali pretežno voljnim naporom, represija se odvija kao nesvesni proces"
13754,Višegodišnja zeljasta biljka iz umerenih severnih krajeva: jablan.
3738,biljojedi ljiljci
8547,glagolski oblik kojim se izražava radnja koja traje u trenutku govora
11237,stručnjak za orijentalistiku
12974,Drvenasta biljka iz porodice Bignoniaceae.
3124,"Ljudski pisani i govorni jezik koji koristi neka zajednica; suprotan od, recimo, računarskog jezika."
2822,pipkati ili dodirivati u potrazi za nečim
9765,Tresti brzo i nevoljno.
18526,Krpelji.
5561,"Napoleon je porazio Ruse u rovovskoj bici kod Borodina 1812, ali je nepopravljivo oslabio svoju armiju"
2650,Rod uglavnom tropskih mesnatih zeljastih biljaka ili povijuša.
3807,Malo azijsko drvo koje rađa jestiv žuti ili crveni plod.
13938,Cena zaračunata za neki artikal ili uslugu.
5229,zona ili područje koje liči na ostrvo
15494,jedinica za dužinu koja iznosi 10 metara
15578,luka i glavni i najveći grad Sjera Leonea
19075,dijalekat antičkog grčkog kojim su govorili Arkađani
6881,"pisati, sastavljati stihove"
17816,vid glagola kojim se označava svršena rađa
