,Sysnet
6115,"grupa jezik koji se govoriti u Etiopija , Somalija , severozapadni Kenija i susednim oblast "
2331,Čin koji se neki odobravati da preduzeti odrediti funkcija . 
17310,advokat koji jesam specijalizovati za prenos nekretnina . 
11846,"koji jesam ili označavati brojčan veličina , a ne redosled "
3517,svaki od velik kornjača kod koji jesam ud pretvoriti u peraja . 
33,"izraziti broj , mera ili veličina . "
14623,"krut voće koji podsećati na banana ; jesti se uvek kuvati , kao sortirati povrće u tropski predeo "
4378,koristiti točkić za izbor brojati telefon 
11852,uz 
11485,engleski forma rondati koji imati tri stih sa isti rima i refren posle prvi i treći 
2092,tanak goveđi odrezak između zadnjica i plećka 
12149,"najduže reka u SAD-u ; izviriti u Montana , teći na jug i ulivati se u Misisipikod Sent Luis "
18563,vreme kada se prikupljati plod . 
19160,"arhipelag na zapad Sredozemnog morati , kod istočni obala Španija "
7444,"zemlja sa vrlo fin zrno , koji jesam mek kad jesam vlažan a očvrsnuti pečenje ; od ona se prav posuđe , cigla , itd . "
9044,prostor za jedan štampan red širok kao i stubac a dubok @card@ / @card@ inč ; koristiti se kod reklamiranje . 
18151,neki objekt koji uzrokovati neki dešavanje . 
3208,divalj magarac iz Azija i severni Afrika . 
13898,"noćni ptica širok kljuna , loviti insekt "
1616,platnen pokrivač koji se sastojati od delo odeća koji pokrivati noga . 
14860,biti prevoziti vozilo . 
3912,koji se odnositi na indoevropski jezički porodica 
11507,kancelarijski nameštaj koji se sastojati od ladica za držanje papir u red 
2536,ruda iz koji se vaditi gvožđe 
4137,bukavac 
9119,objaviti svoj prisustvo 
13177,"džin s ukus trnjina , divalj šljiva "
17611,slovni lik kod koji jesam slovo nakriviti udesno 
4813,mehanički uređaj koji se rotirati da biti potiskivati vazduh ili voda 
215,profesor visok rang . 
5010,Društveni ili poslovan posetilac . 
17765,stoni digitalan računar za koji se obično smatrati da jesam velik mogućnost od mikroračunara 
5066,osoba koji praktikovati odricanje kao duhovan disciplina 
13997,"Sveštenici posmatran kao celina , nasuprot laik . "
14566,hleb koji se praviti od integralan brašno . 
8058,mali plitak posuda u koji stajati šolja na sto 
18759,meso biti koji morski ili slatkovodni riba iz porodica Salmonidae 
17409,"komercijalan važan riba severni mora , i Atlantik i Tihog okean . "
14475,svojstvo posedovanje materijalan vrednost : obično se iskazivati novčan iznos koji biti nešto doneti da se prodati . 
8084,nezreo gamet koji nastajati od spermatocita ; razvijati se u spermatozoid 
6856,familija Typhaceae ; Sparganiaceae ; Pandanaceae . 
12114,deo zub koji jesam ugraditi u vilica i služiti kao potpora . 
16309,čadski jezik koji se govoriti u Čad ; imati @card@ vokal i razlika u vokalskoj dužina 
5478,o ćelija ili organizam koji imati velik broj garnitura hromozom od diploidnog brojati hromozom 
2489,Sila na jedinica površina ; mera se u paskal ( SI jedinica ) ili dinima ( cgs jedinica ) . 
2167,barski kokoke ili kokošice ; liska . 
2239,planinski lanac koji se prostirati od Crnog morati do kaspijski morati i obrazovati deo tradicionalan granica između Evropa i Azija 
8165,"žut radioaktivan mineral ; ruda uranijum , radijum i vanadijuma "
12870,polaznik koji se upisati u neki obarzovnu institucija . 
9757,"viski destilovati iz kaša od kukuruz , slad i raž , čuvati da odstajati u ugljenisan hrastov bačva "
1866,u računarstvo izlazni uređaj koji štampati rezultat obraditi podatak 
9629,priručnik koji obično ići uz tehnički uređaj i koji sadržati uputstvo o njegov stavljanje u upotreba ili rad 
8393,tipski rod porodica Pipidae . 
15847,rod iz familija Equidae : jedini preživeti rod iz familija Equidae 
16170,"osoba koji jesam steći diploma neki škola ( srednji škola , koledž ili fakultet ) "
236,koji ispoljavati ili jesam označen tuga i bol 
10657,u sjedinjen Američkim Državama se praznovati proleće koji dolaziti ; u Rusija jesam taj dan rad . 
3619,u psihologija imati više tumačenje a jedan od ona jesam da predstavljati nesvestan internalizaciju aspekt svet ( naročito aspekt ličnost ) u okvir sebe na takav način da internalizovana predstava preuzimati psihološki funkcija spoljašnji objekt . 
10158,meso koji uključivati jedan ili više rebro 
18231,ruda bor koji se sastojati od so Bron kiselina ; koristiti se kao sredstvo za čišćenje 
19221,kretati se napred u skok . 
4794,jestiv unutrašnji organ zaklan životinja . 
14186,osoba čiji jesam zanimanje da predaja . 
13088,razlika između opserviran vrednost i očekivan vrednost promenljiv ili funkcija 
2179,Ući ili poprimiti odrediti stanje . 
9031,Reč koji imati tri sloga . 
1916,stanovnik Kina ili proeklom iz ona 
13777,"Povrće jajast oblik sa sjajan koža tamnoljubičast boja , ali nekad i beo ili žut . "
10278,novčan jedinica Mauricijus 
7111,preliv od sirće sa izgnječen inćun 
8426,"peta mesec u godina , posle april , a pre jun . "
1326,"naručiti , pozvati ili tražiti određenu dužnost ili aktivnost , posao , uloga "
12883,prisustvo jedan ili više cista u dojka 
10877,navod na početak neki delo pisan delo 
124,Čin prevara . 
7541,koji imati isti predački jezik 
4009,dva reč koji označavati suprotno značenje . 
18445,nemastan meso dugačak list riba koji se nalaziti u Atlantik ili Pacifik 
569,Spuštanje padobran . 
14819,velik voden prainsekt grabljivac koji imati dva para prozračan krilo . 
10371,"mlad osoba , omladinac , omladinka . "
12219,prozračan optički uređaj koji se koristiti da sakupljati ili rasejavati svetlo i formirati slika 
8321,( britanski žargon ) svinjski kobasica 
16767,lek koji jesam u tečan stanje i koji se ubrizgavati u telo pomoću specijalan igla i kasule 
19123,Događaj nečiji rođenje . 
5870,kapa sa visok kruna - obično prekriti koža dabar ili svila 
4622,sistem signal koji se koristiti za predstavljanje slovo i cifira prilikom prenošenje poruka . 
1117,naučnik koji se specijalizovati za teorija računarstvo i projektovanje računar 
5555,stanovnik Španija ili poreklo iz Španija 
6652,uglavnom tropski travnat biljka ( ukljucuje žbunje i drveće ) sa ? cveće ; rod : Phytolacca ; Agdestis ; Ercilla ; Rivina ; Trichostigma 
7606,rod bakterija 
313,"kuhinjski aparat sa sečivo koji se moći menjati ; služiti za sečenje , mešanje , gnječenje hrana "
2134,pregovarati o uslov razmena 
14892,region koji pokrivati karipski ostrvo 
7068,Društveni odnos koji zahtevati vlast ili moć . 
1460,stanovnik Norveška ili poreklo iz Norveška 
5427,( filozofija ) filozofski teorija prema koji jesam neki ideja urođen 
16855,onaj što voditi saobraćaj oko rub grad . 
8069,oljušten krompir koji se kuvati a zatim pasirati 
14386,"koji se ticati Letonija , njen ljudi i kultura "
16645,sesti u vozilo i kontrolisati ga 
9359,mesto bogosluženje koji imati sav oltar 
161,izuzetno ponosan i veseo ; dobar raspoloženje 
3211,"prouzrokovati braon oštećenje ( trulež ) na paradajz , krompir i duvan itd . "
6434,u rimski mitologija bog rat i poljoprivreda ; otac Romul i Rem ; u grčki mitologija on odgovarati Ares 
8231,Učiniti ponovo . 
464,pokretan govorni organ 
6765,"poluostrvo na severoistok Afrika , na koji jesam država Somalija , Džibuti , Eritreja i delo Etiopija "
1402,u Rimokatoličkoj crkva pobožnost koji se sastojati od @card@ molitva pre @card@ stajalište krsta ( odnositi se na Hristov patnja i raspeće ) 
11984,predmet koji stajati na put ( i morati se ukloniti ili preći ili zaobići ) . 
3837,"grupa pretežno drvenast biljka koji se smatrati primitivan angiospermima ; cvet jesam obično dvopolan i razmnožavati se vetar ; sadržati @card@ porodica , a među ona jesam Betulaceae , Fagaceae ( koji uključivati i Amentiferae ) ; ponekad se klasifikovati kao superred . "
18943,plovak sa obala severni mora 
11170,deo velik religijski grupa . 
8995,čin hapšenje ( posebno hapšenje kriminalac ) 
1765,velik batokljunac koji živiti u četinarski šuma 
7977,sekvencija instrukcija koji računar moći da interpretirati ili izvršiti ( u računarstvo ) . 
6270,rod carstvo Protoctista 
16802,prekinuti kretanje 
3913,koji se odnositi na govor . 
1033,relativno mali tuna beo meso ; glavni izvor konzerviran tuna 
6001,KE 
14161,šošonski jezik koji govoriti Komanči 
1590,"koji se ticati Švedska , njen ljudi i kultura "
9569,pozorišni oblast koji se nalaziti izvan vidan polje publika 
12454,tropski drveće i žbunje sa mlečan sok i često jestiv mesnat voće . 
1703,mera za površina koji iznositi @card@ Akra 
3651,biljka koji rasti iz lukovica ili ? corm ili ? rhizome ili ? tuber . 
3786,dopunski materijal koji jesam sakupiti i dodati na kraj knjiga 
4918,"lpromatranje , ispitivanje trbušni duplja radi ispitivanje uzrok bolest "
3959,crevo koji ne služiti ništa 
10144,grana tai jezik 
17284,so oksalne kiselina 
9444,engleski od @ord@ do @ord@ godina 
62,koji se tič princip dobra i zlo ; koji se uklapati u standard ponašanje i karakter koji jesam zasnovati na ovaj princip . 
10545,koji obuhvatati sav 
6577,"Očev ili majčin brat , tetkin muž . "
10612,glavni i velik grad Ruanda 
16180,metrički stopa sa dva neeaglašena sloga 
13209,javno ispoljavanje grupni osećanje ( obično politički priroda ) . 
194,blagonaklon procena 
17667,rana faza rast ili razvoj . 
13282,biti jednak ili uskladiti 
18864,tanak ili izdužiti struktura koji držati biljka ili gljiva ili deo ili organ biljka 
12312,Ratobrona kornjača tropski mora ; gornji vilica pokrivati donji i kukast jesam povijen kao kljun u ptica grabljivica ; izvor hrana i kornjačevine . 
5875,čin uklanjanje nešto 
8631,ćelija iz koji se razvijati kost 
11836,promena ka nešto manjem ili nizak 
75,koji nastajati iz želja da se doprineti blagostanje ili sreća drugi . 
14272,"dugačak kožan remen , ili od neki drugi materijal koji služiti da povezati neki stvar ili da ona držati na jedan mesto "
143,neki ko prav ugovor i nadgledati gradnja zgrada . 
5676,čin utvrđivanje osobina nešto 
17180,toalet kakav jesam nastati u engleski 
19082,velik primitivan riba koji se ceniti zbog meso i kavijar ; širok rasprostranjenja u severni umeren područje . 
15978,prenositi ili otkrivati informacija 
15295,"velik ? gallinaceous ptica sa dug repa , poreklo iz star svet ali se raširiti i drugde . "
7498,drevan iranski jezik 
10107,dati nešto kao garancija 
17176,trska močvara i obala reka u tropski i umeren područje . 
12636,kineski drvo koji se posebno gajiti na Filipini i u Indija ybog jestiv plod ; ponekad se smeštati u rod Nephelium . 
15659,Spremište za roba . 
18053,"porodica iz star svet iz rod Scilla koji imati uzak lišće i ružičast , plav ili beo cvet . "
7782,prednji deo navoditi raketa ili projektil 
7609,pripitomljen mačka iz rod Felis . 
18730,"velik podrazred ? diapsid reptil koji obuhvat : krokodil , aligator , dinosaurus , pterosauruse , itd . "
9310,automatski pušak koji brzo ispaljivati metak 
8065,država zapadno-centralne Afrika ; GQ 
15266,nuditi u znak vera u bog 
4538,velik zelen list koji se nalaziti na dugačak beličast stabljika 
15076,komad slanina sa bok 
1761,jarko crven sladak jabuka za jela ; najčešće uzgajan jabuka širom svet 
16840,slatkovodni riba koji imati leđa maslinast do tamnozelen boja 
4501,biti koji od brojni dlakav insekt uključivati i društven i osamljen vrsta 
2231,kazna za prekoračenje odnosno zbog prekoračenje brzina 
6819,vlada lokalan oblast 
6589,mera za površina koji odgovarati kvadrat čiji ona stranica jedan jard 
2112,mutacija koji se dešavati usled intramolekularne reorganizacija gen 
15957,vrednost koordinata na vertikalan osa . 
16893,poluostrvo u oblik čizma na jug Evropa okružen Mediteran 
3423,"koji predstavljati ili odražavati izvornik , po koji jesam ostati sličan stvar oblikovati "
5230,kratak čvrst palica koji uglavnom koristiti policajac 
5503,rod iz familija Zeidae . 
4406,prirediti interlinearni prevod reč ili izraz 
15327,kifla u koji se nalaziti viršla ili kobasica . 
866,"pravni priznat razlog za lišavanje sloboda , pretres ili uzapćenje "
16965,"romanski jezik koji se govoriti u Katalonija , istočni Španija ( blizak jesam španski i oksitanskom ) "
4370,veoma malo dete koji još jesam prohodati ili progovoriti 
3391,koji se ticati Namibija njen ljudi i kultura 
6817,u grčki mitologija ćerka Agamemnon i Klitamenestre ; ubediti jesam svoj brata Orseta da osveta Agamemnonovu smrt tako što ona jesam pomoći da ubiti Kiltamenestru i njen ljubavnik Egist 
10974,"period od @card@ do @card@ m.g. ; dinosaurus , morski reptil , vulkanski aktivnost "
17876,a flour mixture stiff enough taj knead Or roll 
2677,tvrditi sloj zemljin kor za koji se verovati da lagano ploviti 
12937,koji se odnositi na struktura ili kretanje zemljin kor 
13550,Oruđe koji se koristiti za žigosanje živ stoka . 
19217,potpodela neki vrsta stvar 
274,manjak uljudnost ; nepokazivanje poštovanje prema drugi ; povređivanje osećanje drugi . 
17241,hrskavica koji povezivati grudni kost ( sternum ) i kraj rebro ; njen elastičnost omogućavati grudi da se pokretati prilikom disanje 
1296,"u računarstvo , unutrašnji memorija velik brzina koji se koristiti za privremen skladištenje preliminaran informacija "
4625,"program , kao operativan sistem , kompilator ili uslužan program , koji kontrolisati neki aspekt rad računar "
11279,"Plavičastobeli metal , topiti se na povišen temperatura , koristiti se u velik broj legura . "
15936,velik rod biljka koji se gajiti zbog cveće : zvončić . 
14497,evropski strnadica čiji jesam mužjak svetložut . 
6035,"označavati da subjekt rečenica imati semantički funkcija vršilac radnja ( agens ) : "" kod Hemingvej preovlađivati aktivan konstrukcija "" "
12428,Godišnja trava Evropa i severni Afrika ; žitarica koji se koristiti kao hrana i ? fodder . 
2456,biti angažovati u izgradnja 
5448,čovek koji se odmarati spavati 
15820,ponuditi tumačenje ili objašnjenje šta 
14337,hemijski entitet koji primati elektron koji jesam na on preneti iz neki drugi spoj 
12824,koji se odnositi na sabat i njegov očuvanje 
14569,osoba zadužiti za prikupljanje i katalogizacija arhivski građa 
5103,veoma taman i sladak piva dobiti od pečen ječam 
15944,"( krivičan prava ) pravnosnažan , osuđujući presuda u krivičan postupak sa dosuđen kazna "
4368,"svaki rasa koza koji se gajiti zbog meso , mleko ili vuna . "
5711,ispitati dodir 
7070,potvrditi konsultovati se sa izvor ili autoritet 
16088,"imenica koji moći da se koristiti sa označiti osoba , mesto ili stvar "
2611,Država u jugoistočni Azija na ostrvo Singapur ; steći nezavisnost od Malezija @ord@ godina . 
8416,mali rod voden ili poluvodenih biljka . 
11763,lekar specijalista u medicinski dijagnostika . 
11910,legendaran stvorenje koji ličiti na mali starac i živiti u dubina zemlja i čuvati zakopati blago 
12624,igrati koji se na teren igrati pomoću reket sa dugačak drška pomoću koji se poseban lopta prebacivati preko mreža . 
11706,gasovit element bez boja i miris ; davati crven sjaj u vakuumski cev ; jedan od šest inertan gas ; javljati se u vazduh u mali količina . 
13612,"radioktivni transuranski element dobijen bombardovanje ajnštajnijuma alfa čestica ( sada on jesam simbol Md , dok jesam ranije biti Mv ) "
3556,neki ko na atraktivan način uređivati pejzaž i bašta . 
7488,lpapagaj centralni Amerika i Južne Amerika s dug repa žarki boja ; spadati u velik i upadljiv papagaj 
5673,zatvroska ustanova u koji obično pod težak uslov boraviti politički ili ratni zarobljenik 
7224,analiza vektorski polje 
6008,Hidra 
1279,"u računarstvo , brzina prenos podatak kod modem ( signal u sekunda ) "
12278,divalj magarac iz Afrika . 
17594,novina koji se objavljivati svaki dan 
5484,osoba koji sakupljati stvar . 
2169,zajednica politički organizacija 
8857,"u grčki mitologija mostrum u ženski lik koji bljuvati vatra ; imati lavlji glava , telo koza , a zmiski rep ; ćerka Tifona "
5788,glavni i velik grad Burundi 
10156,zlatovrana 
1297,kratko dinstati teliti kotlet preliven Subiz sos i jetreni pašteta prekriven rendanim parmezan i kratko peći 
3258,"u akušerstvo , žena koji se poroditi po prvi put . "
3684,slediti izvestan tok . 
17769,grana indoevropski jezički porodica ; današnji germanski jezik spadati mahom u dva grupa : skandinavski i zapadnogermansku 
18006,neki ko praviti ukrasiti na tkanina pomoću igla i konac . 
8582,voda koji se služiti sa led 
1902,šećer koji se proizvoditi od šećeran trska i služiti kao zaslađivač 
12283,"tanak muva sa dug noga ; potsećati na komarac , ali ne ujedati . "
15520,arhope ; lag od oko @card@ ostrvo u severni Pacifik između Aljaska i Kamčatke 
4806,kobra koji jesam oristili faraon kao simbol svoj vlast nad život i smrt . 
5553,u neki klasifikacija se preklapati sa porodica Laminariaceae : smeđ morski alga hladan i polaran mora 
12909,"familija obično sočan zeljast biljka ; rasprostraniti po svet , a posebno u Amerika . "
5893,pretvoriti se u rastvor 
8971,čvrsto pripijajuća odeća koji se nositi za plivanje 
19429,sat koji se nositi u mali džep sako 
4289,Višegodišnje ? trava i žbunje iz umeren područje Evropa i everne Amerika . 
13057,Nešto ( osoba ili predmet ili prizor ) što umetnik ili fotograf izabrati da grafički predstava . 
10068,"drevan italijanski božanstvo u ljudski oblik sa rog , zašiljen uši i kozji repa ; u grčki mitologija on odgovarati satir "
17846,biljni mast kakao koji se obrada odvajati od čokoladni tečnost ; osnova za pravljenje beo čokolada 
10198,težak gas bez boja i miris koji se oslobađati prilikom disanje i prilikom raspafanja organski materija ; biljka ga apsobruju iz vazduh u proces fotosinteze 
4407,"neki od mnogobrojan podvrsta kupus koji imati čvrst , loptast glavica ; moći da se kuvati , dinstati ili da se jesti sirov . "
9225,indijski jezik koji govoriti Rom ( Ciganin ) 
13058,"visok močvaran biljka sa cilindričan glava plod koji se raspršiti kad sazreti i prosuti velik količina seme ; imati dugačak ravan lišće koji se koristiti za pravljenje prostirka i sedište ; imati ej u severni Amerika , Evropa , Azija i severni Afrika . "
3840,program koji moći da se smestiti u različit deo memorija u razno vreme 
4772,knjiga ili sveščica koji sadržati zadatak i prazan prostor za unošenje rešenje 
13578,praviti velik buk . 
8007,staklen cev zatvoriti na jedan kraj . 
12653,mesto gde mnogi ići zbog rekreacija . 
17943,drevan grčki dramski pisac koji jesam ostati upamtiti po komedija ( 448-380g.p.n.e ) 
5849,dokument koji jesam sačiniti i izvršiti samo jedan strana ( jednostran pravni posao ) 
16302,stanovnik Severne Amerika ili poreklo iz ona 
14215,podgrupa uto-astečkih jezik koji se govoriti mahom na jugozapad sad 
2027,koji jesam hijerarhijski klasifikovati 
37,Omotač koji trebati da zaštititi nešto od oštećivanje ili povreda . 
5338,specifikovan mera za količina . 
11850,velik ptica grabljivica naizgled sličan lešinar iz star svet . 
17029,Telurid zlato i srebro ( AuAgTe4 ) ; monokliničan mineral srebrnobele i čeličnosive boja ; vrlo mekan ( @card@ ) i lako topiv ; redak ruda zlato . 
