,Sysnet
1203,Synset: ID is ENG30-08557482-n
5358,Synset: ID is ENG30-01445932-v
9665,Synset: ID is ENG30-02396667-n
9156,Synset: ID is ENG30-13518279-n
19031,Synset: ID is ENG30-00276214-v
9597,Synset: ID is ENG30-06855035-n
4254,Synset: ID is ENG30-01987545-n
10317,Synset: ID is ENG30-07836731-n
8507,Synset: ID is ENG30-02647903-n
18974,Synset: ID is ENG30-07671269-n
12339,Synset: ID is ENG30-08993037-n
3417,Synset: ID is ENG30-12663804-n
10743,Synset: ID is ENG30-01525666-v
10091,Synset: ID is ENG30-13607616-n
1754,Synset: ID is ENG30-07822197-n
1794,Synset: ID is ENG30-13353156-n
9636,Synset: ID is ENG30-09299125-n
16015,Synset: ID is ENG30-01845720-v
2032,Synset: ID is ENG30-05780718-n
565,Synset: ID is ENG30-00764032-v
5321,Synset: ID is ENG30-01361683-n
17338,Synset: ID is ENG30-01627424-n
15781,Synset: ID is ENG30-06401526-n
1702,Synset: ID is ENG30-11410298-n
4567,Synset: ID is ENG30-00873387-a
18921,Synset: ID is ENG30-06924376-n
6462,Synset: ID is ENG30-07842753-n
16240,Synset: ID is ENG30-01014609-v
15308,Synset: ID is ENG30-02015797-n
17047,Synset: ID is ENG30-00060477-v
1594,Synset: ID is ENG30-15121625-n
8292,Synset: ID is ENG30-03589093-n
10165,Synset: ID is ENG30-02428487-v
11177,Synset: ID is ENG30-03164192-n
18110,Synset: ID is ENG30-01244846-a
2958,Synset: ID is ENG30-06922045-n
2946,Synset: ID is ENG30-14669242-n
9901,Synset: ID is ENG30-07676967-n
13163,Synset: ID is ENG30-08619795-n
3431,Synset: ID is ENG30-05728024-n
4066,Synset: ID is ENG30-01871406-n
204,Synset: ID is ENG30-01561771-a
15560,Synset: ID is ENG30-10369317-n
11030,Synset: ID is ENG30-06178660-n
10645,Synset: ID is ENG30-02837789-n
2270,Synset: ID is ENG30-13459821-n
2535,Synset: ID is ENG30-02994858-n
14311,Synset: ID is ENG30-14427633-n
18638,Synset: ID is ENG30-03967396-n
7571,Synset: ID is ENG30-12866002-n
12309,Synset: ID is ENG30-01841679-n
11790,Synset: ID is ENG30-08792548-n
13759,Synset: ID is ENG30-01522878-v
8598,Synset: ID is ENG30-12931542-n
14664,Synset: ID is ENG30-11733424-n
6040,Synset: ID is ENG30-01138911-v
15905,Synset: ID is ENG30-11608055-n
923,Synset: ID is ENG30-07382572-n
10474,Synset: ID is ENG30-04392764-n
6370,Synset: ID is ENG30-02304982-v
4952,Synset: ID is ENG30-02745486-v
5785,Synset: ID is ENG30-13686660-n
4080,Synset: ID is ENG30-10030277-n
15418,Synset: ID is ENG30-06911575-n
8989,Synset: ID is ENG30-13099833-n
15923,Synset: ID is ENG30-00912274-n
6792,Synset: ID is ENG30-07854455-n
2125,Synset: ID is ENG30-00959992-n
84,Synset: ID is ENG30-01776727-v
5664,Synset: ID is ENG30-12163035-n
11548,Synset: ID is ENG30-02952798-n
15882,Synset: ID is ENG30-01006313-n
7294,Synset: ID is ENG30-07599649-n
11977,Synset: ID is ENG30-03157348-n
10872,Synset: ID is ENG30-06628861-n
9958,Synset: ID is ENG30-13862144-n
16948,Synset: ID is ENG30-01812337-n
18879,Synset: ID is ENG30-00911048-n
3647,Synset: ID is ENG30-02236124-v
11476,Synset: ID is ENG30-06532330-n
17831,Synset: ID is ENG30-02864824-a
3802,Synset: ID is ENG30-03478756-n
5014,Synset: ID is ENG30-01849466-n
18206,Synset: ID is ENG30-03932203-n
15978,Synset: ID is ENG30-02235842-v
7710,Synset: ID is ENG30-00328502-n
111,Synset: ID is ENG30-08715777-n
14878,Synset: ID is ENG30-01285440-v
15377,Synset: ID is ENG30-07809096-n
12331,Synset: ID is ENG30-09611884-n
7052,Synset: ID is ENG30-08252602-n
14990,Synset: ID is ENG30-03280644-n
13459,Synset: ID is ENG30-07919894-n
178,Synset: ID is ENG30-02084804-a
198,Synset: ID is ENG30-03259505-n
9957,Synset: ID is ENG30-09590377-n
6834,Synset: ID is ENG30-01256157-v
15307,Synset: ID is ENG30-02799175-n
971,Synset: ID is ENG30-11733904-n
1610,Synset: ID is ENG30-01071090-n
15255,Synset: ID is ENG30-03501614-n
5456,Synset: ID is ENG30-14298815-n
9652,Synset: ID is ENG30-00249852-v
3883,Synset: ID is ENG30-02399424-n
7717,Synset: ID is ENG30-01194938-v
10596,Synset: ID is ENG30-14702416-n
11634,Synset: ID is ENG30-12587803-n
7499,Synset: ID is ENG30-02374764-v
5592,Synset: ID is ENG30-06946355-n
5170,Synset: ID is ENG30-01234167-a
15031,Synset: ID is ENG30-14429484-n
6374,Synset: ID is ENG30-14235200-n
15006,Synset: ID is ENG30-06969129-n
5327,Synset: ID is ENG30-02639605-n
8948,Synset: ID is ENG30-04677385-n
10460,Synset: ID is ENG30-03148727-n
12130,Synset: ID is ENG30-01244692-v
14837,Synset: ID is ENG30-00420132-v
10377,Synset: ID is ENG30-01059743-v
12014,Synset: ID is ENG30-01307299-n
2525,Synset: ID is ENG30-02483915-n
19066,Synset: ID is ENG30-00570066-n
6222,Synset: ID is ENG30-02015554-n
835,Synset: ID is ENG30-01481063-n
11258,Synset: ID is ENG30-05971621-n
14570,Synset: ID is ENG30-01606335-n
15711,Synset: ID is ENG30-06972874-n
3211,Synset: ID is ENG30-01361113-n
10845,Synset: ID is ENG30-02967990-a
10580,Synset: ID is ENG30-02273545-n
18012,Synset: ID is ENG30-07636779-n
13853,Synset: ID is ENG30-06367879-n
13472,Synset: ID is ENG30-02998988-a
4955,Synset: ID is ENG30-12695572-n
15417,Synset: ID is ENG30-12754981-n
42,Synset: ID is ENG30-00064504-n
3249,Synset: ID is ENG30-09917593-n
11984,Synset: ID is ENG30-03839795-n
16095,Synset: ID is ENG30-05388805-n
15986,Synset: ID is ENG30-04933544-n
3526,Synset: ID is ENG30-04145056-n
18569,Synset: ID is ENG30-12123741-n
3876,Synset: ID is ENG30-01914163-n
15821,Synset: ID is ENG30-01831712-n
16494,Synset: ID is ENG30-02344918-n
16842,Synset: ID is ENG30-01532434-v
12961,Synset: ID is ENG30-02372584-n
8352,Synset: ID is ENG30-01805801-n
5227,Synset: ID is ENG30-14675216-n
9678,Synset: ID is ENG30-14658109-n
14253,Synset: ID is ENG30-02838728-n
9541,Synset: ID is ENG30-14651212-n
583,Synset: ID is ENG30-04310347-n
16568,Synset: ID is ENG30-13675824-n
5880,Synset: ID is ENG30-00876542-n
3687,Synset: ID is ENG30-02051474-n
11100,Synset: ID is ENG30-13677222-n
10717,Synset: ID is ENG30-10079893-n
12513,Synset: ID is ENG30-04153025-n
3241,Synset: ID is ENG30-07824988-n
3148,Synset: ID is ENG30-04487081-n
11324,Synset: ID is ENG30-01405390-a
9161,Synset: ID is ENG30-02445509-v
10216,Synset: ID is ENG30-01812662-n
1188,Synset: ID is ENG30-13055577-n
2225,Synset: ID is ENG30-01297961-v
10614,Synset: ID is ENG30-02948072-n
15217,Synset: ID is ENG30-02171869-n
3479,Synset: ID is ENG30-09260466-n
2107,Synset: ID is ENG30-02430929-n
7493,Synset: ID is ENG30-07866723-n
4577,Synset: ID is ENG30-00384782-a
7788,Synset: ID is ENG30-04287747-n
16200,Synset: ID is ENG30-01979901-v
895,Synset: ID is ENG30-13670156-n
17059,Synset: ID is ENG30-13184492-n
6237,Synset: ID is ENG30-11545714-n
133,Synset: ID is ENG30-14204950-n
15375,Synset: ID is ENG30-06923792-n
2144,Synset: ID is ENG30-02148698-n
6181,Synset: ID is ENG30-11949402-n
18557,Synset: ID is ENG30-09720595-n
15767,Synset: ID is ENG30-11864364-n
3771,Synset: ID is ENG30-13724582-n
7073,Synset: ID is ENG30-01443831-n
19252,Synset: ID is ENG30-13516597-n
12039,Synset: ID is ENG30-10340312-n
2453,Synset: ID is ENG30-01858989-n
12300,Synset: ID is ENG30-07672135-n
11160,Synset: ID is ENG30-09960688-n
13222,Synset: ID is ENG30-03899768-n
10400,Synset: ID is ENG30-02409412-v
12467,Synset: ID is ENG30-06371999-n
559,Synset: ID is ENG30-04577769-n
16968,Synset: ID is ENG30-11484861-n
12091,Synset: ID is ENG30-06053101-n
5635,Synset: ID is ENG30-06923398-n
13226,Synset: ID is ENG30-05129201-n
9818,Synset: ID is ENG30-14638041-n
17640,Synset: ID is ENG30-13666922-n
4349,Synset: ID is ENG30-01563945-n
6170,Synset: ID is ENG30-10341343-n
2295,Synset: ID is ENG30-11727091-n
10151,Synset: ID is ENG30-09410724-n
1171,Synset: ID is ENG30-01301410-v
12348,Synset: ID is ENG30-08945705-n
3472,Synset: ID is ENG30-15210486-n
2268,Synset: ID is ENG30-01821869-n
7137,Synset: ID is ENG30-13591761-n
6899,Synset: ID is ENG30-01849348-n
17519,Synset: ID is ENG30-07086518-n
14473,Synset: ID is ENG30-07874441-n
161,Synset: ID is ENG30-02036934-a
13073,Synset: ID is ENG30-00445548-a
6355,Synset: ID is ENG30-12344283-n
17124,Synset: ID is ENG30-03873064-n
13401,Synset: ID is ENG30-06807198-n
7271,Synset: ID is ENG30-02406585-v
6251,Synset: ID is ENG30-09617867-n
18210,Synset: ID is ENG30-01145015-n
12843,Synset: ID is ENG30-00964694-v
17336,Synset: ID is ENG30-06998530-n
16275,Synset: ID is ENG30-13790712-n
17783,Synset: ID is ENG30-02382572-a
259,Synset: ID is ENG30-07551890-n
17834,Synset: ID is ENG30-01927928-n
1338,Synset: ID is ENG30-02853218-n
6009,Synset: ID is ENG30-04244997-n
14074,Synset: ID is ENG30-09435065-n
1476,Synset: ID is ENG30-07870478-n
11477,Synset: ID is ENG30-12400489-n
18197,Synset: ID is ENG30-03792048-n
17892,Synset: ID is ENG30-10002257-n
17316,Synset: ID is ENG30-06995439-n
10432,Synset: ID is ENG30-02430045-n
19119,Synset: ID is ENG30-00967622-n
7042,Synset: ID is ENG30-02427032-n
15568,Synset: ID is ENG30-08718801-n
18665,Synset: ID is ENG30-12355760-n
12612,Synset: ID is ENG30-02930255-a
19403,Synset: ID is ENG30-12098827-n
45,Synset: ID is ENG30-00045064-a
13950,Synset: ID is ENG30-01036996-n
19279,Synset: ID is ENG30-12246232-n
17285,Synset: ID is ENG30-10605985-n
15892,Synset: ID is ENG30-12578255-n
4646,Synset: ID is ENG30-12101870-n
8428,Synset: ID is ENG30-13697840-n
4989,Synset: ID is ENG30-09563998-n
17409,Synset: ID is ENG30-02532028-n
5912,Synset: ID is ENG30-01462928-v
13008,Synset: ID is ENG30-14420954-n
8204,Synset: ID is ENG30-07924366-n
50,Synset: ID is ENG30-01534147-v
7443,Synset: ID is ENG30-12342043-n
6745,Synset: ID is ENG30-05034989-n
15272,Synset: ID is ENG30-00637354-n
1101,Synset: ID is ENG30-01527617-n
348,Synset: ID is ENG30-07103671-n
6796,Synset: ID is ENG30-01662771-v
7623,Synset: ID is ENG30-06341525-n
10394,Synset: ID is ENG30-06169932-n
3306,Synset: ID is ENG30-03405725-n
1428,Synset: ID is ENG30-08265469-n
10168,Synset: ID is ENG30-01001294-v
17036,Synset: ID is ENG30-07009808-n
14042,Synset: ID is ENG30-11434448-n
15649,Synset: ID is ENG30-01314573-v
7357,Synset: ID is ENG30-12418065-n
6847,Synset: ID is ENG30-02062209-n
16114,Synset: ID is ENG30-01036383-a
18826,Synset: ID is ENG30-11898775-n
14002,Synset: ID is ENG30-07631109-n
3870,Synset: ID is ENG30-04081281-n
4683,Synset: ID is ENG30-12332866-n
16254,Synset: ID is ENG30-02959912-a
13179,Synset: ID is ENG30-00980527-a
12695,Synset: ID is ENG30-00557588-n
2429,Synset: ID is ENG30-01833805-n
11986,Synset: ID is ENG30-00457382-n
11469,Synset: ID is ENG30-13680273-n
4947,Synset: ID is ENG30-02011460-n
14193,Synset: ID is ENG30-00498530-v
6674,Synset: ID is ENG30-08325686-n
4697,Synset: ID is ENG30-10375214-n
6384,Synset: ID is ENG30-12711817-n
4035,Synset: ID is ENG30-01755740-n
8278,Synset: ID is ENG30-08733897-n
4359,Synset: ID is ENG30-05418717-n
1039,Synset: ID is ENG30-10513120-n
5192,Synset: ID is ENG30-15017878-n
10857,Synset: ID is ENG30-06588785-n
8247,Synset: ID is ENG30-02147466-v
10297,Synset: ID is ENG30-02911485-n
5544,Synset: ID is ENG30-00284798-n
18721,Synset: ID is ENG30-04266660-n
15340,Synset: ID is ENG30-02152881-n
8235,Synset: ID is ENG30-02280018-v
183,Synset: ID is ENG30-00985608-a
4700,Synset: ID is ENG30-09298974-n
15086,Synset: ID is ENG30-02382087-v
17529,Synset: ID is ENG30-05732756-n
2220,Synset: ID is ENG30-09721647-n
7613,Synset: ID is ENG30-01212230-v
15219,Synset: ID is ENG30-01640550-v
10776,Synset: ID is ENG30-10711005-n
489,Synset: ID is ENG30-01877606-n
9125,Synset: ID is ENG30-06909079-n
1233,Synset: ID is ENG30-13248393-n
3313,Synset: ID is ENG30-11735822-n
14337,Synset: ID is ENG30-14583843-n
5165,Synset: ID is ENG30-01432517-n
19110,Synset: ID is ENG30-07641380-n
3455,Synset: ID is ENG30-07711799-n
4808,Synset: ID is ENG30-01822602-n
14448,Synset: ID is ENG30-07660590-n
2062,Synset: ID is ENG30-06936620-n
9744,Synset: ID is ENG30-06336904-n
16490,Synset: ID is ENG30-10343554-n
2581,Synset: ID is ENG30-09321901-n
19064,Synset: ID is ENG30-00954271-v
11077,Synset: ID is ENG30-07736692-n
9956,Synset: ID is ENG30-01642924-v
113,Synset: ID is ENG30-00251013-n
18056,Synset: ID is ENG30-04442831-n
4884,Synset: ID is ENG30-07632357-n
14606,Synset: ID is ENG30-13371866-n
17488,Synset: ID is ENG30-04140064-n
11027,Synset: ID is ENG30-05387842-n
9259,Synset: ID is ENG30-06822958-n
4412,Synset: ID is ENG30-03785237-n
17945,Synset: ID is ENG30-08759420-n
11094,Synset: ID is ENG30-09411430-n
482,Synset: ID is ENG30-13315191-n
13365,Synset: ID is ENG30-07932614-n
6829,Synset: ID is ENG30-11828577-n
6433,Synset: ID is ENG30-12874642-n
60,Synset: ID is ENG30-09312231-n
7317,Synset: ID is ENG30-09952393-n
3755,Synset: ID is ENG30-14424780-n
11406,Synset: ID is ENG30-00654625-v
5032,Synset: ID is ENG30-07814634-n
15332,Synset: ID is ENG30-12116267-n
14070,Synset: ID is ENG30-07729828-n
17904,Synset: ID is ENG30-02330245-n
12206,Synset: ID is ENG30-14450691-n
10689,Synset: ID is ENG30-00439043-n
7693,Synset: ID is ENG30-02798597-a
2390,Synset: ID is ENG30-08304895-n
6789,Synset: ID is ENG30-02490877-v
6867,Synset: ID is ENG30-07702193-n
1041,Synset: ID is ENG30-14751417-n
10630,Synset: ID is ENG30-15063699-n
18937,Synset: ID is ENG30-01871699-n
14390,Synset: ID is ENG30-01166258-n
15472,Synset: ID is ENG30-00018526-v
13824,Synset: ID is ENG30-11816829-n
18298,Synset: ID is ENG30-02233338-n
10999,Synset: ID is ENG30-07258332-n
6774,Synset: ID is ENG30-01930874-v
7212,Synset: ID is ENG30-13049561-n
9022,Synset: ID is ENG30-00562882-v
18038,Synset: ID is ENG30-11822167-n
16894,Synset: ID is ENG30-03025590-a
1826,Synset: ID is ENG30-00243124-v
10733,Synset: ID is ENG30-11910835-n
18989,Synset: ID is ENG30-12390681-n
11056,Synset: ID is ENG30-05559023-n
1866,Synset: ID is ENG30-04004767-n
7483,Synset: ID is ENG30-08913434-n
7104,Synset: ID is ENG30-00949548-a
16212,Synset: ID is ENG30-09577155-n
19383,Synset: ID is ENG30-02333909-n
11980,Synset: ID is ENG30-07751977-n
3365,Synset: ID is ENG30-00477639-n
18667,Synset: ID is ENG30-01935012-n
16946,Synset: ID is ENG30-14887801-n
16158,Synset: ID is ENG30-00517728-n
7508,Synset: ID is ENG30-05533212-n
5900,Synset: ID is ENG30-10930428-n
7450,Synset: ID is ENG30-05581514-n
19131,Synset: ID is ENG30-00483935-n
15707,Synset: ID is ENG30-09701148-n
1160,Synset: ID is ENG30-12356960-n
6250,Synset: ID is ENG30-07715221-n
1874,Synset: ID is ENG30-15126000-n
5103,Synset: ID is ENG30-07890226-n
11475,Synset: ID is ENG30-03820728-n
11633,Synset: ID is ENG30-00965871-v
17276,Synset: ID is ENG30-00263947-n
2633,Synset: ID is ENG30-06962244-n
12783,Synset: ID is ENG30-05715283-n
16350,Synset: ID is ENG30-15228910-n
13084,Synset: ID is ENG30-07781207-n
14899,Synset: ID is ENG30-01536344-v
19176,Synset: ID is ENG30-14692973-n
7087,Synset: ID is ENG30-06133203-n
16268,Synset: ID is ENG30-07682624-n
5387,Synset: ID is ENG30-07963711-n
9338,Synset: ID is ENG30-13677019-n
7284,Synset: ID is ENG30-02409369-n
1327,Synset: ID is ENG30-09813441-n
901,Synset: ID is ENG30-08594286-n
6538,Synset: ID is ENG30-06567865-n
16127,Synset: ID is ENG30-07680416-n
16774,Synset: ID is ENG30-00385385-v
16495,Synset: ID is ENG30-02834778-n
11122,Synset: ID is ENG30-02407987-v
12927,Synset: ID is ENG30-00566024-v
13740,Synset: ID is ENG30-06672953-n
14621,Synset: ID is ENG30-03121394-a
5867,Synset: ID is ENG30-02963810-a
2002,Synset: ID is ENG30-00982514-v
7010,Synset: ID is ENG30-06576727-n
14881,Synset: ID is ENG30-01223182-v
13281,Synset: ID is ENG30-06927851-n
15509,Synset: ID is ENG30-01201021-n
8843,Synset: ID is ENG30-09328596-n
16919,Synset: ID is ENG30-07829331-n
9917,Synset: ID is ENG30-12778926-n
2578,Synset: ID is ENG30-02546744-n
4298,Synset: ID is ENG30-03029984-a
12684,Synset: ID is ENG30-09716933-n
8283,Synset: ID is ENG30-02281787-n
17979,Synset: ID is ENG30-02351518-n
3028,Synset: ID is ENG30-05456622-n
247,Synset: ID is ENG30-01128193-v
9314,Synset: ID is ENG30-01691951-n
18590,Synset: ID is ENG30-06069886-n
4867,Synset: ID is ENG30-03008013-a
10134,Synset: ID is ENG30-12948495-n
23,Synset: ID is ENG30-02547014-n
13580,Synset: ID is ENG30-06416452-n
22,Synset: ID is ENG30-01113806-v
19302,Synset: ID is ENG30-03677976-n
3317,Synset: ID is ENG30-12311579-n
14569,Synset: ID is ENG30-09806944-n
17107,Synset: ID is ENG30-07866151-n
2323,Synset: ID is ENG30-06963429-n
12380,Synset: ID is ENG30-09594906-n
13862,Synset: ID is ENG30-11885148-n
9574,Synset: ID is ENG30-08378555-n
3545,Synset: ID is ENG30-05230171-n
15576,Synset: ID is ENG30-01519046-n
12403,Synset: ID is ENG30-01030152-n
343,Synset: ID is ENG30-15051705-n
18981,Synset: ID is ENG30-04381994-n
1698,Synset: ID is ENG30-01912454-n
18010,Synset: ID is ENG30-08286163-n
3428,Synset: ID is ENG30-10884061-n
16048,Synset: ID is ENG30-01097292-n
3968,Synset: ID is ENG30-02241799-n
9199,Synset: ID is ENG30-01021420-v
8398,Synset: ID is ENG30-00381097-a
1290,Synset: ID is ENG30-06839858-n
149,Synset: ID is ENG30-01739263-v
14925,Synset: ID is ENG30-02129923-n
5808,Synset: ID is ENG30-07002312-n
7938,Synset: ID is ENG30-02530167-v
15722,Synset: ID is ENG30-03010071-a
3400,Synset: ID is ENG30-08765069-n
10002,Synset: ID is ENG30-12112918-n
320,Synset: ID is ENG30-02876657-n
7417,Synset: ID is ENG30-08581503-n
10739,Synset: ID is ENG30-02730102-a
17299,Synset: ID is ENG30-01530575-n
6739,Synset: ID is ENG30-07988857-n
12163,Synset: ID is ENG30-01939598-n
15778,Synset: ID is ENG30-00901789-n
5662,Synset: ID is ENG30-09006413-n
11668,Synset: ID is ENG30-07726525-n
11887,Synset: ID is ENG30-02828884-n
8325,Synset: ID is ENG30-06612649-n
2382,Synset: ID is ENG30-06304059-n
13417,Synset: ID is ENG30-03929660-n
1438,Synset: ID is ENG30-10754088-n
2984,Synset: ID is ENG30-02082498-n
17246,Synset: ID is ENG30-03571942-n
7452,Synset: ID is ENG30-02229867-n
9015,Synset: ID is ENG30-02962013-a
14049,Synset: ID is ENG30-02143283-v
2523,Synset: ID is ENG30-13692278-n
1938,Synset: ID is ENG30-14651479-n
13046,Synset: ID is ENG30-12702948-n
6540,Synset: ID is ENG30-07653217-n
3065,Synset: ID is ENG30-07870620-n
13465,Synset: ID is ENG30-00542953-a
18252,Synset: ID is ENG30-04058239-n
5042,Synset: ID is ENG30-07736527-n
16886,Synset: ID is ENG30-06216948-n
2240,Synset: ID is ENG30-02091410-v
8536,Synset: ID is ENG30-12649723-n
9175,Synset: ID is ENG30-13675591-n
12823,Synset: ID is ENG30-00872414-v
8629,Synset: ID is ENG30-05476592-n
18835,Synset: ID is ENG30-06998460-n
10441,Synset: ID is ENG30-05395286-n
17393,Synset: ID is ENG30-12914433-n
10237,Synset: ID is ENG30-07750872-n
7732,Synset: ID is ENG30-09865954-n
12551,Synset: ID is ENG30-13376764-n
15725,Synset: ID is ENG30-14361182-n
5124,Synset: ID is ENG30-09596374-n
12929,Synset: ID is ENG30-08852389-n
10610,Synset: ID is ENG30-02731390-v
16540,Synset: ID is ENG30-06930934-n
5315,Synset: ID is ENG30-08776435-n
13787,Synset: ID is ENG30-07717070-n
8368,Synset: ID is ENG30-12949722-n
17605,Synset: ID is ENG30-02741658-a
15787,Synset: ID is ENG30-04137444-n
4481,Synset: ID is ENG30-02627666-v
4490,Synset: ID is ENG30-00021734-n
5452,Synset: ID is ENG30-05458412-n
10386,Synset: ID is ENG30-01393030-n
249,Synset: ID is ENG30-01130261-a
12827,Synset: ID is ENG30-08389297-n
12423,Synset: ID is ENG30-00663894-v
5304,Synset: ID is ENG30-06461609-n
6626,Synset: ID is ENG30-07625324-n
1276,Synset: ID is ENG30-14966058-n
19342,Synset: ID is ENG30-01209953-v
5158,Synset: ID is ENG30-07848936-n
9900,Synset: ID is ENG30-01306358-n
4660,Synset: ID is ENG30-02022953-a
13003,Synset: ID is ENG30-09682291-n
1108,Synset: ID is ENG30-06935314-n
16455,Synset: ID is ENG30-07629697-n
208,Synset: ID is ENG30-05829480-n
2916,Synset: ID is ENG30-03668067-n
12065,Synset: ID is ENG30-02977058-n
15569,Synset: ID is ENG30-00223854-n
18,Synset: ID is ENG30-14563564-n
16730,Synset: ID is ENG30-02779774-a
18007,Synset: ID is ENG30-02398521-n
5577,Synset: ID is ENG30-06306606-n
1835,Synset: ID is ENG30-13434537-n
12164,Synset: ID is ENG30-12130937-n
8243,Synset: ID is ENG30-01015866-v
4644,Synset: ID is ENG30-07797641-n
11167,Synset: ID is ENG30-06018267-n
5082,Synset: ID is ENG30-11492014-n
6166,Synset: ID is ENG30-13508333-n
16401,Synset: ID is ENG30-02808440-n
7027,Synset: ID is ENG30-07106246-n
7201,Synset: ID is ENG30-13306870-n
19378,Synset: ID is ENG30-00905059-v
5981,Synset: ID is ENG30-02071294-n
490,Synset: ID is ENG30-11728099-n
6206,Synset: ID is ENG30-11853644-n
5777,Synset: ID is ENG30-07861557-n
12845,Synset: ID is ENG30-07778103-n
10997,Synset: ID is ENG30-13813898-n
6567,Synset: ID is ENG30-03407369-n
10562,Synset: ID is ENG30-05970755-n
1469,Synset: ID is ENG30-12363988-n
13258,Synset: ID is ENG30-06990000-n
4674,Synset: ID is ENG30-13687906-n
12904,Synset: ID is ENG30-02794156-n
16142,Synset: ID is ENG30-02467003-v
1437,Synset: ID is ENG30-06911366-n
7910,Synset: ID is ENG30-15254028-n
19253,Synset: ID is ENG30-01367430-n
8590,Synset: ID is ENG30-11864906-n
6353,Synset: ID is ENG30-07556970-n
12120,Synset: ID is ENG30-00411020-v
18928,Synset: ID is ENG30-13961642-n
14968,Synset: ID is ENG30-07997338-n
18535,Synset: ID is ENG30-12733870-n
3286,Synset: ID is ENG30-04426618-n
13748,Synset: ID is ENG30-13863602-n
2805,Synset: ID is ENG30-03078445-a
8942,Synset: ID is ENG30-02753044-n
6003,Synset: ID is ENG30-02298632-v
17346,Synset: ID is ENG30-02401399-v
11848,Synset: ID is ENG30-06318352-n
5182,Synset: ID is ENG30-12929061-n
17506,Synset: ID is ENG30-05977977-n
2565,Synset: ID is ENG30-13914608-n
5247,Synset: ID is ENG30-03057413-a
15895,Synset: ID is ENG30-09256663-n
4428,Synset: ID is ENG30-03557692-n
8425,Synset: ID is ENG30-02329401-n
19310,Synset: ID is ENG30-06922485-n
4703,Synset: ID is ENG30-02041492-n
10494,Synset: ID is ENG30-07355491-n
7632,Synset: ID is ENG30-12333053-n
5269,Synset: ID is ENG30-02414710-v
168,Synset: ID is ENG30-04683814-n
12701,Synset: ID is ENG30-11105054-n
9913,Synset: ID is ENG30-07817465-n
13524,Synset: ID is ENG30-13512238-n
18047,Synset: ID is ENG30-07842605-n
13441,Synset: ID is ENG30-01045963-a
8984,Synset: ID is ENG30-01579578-n
6689,Synset: ID is ENG30-12330469-n
825,Synset: ID is ENG30-13055009-n
16565,Synset: ID is ENG30-04404200-n
