,Sysnet
12298,rasa velik ovčarski pas koji se koristiti u policija i kao vodič za slep . 
14451,diskusija među učesnik na neki dogovoren ozbiljan tema 
6395,ukloniti unutrašnji deo ili jezgra nešto . 
9701,tkivo koji činiti spoljašnji omotač neki organ ili sistema kod biljka ili životinja 
14382,fizički fenomen koji jesam povezati sa svetlo ili ga uključivati 
8698,Položaj na koji se po dužnost raspoređivati brod ili flota ( mornarica ) . 
10545,ukrasni sobni biljka . 
13819,"uređaj napraviti da provoditi struja , toplota , i sl . "
11953,akumulirati tečnost ili gas na površina 
9393,Obožavanje svet slika . 
5677,"alkoholni pića pomešan sa voda , šećer i začin koji se služiti toplo "
15920,stanovnik Azerbejdžan ili poreklo iz on 
16972,"lagano vazdušast jela od žumanaca i dobro umućen belance pomešan sa npr . sir , riba ili voće "
6902,prirodan objekt koji postojati van zemlja i njen atmosfera . 
9743,stepenica koji se sastojati od dva paralelan letva povezan prečka ( za penjanje gore ili spuštanje dole ) 
130,podneti zahtev za šta 
14526,glavni grad i luka Barbados 
9019,prethodno obaveštenje ( obaveštenje unapred ) obično u pisan forma o namera povlačenje iz sporazum ili odustanak od ugovor 
14447,biti koji od dva znak interpunkcija ` ( ` ili ` ) ` koji služiti da zagraditi neki deo tekst 
14498,"mesto koji jesam otvoreno do kasno noću i koji pružati zabava ( npr . pevač ili plesač ) , kao i ples , hrana i pića "
9495,o aktinomicetama ili koji pripadati rod Actinomycetes 
184,osećanje naklonjenost 
16493,dati nešto kao garancija 
4697,milijarditi deo sekunda ; hiljaditi deo mikrosekunda 
9054,grupa od @card@ jezero u centar Severne Amerika 
7718,"akrobatski poduhvat u koji se noga obrtati iznad glava ( napred ili nazad ) , pa se vraćati nazad "
13515,tuja 
12558,sladoled sa ukus vanila 
9301,"računarski mreža koji se sastojati od skup internet stranica koji nuditi tekst i grafika , kao i zvučan i videti resurs putem protokol za prenos hipertekst "
12723,Međa muzički instrument onaj koji imati nizak zvuk . 
4766,okean prekriven led koji okruživati Severni pl ; uglavnom ga prekrivati led i santa led 
14861,program koji davati računar instrukcija pomoću koji korisnik dobijati alat za izvršenje neki zadatak 
11467,penutski jezik koji govoriti narod Takelma 
5972,velik rod žbinja umeren područje . 
4366,tanak sloj patišpanj premazan džem i uviti tako da dobiti cilindričan oblik 
12037,"reč pozajmiti iz drugi jezik ( npr . "" general "" jesam reč koji jesam u srpski stignuti iz francuski ) "
7762,primena pritisak 
9375,ukuvan voće napraviti od njihov meso i kor . 
8402,puzavac 
17221,menjati lokacija pomeranje unapred i unazad 
16562,znak interpunkcija ( . ) koji se stavljati na kraj izjavne rečenica ili iza skraćenica 
7584,zapis na crn balzatnoj stena ; dati jesam prvi ključ za dešifrovanje egipatski hiroglifa 
6217,porodica lišaj . 
140,grbica koji rasti u čist bara i potok 
17266,ljubičast crven stoni grožđe 
8125,"Dugački cev od metal ili plastika koji se koristiti za prenos voda , ulja ili gas . "
4792,drvo s jug sjedinjen država i Meksiko ; gajiti se zbog orah . 
13789,tri dete roditi zajedno iz jedan trudnoća ( u srpski nem naziv za jedan mladunac / dete iz ovaj trojka ) 
2966,"primitivan morski kičmenjak bez vilica : morski i rečni zmijuljice , inger . "
4236,osnovni novčan jedinica Jemen 
9504,evroazijski usnatica sa aromatičan lišće koji se koristiti za praoizvodnju miris i za kuvanje ; često se gajiti i kao lek protiv povreda . 
16143,punč napraviti od zašećeren mleko ili pavlaka pomešati sa jaje i često alkoholni piće 
13497,"slovenski jezik Srbin i Hrvat ; zvanično pisma srpski varijanta jesam ćirilica ( mada se koristiti i latinica ) , a hrvatski latinica "
3745,spiny-finned food fishes of warm waters having well-developed teeth 
11671,težak dugačak čekić koji se koristiti za ukucavannje ekser ili klin 
17343,sladak liker sa ukus vanila ili zrno kakao 
1613,koji se ticati Sejšelskih ostrvo i njihov ljudi 
2524,koji jesam napraviti od kalaj ili sadržati kalaj 
1312,"Mišić naročito na podlaktica , koji proizvoditi ili učestvovati u okretanje dlan nagore ( supr . pronacija ) . "
11344,digitalan kodiran zapis na optički disko 
2918,novčić od srebro 
679,"katolički crkva čiji jesam sedište u Vatikan , koji voditi papa i hijerarhija episkop "
9687,"glavni grad Svazilend , na severozapad zemlja "
2634,danas izumreti tračko-frigijski jezik koji jesam govoriti nekadašnji stanovnik Frigije ; sačuvati jesam na samo nekoliko zapis 
3607,raža sa telo u oblik torpedo 
5768,slatkovodni sisar-mesožder sa kandža na noga i tamnosmeđ krzno . 
12175,"mek , punomastan kravlji sir svetlo-žute boja sa tanak i beo korica "
6258,kost kod gležna koji pomerati kosti noga oko gležanj . 
12607,"onaj koji dolaziti , slediti ili hteti biti u budućnost . "
94,Prošireno značenje ; posebno se odnositi na psihološki hladnoća ; bez ljudski toplina i emocija . 
207,"lagan , složljiva zaštita od kiša koji se nositi u ruka . "
16890,praistorijski čovek koji jesam govoriti proto-indoevropski 
496,zadnji deo telo kičmenjak ili gornji odnosno spoljašnji površina organ . 
11065,doktor koji jesam specijalizirati bolest krv . 
7855,grbica koji se koristiti u zimski dan kao salata 
15186,Višegodišnja evropski biljka koji imati grozdov mali mirisan cvet ( obično beo ) ; gajiti se po bašta . 
16771,obala morati ili okean . 
7885,osoba iz Francuska 
11978,ukrasiti boja 
12262,Čupava višegodišnji evroazijski zeljast biljka sa žut scetovima u vida margareta ; verovati se da uništavati ili rasterivati kukac . 
16355,sladak ? ; ponekat se smeštati u podfamiliju Acoraceae . 
7156,kakav zvuk najavljivati 
2026,biti koji biljka iz rod Inula . 
16906,inkorporacija pridruživanje ili ujedinjavanje 
3965,Palačinke pripremiti u plamen za koji se koristiti liker sa ukus pomoradže i limun . 
2911,velik rasprostranjen porodica uglavnom višegodišnji biljka i penjačica : prstac ; gajiti se kao ukrasni biljka . 
11088,"nepromenljiv funkcionalan reč koji služiti da spojiti reč , sintagma , klauze ili rečenica "
10993,meso koji uključivati jedan ili više rebro 
9581,"alat koji se sastojati od nekoliko kukica za hvatanje i držanje , često bačen konopac "
4198,zavijen deo 
6047,društven klasa koji obuhvatati onaj koji se baviti fizički posao ili raditi za plata 
10699,suprotan ili kontrastni tip 
5919,pantalone koji se završavati iznad koleno 
9741,Ve4liki rod tropski orhideja penjačica . 
1373,meso sa vrata životinja 
15481,( islam ) meso životinja koji jesam zaklati na propisan način u sklad s šerijat 
12727,folija napraviti od aluminijum 
1874,fenomen koji karakterisati postepen promena kroz niz stanje . 
9286,velik flota koji jesam iz Španija poslati protiv Engleska kralj Filip II @card@ 
7314,odnos između jedinica koji se izražavati suprotnost njihov značenje 
5923,Lučni plafon ili krov napraviti od cigla ili kameni . 
7107,koji se odnositi ili koji se koristiti u hirurgija 
4536,celokupan biljni i životinjski život neki regija 
9529,koji se odnositi na vaš mišljenje o društven odnos koji uključivati vlast ili moć 
1775,riba kod koji jesam skelet kalcifikovan ali jesam pretvoriti u kosti . 
1507,neki čiji jesam zanimanje pravljenje ili popravak odeća od krzno . 
8572,evropski višegodišnji žbun sa sa ljubičast ili ružičast cvet koji jesam skupiti po dva do šest u pazuho list u gornji delo stabljika . 
15395,otrovan biljka poreklo sa sever Evropa ; imati pokriti plavo-ružičast cvet ; osušen list i koren Daj ? 
13605,Brod sa ravan dno za prenos težak teret ( posebno na kanal ) . 
11708,biti društven leptir ; mnogo se družiti 
142,familija pustinjski žbunje i drveće - uglavnom ? i ? 
765,"sistem simbolički logika koji predstavljati individua , predikat i kvantifikaotre nad individua ( kao i relacija između iskaz ) "
4786,jumanski jezik koji govoriti narod Havasupai 
10122,indonezijski jezik koji se govoriti na mali Sundskim ostrvo 
668,malo drvo rasprostranjen u Evropa koji rađati jestiv lešnik . 
8887,koji se odnositi na ili jesam karakterističan za katalanske jezik 
13701,osnovni novčan jedinica Jermenija 
47,"Ući u nešto ili kroz nešto , često savaladavajući otpor . "
14370,drugi po red planeta ; okretati se sporo u suprotan smer od ostalih planeta ; viditi se na nebo kao zornjača i večernjača 
7818,novčan jedinica Angola 
14494,čin kontrola tako što se neki ili nešto ograničavati 
2470,Grgeč iz Evropa . 
7914,znak koji se stavljati iza broj da označiti da jesam koji deo celina jesam u pitanje 
40,gledati neki sa divljenje . 
5995,pokazati se ili biti dokazati . 
7812,knjiga ili dokument ispisan ruka 
6117,kesten ; ? chinkapins . 
6621,običan tupik severni Atlantik 
14187,"trajnica iz porodica đumbir , imati kopljast list i grupa bledožut cvet , koren ona jesam krtolast riza aromatičan miris i ukus . "
10527,elektronski uređaj koji predstavljati informacija u vizuelan oblik 
2259,u grčki mitologija zmijati sa glava zmaj ; ubiti ona jesam Apolon u Delfiju 
186,moralan ispravnost 
3089,kanal jetra se spajati sa cističnim kanal ( ductus Cysticus ) koji polaziti iz žučan kesica ; ovaj spajanje nastajati glavni žučan kanal – ductus choledochus – koji odvoditi žuč u doudenum . 
11057,Novčana pomoć centralni vlada lokalan vlada . 
8200,imati samo jedan supružnik u jedan trenutak 
10021,izazvati formiranje kristal 
16760,rod porodica Trochilidae 
15419,"koji odgovarati književnost , pre nego svakodnevan govor ili pisanje "
15050,površ koji činiti dva poluprečnik kružnica pod prav ugao ipripadajući luk 
11416,odnos izmeđe dva različit vrsta organizam koji jesam nezavisan ali jedan od drugi imati koristiti 
4552,testo za hleb 
14264,disk prevučen plastika na koji moći da se praviti sitan ubušenja jak laserski zarkom i da se čitati slab zraka 
9810,jumanski jezik narod Javapai 
16706,tanak prav hirurški nož koji se koristiti u disekcija i hirurgija 
7506,"Narandža , limun , limes , itd . "
1039,južna grupa keltski jezik 
10255,porodica koji činiti sisara . 
13273,Društveni čin okupljanje 
3096,objekt u pasivan konstrukcija 
7253,mašina koji se koristiti za štampanje 
11537,neki od više biljka iz rod Achillea koji jesam poreklo iy Evropa i koji imati mali beo cvet u svetnim glavica sa zaravnjen vrh . 
13506,ptica koji nerado sam loviti već otimati riba od amnjih ptica 
29,stanje u koji jesam neki tužan . 
4866,"neki riba mekoperka plitak vod severni morati , upotrebljavati se za ishrana . "
7307,mesto gde mnogi ići zbog rekreacija . 
16234,biti takav koji se na odrediti način ponašati kada se on rukovati 
9352,koji se odnositi na Atina i njen stanovnik 
11674,"nerazvijen i zemlja u razvoj Azija , Afrika i latinski Amerika "
16612,koji se ticati bahamski ostrvo i njihov stanovnik 
9340,koji se ticati ili jesam karakterističan za mađarski 
5092,navodni supstanca za koji se verovati da obezbeđivati večan život ; nekada jesam jesam tražiti alhemičar 
15015,"nauka o reljef zemlja , koji se baviti oblik reljef sa različit aspekt . "
12408,iranski jezik koji jesam govoriti drevan Skiti 
11360,koji sintaktički uspostavljati odnos suprotnost između rečenica ili rečenični element 
9641,Domaća ? gallinaceous Bird ; smatrati se da poticati od ? 
7920,želatin napraviti od riba 
1485,levi strana brod ili letelica u odnos na neki ko jesam nasuprot pramac ili nos . 
6888,Uobičajena prizeman biljka koji se koristiti za prekrivanje tlo ; nekada se koristiti za lečenje kila 
12891,Obično javan put za putovanje ili transport . 
3539,neki od redak vredan metal koji se obično koristiti za pravljenje novac i nakit . 
15943,Čin formiranje udruženje ili savez . 
11490,organizacija čiji jesam cilj pribavljanje politički moć . 
15191,sitan protozoa koji parazitirati u neki faza životan ciklus u ćelija krv kičmenjak koji uključivati mnogi patogen 
7384,vrsta crven jabuka 
10639,Najčešća buva koji napad čovek . 
11380,Americzko stoni grožđe sa crvenkast gladak koža 
3042,stanovnik Malavi ili poreklo iz Malavi 
1230,"Ruski pisac , ' doktor Živago ' ( @card@ ) . "
8838,Vođa grupni sastanak . 
1165,član narod Bantu koji živa uglavnom u Bocvana i zapadni Južnoj Afrika 
9152,"vrsta sedimentne stena koji ličiti na krečnjak , ali se sastojati gotovo u potpunost od mineral dolomit "
2875,francuski filozof i pisac rođen u Švajcarska ; verovati jesam da jesam prirodan dobrota ljudi uništavati društvo ; njegov ideja jesam uticati na Francuski revolucija ( @card@ ) 
14722,odašiljač koji isterivati tečnost u vida fin sprej po pritisak dugme 
4713,vrsta pas koji se gajiti samo kao kućni ljubimac . 
2922,osoba koji pevati . 
15110,algonkinski jezik koji govoriti narod Povhatan 
11655,rod uglavnom drvenast relativno primitivan dikotiledonih biljka cvetnicaers often unisexual and often borni in catkins 
10769,rasprostraniti rod obično višegodišnji zeljast biljka koji ličiti na zvezdan ; lišiti se nekada koristiti u lekovit svrha . 
8043,označavati da jesam subjekt rečenica ' primalac ' ili ' cilj ' radnja označen glagol 
12552,"država na istok Afrika s izlaozm na Atlantik , steći nezavisnost @card@ "
3292,muzičar koji svirati lauta 
6929,"u grčki mitologija kralj u star Grčka koji jesam uvrediti Zevs a čiji kazna jesam biti da gurati ogroman stena na vrh strm brdo ; svaki put kad biti stena stignuti skoro do vrh , ona biti se otkotrljati nazad i Sizif jesam morati da početi sav iz početak "
5282,"koji se ticati Ekvador , njegov ljudi i kultura "
346,liver Or meat Or fowl finely minced Or ground and variously seasoned 
15580,zasvođen krov anatomski prostor 
7435,neki ko služiti u oružan snaga ; član vojni snaga . 
3434,odlaganje u skladište . 
14608,koncizan i sažet 
10608,"Reč , na primer zamenica , koji se koristiti da biti se izbegnuti ponavljanje . referent anafora jesam odrediti njen prethodnik . "
1321,"porodica tropski biljka iz Amerika iz red Xyridales koji uključivati i neki ekonomski važan vrsta , kao ananas . "
6342,zbirka basna za koji se verovati da ona jesam napisati Grčki pripovedač Ezop 
4106,Najmanji kontinent ; između Južnog Pacifik i indijski okean . 
8195,"tajna ( metoda , uređaj ili formula ) koji proizvođač davati prednost nad konkurencija "
14993,meso pile koji se koristiti kao hrana . 
12588,"Žičani instrument iz grupa koji uključje harfa , lira , zcitre . "
177,"biti lažljiv , neiskren prema neki . "
8367,Rođačke veza potomak sa roditelj . 
5498,operacija s tačno jedan operandom 
8959,Životinjski red koji uključivati skoro sve slatkovodni riba : ? characins ; ? loaches ; šaran ; ? suckers ; ponekad se klasifikovati kao podred Ostariophysi . 
3556,dlaka koji rasti preko donji delo lice kod muškarac 
8571,čin vraćanje aktivnost i značaj nešto 
4028,određen spisak znak koji se koristiti zajedno u pisanje ili štampa 
1699,uzeti kao mesto boravak . 
11993,"koji se ticati Zimbabveja , njegov ljudi i kultura "
15960,kafa sa isto toliko vruć mleko . 
8605,značenje reč koji zavisiti od njen uloga u rečenica i koji varirati sa njen fleksivnim oblik 
13107,izbaciti sadržaj stomak na usta 
16658,membrana u uvo koji vibrirati na zvuk 
1723,čin plaćanje za korišćenje nešto ( kao stan ili kuća ili auto ) 
16055,mali grad blizu Jerusalim na zapadni obala reka Jordan ; dom Davidov i smatrati se rodnim mesto Isus 
7977,znak ( ' ) koji služiti da označiti izostavljanje jedan ili više slovo u reč 
3427,mali gladak zaobljen stena 
10063,neki od mnogi godišnji puzačica sa hvataljka iz rod Cucurbita koji se gajiti zbog mesnat jestiv plod . 
3404,prase koji još sisati . 
3597,film na koji se fotografisati materijal u veoma smanjen veličina ; koristan za skladištenje ; sistema za uvećavanje se koristiti da biti se materijal pročitati 
12883,ženski hulahopke koji se sastojati od gaće i čarapa 
52,reč koji označavati radnja ili stanje 
2427,preobratiti od divalj 
2893,"Prokariotski organizam koji se ponekad smatrati klasa , kola ili podkraljevstvom ; poklapati se sa porodica Čanophyceae "
15447,osoba kvalifikovati da se baviti stomatologija 
12445,mali ( seoski ) kuća koji se koristiti kao privremeno sklonište . 
3006,"koji imati samo jedan deo , npr reč koji jesam složenica i nemati afikse "
14233,bakterija ( neki od ona jesam patogen za ljudi i životinja ) koji pripadati red Actinomycetales 
15089,kilogram narkotički droga . 
15213,Područje znanje ili interesovanje . 
16265,koji jesam u veza sa sinhaleskim jezik 
13825,koji se ticati ili jesam karakterističan za Gvatemala 
9021,blag italijanski beo sir 
8600,deo Tihog okean između Kina i Japan 
8305,"u računarstvo , proces smeštanje informacija u računarski memorija , magnetan traka ili disk "
9045,novčan jedinica Tadžikistan 
15750,koji se odnositi ili koji jesam komponovati za orkestar . 
16750,"arhipelag na zapad Sredozemnog morati , kod istočni obala Španija "
12616,novčan jedinica Litvanija 
13432,tipski rod porodica Amphioxidae . 
80,osoba koji jesam član . 
101,zrak mesečev svetlost . 
1712,Član Rotary klub . 
2335,vremenski jedinica od @card@ dan . 
7946,"o industrija , koji se odnositi na industrija ili iz ona proisticati . "
11115,postati prijatelj neki . 
16187,"metal crven boja ; specifičan težina @card@ , @card@ , topiti se na 1083C ; kovan , tegljiv , žilav i dobar provodnik elektricitet i toplota ; na suv vazduh oksidovati samo po površina ; imati ga i čstog u priroda a dobijati se iz sulfidni i oksidnih ruda . "
17251,vanredan i neizbežan pojava koji prekidati očekivan tok događanje . 
16430,rod porodica Vespertilionidae . 
9610,"Učiniti stabilan , dovesti u ravnoteža , sprečiti kolebanje . "
8909,"elektronski uređaj koji se sastojati od rotirajući loptica u kućĚištu , koristiti se za postavljanje kursora i pomeranje slika na ekran računar "
7770,Vreće pismo i paket koji se prenositi poštanski služba . 
5809,kratak cevčica koji se ubavuje u cevovod a koristiti se da izmeriti količina tečnost koji proticati kroz cevovod 
12762,novčan jedinica Gvineja Bisao 
12632,ugraviran posveta 
11652,novčan jedinica Gambija 
10383,biti koji od velik klasa sredstvo za čišćenje 
16514,pomorski bitak u druga svetski rat ( @card@ ) 
1772,tropski zimzelen drvo iz familija mirta poreklo iz istočni Indija ali se gajiti i na drugi mesto . 
2541,"koji se ticati Senegal , njegov ljudi i kultura "
7358,"šupljina u udubljenje temporalan kosti , koji okruživati unutrašnji uvo koji činiti zamrsiti sistem cev i šupljina , u vida tvrd sklerotičan kosti "
11725,putovati avion . 
4708,ukloniti posvećenost sa osoba ili objekt . 
9005,prostor za kretanje . 
4814,biljka iz rod Thymus 
9085,od ili u veza sa osoba koji jesam drugi osoba podrediti 
13053,"meso velik pile do @card@ @card@ / @card@ kg , pogodno za pečenje "
9635,Životinja kao mula ili magarac ili konj koji se koristiti za prenos tovar . 
13429,meso neki slatkovodni jestiv riba 
2307,radnja u koji se prodavati cveće i ukrasni bilje . 
13700,biljka južne Evropa s bodljikav lišće i ruzixčastim cvet koji se gajiti zbog jestiv list i koren 
16285,član biti koji od mnogi lingvistički povezan narod centralni i Južne Afrika 
7339,"onaj koji jesam poput paperje , vrlo mek "
12860,evropski praziluk koji se gajiti i koristiti kao praziluk . 
13678,uzak prevlaka koji povezivati malajski poluostrvo i azijski kopno 
13279,elektronski uređaj koji se sastojati od mali kristal silicijumski poluprovodnik koji obavljati razneti funkcija u integrisan kola 
2576,pasaž odabrati iz dug delo 
2727,hokan jezik koji govoriti narod Eselen 
11102,svaki deo veličina koji jesam prihvatiti kao standard merenje ili razmena . 
8603,kandidat koji jesam podmetnuti da biti podeliti opozicija ili sakriti istinski kandidat 
13824,sušen bakalar potopiti u ceđ pre kuvanje da biti postati želatinast 
15733,standardan nemački jezik ; istorijski jesam nastati od zapadnogermanskog 
2998,biti sličan nešto . 
6049,"imati težina ; imati važnost , nositi težina . "
10308,ples kao deo društven okupljanje . 
12113,tipski rod porodica Ambystomatidae . 
4494,buba tvrdokrilac koji na glava imati bodalj 
8998,subjektivan doživljaj da se nešto čuti . 
6614,uljana ili masna materija od koji se sastojati velik deo masnog tkivo kod životinja ili u semenka biljka 
4482,koji se odnositi na Dominikansku republika ili njen stanovnik 
10684,"neki nemetalni mineral - kalcit ili feldspat - koji jesam svetao boja , prozračan i cepati se na sloj "
12958,alkoholni pića ( najčešće piva ) koji se praviti kod kuća 
9364,međunarodan organizacija stvoriti @ord@ godina za zaštita opšti sigurnost 
12627,čin koji pokreše neki sled događaj 
914,mali morski ili slatkovodni riba nalik pastrmka ; živiti u severni voda . 
8747,Argus fazan 
215,stvoriti mišljenje o nešto ili preneti stav . 
4690,dozvola da privatan lice konfiskovati imovina građanin drugi nacija ( država ) 
8072,mali pržen kolač u oblik prsten 
9799,Ženka domaći goveda . 
7671,jedinica za dužina koji iznositi @card@ metar 
9158,suvo beo francuski vino ( obično ili penušav ) proizvesti u dolina Loara 
16062,Nešto što se pokazivati publika . 
612,Uobičajene veverica crvenkastosmeđe iz Evropa i Azija . 
17151,"u logika , iskaz koji jesam uvek tačan "
406,biljka koji se penjati ili uvijati : ? 
8832,Godišnja ili višegodišnji biljka iz tropski Azija koji imati klas mali beo cvet i aromatičan lišće ; jedan od najčešće korišćen trava u kulinarstvo . 
3690,Godišnja ili višegodišnji trava ; sejačica . 
8981,biti koji od različit rod riba . 
1790,zelenkasto-svi viseći lišaj koji rasti na drveće 
13931,dvovalentan radikal CH2 koji se dobijati od metan 
1954,šošonski jezik koji govoriti narod Ute 
9603,geometrijski telo omeđati sa dvanaest podudranih pravilan petougaonka . 
13081,malo zimzelen drvo ili žbun sa aromatičan lišće . 
5830,velik paprat sa dubok koren i usparavnim perast lišće . 
14773,wring the neck of 
14178,postari labav ili labav ili manje čvrst 
17117,Italija jesam podeliti u @card@ oblast iz administrativan razlog 
15508,himalajski jezik koji se govoriti na Tibet 
3628,rod zeljast biljkaka koji imati samo jedan poznat vrsta : ricinus . 
4411,"Korišćenje jezik koji proizvoditi literaran efekt , često ne voditi račun o stvaran značenje ( u retorika ) . "
11945,Sirće koji se praviti od vino . 
8735,koji služiti za merenje . 
16586,ljudi koji jesam prisutan u prostorija . 
4,osnovni jedinica temperatura u Međunarodnom sistema mera 
4094,Jela od patlidžan i mleti jagnjetina sa luka i paradajz u beo sos i mućen jaje . 
7950,prenosiv zaklon ( obično od platno razapet preko kolac i pričvršćen za zemlja pomoću užad i klin ) 
1411,svirati kakav duvački instrument 
1358,"neki od mnogi trava iz rod Taraxacum koji imati dugačak koren , duboko urezan lišće i svetlo žut cvet sa čupav loptica sa seme . "
15088,memorija čiji se sadržaj moći pristupiti i čitati ali se ne moći menjati ( računarstvo ) 
641,Čin stvaranje nešto što jesam različito od materijal od koji se počinjati . 
15596,"o početan rad , ili koji jesam u veza s on ili koji karakterisati početan rad "
15433,toplo ili hladno mešati alkoholni pića sa umućen jaje 
12817,poljoprivredni mašina koji se žeti žito 
929,porodica amerindijanskih jezik koji se govoriti u unutrašnjost kalifornijski dolina 
11382,rasprostraniti rod godišnji i višegodišnji biljka : grbaštica . 
11178,Učiniti taman ili taman . 
12736,"francuski vojnik i pisac od čiji opis seksualan perverizja jesam nastati izraz "" sadtzam "" ( @card@ ) "
1438,sposobnost da se zadovoljiti obligacija kako dospevati . 
5321,biti uključiti u borba . 
676,proceniti vrednost nešto . 
445,"hibrid između grejpfrut i mandarina , gajiti se na Florida "
1150,jedan od dva blizanac koji jesam se razviti iz isti oplođen jaje i imati isti genetski materijal 
717,Drveće i drugi biljka u velik gusto pošumljen područje . 
2028,mineral u čiji jesam sastav metal u dovoljan količina da biti se eksploatisati . 
13130,arhitektonski podloga ili baza ( kao za stub ili statua ) 
7250,aktivan slatkovodni riba ; grgeč i ? 
17244,algonkinski jezik koji govoriti narod Nantikok i Konoj 
12477,"( jidiš ) hrskav zemička sa glazura , okrugao oblik sa rupa u sredina u čiji pripremiti se koristiti kvasac . "
9095,izraziti naglasiti ili autoritativan . 
1892,bezub sisar južne Afrika iAzije čiji jesam telo pokriven ljuska ( pločast rožnat izraštaj ) . 
9017,jedan od dva zvaničan jezik Norveška ; bazirati se na ruralan dijalekt 
11609,verovanje u više bog 
16449,koji jesam altajskog tip ; koji se odnositi na altajski ; koji jesam pisati altajskim 
11389,Zvanično takmičenje u koji se nadmetati dva ili više osoba ili tim . 
9774,neki od raznih biljka iz rod Bidens koji imati žut cvet i bodljikav plod koji se kačiti za krzno i odeća . 
10223,"( star zavet ) u hrišćanski mitologija prvi čovek , Evin muž i praotac ljudski rasa . "
23,rod iz porodica Loranthaceae : @card@ vrsta . 
3692,velik slatkovodni evropski riba koji moći da narasti i do tri metar dužina 
104,označavati generacija ili niz generacija koji slediti roditeljski generacija 
5138,"trivalentan metal , redak zemlja ; javljati se zajendo sa itrijumom ; njegov jedinjenje imati jako namagnetisanje "
14291,"osoba koji pomagati identifikovanje , prevencija ili lečenje bolest ili nemoća . "
7769,"Obrad podatak kod koji jesam rezultat potpuno specifikovan pravilo , posebno obrada koji jesam rezultat jedan instrukcija ( u računarstvo ) . "
14880,"cevast prolaz od sluzav membrana i mišić koji se protezati oko @card@ , @card@ metar od usta do čmar ; imati funkcija u varenje i izlučivanje . "
250,onaj koji jesam stalan ili postojan 
16246,biljka koji rasti u bara i spor potok ; ponekad uključivati Zosteraceae . 
16851,"Zatiljačni spazam mišić , ukočenost vrata . u ležeći položaj telo se oslanjati isključivo na glava i peta , karakterističan jesam za histeričan napadaj . nastajati i kod tetanus , padavica i upao moždani ovojnica . "
16984,Škola koji podučavati student sa udaljen mesto stanovana putem pošta . 
11075,Podorica dikotiledona iz močvaran polje ; iz red Gentianales . 
7790,učiniti siromašnm 
14251,"legendaran arapski ptica za koji se govoriti da periodičan sagorevati i pojavljivati se iz pepeo kao nov feniks ; prema većina verzija u svaki trenutak jesam živeti samo jedan feniks , koji se obnavljati svaki @card@ godina "
11270,period u tok koji jesam nešto funkcionalan ( kao između rođenje i smrt ) . 
6440,Korovska višegodišnji trava puzačica iz južne Afrika . 
6676,proći poput urin 
3362,stanovnik El Salvador ili poreklo iz El Salvador 
12600,moderan čovek i neposredan prethodnik čovek . 
12515,koji mešati vazduh sa benzinski isparenje pre eksplozija 
345,vrlo rasprostraniti ruda gvožđe ; Fe2O3H2O 
2719,Uobičajeni domaći pacov ; gornji sekutić imati kosa ivica . 
2874,"star , izrađen konj . "
10956,Čin uspostavljanje internacionalan nadzor nad nešto . 
14902,pečen pljeskavica od mleven govedina servirati na zemička 
