,Sysnet
16923,"koji se se odnositi na struktura ili jesam izazvan struktura , posebno politički ili ekonomski struktura "
3830,"neki od više mali žućkast ili svetložut moljac čiji larva jesti organski hrana , na primer vuna . "
10335,u star zavet izraelski sudija koji se velik snaga suprotstavljati Filistejcima ; koji jesam ga nakon izdaja njegov žena Dalila zarobiti 
12730,"osoba koji jesam steći diploma neki škola ( srednji škola , koledž ili fakultet ) "
11559,ukrštanje biljka i životinja različit urođen osobina 
15821,neki od raznovrstan trava iz rod Lysimachia . 
18615,uvući vazduh 
13978,"u računarstvo , aplikacija koji se koristiti za stvaranje , pregledanje i uređivanje tekstualan datoteka "
122,radnja koji karakterisati dobro raspoloženje 
13777,putovanje koji se dovijati avion 
13213,nizak evroazijski biljka čiji cvet imati u sredina žut Kruz sa rozikast beo zrakast latica . 
12706,antigen krvni grupa koji imati Rh pozitivan osoba ; ako Rh negativan osoba dobiti transfuzija krv od Rh pozitivan osoba moći doći hemolize ili anemija . 
5900,"Toksičan nemetal u grupa sa sulfurom o telurijumom ' javljati se u više alotropnih oblik ; stabilan siv alotrop nalik metal provoditi elektricitet dobar po svetlo nego u tama i koristiti se u fota ćelija ; javljati se u sulfidni ruda , kao što jesam pirit . "
5217,"testo koji jesam posut cimet , šećer i suv gožđem , urolati i iseći pre pečenje . "
154,"evidencija rezultat , na primer u golf . "
14532,lak i humorističan drama sa srećan kraj 
10120,rasprostranjen i poznat jezik iz kadai jezički porodica 
492,koji žeti da jesti i piti više nego što on jesam potrebno 
8485,grana medicina koji se baviti primena raznih vrsta zračenje u cilj dijagnostikovanje i lečenje stanje odnosno bolest . 
5400,"luka u zapadni Izrael na Sredozemnom mora , uključiti u Tel Aviv @ord@ "
9689,prirodan izvor voditi iz zemlja . 
14580,koji imati zeleniti tokom ceo godina ( o biljka ) 
11619,"klasa žarnjaka kod koji se javljati oba morfološki oblik , polip i meduza "
12747,kaput napavljen od krzno . 
15846,Obučeni radnik koji obavljati neki zanat ili rukotvorina . 
1539,deo grad u koji se vršiti prodaja roba 
2104,"čin gonjenje i ubijanje ili hvatanje divalj životinja , posmatrati kao sport "
10770,velik američki mačka koji podsećati na lav . 
3578,administrativan podela okrug . 
7742,"bistar , bezbojan tečnost koji odvajati mozak i kičmeni moždina od njihov ovojnic "
15126,planinski republika u centralni Evropa ; pod vlast Habzburg ( @card@ ) Austrija jesam držati pod kontrola katolički Evropa i predvoditi jesam evropski politika do @ord@ vek . 
3310,any of various usually poisonous plants of the genus Aconitum having tuberous roots and palmately lobed leaves and blue Or white flowers 
81,stimulans sa nepoželjan posledica 
7653,stalan diplomatski misija na čela sa ministar 
2379,Ženka labud 
917,proizvesti definicija za značenje koji reč 
3470,centralni područje u zgrada koji jesam pod nebo 
6619,voden lokvanj rasprostraniti od Egipat do jugoistočni Azija ; smatrati se svetinja među Egipćanin . 
17386,"rod drveće iz porodica Betulaceae ( na primer , breza ) "
14319,velik intenzitet ili snaga . 
2612,vibracija zemljin kor 
14143,neki do složen protein koji proizvoditi ćelija koji delovati kao katalizator određenih biohemijski reakcija 
10476,"Reći , tvrditi ili obaviti ponovo . "
4761,olovka napraviti od ptičiji pero 
2640,čin izazivanje hipnoza 
18432,"grana matematika koji se baviti granični vrendostima , izvod i integral funkcija "
14636,grupa ostrvo u Karibi 
9968,tipski rod porodica Gruidae : tipičan ždral . 
10222,mali kratkolisna paprat centralni i južne Amerika . 
8936,dolaziti odnekuda . 
7949,glavni i velik grad obala Slonovače 
16355,postaviti u neki položaj . 
7825,Mašin koji štampati . 
5149,osnovni novčan jedinica Gvatemala 
487,od gvožđe ili koji sadržati gvožđe . 
14141,irvas ili sob . 
9830,blokada koji se sastojati od objekt dizajniran da kakav rupa do ivica popuna 
1244,Ženka konj . 
5972,"zaslađen kaša napraviti od tapioke , brašno ili ovsene kaša , kuvati kratko u mleko ili voditi "
14822,"eliptičan upotreba "" zavisiti od "" "
8741,"uređaj koji se sastojati od skup taster ili dirka na pisaći mašina , slovoslagaćoj mašina ili računar "
9823,Obično se ograničavati na kondor s anda . 
6748,učtivo šta naručiti ; izrazit želja za šta 
6359,rukopis za film koji uključivati dijalog i opis lik i scenografija 
11292,destilovan jak sajder 
8490,ukrcavanje na brod i njegov pretraživanje na otvoren mora . 
3827,projekt od ličan interes za neki 
3143,odnos nalegnuti stranica i hipotenuza u pravougli trougao 
14582,Višegodišnja južnoevropski trava sa uzak lišće i pojedinačan žut cvetan glavica i dugačak jestiv koren koji imati crn kor i oblik šargarepa . 
10844,poruka koji opisivati kako nešto trebati da biti uraditi 
8064,siv delfin sa spljošten nos ; čest u severni more . 
5194,čin sečenje nešto ( kao drvo ) 
8123,zgrada u koji jesam bar koji imati dozvola da služiti alkoholni pića . 
872,Čin eksplodiranje . 
17943,Obožavanje koji pripadati samo bog 
2177,južnoamerički reka od kje nastajati Rio de la Plat 
785,"sračunat upotreba nasilje ( ili pretnja nasilje ) protiv civil kako biti se postignuti cilj koji jesam politički ili verski ili ideološki priroda - taj se radi zastrašivanje , prinuda ili ucena "
33,stanje biti nezaposlen ili nemati posati . 
12827,porodica dvosupnica iz red Sapindales koji se javljati uglavnom u severni umeren područje . 
13219,"povezan veza , kao npr . vagon s lokomotiva i međusobno "
7165,materijal koji se koristiti zbog svoj boja . 
17478,"deo severni Tihog okean , između Aljaska i Sibir ; povezati sa severni leden okean Beringovim moreuz "
10006,biti koji štapičasta baterija 
3209,zlatan italijanski liker začinjen bilje 
19249,o alografima ili koji se odnositi na alografe 
11018,Noćna divalj mačka iz centralni i južne Amerika koji imati svetložut i smeđ krzno sa taman pega . 
9729,CA 
18505,učenik u semenište ( posebno rimokatolički semenište ) 
6133,"Karlični položaj jesam položaj beba u materica zadnjica ili noga nadole , odnosno kada se u donji delo materica napipavati zadnjica ili noga plod , i sreća se prosečno kod @card@ odsto žena . sam taj dolaziti do karlični porođaj . "
521,žut ovalan plod sočan i kislele unutrašnjost 
6221,Način na koji se voditi pravni i skupštinsi postupak . 
11149,evroazijski javor sa bledosiv kor koji se ljuštiti ; lišće imati ? i žut ujesen . 
815,Dan na koji se ne raditi po običaj ili zakon . 
2826,dužina ili tip vremenski aktivnost označen glagol 
19424,kratak govor ( često u stih ) uputiti direktno publika od glumac na kraj komad 
10461,deo morati ili okean koji jesam velik delo okružen kopno 
16013,"paprikaš od meso , povrće i brodski dvopek koji jesti mornar "
17269,ulaz u biti koji telesni šupljina 
6946,proces koji određivati atomski i molekularan sastav i struktura uključen materija 
1639,novčan jedinica Uzbekistan 
8911,smeđ mineral sulfid gvožđe ( fes ) koji imati slab magnetski svojstvo 
1981,ples francuski poreklo koji izvoditi ženski trupa 
1839,slikar koji raditi mural . 
3352,reč koji izražavati atribut nešto 
1261,virus koji jesam pathogen životinja 
11261,velik ravnica bez drveće ( u istočni Rusija i Sibir ) . 
4674,neki rasa pas koji se koristiti za lov ; karakerišu i dugačak opušten uši . 
1819,ćelija sunđer koji posedovati bič ( flagellum ) a oko on imati ogrlica citoplazme ; onaj održavati protok voditi kroz telo 
8527,koji se ticati Kristofer Kolumbo 
756,materijal od germanijum ili silicijum čiji jesam električni provodnost između provodnosti metal i izolator 
5445,tipski rod porodica Scolopacidae : šljuka star svet 
14766,Severnoamerički rakun . 
16027,zvezda koji se koristiti kao referentan tačka u navigacija u astronomija 
14475,osnovni novčan jedinica u Australija i Nauru 
496,navodni supstanca za koji se verovati da obezbeđivati večan život ; nekada jesam jesam tražiti alhemičar 
15305,o blastomeri ili koji se odnositi na blastomeru 
14754,srednjovekovan normanski dijalekt starofrancuskog 
13788,"u fizika , velik vrednost koji dostignuti u tok jedan perioda ma kakav veličina joja jesam podložan periodičan promena "
5478,velik jestiv morski ljuskar koji imati velik štipaljka na prednji ud . 
14500,ukloniti . 
9582,ptica koji imati zigodaktilne nogica . 
16098,kultivisan evropski ribizla koji nositi mali jestiv crven bobica . 
12871,"mućen jaje ili mešavina od jaje kratko pržen ; moći biti složiti oko šunka , sir i žele "
1861,italijanski kompozitor opera ( @card@ ) . 
13072,"anaeroban ili mikroaerofilne štapičaste ili vretenast saprofite ; gotovo svuda širom svet zastupiti u zemljište , crevo životinja ili izmet "
2831,"koji jesam u sklad sa fiksiran redosled , procedura ili princip . "
5611,Biserka 
16745,monarhija na čiji jesam čela gralj ili kraljica 
16662,Moguća alternativa . 
12477,"bucanj ; morski kovčeg , bodljikav dvozupka . "
13572,deo ljudski noga između koleno i skočni zglob 
1995,prestonica i velik grad Švedska ; smešten u južnoj Švedska na Baltik . 
9306,dobijati se od pržen mleven zrno kakao . 
4666,"ispuštai neujednačen zvuk , koji varirati u pogled jačina i učestalost "
12408,visok zemaljski ptica : noj . 
1335,beo arktički strnadica 
12761,radnja u koji se prodavati ženski odeća i nakit . 
4058,reka koji proticati kroz Njujork 
10136,tipski rod porodica Glareolidae : čcičavac zmijavac 
4984,čin probijanje ili bušenje . 
11497,grana biologija koji se baviti komparativan izučavanje socijalan organizacija životinja ( uključivati ljudski biće ) u odnos na njihov evolutivan istorija 
13398,veza koji uključivati vreme . 
14917,biti uključiti u borba . 
16020,novčan jedinica u Sao Toma i Princip 
16935,advokat koji zastupati odbrana . 
6237,velik odeljak gljiva heterogen oblik za koji jesam poznat stadijum polni oplođavanje . 
5105,( računarstvo ) oblast ekran u grafički korisnički interfejs na koji se pojavljivati ikonica i prozor 
9433,Ožiljak gde jesam biti privezati pupčani vrpca . 
13897,grupa prav bakterija 
16159,Saprofitna gljiva iz razred Agaricales koji imati klobuk u oblik kišobran sa listić s donji strana . 
11195,mali rod gusteti godišnje zeljast biljka . 
685,trud pun napor za postizanje ciljati . 
232,Dikotiledonski rod iz porodica Primulaceae . 
7034,uspravan gustorazgranata grmolik višegodišnji biljka iz tropski područje star svet . 
9973,ugarski jezik ( blizak mađarski ) koji govoriti Voguli 
11733,"siv metal redak zemlja , koristiti se u specijalan legura ; javljati se u monacitu i bastnazitu "
4020,knjiga nameniti brz i efektivan spremanje neki gradivo 
9928,osnovni novčan jedinica Bolivija 
3000,neki ko govoriti podstaknuti božanski inspiracija ; neki ko tumačiti božji volja 
5511,rastegnuti se kao od unutrašnji pritisak . 
9296,evropski godišnji biljka sa svetloružičast cvet ; gajiti se ili rste kao korov na njiva . 
11863,rod nizak drveće i žbunje iz porodica Staphylaceae . 
5434,( upotrebiti u značenje reč ili tekst ) koji jesam doslvan ; koji koristiti metafora 
12518,izučavanje jezik povezati sa sociokulturnim kontekst 
19279,novčan jedinica Pakistan 
6446,"u akušerstvo , žena koji se poroditi po prvi put . "
9144,tisa 
9263,preneti neki sav stav ili mišljenje 
357,porcija koji jesam odsečen od velik delo . 
6644,"trava sa širok pljosnat lišće koji se gajiti u Evropa i Amerika za ispaša , sena i za lej . "
7981,alat koji pokretati motor . 
13722,koji se odnositi na glagolski način koji se izražavati želja ili nada 
5315,praksa ili način pripremanje hrana ili hrana tako pripremljen . 
2063,poslovanje koji obezbeđivati usluga turista 
3894,grčki geometričar iz III vek p.n.e. 
4908,dati na razmatranje 
5927,koji se odnositi na mitrizam - misteriozan religija koji se praktikovati u Rimskom cartsvu - ili njegov bogovime 
3963,uzgajati se zbog zadebljao jestiv aromatičan koren . 
14263,vrsta mali golub 
18376,meso piletina ( ili drugi živina ) prepoloviti po dužina i peći na roštilj ( često odmah posle klanjati ) 
6121,automatski prilagođavanje fokusne dužina sočivo oka 
3124,karta za igranje koji imati na lice simbol detelina . 
14314,prezent koji se koristiti kako biti se opisati prošli radnja ili stanje 
12883,velik flota koji jesam iz Španija poslati protiv Engleska kralj Filip II @card@ 
4819,zatvoren posuda u koji se voda pretvarati u para . 
7328,učiniti manje jak ili intenzivan ; smekšati 
13404,bantu jezik 
9769,"o tragikomedija , koji se odnositi na tragikomedija ili jesam karakterističan za tragikomedija "
4638,Vina čiji jesam boja taman crvenakoje se dobijati od kožica crn grožđe . 
5626,vrlo razgranat i uglavnom zimzelen drveće i poneki žbunje koji imati usko igličast lošće . 
2792,primena pritisak 
16633,prokariotske bakterija i modrozelen alga i različit primitivan patogen ; zbog nedostatak konsenzus kako da se podeliti organizam u kola ( lat . phylum ) dati jesam neformalan ime za glavnu podela 
2296,"kompilator ili pisac rečnik , izučavalac leksički komponenta jezik "
11508,poneti nešto ili neki sa sebe negde . 
18645,govor mlad dete u razvoj 
17329,"u računarstvo , struktura i organizacija računarski hardver ili sistemski softver "
6109,riba koji se nalaziti u Atlantik u sad 
3054,kristalan amino-kiselina koji sadržati sumpor ; nalaziti se u protein i važan jesam za ishrana 
17618,Uređaj koji ubacivati svež vazduh i izbacivati prljav . 
3939,"poziv na sud koji se nalagati prisustvo optužen , ( obično po privatan tužba ) ; nepojavljivanje optužen rezultirati donošenje presuda zbog izostanak ( na šteta optužen ) "
13666,insekt koji imati u usta deo za griženje i prednji krilo modifikovati tako da obrazovati rožnat omot koji prekrivati opnast stražnji krilo . 
5921,velik rasprostranjen porodica uglavnom višegodišnji biljka i penjačica : prstac ; gajiti se kao ukrasni biljka . 
18569,vrsta mali ružan sltakovodne riba ; imati bodalj nalik na rog . 
18805,drevan iranski jezik 
1036,voće u oblik šljiva od beo do skoro crn boja koji se koristiti za zimnica ; tropski američki 
16438,neki od brojni biljka iz porodica tikva sa tvrd kor i sladak sočan meso . 
13111,osoba koji pozivati gostiti na društven događaj ( kao što jesam zabava u njen kuća ) i koji jesam odgovoran za ona dok jesam tamo 
14738,radnja u koji se prodavati poslastica . 
10912,bezrep majmun iz porodica Pongidae i Hylobatidae . 
16351,Događaj koji se ponavljati u određenim interval . 
18433,"sresti se s nešto , na primer slučajno . "
11358,afrički tikva sa jestiv pulpa 
4205,grub tkanina čiji tkanje nalikovati košara . 
9292,svojstvo posedovanje materijalan vrednost : obično se iskazivati novčan iznos koji biti nešto doneti da se prodati . 
17796,Stepenište od jedan sprat do odmorište ili do drugi sprat . 
1156,porodica uralsko-altajskih jezik 
15130,stanovnik Kuvajt ili poreklo iz Kuvajt 
17934,biti koji od organ koji sintetizovati supstanca koji jesam telo potreban i ispuštati ona kroz duktus ili direktno u krvotok . 
14170,dvosmislenost ( posebno u tekst zakon ili ugovor ) koji omogućavati da se kakav teškoća ili obaveza izbegnuti 
14387,"biljka koji imati sabljast lišće , uspravan stabljika i cvetati cvet jak boja koji imati tri latica i tri ? "
4592,napasti izneneda . 
1621,tipski rod porodica Alaudidae : ševa . 
11069,"ponovo uspostaviti na nov , obiyno dobar , osnova ; učiniti da nešto biti kao nov . "
8868,"Žunasta biljka sa aromatičan sivozelen lišće , koristiti se za kuvanje . "
334,"neki drvo iz rod Morus , imati jestiv plod koji ličiti na kupina . "
1447,grana antropologija koji se baviti geneza ljudski biće i raznima varijacija 
10424,u neki klasifikacija ne uključivati Leguminosae . 
16985,biti koji karakter iz starogermanskog alfabet koji se koristiti u Skandinavija od @ord@ vek do srednji vek 
17241,( odnositi se na zvuk ili glas ) ; proizvoditi visok ton 
9206,biti koji serija trikliničkih feldspara koji formirati stena 
9672,Jela koji se peći u posuda koji jesam obložiti testo i koji jesam i samo često prekriti testo . 
2842,grana austroazijskih jezik 
10829,jedinica koji se koristiti da mera težina 
9419,sistem pomoću koji se preko pošta slati poruka . 
6496,trepljaste protozoa koji imati peharasto telo sa retraktilnom stabljika ( stabljika koji se uvlačiti ) 
5157,strana koji se viditi ili koji prvi dolaziti . 
13204,osnovni deo pisan delo ( za razlika od ilustracija ili fusnota itd . ) 
2656,GT 
7017,velik vojni flota 
4769,muskogijski jezik koji govoriti narod Koasati 
10026,forma stih sačiniti od @card@ stih sa ustaljen šema rimovanje 
14617,sladak jabukovača zagrejati sa začin i citrusima 
4772,koji se ticati El Salvador 
6739,šupljina u lobanja u koji jesam smestiti očni jabučica 
8301,Čin venčanje ; bračni ceremonija . 
16832,"država na sever Afrika , izlaziti na sredozemni mora , uglavnom jesam činiti pustinja "
13959,stručnjak za kriminologija 
5448,čin koji se nešto identifikovati 
10133,mali fleksibilan cev koji se ubacivati u telo da biti se omogućiti oticanje ili ubrizgavanje tečnost ili da biti prolaz ostati otvoriti . 
13904,grupa penutskih jezik koji se govoriti zapadno od reka Sakramento 
14229,odnositi se na glagol koji izražavati radnja ( ' trčati ' ) 
3071,Čin prenos nešto sa jedan mesto na drugi . 
12083,velik beo čaplja 
14685,nerv koji sprovoditi impuls do mišić ili žlezda 
10618,grafički reprezentacija program koji koristiti formalan logika 
2460,lako zapaljiv masa sastaviti od benzin i natrijum-palmita 
9904,vrsta vrlo visok bor taman kor 
6787,"dodeliti dužnost , odgovornost ili obaveza neki . "
1827,"velik smeđ morski trava , često vrlo dugačak "
2297,"a reduced Or scarcely developed leaf at the start of a Plant 's life ( i.e. , cotyledons ) Or in the early stages of leaf development "
1471,"Povećavati veličina prirodan proces ; o žvoj tvar , kao što jesam biljka i životinja . "
11090,platiti novac za neki urađen posao ili usluga . 
12919,veoma mali kanal . 
742,uzastopno poređati skup stvar ili događaj ili ideja u koji jesam svaki naredni član povezati sa prethodan 
11390,koji raditi uz minimalan intervencija čovek ; nezavistan od spoljašnji kontrola 
7768,osoba koji jesam često u društvo drugi 
15631,mirovan sporazum koji jesam okončati Tridesetogodišnji rat @card@ 
11527,"ostrvo u jugoistočni Azija , @card@ milja od obala Kina "
16153,pojava iz gramatika latinski - imenica i njen modifikator koji funkcionisati kao modifikator rečenica 
5296,biljka iz rod Tofieldia koji imati prava lišće i mali cvet . 
11420,dug depresija strm ivica na dan okean 
595,smola dobiti od biljka 
8625,"poluostrvo na severoistok Egipat , na severni kraj crven mora "
3542,neki od brojni višegodišnji lukovixyastih biljka koji imati prava lišće i obično samo jedan upadljiv cvet . 
7199,drven duvački instrument koji imati jedan jezičak od trska . 
16949,repa beo koren 
16530,rod iz familija Felidae : prav mačka i većina divalj mačka . 
6191,stanovnik Berlin 
15190,"na primer , preći ruka preko predmet . "
12388,unos sa lista osoba koji jesam doprineti film ili pisan rad 
10576,rod bakterija 
7437,"rod jestiv gljica koji imati beo spor , ? annulus i plav sok ; neki izazivati truljenje koren . "
886,beo mineral koji se sastojati od silikat ; nalaziti se u vulkanski stena 
15404,pribor za pisanje koji imati vrh sa koji kapati mastilo . 
11924,veštački oprema koji kružiti oko zemlja ili Mesec 
72,nepokolebljiv verovanje u nešto bez potreba za dokaz ili nalaz 
5725,tresti brzo i nevoljno . 
9625,"ponoviti pokret ud i telo pri plivanje , veslanje i sl . "
3065,metalan ili papirni medijum za razmena koji jesam u tekući upotreba . 
5749,"list imati aroma limun , dodavati se salata , jelo od povrće i divljač . "
9936,period od @card@ godina 
15030,tipičan ili po šta se razlikovati 
