,Sysnet
16527,Porodica biljaka cvetnica iz razreda Caryophyllales.
1637,"Hrana koja se priprema u pećnici, kao hleb, kolači i sl."
11893,vratilo na kome se okreće točak
16404,knjiga u kojoj je sažeto izložena informacija o temi ili mestu
12643,Čin kada se odlučujete za nešto.
14888,Bogat kolač koji potiče sa Srednjeg Istoka; pravi se od tankih kora koje se filuju medom i orašastim voćem.
13534,"Uklanjanje prepreka, ograničenja."
15875,Soba koja se koristi prvenstveno za spavanje.
11616,sir koji sadrži plave plesni
15187,predstava u umu u obliku ideje ili slike
14143,"Velika, obično metalna, posuda za gasove i tečnosti."
12599,"pasulj krupnog zrna, tamno-crvene boje"
8747,argus fazan
15659,revolucija u Francuskoj kada je srušena monarhija 1789-1799
9421,kanal za brodove dugačak 40 milja preko Panamskog zemljouz koji su uzgradile SAD (1904-1914)
8045,Mesec koji je između maja i jula.
15084,"kontinentalna zemlja u centralnoj Africi, stekla nezavisnost 1960 1960"
11215,Proparati kožu (na delu tela) grebući je.
5203,radno mesto za pranje i peglanje odeće
12713,udavke Starog sveta
5790,grana tai jezika
3053,Veza koja uključuje vreme.
8624,merač koji meri strujanje struje u amperima
5020,puding od rendane šargarepe
7441,U psihoanalizi postoji i tumačenje da roditeljske figure ( i njihove vrednosti ) se projektuju na dete. Glas savesti je obično glas  jednog od roditelja.
8979,"Rod krupnih jednogodišnjih biljaka poreklomiz Azije, široko rasprostranjenje u umerenim područjima; u nekim klasifikacijama se uključuje u porodicu Moraceae."
12651,Odenuti se.
33,Muzički instrument sa žicama; na korpusu kruškastog oblika; ima manje žica od laute (4-6 pari).
3444,prenosiva pravougaona putna torba za nošenje odeće
10634,onaj kojem je određeno mesto u skali na osnovu procene ili ranga;
14325,deo prednje četvrti od vrata do rebara uključujući i plećku
4960,božanstvo koje se obožavali u drevnom Rimu
9212,Smanjiti intenzitet nečega; obuzdati; zadržati u granicama.
16503,"recirpočni odnos izmđu nezavisnih entiteta - predmeta, osoba ili grupa"
15818,Porodica biljaka iz reda Geraniales; imaju koštuničav plod.
13108,konačni detaljan rukopis za pravljenje filma ili TV programa
182,"onaj kojem se ne može ukazati poverenje, u koga se ne možemo pouzdati"
12348,nauka o zemlji koja se bavi fenomenom atmosfere (posebno vremenskih prilika)
1820,Primitivni vodeni kičmenjaci.
7450,Nameravana ideja.
2741,Diskusija čija namera je da dovede do sporazuma.
17083,Reč ili fraza koja se isto čita i s leva u desno i s desna u levo.
1307,sudbina koja prede nit života
9887,Pokretno parče tkiva koje je delimično povezano s telom.
8285,papir sa linijama na kome mogu da se crtaju garfikoni
9889,elektroda sa pozitivnim punjenjem preko koje elektroni napuštaju električni uređaj
16388,(računarstvo) operacije čitanja ili pisanja uskladištenih informacija
10293,"deo Severnog ledenog okeana, severno od Sibira i istočno od Barencovog mora; pokriveno ledom najveći deo godine"
9672,"visina, posebno iznad nivoa mora ili iznad zemlje"
2634,danas izumrli tračko-frigijski jezik kojim su govorili nekadašnji stanovnici Frigije; sačuvan je na samo nekoliko zapisa
8158,korišćenje statističke korelacije da bise izračunala jačina veze između promenljivih
14100,"operativno, hirurško otvaranje trbušne puplje"
2240,aktivna snaga tela ili duha
15408,Padavine koje dolaze iz oblaka u obliku ledenih kristala.
16298,Praviti suvi puckavi zvuk; o svili i lišću.
1399,u grčkoj mitologiji jedna od tri Gorgone
4372,produžiti rok da se šta plati
16242,Vozilo koje može da leti.
2862,uzrokovati da se neko ili nešto kreće vožnjom
6644,reka u Francuskoj koja prolazi kroz Pariz i uliva se u Engleski kanal
14514,Lazarkinja
5067,"Karakteristično stanje osećanja, uobičajeno ili relativno privremeno."
16857,Delfini.
3378,pozorišni izvođač
17188,velika afrička antilopa sa gugačkim skoro uspravnim rogovima
14570,Lisice
14293,osoba koja pripada političkoj levici
15836,verovanje u i zagovaranje monarhije kao političkog sistema
13938,Biti vlasnik nečega.
6826,Koga seksualno privlače pripadnici istog pola.
4435,"Golubovi, gugutke, ???; izumrli dodo."
8419,čadski jezik kojim se govori u severnoj Nigeriji
9398,parče ribe dobijeno poprečnim presekom
15238,između ranog ili kasnog vremenskog perioda
3400,"Mekan nesegmentiran morski crv, sposoban da se izdužuje i skuplja."
6673,grupa picornavirusa koja inficira gastrointestinalni trakt a može se proširiti i na druge delove (naročito nervni sistem)
8110,evropski vodenjak
13820,"kitovi pločani: pravi kitovi, brazdasti kitovi"
11714,vrsta salate koja za osnovu ima seckani krompir
7398,"biti uperen u određenom pravcu, često u odnosu na drugu referentnu tačku; čemu nasuprot biti"
13432,Tipski rod porodice Amphioxidae.
168,Zabava koja drži pažnju.
10096,broj pojavljivanja u datom vremenskom periodu
16381,Kombinovati zajedno ili s nečim drugim.
36,Film ili TV program koji predstavlja činjenice o stvarnim ljudima i događajima.
4408,složeni ester koji se koristi za izradu tkanina ili plastike
6898,meso odraslog domaćeg govečeta
8642,Čin promene količine ili veličine nečega.
1982,"deo Severnog Atlantskog okeana, između Britanskih ostrva i Skandinavije; nafta je oktrivena u ovom moru 1970"
13222,Jevrejski praznik kojim se slavi šesti Sivan kojim se slavi Mozesovo primanje deset zapovesti
16276,Ružičasto vino koje se pravi od crvenog/crnog grožđa komee kožica uklanja tek pošto je fermentacija počela.
1036,drvo Severne Amerike iz roda Liquidambar
15707,glavni grad Tuvalua
128,"Umetnik koji pravi ilustracije za knjige, časopise i reklame."
1436,Pravougaoni okvir sa ručkama na obe strane; nose ga dvoje ljudi.
14341,zlatan italijanski liker začinjen biljem
11041,desna stranica knjige
15964,koji je napisan autorovim rukopisom
4972,"Posuda za kuvanje koja služi za poširanje hrane, npr. jaja ili ribe."
4134,Veliki izduženi som centralne i istočne Evrope.
16093,"težak, krt trivalentan metal, po hemijskim svojstvima sličan arsenu i antimonu; obično se pornalazi u rudama drugih metala"
5693,levkasti oblik rečnog toka kada se približi ušću u more u kome se mešaju morska i slatka voda
6534,mali neformalni društveni skup
545,barske kokoke ili kokošice; liske.
11952,glavni i najveći grad Fidžija; na ostrvu Viti Levu
16115,Grupa ljudi koji imaju približno iste godine.
12527,"U gramatici reč pomoću koje se izražava količina, kao ""petnaest"" i ""mnogi""."
11885,iseći u komade
17255,pivo sa velikim procentom alkohola; po zakonu se smatra previše jakim da bi se prodavalo kao pivo
6599,glavni i najveći grad Papue Nove Gvineje
11225,uzrokuje usvajanje nove ili druge religije
11660,pollack
16850,novčana jedinica Kostarike
3809,koji obuhvata sve
4811,proces u kom se primenjuje psihoanalitička teorija.
17202,napraviti ponudu; u svim vrstama pravnih dogovora
4980,Proces ili način kako nešto funkcioniše.
16299,Česta evropska korovska biljka.
4725,"precizno pravilo, ili skup pravila, koje specifikuje kako treba rešiti neki problem"
14176,"lipovo drvo, kao građa i gorivo"
7086,stanovnik Perua ili poreklom iz Perua
5092,navodna supstanca za koju se veruje da obezbeđuje večan život; nekada su je tražili alhemičari
8857,Evropski ?dory.
3318,"dve šerpe, jedna unutar druge"
8689,ponavljanje reči ili fraze kao početak sukcesivnih klauza
6025,Ići u procesiji.
7912,dravidski jezik kojim se govori u južnom delu centralne Indije
7712,korektivni uređaj koji se sastoji od zamene za deo tela
7442,prerijski psi
2696,New World vipers with hollow fangs and a heat-sensitive pit on each side of the head
1890,vrsta novinarstva koja dešavanja predstavlja uglavnom fotografijama
14133,znak koji ukazuje na to da se naglasak nalazi na datom slogu
14719,numerisati stranice knjige ili rukopisa
16934,Govorni čin kojim se nešto prigovara.
4660,izvršavanje dva ili više računarskih programa od strane jednog računara
9492,tabinje
13729,"pilula koja sadrži više vitamina, pije se kao doupna ishrani"
4716,Jastreb koji lovi po livadama i močvaram male suvozemne životinje.
6607,"guma napravljena od ojačane gume i napunjenaom pod pritiskom, koristi se za motorna vozila, bicikle, i sl. vazduh bičcles etc"
14801,veoma kisela crvena bobica koja se koristi za sos ili sok
13549,slatko mesnato crveno voće
4039,Raspodeliti u skladu sa nekim planom ili odvojiti za posebne namene.
14873,Visoka palma čiji plod je kokos; široko se gaji u tropskom pojasu.
3304,mladunče praseta
3218,proučavanje mitova
10521,"raditi na određenom mestu, u određenoj oblasti ili u određenoj specijalnosti"
1405,gumena cev na naduvavanje koja se nalazi unutar pneumatske gume
11177,Novac napravljen od zlata.
11165,"Mali lemur sa dugačkim repom, živi u jugozapadnom Madagaskaru."
11802,male crne bobice koje se koriste za džemove i marmelade
5556,jednostavan oblik koji se uzima za zajedničku osnovu iz koje se srodne reči u nekoliko jezika mogu izvoditi jezičkim procesima
2733,Deo kontinentalne margine između kontinentalnog šellfa i kontinentalnog podnožja blagog nagiba (3-6 stepeni).
16263,Vodeni sisar mesožder koji ima izduženo telo specijalizovano za prlivanje udovima koji su pretvoreni u peraja.
10168,emitovati fine čestice gara
11276,o ornitologiji ili koji se odnosi na ornitologiju
14958,glavna poruka u komunikaciji
6331,osnovna novčana jedinica Republike Gvineje
14203,"U grčkoj mitologiji sin Dedalusa; dok jer bežao sa Krita sa svojim ocem uz pomoć krila koja Dedalus napravio leteo je suviše blizu sunca pa se vosak otopio, one je pao u Egejsko more i udavio se"
12480,visoko mesto
12525,izumrli jezik semitskog naroda koji je okupirao Kanan pre izraelskog osvajanja
11991,genus of dicotyledonous flowering plants regarded as among the most primitive of extant angiosperms
5646,Noćni sisar nalik mišu čiji su prednji udovi modifikovani u opnom prevučena krila; ima anatomske adaptacije za eholociranje pomoću čega vrši navigaciju.
15037,Višegodišnja zeljasta biljka od mediterana preko Indije do istočne Azije.
15257,činiti zvuke slične žuboru vode
4336,elektrostatički štampač koji koristi laserski zrak da prenese sliku na papir
7005,losovi
15801,skupljanje zrelih plodova
16982,Precizno mesto negde; prostorno ograničeno mesto.
178,"koji pobuđuje poštovanje, divljenje ili čuđenje"
595,Tipski rod porodice Anatidae: slatkovodne patke.
5760,Bodljivac Starog sveta živi na zemlji ili pod zemljom.
3989,džemper koji se stavlja tako što ga povlači preko glave
598,čin kojim se nešto identifikuje
9002,Ustavna monarhija koja zauzima Japanski arhipelag; svetski lider u elektronskoj i automobilskoj proizvodnji i brodogradnji.
3239,Neka od raznovrsnih biljaka iz roda Lamium koja ima grupe malih obično purpurastih cvetova sa dve usne.
13910,U rimskoj mitologiji boginja zore; u grčkoj mitologiji joj odgovara boginja Eos
12449,korišćenje zamenice ili druge zamenske reči umesto ponavljanja reči
16356,"esej, članak (posebno onaj napisan kao zadatak)"
7839,"Morska riba sa velikom i širokom glavom, crvenkaste boje sa otrovnim štrim bodljama."
13013,Svaki gušter iz roda Moloch.
4099,smestiti u datoteku
6537,"onaj koji sklapa ugovor, kontrakt s nekim licem ili ustanovom"
194,koji oseća ili pokazuje ljubav i naklonost
7318,meso sitne živine koja se gaji za pečenje
3851,Pas koji je treniran da ide s lovcima koji love divljač poškama.
14037,Uzimati ili konzumirati redovno ili često.
1463,Maštoviti britanski pisac koji se bavio temama društvene pravde (1903-1950).
497,"Neznna uvijuša iz Severne Afrike sa svetlozelenim pljosnatim stabljikama i sjajnim lišćem, gaji se kao ukrasno bilje."
9210,Arachnid koji obično ima organe za proizvodnju svilenih niti na zadnjem delu tela; oni predu niti da bi pravili gnezda za jaja ili da bi pravili zamke za plen.
391,promenljiva veličina koja može da se rastavi u komponente
10424,"Veliki i komplikovan crvenkasto-braon žlezdani organkoji se  nalazi u gornjem desnom delu trbušne duplje. Luči žuč i ima funkcije u metabolizmu proteina,ugljenih hidrata i masti. Sintetiše supstance uključene u zgrušavanje krvi, vitamin A, detoksifikuje otrovne supstance i razgrađuje  eritrocita koji su nefunkcionalni."
14231,Govoriti isprekidano.
2709,Čin ukrašavanja nečega (u nadi da će od toga privlačnije izgledati).
14911,"koji se odnosi na Škotsku, njene ljude i kulturu"
653,jova
2787,"heliozoe, radiolarije"
15015,"Nauka o reljefu zemlje, koja se bavi oblicima reljefa sa različitih aspekata."
8476,album za autograme
11231,Četvrta koordinata koja je potrebna uz tri prostorne da bi se specifikovao neki događaj.
14364,dobiti akademsko zvanje po svršetku studija
11328,Vrsta organskog jedinjenja.
1506,zaslađena masa koja se može duže vremena da se žvaće
17232,Otrovna biljka koja cveta u jesen; koristi se u medicini; poreklom iz zapadne i cnetralne Evrope.
14057,obožavanje vatre
16495,metalni ili plastični disk koji se može koristiti kao zamena za novčiće u raznim mašinama
10239,bela roba u kojoj se hrana može čuvati na niskim temperaturama
7718,"akrobatski poduhvat u kojem se noge obrću iznad glave (napred ili nazad), pa se vraćaju nazad"
16269,novčana jedinica Tanzanije
15441,"Čin prepravljanja nečega (na primer, veličine odeće)."
3187,Načiniti planove za nešto.
2417,"Zadnje su mu noge duže od prednjih; ušne školjke su mu male., a rep kratak; živi u manjim zajednicama i parovima."
3255,Geometrijski element koji ima položaj ali ne i dimenzije.
199,tuga izražena plakanjem
12888,upotreba ideograma u pisanju
12576,revolucija Američkih kolonija protiv Velike Britanije 1775-1783
8966,"izotopi su atomi hemijskog elementa čije jezgro ima isti atomski broj,  ali različitu atomsku masu, zbog različitog broja neutrona u jezgru."
15675,germanski dijalekat kojim se govori u severnoj Nemačkoj
4187,filozofska teorija kritike (obično književnosti ili filma) koja pokušava da izloži duboko ukorenjene kontradikcije u kojem delu analizom koja grebe ispod površinskog značenja tog dela
15731,Oblik veoma tanke zlatne folije.
12615,Sputati pomoću brave
16087,grafička reprezentacija programa koja koristi formalnu logiku
16763,"Tanka riba koja živi u dubinama tropskih mora, dugačka 3-6 metara, ima crveno leđno perajo."
473,Glavna strana sveta 90 stepeni od severa ako se ide u smeru kazaljke na satu.
11573,jelo od pirinča sa morskim plodovima obojeno šafranom
1800,Kruta razgranata jednogodišnja biljka iz starog sveta sa bledim žutim cvetovima; široko rasprostranjena i u Severnoj Americi; nekad se koristila u medicini.
12979,"Posebna sekcija zakonskog dokumenta, kakvi su statuti, ugovori ili testamenti."
3905,"Vizuelno predstavljanje, recimo fotografijom ili slikom."
11259,koji se odnosi na Alpe i stanovnike
6330,meso velike tune
12372,koji se odnosi na sekvencijalno izvršavanje više operacija
14060,radioaktivan transuranski element; otkriven prilikom bombardovanja kurijuma alfa česticama
281,lišiti slobode; držati u zatvoru
1221,slatkovodna patka s pljosnatim kljunom
1831,Zrelo reproduktivno telo biljke semenjače.
12818,ukazati znacima
9990,građanski rat u Španije u kome je general Franko uspeo da obori republikanski parlament (1936-1939)
8215,"crvenkasti olovni oksdi (Pb3O4) koji se koristi kao pigment za boje, u proizvodnji stakla i keramike"
14102,"Veliki rod višegodišnjih i dvogodišnjih gomoljasta biljaka prodornog mirisa: beli luk, praziluk, luk, vlašac."
8452,sijuski jezik kojim govori narod Senti
4630,Siser nalik mački koji luči cibet koji se koristi u parfemima.
5987,Proces donošenja na svet potomaka.
12165,tipski rod porodice Sturnidae: običan čvorak
4490,Slatkovodna riba sa izduženim čeljustima; peca se kao izvor hrane.
4144,čin gledanja ili viđenja ili posmatranja
9132,"Lagani zaštitni šlem, od plastike ili metala, koji nose radnici na građevinama."
4556,Veliki rod drveća i žbunja sa jagodastim plodom.
4363,Grupa nezavisnih ali međusobno povezanih elemenata koji čine jedinstvenu celinu.
10528,grana fizike koja se bavi emisijom i efektima elektrona i korišćenjem elektronskih uređaja
7095,korišćenje računara za prevođenje s jednog jezika na drugi
2720,Medicinski instrument koji se koristi u hirurgiji.
9278,"sušeni pasulj kuvan, pasiran i onda pržen u masti sa raznim začinima"
13294,zeba severnih predela Evrope i Azije
7511,"Povrće jajastog oblika sa sjajnom kožom tamnoljubičaste boje, ali nekad i beo ili žut."
9028,Koji je odnosi ili s dešava posle podneva.
14465,Jedan od malih mišića oka koji služe za rotiranje očne jabučice.
8815,čin završavanja
16723,more između Evrope i Azije
15001,Neka od brojnih ptica iz starog sveta; ima jak svijen kljun pomoću koga se hrani manjim životinjama.
1392,onaj koji je oblikovan ili disciplinovan vežbom
10925,Zimzeleno drvo umerene veličine sa potpuno simetričnim crvenim cvetovima koje se puno gaju u tropskim predelima zbog pupoljaka od kojih se pravi začin.
11338,"Celokupna fizička struktura jednog organizma, posebno životinje ili čoveka."
10280,"viza, dozvola (indosament) sadržana u pasošu kojom se dozvoljava ulazak u određenu državu (državu koja zahteva vizu)"
10226,"oblik glagola koji je određen u pogledu vremena, lica, broja i načina"
1754,podroban analitičan ili objašnjavajući esej ili diskusija
160,"presuda(odluka) da optuženi nije kriv, odluka o nepostojanju krivice,o oslobađanju od krivice"
13424,mineral koji se sastoji od silikata mahnezijuma i gvožđa
5043,Neko ko podučava učenike da sviraju klavir.
4275,izvršiti matematičke i logičke operacije (na podacima) prema programiranim naredbama kako bi se dobile potrebne informacije
7896,stanovnik Katara ili poreklom iz Katara
16592,"tanka kratka hrenovka, najčešće sa odsečenim krajevima"
15229,"titan je čest sastojak Zemljine kore (4.400 ppm), a pojavljuje se dvojako: u silikatima i u vidu oksida (ilmenit FeTiO3 i rutil TiO2); pošto su oksidni minerali Ti nerastvorni u vodi, to je njegova koncentracija u rečnoj i morskoj vodi prilično niska (1 ppb)."
10554,koji se odnosi na Flandriju i njene ljude
7558,"Vrlo rasprostranjen rod godišnjih i dvogodišnjih biljaka, često penjačica."
10830,grana antropologije koja pruža naučni opis pojedinačnih ljudskih društava
7026,Predložiti za prihvatanje ili odbijanje.
9226,Obezbediti ustav u državi.
8367,Rođačke veze potomka sa roditeljima.
7822,Rod iz porodice Labiatae.
8342,"Tanak, ravan kolač bez kvasca koji sadrži ovseno brašno."
13697,trgovina na malo gde se prodaju lekovi i drugi artikli
13014,"u računarstvu, računar koji je povezan na računarsku mrežu"
3435,Znak postavljen na javnom mestu radi oglašavanja.
15831,kućni aparat koji služi pravljenju (kockica) leda
10942,Rod visokog azijskog drveća iz porodice Bombacaceae.
10696,Tropske ribe koje žive pri dnu mora.
1404,ritmički kuplet sa formom kompletne sintaksičke jedinice
10213,Tapir koji živi u močvarama i vlažnim šumama južnog i istočnog dela Južne Amerike.
10962,koji se odnosi na ili je u vezi sa starijim osobama
5692,Staviti ili ubaciti u nešto.
440,"kuvanje napolju, gde su glavno jelo pečene viršle"
17024,Moć upravljanja ili određivanja.
6620,zmijinci
13967,koji ima dve dimenzije
8482,nezabeleženi praistorijski jezik koji je preteča svih indoevropskih jezika
6545,o spondejama ili koji je sačinjen od spondeja
3552,čin utvrđivanja osobina nečega
8974,delimično razgrađena organska materija; organska komponenta tla
1246,Dvodimenzionalna površina unutar međa.
9711,Izazvati da bude u radnom stanju.
148,Prava ili kriva linija bez debljine ili širine; trag tačke koja se kreće.
16891,Specijalista interne medicine.
1215,letelica bez krila koja se penje zbog vrtnje gornjih elisa
4438,plovka sa obala severnih mora
205,Slaba sposobnost da se razume iskustvo ili profitira iz njega.
2356,glavni grad i luka Omana
8001,Visok šaš iz doline Nila koji daje vlakno koje se kroz istoriju koristilo za razne namene.
680,Uspostaviti koloniju (za zemlje u razvoju).
4305,Čini red Ginkgoales; uključuje rod Ginkgo i izumrle vrste.
16605,tanoanski jezik kojim govori narod Kajova
102,Neka aromatična biljka iz porodice Umbelliferae.
7919,tortilja prepolovljena oko fila
8249,Radnja u kojoj se prodaju poslastice.
11886,koji se odnosi na italske jezike
4200,Godišnja zeljasta biljka iz starog sveta koja imza zrakaste glace cvetova; gaji se zbog korena i glave od sočnog jestivog lišća koje se koristi za salatu.
5866,stanovnik Engleske ili poreklom iz Engleske
14968,ćelije koje čine kožu
17074,alkeni su organska jedinjena iz grupe nezasićenih ugljovodonika kod kojih se javlja najmanje jedna dvostruka veza
1028,zglob koji se slobodno pokreće čije su kosti tako nameštene da omogućavaju pokretanje u jednoj ravni
6700,prostor na disku koji je odvojen za virtuelnu memoriju
10981,stanovnik Jermenije ili poreklom iz nje
1512,okrugle tikve srednje veličine čija unutrašnjost liči na špagete
1577,Limeni muzički instrument koji ima briljantan ton; ima usku trubu i zvono; svira se uz pomoć ventila.
2658,"Osoba koja pregovara, veća sa drugima da bi postigla dogovor."
16950,inverzija u drugoj od dve paralelne fraze
6445,Nema rogove; u gornjoj vilici nema sekutiće; očnjaci gornje vilice jako razvijeni; po nekim osobinama slični kamili.
8386,bivša legija stranaca u Francuskoj vojsci koja je korišćena za vojne operacije izvan Francuske
16842,Ukuvano voće napravljeno od želiranog voćnog soka.
15350,plastična masa sintetičkog parafina
14938,politika koja reguliše međunarodne odnose
8942,vakašanski jezik kojim govori narod Nutka
10027,Obezbediti (obično hranu ali može i nešto drugo).
10437,molitvena služba (posebno na Novogodišnju noć)
12532,"mali zdepasti buldog, glatke dlake i četvrtaste glave; najslađi od svih pasa"
98,Uzrok velikih patnji i nesreće.
9899,"Čin naginjanja, saginjanja."
6913,"tčin dovođenja nečega do najvećemoguće tačke, vrednosti ili pozicije"
6874,Koji pripada ili se odnosi na naciju ili državu
9572,životno doba u kome polne žlezde postaju aktivne
6550,meso sa nogu živine
12223,"hemijski element srodan sumporu i selenu, srebrnastobeo, metalnog sjaja, krt, slab provodnik elektriciteta; upotrebljava se u fotografiji., keramici, medicini"
139,koji se odnosi na mol koji sadrži na jedan litar jedan mol neke materije
711,"koji se odnosi ili je karakterističan za Italiju, njene ljude, kulturu i jezik"
13354,u nekim klasifikacijama se definiše kao carstvo
7097,osoba koja prosuđuje
1846,dijakritički znak (dve tačke) koji se stavlja iznad vokala u nemačkom kako bi se označila promena u zvuku
8481,Neko ko se bavi uzgajanjem poljoprivrednih proizvoda.
10504,slatkovodna riba iz familije grgeča; jedna od brojnih vrsta ribe koje se pronalaze u vodama Amerike i Evrope
137,Manjak uljudnosti; nepokazivanje poštovanja prema drugima; povređivanje osećanja drugih.
3072,(gramatika) reč u gramatičkoj jedinici koja igra istu gramatičku ulogu kao i cela jedinica
3093,Biti zadužen za nešto ili imati posla sa nečim.
6359,Morska životinja sa duplom školjkom koja ima par ručica sa pipcima za hvatanje hrane; raširena po celom svetu.
13566,jedan od koštanih ili rskavičavih lukova sa svake strane ždrela koji podržavaju škrge riba i vodenih vodozemaca
13107,izbaciti sadržaj stomaka na usta
16872,"Ptica trkačica koja ima ravnu grudnu kost kojoj nedostaje kobilica na koju bi se zakačili mišići za letenje: noj, emu, kivi."
7352,ćelija ili jednoćelijski organizam koji poseduje flagelum (bič).
12124,"Nastojanje da se raščlani sopstveni psihološki svet, uključujući i mogućnost da se razume i nesvesno."
7014,"u genetici, atributi koji se stiču biološkim nasleđivanjem od roditelja"
2880,koji se odnosi na ili je karakterističan za Arape
1732,osnovna novčana jedinica u Sao Tome i Principe
13531,Malo se odmoriti u toku dana.
13970,platno koje se obično koristi u somaćinstvu (često do lanenog platna)
16662,Osoba koja pravi modele.
243,koji je nesposoban da se sam snađe
11939,grupa jezika koji potiču od latinskog
1185,koji se odnosi na istovremeno izvršavanje više operacija
17397,bivša osnovna novčana jedinica Benina
204,"slojevi sladoleda, šlaga i preliva; obično smrznuta masa napravljena od lešnika koja se služi s šlagom"
8654,vodeni zid koji se kreće ispred poplave
6417,par ljudi koji žive zajedno
15432,"osobina nekih tela da u raznim smerovima imaju različita fizička svojstva, npr. elastičnost, indeks odbijanja svetlosti, magnetizacija, toplotna provodljivost i dr."
3711,računar koji predstavlja informacije pomoću promenljivih veličina (e.g. pozicije ili napon)
3939,evroazijska sadža sa crnom flekom na stomaku
8145,dugačak i uzak komad papira
5407,Neki od velikih lešinara Evrope i Afrike.
16638,grana filozofije koja istražuje uzročne veze
8494,Medvedi i izumrle srodne vrste.
4137,Kaktus čiji plod je nakd jestiv.
13639,Kolonoskopija je pregled donjeg dela gastrointestinalnog trakta koji se još naziva i kolon ili debelo crevo.
8639,svaka hemijska sinteza koja se vrši pod uticajem svetlosti
16629,"grana biologije koja se bavi anatomijom, fiziologijom i patologijom nervnog sistema"
2093,Udruženje ljudi koji pripadaju istoj profesiji.
260,ono što je u suprotnosti sa principima pravde ili zakona
