,Sysnet
15639,zajednica ljudi ili porodica koji živa zajedno i deliti sav . 
5706,"nepromenljiv funkcionalan reč koji služiti da spojiti reč , sintagma , klauze ili rečenica "
5314,praviti oblikovanje ili sastavljanje delovati . 
12414,"Teški rastegljiv megnetski metalan element ; u čist oblik jesam srebrnobeo , ali odmah rđati ; koristiti se u gradnja i za alat i naoružanje ; igrati uloga u prenos kiseonik kroz krv . "
15268,imati vrlo razviti kožan izraslinena nos u oblik potkovica i lista ; nemati ušni poklopac . 
10116,"Uključuje lišaj koji rasti u simbioza sa alga ; ponekad se posmatrati kao nezavisan grupa , manje li više povezati sa Algae i Fungi . "
1930,paziti neki kao majka 
3844,servilan crnac iz roman Harriet Beecher Stowe 
10602,planinski vrh na sever Grčka blizu egejski obala ; prema verovanje drevan Grk na on jesam živeti bog 
3407,šupljina u lobanja u koji jesam smestiti očni jabučica 
13234,"grupa drveće , žbunje i trava uglavnom sa ? cveće ; sadržati @card@ familija uključivati : Rosaceae ; Crassulaceae ; Myrtaceae ; Melastomaceae ; Euphorbiaceae ; Umbelliferae . "
12440,dati izraz nešto . 
5083,dobijanje slika unutrašnji organ telo . 
18105,paprikaš sa ćuretina 
17120,zgrada u koji se vršiti likvidacija životinja radi proizvodnja meso 
1972,"u telekomunikacija , kodni sistem u koji jesam ugraditi dodatan bit parnost da biti se otkriti greška "
11979,molitven gledanje ( posebno tokom veče religijski festival ) 
16312,imanje gde se prodajni kultura gajiti na velik ( posebno u tropski kraj ) . 
2206,tkanina koji se presaviti stavljati između noga a pričvrstiti se oko struka ; nositi jesam najčešće beba . 
17538,"ponovljen snimanje tkivo dobijati se razlika u signal koji jesam posledica promena u tkivo koji nastajati njegov korištenje . kako jesam obično reč o snimanje mozak , ovaj snimanje jesam moguće pokazati aktivnost delovati mozak pri izvršavanje neki zadatak . "
17260,hleb koji sadržati ko . 
4695,"učiniti velik u količina , broj ili snaga "
10769,jezik ( srodan japanski ) koji govoriti stanovnik Rjukju ostrvo 
15828,neki događati . 
12468,poseban linija rad koji jesam usvojiti kao svoj karijera 
15903,tipski rod porodica Garrulinae : Krej . 
8933,aparat koji uklanjati vlaga 
5840,jedan apački jezik 
18099,generator koji se sastojati od navoj koji rotirati između pol elektromagnet što stvarati struja 
8229,"gladak i mekan životinjski koža , nastati uklanjanje dlaka i štavljenje . "
7781,motor koji pokretati avion 
243,kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . 
14508,palica koji se koristiti kao oružje 
15256,rod većina sevrnoameričkih geranijum ; zdravac . 
7359,cev kroz koji se odvoditi tečnost 
5132,biljka koji rasti u bara i spor potok ; ponekad uključivati Zosteraceae . 
13716,kretati se oko osovina ili centar . 
3098,stanje služenje kao služben i autorizovan predstavnik ili zastupnik . 
8350,"u grčki mitologija kralj u star Grčka koji jesam uvrediti Zevs a čiji kazna jesam biti da gurati ogroman stena na vrh strm brdo ; svaki put kad biti stena stignuti skoro do vrh , ona biti se otkotrljati nazad i Sizif jesam morati da početi sav iz početak "
15805,neki ko praviti ili prodavati šešir . 
4826,Čovek koji voliti mnogo žena i sa ona imati kratak seksualan odnos . 
4407,"neki od mnogobrojan podvrsta kupus koji imati čvrst , loptast glavica ; moći da se kuvati , dinstati ili da se jesti sirov . "
6232,koliko jesam nešto na raspolaganje . 
10666,sprečavanje pravni sredstvo 
5031,polje nauka koji obrada komunikacija i kontrola 
6873,jedan od dva dugačak koren koji se kuvati i koristiti u ishrana ; vrsta starinski povrće koji se u velik mera uzgajati od @ord@ do početak prošli vek 
6308,neki od mnogi ukrasni biljka iz rod Malcolmia . 
8817,biti šta što se posedovati . 
18851,osoba koji predstavljati drugi ljudi . 
18826,evroazijski korovska biljka . 
3160,tropski američki visokopenjajući pasulj sa crven cveće i prošaran crn zrno ; najčešće koristiti pasulj u velik Britanija . 
8951,komarča 
3654,zaobljen kraj kosti koji se uklapati u zaobljen šupljina drugi kosti i formirati zglob 
16641,Često se gajiti kao salata ili saksijska biljka ; često korov . 
10837,rasprostraniti evropski korov sa bodljikav lišće u oblik jezik i žut lišće . 
19408,Višegodišnja biljka šumski predeo koji cvet u proleće . 
15717,turkijski jezik koji govoriti Turčin 
9346,"tropski plod , veličina od @card@ do @card@ inč , sa sočan meso koji podsećati i na breskva i na ananas . "
11672,Fonda napraviti od čokolada topljen u mleko ili pavlaka za umakanje voće 
15310,ZW 
8429,monarhija na čiji jesam čela gralj ili kraljica 
8226,leđa i bok svinja usoliti i sušiti ili dimiti ; obično tanko seći i pržiti 
12749,podesiti razmak između reč 
7559,odnos srodstvo između pojedinac i njegov predak 
11978,zagovornik secesionizam 
14815,vrlo otrovati metal koji imati tri alotropska oblik ; arsen i njegov jedinjenje koristiti se u hebricidima i insekticid 
323,patiti od nešto ; bolovati od nešto . 
9647,slaganje u broj između reč koji pripadati isti gramatički konstrukcija ( n . pr . između pridev i imenica koji isti modifikovati ) 
10300,"koji se ticati svet stvar , religija ili crkva "
3868,koji se odnositi ili se izražavati alfabetski sistema pisanje 
6632,neki ko moći da koristiti znakovan jezik za komunikacija 
14725,"Muzički instrument s metalan žica , vrsta lira . "
5737,"sisar koji ličiti na miš ; imati dugačak , šiljat i pokretljiv rilo ; uši i oči jesam ona mali ; rep ljuskast ; žlezda u koža lutak sok nalik na mošus . "
309,"( krivičan prava ) pravnosnažan , osuđujući presuda u krivičan postupak sa dosuđen kazna "
11680,čovek iz vaš zemlja 
18908,odnos između značenje 
19179,koji pripadati ili jesam ograničiti na blizina . 
289,manjak uljudnost ; nepokazivanje poštovanje prema drugi ; povređivanje osećanje drugi . 
19336,Voćka iz umeren područje koji rađati plod od tamnožut do ružičast boja . 
2341,insekt koji imati dva para opnast krilo i legalicu specijalizovan za ubadanje ili probadanje . 
6434,u rimski mitologija bog rat i poljoprivreda ; otac Romul i Rem ; u grčki mitologija on odgovarati Ares 
9244,"u ekonomija , teorija takmičenje izražen kroz dobitak i gubitak među suprotstavljen igrač "
571,grupa umetnik koji se slagati o neki opšti princip . 
11395,stanovnik Gvineja ili poreklo iz Gvineja 
12634,reprezentacija osoba ( posebno u oblik skulptura ) 
7021,kardinalan tačka kompas koji jesam na @card@ stepen 
12435,jedan od dva delo igra koji deliti pauza 
13227,koji jesam vlast osnovati ; koji jesam dobiti odobrenje vlast 
17884,"Sprečiti neki da imati , držati ili dobiti . "
18217,vešalica koji jesam oblikovati kao rame osoba i koristiti se za kačenje odeća 
3475,"neki od biljka iz rod Helianthus sa glavičast cvast , koji se okretati za sunce , iz čiji se semenka dobijati ulja . "
871,( prava ) pravni dokument ( isprava ) koji sadržati neki ugovorni odnos ili koji se dozvoljavati neki prava 
14503,"pravni dokument koji sadržati sporazum , dogovor , saglasnost između stranka "
12028,"profesionalan oficir u kopnen vojska , avijacija ili mornarica "
7000,Taikmičenje sa pravilo koji određivati pobednik . 
17428,biti koji građevina koji davati prostor za skladištenje 
2251,"grčki bog ljubav , sin Afrodita i Ares ; u rimski mitologija on odgovarati Kupidon "
16505,osoba koji kreativan korista sav um . 
2256,Urođeni kapacitet za nastanak nešto . 
6915,mehanizam koji rotirati . 
4171,osnovni prostorno značenje ; relativno velik prostiranje ili velik nego uobičajen . 
2835,mehurast foka 
372,umeti nešto uraditi ili imati potreban znanje . 
7772,radnja koji stajati kao ekvivalent nešto ili imati ishod u ekvivalent 
12860,Voće kuvati u šećeran sirup obložen kristal šećer . 
2933,delimično razgraditi organski materija ; organski komponenta tlo 
18396,"neki od brojni morski pas od mali , relativno bezopasan stanovnik morski dno do velik i opasan okeanski i priobalan vrsta . "
5090,biti u život . 
8947,testiranje ideja 
3573,slika osoba ili prizor u štampan ili providan oblik ; snimljen kamera na fotoosetljivom materijal 
16292,senzacionalistički novinarstvo 
13291,velik vojni flota 
16263,levkast oblik rečni tok kada se približiti ušće u mora u koji se mešati morski i sladak voda 
10872,izjava koji neki ili nešto odavati priznanje 
7453,jedan od koncept koji se porediti ili povezivati u logički propozicija 
7412,izumro jezik semitski narod koji jesam okupirati Kanan pre izraelski osvajanje 
7548,akcija koji hteti se nešto učiniti demokratski . 
17,"vrsta ptica selica čiji mužjak imati žut perje , sem krilo i repa koji jesam crn . "
14207,tipski rod Procellariidae 
4990,grana biologija koji proučavati gljiva i bolest koji onaj izazivati 
3456,izraziti isti poruka drugačiji reč 
10938,pileći džigerica koji se koristiti u ishrana 
7731,Dvodihalice koji na zub imati rožnat zadebljanje . 
18985,lingvist iz SAD-a čiji jesam teorija generativni gramatika redefinisati polje lingvistika ( rođen @card@ ) 
32,"razdoblje između star i mlad kameni doba , pre oko @card@ , @card@ godina "
13043,trepljaste protozoa koji imati peharasto telo sa retraktilnom stabljika ( stabljika koji se uvlačiti ) 
11290,praktikovati šamanizam 
13292,koji se odnositi na Martina Luter i njegov učenje 
239,koji jesam tužan ili prizivati tuga 
18881,"koji se odnositi ili jesam karakteristican za Japan , njegov ljudi , njigovu kultura ili jezik "
7273,grupa predstavnik ili delegat . 
10255,porodica dikotiledona iz red Umbellales koji uključivati rod Aucuba ; Cornus ; Corokia ; Curtisia ; Griselinia ; Helwingia . 
17087,jezik koji jesam stvoriti s namera za specifičan potreba . 
2925,bolestan strah od otvoren prostor ( ulica i trg ) 
9443,pisma bazirati na alfabetski karakter 
246,rad koji se obavljati sa drugi radi zajednički ciljati ili koristiti 
14521,krutiti spiralno izviti dug bakterija 
12008,skup zakon koji jesam ustanoviti država ili nacija radi sopstven uprava . 
6348,mali tanak kobasica 
15795,Glumčev portret neki u drama . 
5188,sedalo na klozetski šolja pričvrstiti šarka . 
17177,sudski nalog koji se nalagati prisustvo svedok sudski postupak ; neodazivanje sudski poziv imati za posledica izricanje kazna za nepoštovanje sud 
10833,"sprečiti neki da ući , i sl . "
18966,"majonez sa ren , rendanim crn luka i čio sos ili kečap ; ponekad sa dodatak kavijar "
12217,Čin izlaženje . 
6068,tipski rod porodica Hirundinidae . 
9888,prvi ili visok u niz ili poredak . 
12258,Imperatorska dinastija Kina od @ord@ do @ord@ godina . 
11370,štampač koji koristiti točak u oblik lepeza ili margareta 
13335,evropski aromatičan zeljast biljka sa dlakav lišće i brojni beo cvet ; i zlišća se dobijati gorak ekstrakt koji se koristiti za lečenje i kao dodatak jelo . 
8815,primeniti sila tako da se izazvati kretanje prema izvor kretanje 
12025,koji se odnositi na donji vilica 
13995,otvoreno zemljište obično sa tresetni tlo koji pokrivati vres i paprat i mahovina . 
4063,protozoa sa jajolik omotač sa cementiran peskovit zrno 
10850,"čin obrezivanje jesam jevrejski i muslimanski obred , koji se izvoditi na muškarac osmi dan po rođenje "
15819,sistem kabao visokiog napon koji se električni energija distribuirati u čitav region 
7400,tipski rod porodica Phasianidae : fazan 
9618,"proces smanjenje nešto po zapremina , prostor , područje ili polje . "
1289,redni broj element u Mendeljejevoj tablica element ; jednak jesam broj proton u jezgra ili broj elektron u neutralan stanje atom 
11823,zvaničan jezik Burma 
13127,ispupčenje koji se koristiti za ojačavanje ili za pričvršćivanje za drugi objekt 
8404,protein koji davati samo amino kiselina pri hidroliza 
235,koji ne pokazivati dovoljno pijetet prema bog . 
8104,staviti u pogon . 
9992,redosled reč u tekst ( rečenica ) 
4101,crvenrepke 
11384,sprovoditi istraga o nešto 
1534,gornji deo stub koji podržavati gornji deo zid . 
16652,mlazni ili raktni motor ili raketa koji se zasnivati na vrsta aerodniamičkog pogon kod koji voziti emitovati strujanje velik brzina 
2642,engleski autor koji se stvoriti Šerloka Holms ( @card@ ) 
17810,integrisan kola koji jesam ugraditi u čip ili pol provodnik ; u stvar više sistem nego pojedinačan komponenta 
3708,"postati židak ili tečan ; o čvrst tvar , kada se zagrejati . "
6422,biti prodati za određenu cena . 
19292,vrsta lagan i tanak tkanina od svila 
6650,koji imati taj funkcija da izvršavati plan ili naređenje 
5414,izazvati da postati opšte poznat . 
6283,Široki moreuz Severnog morati između Jilanda i Norveška 
4698,"sistem mera za dužina , težina i trajanje . "
12947,sloj snežan pahuljica ( beo kristal zamrznut voda ) koji pokrivati zemlja 
14299,Severnoamerički zec 
3197,grana biologija koji pročava nasleđivanje i razlika između organizam 
16635,saviti ili poletati tako da jedan deo prekrivati drugi . 
162,od velik značaj ili važnost . 
8398,"koji imati boja koji podsećati na boja krv , trešnja , paradajz ili rubina . "
18197,Veštačka hrpa ili nasip obično od zemlja ili kamenje . 
8427,"lak večernji obrok , služiti se u ran večernji sat i kasno , pred spavanje "
10532,krasuljak 
6130,električni frižider ( trgovački naziv Deepfreeze ) u koji se hrana zamrzavati i skladištiti u dug vremenski perioda 
6502,ukloniti površinski sloj sa šta 
15444,uzrokovati da nešto visiti 
7127,rod porodica Mustelidae . 
6105,povezati jesam sa parazit malarija i imati faza u razvoj koji se odvijati u visceralnim ( unutrašnji ) organ ptica 
3787,Začin koji se dobijati od mali osušen pupoljka tropski zimzelen drvo biljka karanfilić . 
7873,zrak sunce . 
148,na prljav i nečist način 
10878,noćni čaplja star svet 
18526,biti koji od dva znak interpunkcija ( { ili } ) koji služiti da zagraditi deo tekst 
6643,izjasniti se protiv izvršenje nešto . 
2221,"koji se ticati Urugvaj , njegov ljudi i kultura "
19455,zeleniti koji rasti u divljina i koristiti se kao zamena za spanać 
11866,objekt koji jesam stvoriti čovek uzet kao celina . 
4888,Afrička hijena ; poznati zbog tipičan urlanje koji nalikovati na satanski smeh . 
15304,bezrep majmun iz porodica Pongidae i Hylobatidae . 
5557,Događaj koji se dešavati u kritičan trenutak . 
4798,"biti koji biljka iz rod Acanthus koji imati velik bodljikav lišće i klas sa beo i ljubičast cvet ; poreklo sa Mediteran , ali široko rasprostraniti . "
3048,Peršun 
17123,neki ko se izražavati jezik ( posebno neki ko govoriti javno ) . 
17566,ikteride : kukuruzar i mali beo 
8671,evropski zeljast biljka sa mek lišće nalik na paprat i beo cvet . 
7786,organizacija ljudi ( ili zemlja ) uključen u pakt ili ugovor 
13575,bogat i spektakularan ceremonija 
17931,velik rod nizak trava ? i arktički područje . 
9923,zgrada koji jesam izdeliti u stan . 
11829,kontejner u oblik kutija kao deo nameštaj ; napraviti tako da kliziti unutra i napolje . 
11852,uz 
2773,pripadnik necivilizovan pleme 
15686,u veza sa politički telo 
9577,Stvaralačko ili kreativan pisanje . 
10539,ruski matematičar ( @card@ ) 
1071,velik porodica biljka iz razred Malvales . 
15543,rod drveće i žbunje koji imati lišće sa neparan broj pero i upadljiv cvet ; neki vrsta se smeštati u rod Podalyria . 
2488,"model prema koji jesam sav tektonski pokret kontrolisan kretanje litosfernih ploča , odnosno njihov razmicanje , podvlačenje jedan pod drugi , sudaranjam i mimoilaženje . "
9651,koji se moći prebrojati 
17565,koji se odnositi na govorni osobina koji obuhvatati više od jedan govorni zvuk 
10690,"mekan , siv metal koji se koristiti u legura ; ranije se zvati kolumbijum "
4165,čin plivanje 
17128,evropski češljugovina sa cvet od beo do ružičast boja . 
10002,visok višegodišnji trava iz rod Calamagrostis sa perast resa ; rasti na močvaran i vlažan zemljište umeren područje severni polulopta . 
3921,"bistar , bezbojan tečnost koji odvajati mozak i kičmeni moždina od njihov ovojnic "
6460,organ koji jesam neophodan za život . 
261,Proparati koža ( na delo telo ) grebati jesam . 
8916,"medalja od bronza , ili koji izgledati kao da jesam od bronza , koji se obično davati neki ko jesam treći na neki takmičenje . "
15799,Društveni čin okupljanje u određenu svrha 
5,alpski kokoš 
3754,rukavac severni Atlantik između Velika Britanija i Irska 
4142,čin koji se opisivati pojedinačan događaj ili tok događaj 
111,"glavni grad Mjanmara , treći po veličina "
10393,novinski pisac i fotograf 
14312,uspravan jednogodišnji evroazijski zeljast biljka . 
12620,ljubičast crn divalj grožđe sa istok SAD-a sa žilav koža koji se lako skidati sa meso ; gajiti se više vrsta 
700,"neki od brojni dvogodišnji i višegodišnji trava sa ljubak ljubičast , žut i ponekad beo cvetan glavica . "
14957,hleb koji se pripremati od kukuruzni brašno 
536,voda zaslađen šećer 
16448,francuski forma stih od @card@ ili @card@ uzastopan stih sa dva rima ; početan fraza se ponavljati kao refren u drugi i trečoj stanka 
8244,dijalekt sotoa koji govoriti narod Basoto ; zvaničan jesam jezik Lesotoa 
10809,plod nekoliko tropski američki billjaka rod Annona sa sočan jestiv pulpa 
9904,sadži hemijski povezan fosforni kiselina 
1839,hrskav pahuljica koji se praviti od kukuruz 
18648,"rimski katolički služba obožavanje Devica Marija , sličan ali kratak u odnos na božanski služba "
13645,porodica bor . 
14326,"detlić , žuna , tukan . "
17985,svaki masta dobiti iz neki životinja 
12832,gavez . 
9713,prestonica Švajcarska ; smestiti u zapadni Švajcarska . 
19296,čadski jezik koji se govoriti južno od jezero Čad 
16906,"razred dikotiledona koji uključivati porodica Moraceae , Urticaceae i Ulmaceae . "
2545,dugorep nosan 
8336,ukloniti hirurški ; o ud . 
14953,glavni grad Pakistan 
13653,pupavac . 
11032,fabrički mešavina za pravljenje limunada 
14563,Daždevnjak Novog svet ( Meksiko ) ; mali do umereno velik . 
2616,"red papkar podklasa Eutheria ( uključivati svinja , ? peccaries , nilski konj i član podred Ruminantia ) koji imati parati broj prst . "
7048,Uključiti ili sadržati ; imati kao komponenta . 
15440,velik tropski drveće koji rađati velik plod sa dvenastom ljuska . 
267,"koji imati ili ukazivati na dobro zdravlje telo ili duh , kod koji nem upala ili bolest . "
7051,Rusomača 
11429,"u računarstvo , pad glava za čitanje i pisanje tvrd disko ( obično kada doći do kontakt glava s površina magnetan disko ) "
2352,rotacioni mašina za umnožavanje koji koristiti matrica kroz koji se nanositi štamparski boja 
18074,stanovnik Nauruana ili poreklo sa Nauruana 
6595,"država razbacati po ostrvo federalni država Mikronezija , tesno povezati sa SAD-om , steći nezavisnost @card@ "
19438,prav muharice star svet 
16245,zajednički jezik koji koristiti ljudi čiji se maternji jezik razlikovati 
4469,koji se odnositi na priobalan ili obalni regija 
1572,polagan prolazak tečnost kroz neki filter 
14465,"( Istočnoindijsko jela ) Oporo jela od povrće ili meso s ukus kari u prah , obično se jesti sa pirinač "
12506,realan broj koji se ne moći pretstaviti u oblik razlomak 
12347,uralski jezik koji govoriti Nganasani 
18889,porodica jezik koji govoriti Karibljani 
10710,bantu jezik narod Čeva koji živiti u istočni centralni Afrika 
15667,Tačka ili širina u prostor . 
15633,pljosnat pravougaon papirni omot za papir . 
14302,šupljina u koji počinjati debeo crevo a u koji se otvarati ileum 
4540,"mali luk blag ukus , sličan beo luka , koji se koristiti kao začin "
15607,"pisan ili štampan simbol , na primer interpunkcijski znak . "
16435,koji imati nedeljiv osobina jedinica 
19348,električni centrala koji koristiti turbina na vetar za proizvodnja struja 
17323,"Milava , šašuljica . "
17076,Aromatičan patuljast žbun ; rasti na obala i padina . 
4342,sprečiti donošenje odluka porota 
13045,član nomadski Berbera iz Sahara 
11957,grana biologija koji proučavati struktura i aktivnost makromolekula koji jesam ključni za život ( i naročito njihov genetski uloga ) 
4624,koji se odnositi ili se ticati formiranje dozvoljen reč jezik 
709,"materijalan bogatstvo u forma novac ili vlasništvo koji posedovati osoba ili firma , kao i ljudski resurs koji imati ekonomski vrednost . "
