ID,Lemme,Vrsta,POS,NEG
ENG30-01993926-v,"primaknuti,prineti,približiti",v,0.0,0.0
ENG30-02038357-v,"nagnuti se,nagibati se,iskositi se,ukositi se",v,0.0,0.0
ENG30-02058448-v,"vrpoljiti se,meškoljiti se,vrteti se",v,0.0,0.0
ENG30-02123672-v,mirisati,v,0.0,0.0
ENG30-02125223-v,"namirisati,nanjušiti",v,0.25,0.0
ENG30-01887576-v,"kliziti,klizati",v,0.0,0.0
ENG30-01886488-v,"puzati,gmizati,puziti",v,0.0,0.0
ENG30-01587062-v,"opkoliti,obuhvatiti",v,0.125,0.125
ENG30-01467370-v,"okružiti,omeđivati,graničiti se",v,0.0,0.0
ENG30-01976841-v,"pasti,padati",v,0.0,0.0
ENG30-02157731-v,"zatamniti,zamagliti,pomračiti",v,0.0,0.125
ENG30-02158587-v,"prerušiti,maskirati",v,0.0,0.125
ENG30-01334535-v,"prikriti,zaogrnuti,zamaskirati",v,0.0,0.0
ENG30-02163746-v,"ugledati,spaziti,videti",v,0.125,0.0
ENG30-02165543-v,proučiti,v,0.125,0.0
ENG30-02186506-v,"zvečati,zveketati,zveckati",v,0.0,0.0
ENG30-02188587-v,"presti,zujati,zvrjati,fijukati,zviždati",v,0.0,0.0
ENG30-02212825-v,"odbiti,uskratiti,odreći",v,0.0,0.375
ENG30-02259005-v,trampiti se,v,0.0,0.0
ENG30-02290461-v,"koristiti se,izvući korist,okoristiti se",v,0.375,0.0
ENG30-02293321-v,sprovesti,v,0.0,0.0
ENG30-02324026-v,"pozajmiti,posuditi",v,0.0,0.0
ENG30-02345647-v,"uzajmiti,pustiti,imati viška",v,0.125,0.0
ENG30-02349212-v,"poveriti,predati,dati",v,0.375,0.0
ENG30-02378623-v,"reagirati,reagovati,opirati se,opreti se,kontrirati,oponirati,suprotstaviti se",v,0.0,0.0
ENG30-02384940-v,"ugostiti,pogostiti",v,0.0,0.0
ENG30-02437707-v,"paziti,brinuti se,voditi računa",v,0.0,0.0
ENG30-02485844-v,"sastati se,videti se",v,0.0,0.0
ENG30-02506546-v,"obavezati,primorati",v,0.0,0.0
ENG30-02570267-v,"razmaziti,raznežiti,povlađivati,kvariti",v,0.375,0.5
ENG30-01752884-v,"omogućiti,rezultirati",v,0.0,0.0
ENG30-02641035-v,"oklevati,zastati",v,0.0,0.0
ENG30-02652494-v,"boraviti,stanovati,biti stanar",v,0.0,0.0
ENG30-02656390-v,"skloniti,zbrinuti,zaštiti",v,0.0,0.0
ENG30-02664575-v,"biti podloga,temeljiti se",v,0.0,0.0
ENG30-02700104-v,"složiti se,pristajati",v,0.0,0.0
ENG30-02705535-v,"biti svojstven,biti urođen,biti sadržan",v,0.0,0.0
ENG30-02758033-v,"pljuštati,liti,liti kao iz kabla",v,0.0,0.125
ENG30-02733524-n,luk,n,0.0,0.0
ENG30-03462594-n,podloga,n,0.0,0.0
ENG30-08592165-n,prednost,n,0.0,0.0
ENG30-07293678-n,pobeda na poene,n,0.0,0.0
ENG30-05034473-n,valencija,n,0.0,0.0
ENG30-07977592-n,"biblioteka,programska biblioteka,biblioteka programa",n,0.125,0.0
ENG30-13562862-n,ekološko nasleđivanje,n,0.0,0.0
ENG30-13451804-n,"korišćenje,iskorišćenje",n,0.0,0.0
ENG30-07420991-n,impuls,n,0.0,0.0
ENG30-13597794-n,osnova,n,0.0,0.0
ENG30-05057061-n,odredište,n,0.0,0.0
ENG30-01455732-a,"piskav,tanak,tanušan",a,0.0,0.0
ENG30-07345593-n,"talas,vibracija",n,0.0,0.0
ENG30-01221254-n,ponašanje,n,0.0,0.0
ENG30-01278080-a,"uvažen,istaknut,velik",a,0.375,0.0
ENG30-07968702-n,interesna grupa,n,0.0,0.0
ENG30-06630017-n,pozdrav,n,0.5,0.0
ENG30-08500213-n,dubina,n,0.0,0.0
ENG30-15235126-n,"s,sek,sekunda",n,0.0,0.0
ENG30-15205532-n,"vek,stoleće",n,0.125,0.0
ENG30-13863186-n,"lik,dvodimenzionalni oblik,figura u ravni",n,0.125,0.0
ENG30-07201365-n,opisivanje,n,0.0,0.0
ENG30-00125629-n,udaranje,n,0.0,0.0
ENG30-07940448-n,carstvo,n,0.0,0.0
ENG30-09622928-n,"voljeni,voljena,dragan,dragana,ljubav,cakan,cakana",n,0.0,0.0
ENG30-05949726-n,"mnjenje,javno mnjenje",n,0.0,0.0
ENG30-07929519-n,"kafa,kava",n,0.0,0.0
ENG30-07933274-n,čaj,n,0.0,0.0
ENG30-05333777-n,arterija,n,0.0,0.0
ENG30-04244997-n,"brodica,brodić",n,0.0,0.0
ENG30-03329663-n,"trajekt,feribot",n,0.0,0.0
ENG30-02792552-n,"šlep,dereglija",n,0.0,0.0
ENG30-05298313-n,vitalni organ,n,0.0,0.0
ENG30-08414119-n,porota,n,0.0,0.0
ENG30-08375369-n,komuna,n,0.0,0.0
ENG30-07966719-n,sektor,n,0.0,0.0
ENG30-09328904-n,jezero,n,0.0,0.0
ENG30-02993546-n,centar,n,0.0,0.0
ENG30-04306080-n,stanica,n,0.0,0.0
ENG30-03054311-n,"klub,udruženje",n,0.0,0.0
ENG30-03859280-n,sporedna zgrada,n,0.0,0.0
ENG30-03542333-n,hotel,n,0.0,0.0
ENG30-03457902-n,"staklenik,staklena bašta",n,0.0,0.0
ENG30-08057206-n,agencija,n,0.0,0.0
ENG30-03594945-n,"džip,lendrover,terensko vozilo,terenac",n,0.375,0.0
ENG30-02924554-n,"krš,krntija",n,0.0,0.125
ENG30-00138221-n,"poljubac,celov,ljubljenje",n,0.0,0.0
ENG30-07414922-n,"sastanak,susret",n,0.0,0.125
ENG30-08006094-n,"sloj,grupa",n,0.375,0.125
ENG30-07305234-n,"nedaća,beda",n,0.0,0.625
ENG30-07189411-n,"blagoslov,blagosiljanje",n,0.0,0.125
ENG30-00260622-n,reforma,n,0.125,0.0
ENG30-07357388-n,"napredak,progres,unapređenje",n,0.375,0.0
ENG30-07358576-n,"prelaz,prelazak,tranzicija",n,0.0,0.0
ENG30-04981658-n,prizvuk,n,0.0,0.0
ENG30-01037819-n,krštenje,n,0.0,0.0
ENG30-08579487-n,veliki krug,n,0.0,0.0
ENG30-04253437-n,sapun,n,0.0,0.0
ENG30-14845743-n,"H2O,voda",n,0.0,0.0
ENG30-13811410-n,"bliskost,srodnost",n,0.5,0.0
ENG30-02536685-n,"brat,bata,ortak,drugar,pajtaš",n,0.0,0.0
ENG30-07977870-n,biblioteka,n,0.0,0.0
ENG30-07961480-n,"gomila,hrpa",n,0.0,0.0
ENG30-04338359-n,"niz,niska",n,0.0,0.0
ENG30-08271042-n,"galaksija,maglina",n,0.0,0.0
ENG30-08407619-n,izložba,n,0.0,0.0
ENG30-07963711-n,kombinacija,n,0.0,0.0
ENG30-08374049-n,"kolonija,naseobina",n,0.0,0.0
ENG30-07210801-n,"žalba,tužba",n,0.0,0.125
ENG30-07211092-n,"gunđanje,roptanje,mrmljanje",n,0.125,0.625
ENG30-07956426-n,paket,n,0.0,0.0
ENG30-03069752-n,fakultet,n,0.0,0.0
ENG30-02679415-n,dodatak,n,0.0,0.0
ENG30-05559908-n,"ekstremitet,dodatak",n,0.0,0.0
ENG30-04454240-n,"zvrk,čigra",n,0.0,0.0
ENG30-08377085-n,"kurs,pravac",n,0.0,0.0
ENG30-13870805-n,"veza,link",n,0.0,0.0
ENG30-03779370-n,"kalup,modla,model",n,0.0,0.0
ENG30-02801938-n,"košara,korpa",n,0.0,0.0
ENG30-07458453-n,"trka,utrka",n,0.0,0.0
ENG30-08403787-n,opozicija,n,0.0,0.0
ENG30-15123754-n,kontinuum,n,0.125,0.375
ENG30-03709644-n,poštansko vozilo,n,0.0,0.0
ENG30-03969627-n,visak,n,0.0,0.0
ENG30-00892145-n,seminar,n,0.0,0.0
ENG30-03366823-n,otirač,n,0.0,0.0
ENG30-03050026-n,pokrivač od tkanine,n,0.0,0.0
ENG30-04151940-n,"zaklon,skrivalište,plašt,ogrtač",n,0.0,0.0
ENG30-03724870-n,"maska,obrazina,krabulja",n,0.0,0.0
ENG30-00770270-n,"prekršaj,prestup",n,0.0,0.0
ENG30-13872975-n,"konusni presek,kupasti presek",n,0.0,0.0
ENG30-03623556-n,nož,n,0.0,0.0
ENG30-04101497-n,valjak,n,0.0,0.0
ENG30-08644213-n,"opasnost,pogibelj,pogibao",n,0.0,0.25
ENG30-15183428-n,praznik,n,0.0,0.0
ENG30-07389330-n,"prasak,salva",n,0.0,0.0
ENG30-03800563-n,muzej,n,0.0,0.0
ENG30-03320046-n,fen,n,0.0,0.0
ENG30-03666591-n,upaljač,n,0.0,0.0
ENG30-03851341-n,optički uređaj,n,0.0,0.0
ENG30-03111899-n,sredstvo za ublažavanje bolova,n,0.125,0.25
ENG30-03277771-n,elektronski uređaj,n,0.0,0.0
ENG30-03705379-n,magnet,n,0.0,0.0
ENG30-04526964-n,ventilator,n,0.0,0.0
ENG30-03744840-n,"memorijski uređaj,skladišni uređaj",n,0.0,0.0
ENG30-03269401-n,električni uređaj,n,0.0,0.0
ENG30-03736970-n,"mehanička naprava,mehanički uređaj",n,0.0,0.0
ENG30-03720163-n,"mapa,karta",n,0.0,0.0
ENG30-00046344-n,"vratolomija,egzibicija",n,0.0,0.625
ENG30-07307895-n,električno pražnjenje,n,0.0,0.0
ENG30-07140978-n,"rasprava,debata,spor",n,0.0,0.0
ENG30-07148192-n,"pregovori,razgovori",n,0.0,0.0
ENG30-02025550-v,"pratiti,putovati sa",v,0.0,0.0
ENG30-02037090-v,"nagnuti se,survati se,spustiti se",v,0.0,0.0
ENG30-03464467-n,branik,n,0.0,0.0
ENG30-02185373-v,"kucati,tapkati,lupkati,lupati,tupkati",v,0.0,0.0
ENG30-00446493-n,"borba,bokserski meč",n,0.0,0.0
ENG30-04749572-n,distinkcija,n,0.0,0.25
ENG30-08538426-n,"područje,oblast",n,0.375,0.0
ENG30-13163250-n,grana,n,0.0,0.0
ENG30-08216900-n,sekcija,n,0.0,0.0
ENG30-02731398-n,apsida,n,0.0,0.0
ENG30-03581634-n,"opijat,intoksikant",n,0.0,0.0
ENG30-04166553-n,"depresiv,depresant,sedativ",n,0.0,0.0
ENG30-04219424-n,svila,n,0.0,0.0
ENG30-03779128-n,moher,n,0.0,0.0
ENG30-01242962-n,štrajk glađu,n,0.0,0.0
ENG30-03682487-n,"brava,reza",n,0.0,0.0
ENG30-00006150-n,roditelj,n,0.0,0.0
ENG30-09992837-n,"ćerka,kćerka,kći,devojka",n,0.0,0.0
ENG30-13863602-n,podfigura,n,0.0,0.0
ENG30-05566097-n,"člankoviti organ,člankasti organ",n,0.0,0.0
ENG30-08572335-n,fokus,n,0.0,0.0
ENG30-03667380-n,rasvetno telo,n,0.0,0.0
ENG30-03074855-n,češalj,n,0.0,0.0
ENG30-04045397-n,splav,n,0.0,0.0
ENG30-03640589-n,"staza,prolaz",n,0.0,0.0
ENG30-09923673-n,građanin,n,0.0,0.0
ENG30-14024882-n,"san,počinak",n,0.0,0.0
ENG30-09349797-n,mehanizam,n,0.0,0.0
ENG30-03003730-n,komora,n,0.0,0.125
ENG30-09448361-n,vodotok,n,0.0,0.0
ENG30-05470189-n,"izdanak,izraštaj",n,0.0,0.0
ENG30-09624559-n,"posrednik,medijator",n,0.0,0.0
ENG30-03822171-n,novina,n,0.0,0.0
ENG30-08466412-n,dadaizam,n,0.0,0.375
ENG30-11418750-n,"organski fenomen,organska pojava",n,0.0,0.0
ENG30-13594585-n,"skor,rezultat",n,0.0,0.0
ENG30-03236735-n,haljina,n,0.0,0.0
ENG30-07956721-n,"špil,komplet,špil karata",n,0.0,0.0
ENG30-03704210-n,"magazin,časopis",n,0.0,0.0
ENG30-05221895-n,"zona,područje,pojas",n,0.0,0.0
ENG30-02728763-n,dodatak,n,0.0,0.0
ENG30-08265469-n,"pravna ekipa,pravni tim",n,0.0,0.0
ENG30-13281275-n,redovna isplata,n,0.125,0.0
ENG30-06892775-n,koncert,n,0.0,0.0
ENG30-15204983-n,"decenija,dekada,desetleće",n,0.0,0.0
ENG30-15167577-n,mrak,n,0.125,0.125
ENG30-00462116-n,runda,n,0.0,0.0
ENG30-15239579-n,"sezona,doba",n,0.0,0.0
ENG30-15269513-n,"interval,vremenski interval",n,0.5,0.0
ENG30-15273626-n,"dremež,san",n,0.0,0.0
ENG30-10320863-n,ministar,n,0.0,0.0
ENG30-09777012-n,"posrednik,mešetar",n,0.0,0.0
ENG30-10271216-n,"stražar,osmatrač,motrilac",n,0.0,0.0
ENG30-09882007-n,"biznismen,poslovni čovek",n,0.0,0.0
ENG30-10054657-n,poslodavac,n,0.0,0.0
ENG30-09629752-n,putnik,n,0.0,0.0
ENG30-10103485-n,"stranac,neznanac,tuđinac",n,0.0,0.0
ENG30-10444194-n,"pesnik,poeta,versifikator,stihotvorac",n,0.5,0.0
ENG30-10541833-n,građanska vlast,n,0.0,0.0
ENG30-10547145-n,"svetac,svetitelj",n,0.0,0.0
ENG30-10388440-n,"gospodar,vlastelin",n,0.0,0.0
ENG30-10476086-n,"zatočenik,zarobljenik",n,0.0,0.0
ENG30-09945905-n,drug,n,0.0,0.0
ENG30-09632274-n,"nestručnjak,laik",n,0.0,0.0
ENG30-10352299-n,"sused,komšija",n,0.0,0.0
ENG30-09622302-n,"ljubavnik,ljubavnica",n,0.0,0.0
ENG30-10284064-n,tvorac,n,0.0,0.0
ENG30-09625401-n,"podanik,državljanin",n,0.0,0.0
ENG30-09615807-n,"egzaktni naučnik,inženjer,tehnolog",n,0.0,0.0
ENG30-10042845-n,"ekscentrik,osobenjak",n,0.0,0.0
ENG30-10379620-n,protivnik,n,0.0,0.125
ENG30-10533013-n,"izazivač,suparnik,rival,konkurent",n,0.0,0.0
ENG30-10640620-n,"supružnik,partner,drug",n,0.0,0.0
ENG30-11480698-n,"mehanički fenomen,mehanička pojava",n,0.0,0.0
ENG30-11449002-n,"električni fenomen,električna pojava",n,0.0,0.25
ENG30-11490638-n,"optički fenomen,optička pojava",n,0.0,0.0
ENG30-03925226-n,"slajd,dijapozitiv,fotografija",n,0.0,0.0
ENG30-03897943-n,"zakrpa,krpa",n,0.0,0.0
ENG30-02818832-n,"krevet,postelja",n,0.0,0.0
ENG30-03179701-n,radni sto,n,0.0,0.0
ENG30-08633957-n,luka,n,0.0,0.0
ENG30-03302487-n,berza,n,0.0,0.0
ENG30-04053218-n,"strelište,poligon",n,0.0,0.0
ENG30-03455033-n,"grob,raka",n,0.0,0.125
ENG30-05625879-n,zamišljeno mesto,n,0.0,0.0
ENG30-08639058-n,"luka,pristanište",n,0.0,0.0
ENG30-03177349-n,spremište,n,0.0,0.0
ENG30-08649345-n,strana,n,0.0,0.0
ENG30-13886371-n,parabola,n,0.0,0.0
ENG30-11553419-n,"divljaka,divljakinja",n,0.0,0.0
ENG30-13121544-n,"vodena biljka,hidrofite",n,0.0,0.0
ENG30-02777734-n,"balkon,terasa",n,0.0,0.0
ENG30-07520112-n,"drhtaj,treptaj,ushit",n,0.125,0.375
ENG30-03417345-n,"vrt,bašta",n,0.0,0.0
ENG30-08521816-n,"centar,središte,sredina",n,0.0,0.0
ENG30-08520401-n,nebeska tačka,n,0.0,0.0
ENG30-08494987-n,"apeks,solarni apeks",n,0.0,0.0
ENG30-13873213-n,presek,n,0.0,0.0
ENG30-03773035-n,"ogledalo,zrcalo",n,0.0,0.0
ENG30-10243137-n,dama,n,0.0,0.0
ENG30-08361329-n,"demokratija,republika",n,0.0,0.0
ENG30-08050385-n,političko telo,n,0.0,0.0
ENG30-13883885-n,poliedar,n,0.0,0.0
ENG30-13914837-n,piramida,n,0.0,0.0
ENG30-03964495-n,ogradica,n,0.0,0.0
ENG30-08584449-n,skrovište,n,0.25,0.0
ENG30-04411264-n,šator,n,0.0,0.0
ENG30-13252973-n,preneseno vlasništvo,n,0.0,0.0
ENG30-03113152-n,"šminka,kozmetika",n,0.0,0.0
ENG30-03040587-n,"sredstvo za čišćenje,čistač",n,0.0,0.0
ENG30-13599348-n,kvota,n,0.0,0.0
ENG30-05926676-n,"predstava,unutrašnja predstava,unutarnja predstava,mentalna predstava",n,0.0,0.0
ENG30-13937284-n,"zatvor,tamnica",n,0.0,0.0
ENG30-13497135-n,"povećanje,uvećanje,rast",n,0.0,0.0
ENG30-13458571-n,umanjenje,n,0.0,0.0
ENG30-13465530-n,difuzija,n,0.0,0.0
ENG30-00796767-n,"čedo,luče",n,0.0,0.0
ENG30-05849789-n,obeležje,n,0.0,0.0
ENG30-05044528-n,vremensko svojstvo,n,0.0,0.0
ENG30-08310949-n,"veće,savet",n,0.0,0.0
ENG30-03546766-n,kućište,n,0.0,0.0
ENG30-01168369-n,neposredna akcija,n,0.0,0.0
ENG30-14392318-n,megalomanija,n,0.0,0.5
ENG30-03993703-n,prihvatilište za pse,n,0.0,0.125
ENG30-09769636-n,sudija,n,0.0,0.0
ENG30-10225219-n,"sudija,magistrat",n,0.0,0.0
ENG30-05861067-n,"iznos,suma,zbir",n,0.0,0.0
ENG30-13740168-n,"ništa,nula,ič,ništica,ništavilo,tričarija",n,0.25,0.25
ENG30-07464083-n,štafeta,n,0.0,0.0
ENG30-07460104-n,"trka,utrka",n,0.0,0.0
ENG30-06514093-n,"hronika,letopis,istorija",n,0.0,0.0
ENG30-08642145-n,blok,n,0.0,0.0
ENG30-07954014-n,blok,n,0.0,0.0
ENG30-15239292-n,praznični period,n,0.5,0.0
ENG30-01225997-n,"korpa,leđa",n,0.0,0.0
ENG30-08653474-n,vakuum,n,0.0,0.0
ENG30-13783581-n,matematička relacija,n,0.0,0.0
ENG30-13841213-n,"recipročnost,reciprocitet,uzajamnost",n,0.0,0.0
ENG30-13931436-n,"veza,romansa",n,0.25,0.0
ENG30-13931765-n,"seksualni odnos,polni odnos",n,0.5,0.0
ENG30-02808440-n,kada,n,0.0,0.0
ENG30-09449510-n,traka,n,0.0,0.0
ENG30-09284589-n,"arheološki ostatak,fosil",n,0.0,0.0
ENG30-07223170-n,"komentar,ogovaranje,trač",n,0.0,0.125
ENG30-03335600-n,"statua,kip",n,0.0,0.0
ENG30-03777283-n,"model,simulacija",n,0.0,0.0
ENG30-07190693-n,"poziv,poruđbina,narudžba",n,0.0,0.0
ENG30-13358549-n,"fond,sredstva",n,0.0,0.0
ENG30-03249342-n,"apoteka,drogerija",n,0.0,0.0
ENG30-00163406-n,"preokret,izmena",n,0.0,0.0
ENG30-05235879-n,rebro,n,0.0,0.0
ENG30-03533972-n,"alka,karika,prsten",n,0.0,0.0
ENG30-03244388-n,kućni prilaz,n,0.0,0.0
ENG30-02807731-n,"kupatilo,kupaonica",n,0.0,0.0
ENG30-03619890-n,kuhinja,n,0.0,0.0
ENG30-03660909-n,biblioteka,n,0.0,0.0
ENG30-08643933-n,"utočište,pribežište",n,0.0,0.0
ENG30-00143251-n,"ponovno ispitivanje,preispitivanje",n,0.0,0.0
ENG30-00533922-n,plesni koraci,n,0.0,0.0
ENG30-08459648-n,"niz,sled,lanac",n,0.0,0.0
ENG30-00798245-n,"kampanja,pohod",n,0.0,0.0
ENG30-09240621-n,"lanac,hemijski lanac",n,0.0,0.0
ENG30-09403734-n,"lanac,venac",n,0.0,0.0
ENG30-00768701-n,krvni delikt,n,0.0,0.0
ENG30-08266235-n,"tabela,tablica",n,0.0,0.0
ENG30-04350905-n,"odelo,garnitura",n,0.0,0.0
ENG30-07985223-n,par,n,0.125,0.0
ENG30-13862282-n,prirodan oblik,n,0.0,0.125
ENG30-13864763-n,uglat oblik,n,0.25,0.0
ENG30-13867276-n,"iskrivljen oblik,iskrivljenje",n,0.25,0.0
ENG30-13864965-n,"konkavan oblik,udubljenje",n,0.0,0.0
ENG30-13865483-n,okrugao oblik,n,0.125,0.0
ENG30-13901585-n,"zrnce,perla,zrno",n,0.125,0.0
ENG30-03816136-n,igla,n,0.0,0.0
ENG30-07379409-n,cvrkut,n,0.0,0.0
ENG30-06256229-n,strana,n,0.0,0.0
ENG30-04309348-n,parobrod,n,0.0,0.0
ENG30-07395623-n,"škripa,pisak",n,0.0,0.0
ENG30-06892016-n,"predstava,nastup,šou",n,0.0,0.0
ENG30-07307477-n,"događaj,incident",n,0.0,0.0
ENG30-10203839-n,individua,n,0.0,0.0
ENG30-13937075-n,"slika,scena",n,0.0,0.0
ENG30-13129165-n,"peteljka,stabljika",n,0.0,0.0
ENG30-03767745-n,minaret,n,0.125,0.0
ENG30-14055408-n,"tegoba,boljka",n,0.25,0.5
ENG30-04504486-n,"slog,slovo",n,0.0,0.0
ENG30-09397607-n,"lokva,barica",n,0.0,0.0
ENG30-06807056-n,"prsa,dlaka",n,0.0,0.0
ENG30-03180504-n,razarač,n,0.0,0.0
ENG30-03308297-n,"ušica,uši",n,0.0,0.0
ENG30-08310389-n,"sastanak,druženje",n,0.0,0.0
ENG30-05821775-n,"uzorak,mustra",n,0.0,0.0
ENG30-03972524-n,džep,n,0.0,0.0
ENG30-13771404-n,"kap,kapljica",n,0.0,0.0
ENG30-03942126-n,jastuče za igle,n,0.0,0.0
ENG30-09415938-n,"rečica,potočić",n,0.0,0.0
ENG30-08372411-n,pleme,n,0.0,0.0
ENG30-08288753-n,potkultura,n,0.0,0.0
ENG30-03151500-n,jastuk,n,0.0,0.0
ENG30-03130563-n,krep,n,0.0,0.0
ENG30-13865298-n,valjak,n,0.0,0.0
ENG30-14883206-n,kristal,n,0.0,0.0
ENG30-05687338-n,problem,n,0.0,0.25
ENG30-04061969-n,"niša,kutak",n,0.0,0.0
ENG30-15228910-n,"doba,vreme",n,0.0,0.0
ENG30-07486229-n,"želja,prohtev",n,0.5,0.0
ENG30-00732746-n,"prekršaj,prestup",n,0.0,0.0
ENG30-00747029-n,porok,n,0.0,0.0
ENG30-04243370-n,prorez,n,0.0,0.0
ENG30-08615810-n,"parking,parkiralište",n,0.0,0.0
ENG30-02779435-n,lopta,n,0.0,0.0
ENG30-07464725-n,turnir,n,0.0,0.0
ENG30-08656893-n,stanica,n,0.0,0.0
ENG30-03485794-n,maramica,n,0.0,0.0
ENG30-14450540-n,"oskudica,oskudnost",n,0.0,0.0
ENG30-05700793-n,"sanjarija,maštarija,fantazija",n,0.0,0.0
ENG30-05680193-n,koma,n,0.0,0.125
ENG30-14440137-n,"sramota,ljaga",n,0.0,0.5
ENG30-04732852-n,milost,n,0.0,0.0
ENG30-06628861-n,"potvrda,priznanje",n,0.0,0.0
ENG30-06636259-n,činjenica,n,0.0,0.0
ENG30-06765044-n,"komentar,primedba",n,0.0,0.0
ENG30-06724763-n,opis,n,0.0,0.0
ENG30-09246464-n,"litica,greben",n,0.0,0.0
ENG30-14429885-n,klasa,n,0.0,0.0
ENG30-05829480-n,negativni stimulans,n,0.0,0.625
ENG30-09230768-n,"kamen,kamenac",n,0.0,0.0
ENG30-03126090-n,"stega,spona",n,0.0,0.0
ENG30-03984381-n,trem,n,0.0,0.0
ENG30-05397178-n,vaskularna struktura,n,0.0,0.0
ENG30-03743902-n,spomenik,n,0.0,0.0
ENG30-03390983-n,okvir,n,0.25,0.0
ENG30-04460130-n,"toranj,kula",n,0.0,0.0
ENG30-04105068-n,krov,n,0.0,0.0
ENG30-05462674-n,nervna struktura,n,0.0,0.0
ENG30-03171356-n,"bedem,linija odbrane",n,0.0,0.0
ENG30-05840188-n,tip,n,0.0,0.0
ENG30-14890659-n,"mazivo,podmazivač",n,0.5,0.0
ENG30-14940100-n,"tečnost,tekućina",n,0.0,0.0
ENG30-14821043-n,provodnik,n,0.0,0.0
ENG30-03304730-n,eksploziv,n,0.0,0.0
ENG30-14702416-n,lepak,n,0.0,0.0
ENG30-03875218-n,"boja,farba",n,0.0,0.0
ENG30-14934031-n,kvasac,n,0.0,0.0
ENG30-00043902-n,pogodak,n,0.0,0.0
ENG30-07477945-n,"kolaps,krah,slom",n,0.0,0.0
ENG30-07376257-n,"lupa,tresak,prasak",n,0.0,0.25
ENG30-07435273-n,izbijanje,n,0.0,0.125
ENG30-02726305-n,stan,n,0.0,0.0
ENG30-05853449-n,površina,n,0.375,0.125
