,ID,Lemme,Definicija,POS,NEG
53,ENG30-01983771-v,promeniti položaj,pretrpeti promena u položaj telo . ,0.00015067488,5.903886e-05
54,ENG30-01993926-v,"primaknuti,prineti,približiti",Učiniti da nešto biti pomaknuti prema napred . ,0.30093786,3.179997e-05
55,ENG30-02038357-v,"nagnuti se,nagibati se,iskositi se,ukositi se",nagnuti se ili saviti iz uspravan položaj . ,0.00030620542,3.5326157e-05
56,ENG30-02058448-v,"vrpoljiti se,meškoljiti se,vrteti se",micati se neprestano . ,0.004671125,4.1130108e-05
57,ENG30-02123672-v,mirisati,Ispuštati miris . ,8.736346e-05,0.20721252
58,ENG30-02125223-v,"namirisati,nanjušiti",osetiti nečiji miris . ,7.192231e-05,0.5016614
59,ENG30-01887576-v,"kliziti,klizati",kretati se gladak i bez muka . ,0.046906892,0.0044065467
60,ENG30-01886488-v,"puzati,gmizati,puziti",prolaziti ili se kretati nenametljiv ili gladak . ,0.0019592275,0.00016406427
61,ENG30-01587062-v,"opkoliti,obuhvatiti",potpuno okružiti . ,0.00025423872,3.5417142e-05
62,ENG30-01467370-v,"okružiti,omeđivati,graničiti se",protezati se istovremeno na sav strana . ,0.0001036696,3.5445326e-05
63,ENG30-01976841-v,"pasti,padati",padati okomito . ,0.0011693256,0.013392091
64,ENG30-02157731-v,"zatamniti,zamagliti,pomračiti",Učiniti manje vidljiv ili nejasan . ,0.00015179327,0.21155663
65,ENG30-02158587-v,"prerušiti,maskirati",Učiniti neprepoznatljiv . ,0.30820996,0.053242754
66,ENG30-01334535-v,"prikriti,zaogrnuti,zamaskirati",sakriti pod lažan pojava . ,9.7225995e-05,0.00027766603
67,ENG30-02163746-v,"ugledati,spaziti,videti","Ugladati , opaziti oči . ",0.00018785127,4.9244907e-05
68,ENG30-02165543-v,proučiti,Pažljivo ispitati . ,0.00011415389,0.0004899498
69,ENG30-02186506-v,"zvečati,zveketati,zveckati",proizvoditi ili emitovati prodoran zveketav zvuk . ,0.00016541602,0.00033182296
70,ENG30-02188587-v,"presti,zujati,zvrjati,fijukati,zviždati","proizvoditi taj šuštav zvuk , kao kad motor raditi ili krilo lepršaj . ",0.0001041802,5.5065477e-05
71,ENG30-02212825-v,"odbiti,uskratiti,odreći",ne dati neki šta on pripadati . ,0.000102619226,0.000110598754
72,ENG30-02259005-v,trampiti se,zameniti ili dati nešto u zamena . ,0.00019634966,3.5711117e-05
73,ENG30-02290461-v,"koristiti se,izvući korist,okoristiti se",Steći korist . ,0.00011357745,3.910189e-05
74,ENG30-02293321-v,sprovesti,predati neki ili nešto drugi . ,0.06928516,0.20950289
75,ENG30-02324026-v,"pozajmiti,posuditi",dobiti privremeno . ,0.00012631297,0.0001387212
76,ENG30-02345647-v,"uzajmiti,pustiti,imati viška",pozajmiti nešto što jesam strogo potrebno . ,0.00073559134,0.00047687907
77,ENG30-02349212-v,"poveriti,predati,dati",ukazati poverenje koji . ,0.30831385,0.028907903
78,ENG30-02378623-v,"reagirati,reagovati,opirati se,opreti se,kontrirati,oponirati,suprotstaviti se",delovati protiv nešto . ,8.151631e-05,0.2932187
79,ENG30-02384940-v,"ugostiti,pogostiti",pozvati kao gost . ,0.00011103033,0.005223295
80,ENG30-02437707-v,"paziti,brinuti se,voditi računa",biti zadužiti za nešto ili imati poslati sa nešto . ,0.0007373687,9.655891e-05
81,ENG30-02485844-v,"sastati se,videti se",Ići sa neki na sastanak . ,9.930764e-05,3.516169e-05
82,ENG30-02506546-v,"obavezati,primorati",prisiliti ili obavezati neki da uraditi nešto . ,0.42871892,0.013696488
83,ENG30-02570267-v,"razmaziti,raznežiti,povlađivati,kvariti",Ponašati se prema neki sa preteran popustljivost . ,0.0001997791,0.0066668717
84,ENG30-01752884-v,"omogućiti,rezultirati",Učiniti moguć . ,0.00014491247,0.42862308
85,ENG30-02641035-v,"oklevati,zastati",privremeno prekinuti aktivnost pre nego što se nastaviti . ,0.00013000409,0.00010631295
86,ENG30-02652494-v,"boraviti,stanovati,biti stanar",biti stanar ; privremeno boraviti . ,0.16046907,0.023977265
87,ENG30-02656390-v,"skloniti,zbrinuti,zaštiti",obezbediti sklonište . ,0.0014992649,3.4183748e-05
88,ENG30-02664575-v,"biti podloga,temeljiti se",biti ili činiti osnova . ,0.0013244948,0.13929498
89,ENG30-02700104-v,"složiti se,pristajati","biti u sklad , harmonija . ",0.052877925,0.26494655
90,ENG30-02705535-v,"biti svojstven,biti urođen,biti sadržan",biti deo . ,9.677785e-05,0.047031555
91,ENG30-02758033-v,"pljuštati,liti,liti kao iz kabla",obilno kišiti . ,0.24711898,0.022126086
92,ENG30-02733524-n,luk,Građevinska konstrukcija ( obično zakriviti ) koji služiti da premostiti otvor ( arhitektura ) . ,0.00010638768,4.8215916e-05
93,ENG30-03462594-n,podloga,Površina ( kao zid ili platno ) pripremiti da primiti boja za slika ( umetnost ) . ,9.872216e-05,3.160921e-05
94,ENG30-08592165-n,prednost,Položaj koji trkač sa baza zauzimati kada se pripremati da napredovati ka sledeći baza ( bejzbol ) . ,0.000105165476,3.501233e-05
95,ENG30-07293678-n,pobeda na poene,Pobeda dobiti na poen kada nem nokaut ( boks ) . ,0.000103862694,0.00018186137
96,ENG30-05034473-n,valencija,karakteristika atom ili radikal ; njihov združiti moć dati u kategorija brojati atom vodonik ( ili ekvivalent ) ( hemija ) . ,9.720669e-05,2.9009985e-05
97,ENG30-07977592-n,"biblioteka,programska biblioteka,biblioteka programa",zbirka standardan program i podrutina koji se pohranjivati i stavljati na raspolaganje za trenutan upotreba ( informatika ) . ,0.00018188817,5.1347604e-05
98,ENG30-13562862-n,ekološko nasleđivanje,postepen i sređen proces promena u ekosistem koji jesam izazvati progresivno zamenjivanje jedan zajednica drugi dok se ne uspostaviti stabilan vrhunac ( ekologija ) . ,0.00010639177,0.00010978572
99,ENG30-13451804-n,"korišćenje,iskorišćenje","upotreba privredni dobro da biti se zadovoljiti potreba , ili u proizvodni svrha ( ekonomija ) . ",0.0006521313,7.448674e-05
100,ENG30-07420991-n,impuls,Oštar prolazan talas u normalan električni stanje ( ili niz takav prolazan ) ( elektronika ) . ,9.595784e-05,4.265749e-05
101,ENG30-13597794-n,osnova,u pozicioni brojni sistema pozitivan ceo broj koji jesam ekvivalentan jedinica na sledeći višem redni mesto ( matematika ) . ,0.00013164169,2.962671e-05
102,ENG30-05057061-n,odredište,Položaj na koji se po dužnost raspoređivati brod ili flota ( mornarica ) . ,0.00015543695,7.323378e-05
103,ENG30-01455732-a,"piskav,tanak,tanušan","za zvuk , posebno glas . ",0.000102723534,0.05875513
104,ENG30-07345593-n,"talas,vibracija",progresivan ometanje koji se prenositi bez pomeranje sam sredstvo ( fizika ) . ,0.000116093026,4.598768e-05
105,ENG30-01221254-n,ponašanje,skup odgovor ili reakcija ili pokret koji prav organizam u biti kakav situacija ( psihologija ) . ,0.000111309135,3.8936578e-05
106,ENG30-01278080-a,"uvažen,istaknut,velik","za osoba , koji stajati iznad drugi po karakter ili postignuće ili ugled . ",0.00045196974,0.0011836622
107,ENG30-07968702-n,interesna grupa,"Obično u množina , društven grupa čiji član kontrolisati neki polje rad i koji imati zajednički cilj . ",0.000109181135,3.0794497e-05
108,ENG30-06630017-n,pozdrav,potvrda ili izraz dobar volja ( obično pri susret ) ,0.002626129,0.0002258802
109,ENG30-08500213-n,dubina,dubok i udaljen deo . ,0.0001546582,5.4988162e-05
110,ENG30-15235126-n,"s,sek,sekunda",Šezdeseti deo minuta : osnovni jedinica vreme koji jesam usvojiti Međunarodni sitem merni jedinica . ,9.405588e-05,3.0154893e-05
111,ENG30-15205532-n,"vek,stoleće",sto godina . ,0.000100703604,2.9567924e-05
112,ENG30-13863186-n,"lik,dvodimenzionalni oblik,figura u ravni",dvodimenzionalan oblik . ,9.27386e-05,0.0011756321
113,ENG30-07201365-n,opisivanje,Čin opisivanje nešto . ,0.0039380435,0.12156442
114,ENG30-00125629-n,udaranje,Čin udaranje jedan stvar drugi . ,0.00011249794,0.000803145
115,ENG30-07940448-n,carstvo,osnovni grupa prirodan predmet . ,9.22552e-05,2.9212995e-05
116,ENG30-09622928-n,"voljeni,voljena,dragan,dragana,ljubav,cakan,cakana",voljen osoba ; koristiti se u izraz od milja . ,0.7011806,6.467743e-06
117,ENG30-05949726-n,"mnjenje,javno mnjenje",verovanje ili raspoloženje zajednički većina ljudi : glas narod . ,0.00026170237,3.9501276e-05
118,ENG30-07929519-n,"kafa,kava",napitak koji se sastojati od primesa mleven zrno kafa . ,0.00010356293,3.1577845e-05
119,ENG30-07933274-n,čaj,napitak koji se spravljati potapanje čajni list u voda . ,0.00010074598,5.144254e-05
120,ENG30-05333777-n,arterija,krvni sud koji odvoditi krv iz srce u telo . ,9.539677e-05,0.00014364766
121,ENG30-04244997-n,"brodica,brodić",mali čamac . ,9.111334e-05,4.0704923e-05
122,ENG30-03329663-n,"trajekt,feribot",Brod koji prevoziti ljudi ili vozilo preko voden površina i raditi po redovan raspored . ,9.919535e-05,3.0263618e-05
123,ENG30-02792552-n,"šlep,dereglija",Brod sa ravan dno za prenos težak teret ( posebno na kanal ) . ,9.290318e-05,2.9142524e-05
124,ENG30-05298313-n,vitalni organ,organ koji jesam neophodan za život . ,9.0351794e-05,0.22143039
125,ENG30-08414119-n,porota,telo građanin zaklet da donositi istinit presuda u sklad sa dokaz predstavljen na sud . ,0.00012876696,5.721025e-05
126,ENG30-08375369-n,komuna,zajednica ljudi ili porodica koji živa zajedno i deliti sav . ,0.00010554186,3.090677e-05
127,ENG30-07966719-n,sektor,zajednica ljudi koji činiti deo društvo ili privreda . ,0.000116585834,3.4393983e-05
128,ENG30-09328904-n,jezero,voden površina okružen zemlja . ,9.597363e-05,3.104653e-05
129,ENG30-02993546-n,centar,zgrada posvećen poseban aktivnost . ,0.00011247382,0.17086184
130,ENG30-04306080-n,stanica,zgrada snabdeven poseban oprema i osoblje za odrediti namena . ,0.00010392124,4.6776422e-05
131,ENG30-03054311-n,"klub,udruženje",zgrada koji zaposedati klub . ,0.00021139102,0.019562416
132,ENG30-03859280-n,sporedna zgrada,zgrada koji jesam podrediti i odvojiti od glavne zgrada . ,0.00013551905,0.0025257228
133,ENG30-03542333-n,hotel,zgrada gde putnik moći da platiti smeštaj obrok i drugi usluga . ,0.00011468843,4.5822933e-05
134,ENG30-03457902-n,"staklenik,staklena bašta","zgrada sa staklen zid i krov , za uzgoj i pokazivanje biljka pod kontrolisan uslov . ",0.00012225336,3.26491e-05
135,ENG30-08057206-n,agencija,firma koji služiti drugi firma . ,0.00034386167,7.106509e-05
136,ENG30-03594945-n,"džip,lendrover,terensko vozilo,terenac",automobil pogodan za putovanje preko težak teren . ,0.00022908532,3.0136182e-05
137,ENG30-02924554-n,"krš,krntija",automobil koji jesam star i nepouzdan . ,0.00055977073,0.00016730993
138,ENG30-00138221-n,"poljubac,celov,ljubljenje",dodir usna . ,0.00010757568,0.0022760048
139,ENG30-07414922-n,"sastanak,susret",Slučajno ili neočekivan susretanje . ,0.0078089316,0.2033271
140,ENG30-08006094-n,"sloj,grupa",kategorija koji dolaziti između neki određenih granica . ,9.711973e-05,3.816285e-05
141,ENG30-07305234-n,"nedaća,beda",uzrok velik patnja i nesreća . ,6.0492894e-05,0.95103264
142,ENG30-07189411-n,"blagoslov,blagosiljanje",ceremonijalan molitva koji zazivati božanski zaštita . ,0.00010593344,5.2988675e-05
143,ENG30-00260622-n,reforma,promena nabolje kao rezultat ispravljanje zloupotreba . ,0.10279026,4.7271e-05
144,ENG30-07357388-n,"napredak,progres,unapređenje","promena nabolje , napredak u razvoj . ",0.47224212,1.4138025e-05
145,ENG30-07358576-n,"prelaz,prelazak,tranzicija",promena sa jedan mesto ili stanje ili stepen u drugi . ,0.00013150006,6.380095e-05
146,ENG30-04981658-n,prizvuk,Karakterističan zvuk . ,9.601777e-05,3.2977623e-05
147,ENG30-01037819-n,krštenje,Hrišćanska svet tajna koji značiti ponovno duhovno rođenje . ,0.00010854978,3.9282044e-05
148,ENG30-08579487-n,veliki krug,Kružna linija na površina sfera koji se dobijati kada se ona preseći ravnina koji prolaziti kroz centar . ,9.49954e-05,3.119018e-05
149,ENG30-04253437-n,sapun,sredstvo za čišćenje napraviti od so biljni ili životinjski mast . ,0.00011603453,3.0918978e-05
150,ENG30-14845743-n,"H2O,voda",proziran tečnost bez miris i ukus . ,0.0001286092,7.713737e-05
151,ENG30-13811410-n,"bliskost,srodnost",blizak veza karakterisati zajednički interes ili sličan priroda ili svojstvo . ,0.00014302785,5.1268074e-05
152,ENG30-02536685-n,"brat,bata,ortak,drugar,pajtaš",blizak prijatelj koji učestvovati sa drugar u njihov aktivnost . ,9.673758e-05,3.797569e-05
153,ENG30-07977870-n,biblioteka,zbirka književan dokument ili zapis koji se držati radi čitanje . ,0.00013121794,0.0005478484
154,ENG30-07961480-n,"gomila,hrpa",zbirka predmet naslagan jedan preko drugi . ,9.638634e-05,3.2869168e-05
155,ENG30-04338359-n,"niz,niska",zbirka predmet naredanih na jedan vlakno . ,9.478266e-05,3.4591823e-05
156,ENG30-08271042-n,"galaksija,maglina",grupa zvezdan sistema . ,0.00010315929,3.3933346e-05
157,ENG30-08407619-n,izložba,grupa stvar ( dobro ili umetnički delo itd . ) za javan pokazivanje . ,0.0005875113,4.285531e-05
158,ENG30-07963711-n,kombinacija,grupa stvar koji jesam udružen ; zbir odvojen deo ili svojstvo . ,0.00013111906,0.00018479748
159,ENG30-08374049-n,"kolonija,naseobina",zajednica ljudi koji se naseliti daleko od matica ali sa ona održavati veza . ,9.518302e-05,3.09213e-05
160,ENG30-07210801-n,"žalba,tužba",Pritužba na ( stvaran ili zamišljen ) nepravda koji uzrokovati ozlojeđenost i predstavljati osnova za delovanje . ,5.514527e-05,0.37415332
161,ENG30-07211092-n,"gunđanje,roptanje,mrmljanje",Pritužba izgovoriti tih i nerazgovetan glas . ,0.00020501799,0.10126487
162,ENG30-07956426-n,paket,potpun grupa sličan stvar . ,0.0002400016,3.683765e-05
163,ENG30-03069752-n,fakultet,skup zgrada u koji jesam smešten fakultet . ,0.00010100352,0.000111439804
164,ENG30-02679415-n,dodatak,sastojak koji se dodavati nešto da ga poboljšati . ,0.22803107,4.8948128e-05
165,ENG30-05559908-n,"ekstremitet,dodatak",telesni dodatak ili deo koji ličiti na dodatak . ,0.00011117735,8.49951e-05
166,ENG30-04454240-n,"zvrk,čigra",kupast dečji igračka koji se sužavati u čelični vrh na koji moći da se zavrtiti . ,0.0003706855,0.00012342035
167,ENG30-08377085-n,"kurs,pravac",povezati niz događaj ili radnja . ,0.000102184466,3.673376e-05
168,ENG30-13870805-n,"veza,link",oblik koji spajati . ,0.00010341185,0.0019154613
169,ENG30-03779370-n,"kalup,modla,model",posuda u koji se ulivati tečnost da se stvoriti dati oblik kada se stvrdnuti . ,9.267958e-05,3.1284537e-05
170,ENG30-02801938-n,"košara,korpa",sud koji jesam obično plesti i imati ručak . ,0.00016158169,6.554081e-05
171,ENG30-07458453-n,"trka,utrka",brzinski takmičenje . ,0.00015451848,0.0022010806
172,ENG30-08403787-n,opozicija,zajednica ljudi ujedinjen u odupiranje nešto . ,9.8994984e-05,8.052426e-05
173,ENG30-15123754-n,kontinuum,neprekidan nevreme celina ili odsečak ili niz događaj u koji nijedan deo jesam različit niti se moći razlikovati od susednih . ,0.00011871239,3.8929888e-05
174,ENG30-03709644-n,poštansko vozilo,prevozni sredstvo koji voziti pošta . ,0.00010096087,3.6247588e-05
175,ENG30-03969627-n,visak,uzica o koji jesam obesiti metalan teg koji pokazivati direktno na centar zemljin teža . ,0.0002812908,7.1013885e-05
176,ENG30-00892145-n,seminar,kurs koji se nuditi mali grupa napredan student . ,9.707469e-05,3.4021883e-05
177,ENG30-03366823-n,otirač,Pokrivači za pod automobil . ,0.00012496188,4.267884e-05
178,ENG30-03050026-n,pokrivač od tkanine,pokrivač napraviti od tkanina ,9.546011e-05,3.3222783e-05
179,ENG30-04151940-n,"zaklon,skrivalište,plašt,ogrtač",Pokrivač koji služiti da sakriti ili zakloniti . ,0.00012940612,3.707481e-05
180,ENG30-03724870-n,"maska,obrazina,krabulja",navlaka koji prerušavati ili štititi lice . ,0.004968562,0.036457203
181,ENG30-00770270-n,"prekršaj,prestup",Zločin manje ozbiljan od težak . ,0.00011148889,0.0006137443
182,ENG30-13872975-n,"konusni presek,kupasti presek",kriva koji stvarati presek ravan i kružan kup . ,0.00014329242,3.055613e-05
183,ENG30-03623556-n,nož,alat za sečenje sa oštar zašiljen metalan sečivo i sa drška . ,0.00010336603,3.92524e-05
184,ENG30-04101497-n,valjak,cilindar koji se okretati . ,0.0006299309,0.0004754637
185,ENG30-08644213-n,"opasnost,pogibelj,pogibao",opasno mesto . ,9.657977e-05,3.834987e-05
186,ENG30-15183428-n,praznik,Dan na koji se ne raditi po običaj ili zakon . ,0.000103837534,0.017810913
187,ENG30-07389330-n,"prasak,salva",dubok dug zvuk ( kao grmljavina ) . ,0.00011384731,0.0027316457
188,ENG30-03800563-n,muzej,mesto za sakupljanje i prikazivanje predmet koji imati naučni ili istorijski ili umetnički vrednost . ,0.00019392122,2.957509e-05
189,ENG30-03320046-n,fen,naprava koji stvarati strujanje vazduh pokretanje jedan ili više površina . ,9.799134e-05,3.077302e-05
190,ENG30-03666591-n,upaljač,naprava za paljenje gorivo ili naboj . ,0.00033244005,0.00012483777
191,ENG30-03851341-n,optički uređaj,Uređaj za proizvodnja ili kontrola svetlost . ,0.00010571785,8.155808e-05
192,ENG30-03111899-n,sredstvo za ublažavanje bolova,naprava za lečenje povreda ili bolest . ,0.001208798,0.02437026
193,ENG30-03277771-n,elektronski uređaj,Uređaj koji ispunjavati svoj uloga na elektronski pogon . ,0.00012550128,3.040861e-05
194,ENG30-03705379-n,magnet,Uređaj koji privlačiti gvožđe i stvarati magnetski polje . ,9.7647586e-05,3.1264623e-05
195,ENG30-04526964-n,ventilator,Uređaj koji ubacivati svež vazduh i izbacivati prljav . ,0.00012682802,6.481985e-05
196,ENG30-03744840-n,"memorijski uređaj,skladišni uređaj",Uređaj koji čuvati informacija radi vraćanje podatak . ,9.394622e-05,3.512996e-05
197,ENG30-03269401-n,električni uređaj,Uređaj koji proizvoditi ili raditi na struja . ,0.00010726788,6.319082e-05
198,ENG30-03736970-n,"mehanička naprava,mehanički uređaj",Uređaj koji raditi na mehanički princip . ,0.00012662864,5.6058765e-05
199,ENG30-03720163-n,"mapa,karta",shematski prikaz zemljin površina . ,9.160613e-05,3.3924833e-05
200,ENG30-00046344-n,"vratolomija,egzibicija","Teška ili neobičan majstorija , obično uraditi da se privući pažnja . ",0.0004581725,0.000215628
201,ENG30-07307895-n,električno pražnjenje,Pražnjenje elektricitet . ,9.436358e-05,4.507054e-05
202,ENG30-07140978-n,"rasprava,debata,spor",diskusija u koji se iznositi argument za ili protiv neki predlog . ,0.00025035915,0.00018630516
203,ENG30-07148192-n,"pregovori,razgovori",diskusija čiji namera jesam da dovesti do sporazum . ,0.00031045353,3.4049062e-05
204,ENG30-02025550-v,"pratiti,putovati sa",Ići ili putovati sa neki . ,0.00014075988,5.0396142e-05
205,ENG30-02037090-v,"nagnuti se,survati se,spustiti se",biti pod ugao . ,9.5617186e-05,6.344447e-05
206,ENG30-03464467-n,branik,naprava smisliti da sprečiti povreda . ,0.00021343169,0.0011090871
207,ENG30-02185373-v,"kucati,tapkati,lupkati,lupati,tupkati",proizvoditi lagati ritmički udarac po površina . ,0.0001010789,9.174558e-05
208,ENG30-00446493-n,"borba,bokserski meč",bokserski nadmetanje . ,0.018373718,0.0005085871
209,ENG30-04749572-n,distinkcija,Karakteristična razlika . ,0.3299382,0.20839728
210,ENG30-08538426-n,"područje,oblast",Zona grad ili varoš omeđen iz administrativan razlog . ,0.00010318997,3.1507712e-05
211,ENG30-13163250-n,grana,ogranak koren ili sekundaran koren koji izniknuti iz glavnog koren biljka . ,0.00010187341,3.2913245e-05
212,ENG30-08216900-n,sekcija,deo orkestar koji sadržati sav instrument isti klasa . ,9.809282e-05,2.9877185e-05
213,ENG30-02731398-n,apsida,"Kupolasti ili zasvođen ogranak ili ispust na građevina , pogotovo istočni kraj crkva : obično sadržati oltar . ",0.0001438218,3.443351e-05
214,ENG30-03581634-n,"opijat,intoksikant",droga koji moći da proizvesti stanje opijenost . ,0.0070938407,0.045683566
215,ENG30-04166553-n,"depresiv,depresant,sedativ",lek koji smanjivati nadražljivost i smirivati osoba . ,0.00015629418,5.460287e-05
216,ENG30-04219424-n,svila,tkanina koji se praviti od fin vlakno koji proizvoditi larva neki insekt . ,9.8006e-05,4.220433e-05
217,ENG30-03779128-n,moher,tkanina koji se praviti od preći dobiti od svilenkast vuna angorski koza . ,9.672404e-05,3.190746e-05
218,ENG30-01242962-n,štrajk glađu,Uzdržavanje zatvorenik od hrana kao vid protest . ,9.8064345e-05,5.4437067e-05
219,ENG30-03682487-n,"brava,reza",Zatvarač prikačiti na vrata ili ladica koji ona držati čvrsto zatvoriti . ,0.00011535041,4.2068823e-05
220,ENG30-00006150-n,roditelj,otac ili majka ; neki ko začeti ili roditi ili hraniti i podignuti dete ; rođak koji igrati uloga staratelj . ,0.00013047436,3.1637523e-05
221,ENG30-09992837-n,"ćerka,kćerka,kći,devojka",direktan ženski potomak . ,9.1689726e-05,3.316902e-05
