X,Predicted,Real
"komad meso , pečen ili pripremljen za pečenje u količina dovoljan za više porcija ",1,0
"redak element u priroda , a pojavljivati se u mali koncentracija u silikatni mineral ",1,0
"voćni sok , posebno onaj koji jesam razblažiti ",1,0
MY ,1,0
"grupa životinjski DNK virus koji obuhvatati i virus kod patak , američki mrmota , veverica i drugi a takođe jesam i virus koji izazivati hepatitis B kod ljudi ",1,0
metod književan kritika koji se analizirati detalj tekst da biti se otkriti njegov struktura i značenje ,1,0
električni železnica koji ići ispod zemlja ,1,0
ne spavati . ,1,0
mali evropski vodomar jako lep perje ,1,0
Tečni deo telo . ,1,0
telo luxdi koji se baviti neki učen profesija . ,1,0
porodica aromatičan tropski drveće sa ? ? seme . ,1,0
ostrvlje u Norveška mora ,1,0
hleb koji sadržati fino mleti crn luk . ,1,0
"Komad kolač koji sadržati pun čokolada , obično sa koštunjav voće . ",1,0
izbaciti telesni tvar ,1,0
velik dugokos divalj goveda Tibet ; često se pripitomljavati . ,1,0
Žena u vreme rađanje dete i kratak vreme nakon taj . ,1,0
"bujon , čorba od piletina ",1,0
"u radiologija , organ koji primati terapeutski doza radioaktivan supstanca . ",1,0
verovanje koji se suprotstavljati dogma zvaničan crkva . ,1,0
Završno stanje . ,1,0
mesnat tkivo koji okruživati usta ,1,0
rod velik ? suvozemni buba koji se hraniti osetljiv gusenica . ,1,0
karta za igranje koji na lice imati simbol lista ili vrh koplje . ,1,0
tropski voće sa žut kor i roze pulpa ; jesti se svež ili se prav džem ,1,0
biti koji svojstvo koji se moći detektovati člom miris . ,1,0
tvrditi omotač zemlja . ,1,0
vremenski period tokom koji jesam osoba obično u određenom životan stanje . ,1,0
biti koji agent ili predstavnik federalni agencija ili biro ,1,0
"taman , jak , engleski piva ",1,0
tanak cevčica koji spajati duplja nos i ždrelo ,1,0
jedinica koji određivati cena plaćanje ,1,0
"u boks , udarac pesnica ",1,0
meso sa slabina jagnje ,1,0
tvrditi ili misliti da jesam neki odgovoran za neki delo ili čin . ,1,0
blato ili glina ili sitan kamen koji taložiti reka ili jezero ,1,0
zelen mineral koji se sastojati od hidriranog silikat kalijum ili gvožđe ili magnezijum ili aluminijum ; javljati se u zelen peščanik ,1,0
endoskopski metoda ispitivanje organ u mali karlica kod žena ,1,0
jestiv gljiva sa izdužen beo klobuk i crn sporama . ,1,0
morski jegulja ,1,0
velik slatkovodni evropski riba koji moći da narasti i do tri metar dužina ,1,0
glavni satir u služba Bahusovoj ; otac Dionisijev ; obicno se predstavljati kao veseliti pijanac koji jahati na magarac ,1,0
uglavnom kratkonožne ptica koji živa na drveće i gnezditi se u rupa . ,1,0
donji površina pećina ili jezero itd . ,1,0
u grčki mitologija pohlepan frigijski kralj koji jesam Dionis dati moć da sav što dodirnuti pretvoriti u zlato ,1,0
alfabetski lista ime i adresa ,1,0
nabasati na neki nespreman . ,1,0
glavat delfin ,1,0
zapaliti se uz jak plamen ,1,0
biti posledica nešto . ,1,0
stanovnik Kostarika ili poreklo iz ona ,1,0
Čin odbijanje nešto . ,1,0
"ogoliti zid od tapeta , na primer . ",1,0
boa i piton . ,1,0
Pažnja i uredovanje koji podrazumevati odgovornost za bezbednost . ,1,0
dati izjava pod zakletva ; izjaviti pod zakletva . ,1,0
"koji imati samo jedan deo , npr reč koji jesam složenica i nemati afikse ",1,0
govedina marinirati ili kiseliti u salamura ,1,0
promena koji dovoditi do povećanje . ,1,0
dobiti nazad ili ponovo zadobiti . ,1,0
flagelate ( bičari ) koji živa u simbioza u intestinumu ( crevo ) na pr . termit ,1,0
"zauzimati velik , raširiti područje . ",1,0
obožavanje Biblija ,1,0
uvod u pozorišni komad ,1,0
stanovnik Peru ili poreklo iz Peru ,1,0
porođaj bez medicinski intervencija kao što jesam primena supstanca koji ublažavati bol ili olakšavati jesam čin rođenje . ,1,0
plav morski pas . ,1,0
stvar ponuditi na prodaja ,1,0
a fish that feeds on the bottom of a bodž of water ,1,0
organizacija branilac koji obezbeđivati otpor protiv napad . ,1,0
deo deljenik koji preostajati kada rezultat deljenje deljenik delilac jesam ceo broj . ,1,0
"morski nimfa ( pola žena , pola ptica ) koji jesam navoditi mornar da se nasukaju na stena gde jesam onaj živeti ",1,0
"postati židak ili tečan ; o čvrst tvar , kada se zagrejati . ",1,0
mrzak zec ,1,0
imenica koji jesam izvesti iz glagol ,1,0
biti kakav tekovina od prošli generacija ,1,0
u grčki mitologija Muza epski poezija ,1,0
relativno mali prostiranje od jedan do durge suprotan površina . ,1,0
New World vipers with hollow fangs and a heat-sensitive pit on each sida of the head ,1,0
procedura koji se preuzimati da biti se doći do medicinski dijagnoza ,1,0
advokat koji predstavljati siromašan optuženik o državni trošak . ,1,0
velik voden daždevnjak : ? hellbenders ; golem štur ,1,0
Sedište za jahač na konj . ,1,0
hodati kroz relativno spor voda . ,1,0
hrskav taman crven jabuka ,1,0
mr ,1,0
zakon koji donositi zakonodavno telo . ,1,0
koji sintaktički povezivati rečenica ili rečenični element ,1,0
pomornik i ? ,1,0
okretanje u suprotan smer . ,1,0
otvor tegla ili boca ,1,0
svaki ptica koji se oglašavati pesma ,1,0
Glavni i velik grad Japan ; ekonomski i kulturan centar Japan . ,1,0
svetlost mesec . ,1,0
dubok jarak proseći tekući voda ( naročito nakon dug pljusak ) ,1,0
Obični crn evropski drozd . ,1,0
obrok na baza švedski sto gde se gostiti sam služiti ,1,0
vanmaterični trudnoća koji se razvijati u abdomen ,1,0
"prestonica i velik grad Srbija , Srbija i crn Gor i bivši Jugoslavija . ",1,0
dopunski materijal koji jesam sakupiti i dodati na kraj knjiga ,1,0
zamenica koji izdvajati određenu stavak ili stavak od drugi član isti klasa ,1,0
"osobina neki telo da u raznim smer imati različit fizički svojstvo , npr . elastičnost , indeks odbijanje svetlost , magnetizacija , toplotni provodljivost i dr. ",1,0
Luk i glavni grad Gvineja . ,1,0
"u matematika , funkcija koji menjati pozicija ili smer osa u koordinatni sistema ",1,0
neki od raznovrstan velik muva koji napad stoka . ,1,0
lekar koji se specijalizovati za bolest oči . ,1,0
merodavno pisan delo . ,1,0
slovo upisati na nešto ( posebno izrezbariti ili ugravirati ) . ,1,0
Voćke poreklo iz star svet : kruška . ,1,0
Mogućnost i želja da se kupovati dobra i usluga . ,1,0
pripremiti verbalan ; biti za pisan ili govorni isporuka . ,1,0
lagano dodirivati ili maziti . ,1,0
provodnik načiniti od poluprovodnički materijal . ,1,0
stanovnik Gabon ili poreklo iz Gabon ,1,0
sup od glava tele ili drugi meso po ugled na sup od zelen kornjača ,1,0
Jela od patlidžan i mleti jagnjetina sa luka i paradajz u beo sos i mućen jaje . ,1,0
promeniti se iz gasovit u tečan stanje ,1,0
Osećanje samopoštovanje i ličan vrednost . ,1,0
taman siv mineral sa metalan sjaj koji jesam izvor kalaj ,1,0
rod iz familija Aceraceae ; drveće ili žbunje imati plod s krilce . ,1,0
koji pripadati ili jesam u veza sa opatija ,1,0
zagovornik secesionizam ,1,0
neki od mnogi riba sa bodljikav peraje iz red Perciformes . ,1,0
u grčki mitologija boginja mesec ; u rimski mitologija odgovarati ona Luna ,1,0
stanovnik Togo ili poreklo iz Togo ,1,0
mali noćni sisar pokriti i dlaka i odbrambeni bodlja . ,1,0
"zaklanjati od opasnost , povreda , uništenje ili šteta . ",1,0
više zakonodavno telo vlada SAD-a ,1,0
formirati naseobina . ,1,0
"glavni i velik grad Liban , na Sredozemlje ",1,0
tanak dinstan teleći kotlet ,1,0
"Očev ili majčin brat , tetkin muž . ",1,0
cilindar kalcijum karbonat koji se izdignuti is pod krečnjački pećina ,1,0
napraviti put uklanjanje prepreka ,1,0
Godišnje i višegodišnji zeljast bilje i žbunje . ,1,0
"glavni i velik grad Irak , na reka tigar ",1,0
živeti u ili kao u šator ,1,0
poklapati se sa porodica Orycteropodidae . ,1,0
neki ko prav vino . ,1,0
prvi pojam u propozicija ; pojam na koji upućivati drugi pojam ,1,0
pripadnik narod koji živa na jug Benin i Togo i na jugoistok Gan ,1,0
neki objekt koji uzrokovati neki dešavanje . ,1,0
evroazijski golub sa beo pruga oko vrata . ,1,0
žaba primalja ,1,0
telo učenik koji zajedno podučavati . ,1,0
konjski strkalj . ,1,0
programer koji upadati u računarski sistema da biti ukrasti ili uništiti informacija kao oblik sajber terorizam ,1,0
usoljen i sušen haringa ,1,0
pravni dokument ( zakon ) koji jesam kodifikovati rezultat razmatranje odbor ili društvo ili zakonodavnog telo ,1,0
jedinjenje telurijuma sa još jedan elektropozitivnim element ,1,0
svući ( tuđ ili svoj ) odjeću ,1,0
Narkotičko sredstvo koji sadržati opijum ili derivat opijum . ,1,0
"vodopad na reka Zambezi , između Zimbabve i Zambija ",1,0
pileći krilce spremati sa roštiljskim sosem ,1,0
grafikon eksponencijalan funkcija ,1,0
neki ko praviti ili prodavati šešir . ,1,0
neki od više vrsta beo i crn vino koji se proizvoditi u okolina Bordo u Francuska ,1,0
član negroidnih narod koji živa uglavnom u severni Nigerija ,1,0
koji sadržati aforizam ili maksima ,1,0
pogrešno predstaviti ,1,0
Draguxar koji proizvoditi nakit od zlato . ,1,0
slatko mesnat tropski voće sa debeo ljuskavom kor i sjajan crn semenka ,1,0
stepen na neki skala ,1,0
rutina koji moći da pozivati sam sebe ,1,0
Spoljašni omotač jaje ptica . ,1,0
ljudi za koji se verovati da pripadati isti genetski stablo . ,1,0
Rogač ,1,0
Tekućina ( kod kičmenjak jesam crven ) koji pumpati srce . ,1,0
tortilja prepoloviti oko fil ,1,0
rod iz porodica Homaridae : uobičajen jestiv jastog . ,1,0
dijalekt sotoa koji govoriti narod Cvana u Bocvana ,1,0
detaljan i dokumentovan spis o određenoj tema ,1,0
modrozelen alga ,1,0
javan prevoz koji obezbeđivati kompozicija vagon koji vući lokomotiva . ,1,0
mineral ili vrsta mineral koji pripadati amfibolnoj grupa ,1,0
"zvuk biti koji vrsta , posebno nerazgovetan ili disonantan . ",1,0
mesto koji se često posećivati . ,1,0
stupiti u brak . ,1,0
računarski memorija čiji se sadržaj ne gubiti se prestanak napajanje ,1,0
velik tropski američki zimzelen drvo koji davati jestiv plod i smola ; ponekad se smeštati u rod Achras . ,1,0
"mali ptica pevačica dug krilo , poznati zbog brz i elegantan leto i pravilnost u jesenji seoba . ",1,0
"uglavnom ? drveće i žbunje : bukva , kesten , hrast ; rod Castanea ; Castanopsis ; Chrysolepis ; Fagus ; Lithocarpus ; Nothofagus ; Quercus . ",1,0
Komad nameštaj koji stajati sa strana u dnevni soba ; imati polica i ladica . ,1,0
"ceo hleb , kako jesam ispeći ",1,0
velik boa iz star svet . ,1,0
"Teseralan mineral olovnosive boja , metalan sjaj ; sulfid olovo , važan olovan ruda . ",1,0
"radioktivni transuranski element dobijen bombardovanje ajnštajnijuma alfa čestica ( sada on jesam simbol Md , dok jesam ranije biti Mv ) ",1,0
oblik salmonela koji izazivati tifusni groznica ,1,0
"Živa u severni kraj , hraniti se leminzima i miš , loviti se zbog krzno . Eurasia ",1,0
dostavljanje optužujući dokaz predstavnik vlast ( obično u zamena za neki korist ) ,1,0
pilula ili tableta koji sadržati više vitamin ,1,0
osobina neki ko jesam voljan da podariti novac ili vreme . ,1,0
planinski lanac koji se prostirati istočno od Himalaji ,1,0
reka u Španija koji se ulivati u Mediteran ,1,0
prostran zemljoposed ( posebno u unutrašnjost ) ,1,0
filamentozne anaeroban bakterija ,1,0
tikva ,1,0
"vrlo rasprostraniti rod godišnji i dvogodišnji biljka , često penjačica . ",1,0
poklapati se sa porodica Salicaceae . ,1,0
deo istočni Jonskog morati između centralni Grčka i Peloponez ,1,0
postepeno isplatiti dug . ,1,0
"Čin briga o neki , lek ili medicinski tretman ( u medicina ) . ",1,0
Uključuje kukavica i ? ? ,1,0
razviti se i dostignuti zrelost . ,1,0
u rimski mitologija boginja mudrost ; odgovarati grčki boginja Atina ,1,0
muzičar koji svirati lauta ,1,0
tajmer koji moći da se pokrenuti i zaustaviti u tačno označiti vreme ,1,0
preobratiti u hrišćanstvo ,1,0
u retorika završan deo govor ( beseda ) ,1,0
siviti ili zeleniti vlaknast mineral ; važan izvor komercijalan azbest ,1,0
profesionalac ili činovnik u kancelarija . ,1,0
suprotan ili kontrastni tip ,1,0
"Godišnje i dvogodišnji trava , od Mediteran do centralni Azija . ",1,0
kognitivan proces razmišljanje o onaj što hteti raditi kada se nešto dogoditi . ,1,0
Zmije-otrovnice iz star svet . ,1,0
engleski forma rondati koji imati tri stih sa isti rima i refren posle prvi i treći ,1,0
dobijati se od pržen mleven zrno kakao . ,1,0
zimzelen drvo sa aromatičan lišće . ,1,0
"( o rukopis , štampan materijal , itd . ) koji jesam moguće pročitati ",1,0
vrlo jak uzica . ,1,0
amfiteatralan udubljenje na koji se formirati dolinski lednik . Dekametarskih do kilometarski veličina . ,1,0
"stanje u koji jesam neki bogat , imati obilno materijalan dobro i novac . ",1,0
"posuda za pića sa drška , obično cilindričan . ",1,0
"suditi o nešto , smatrati . ",1,0
"grana fizika koji proučavati svojstvo materijal u čvrst stanje : električni provodljivost u kristal poluprovodnik i metal , superprovodljivost ; fotoprovodljivost ",1,0
stanje bez oštećenje ili propadanje ,1,0
"lpromatranje , ispitivanje trbušni duplja radi ispitivanje uzrok bolest ",1,0
Spuštanje padobran . ,1,0
porodica priobalan ptica iz star svet : čičavac zmijavac ,1,0
koji koji mesto po rođenje pripadati ,1,0
padati okomito . ,1,0
poklapati se sa red Apterygiformes . ,1,0
varijantni fonološki reprezentacija morfema ,1,0
porodica reptil . ,1,0
TZ ,1,0
"velik , manje-više primitivan glodar : veverica , mrmot , dabar , ird . ",1,0
"s čiji pravilo , naredba ili želja u sklad postupati ",1,0
insekt dvokrilac jak dlakav telo čiji larva živa kao parazit na ljudi i drugi sisar . whose larvae ar parasites on humans and other mammals ,1,0
virus koji ostajati uspavan ( neaktivan ) u telo dug vreme pre nego što se pojaviti simptom ,1,0
sistem koji uključivati sav organ koji učestvovati u reprodukcija i u nastanak i iybacivanju urin . ,1,0
"biti koji prostorni atribut , posebno onako kako jesam definisati skica . ",1,0
rabarbara ,1,0
"nagovestiti , naslutiti , predosećati . ",1,0
meso jesam ispeći pre dinstanje ,1,0
oblast oko usta kod raznih beskičmenjak ,1,0
dokument koji garantovati pronalazač isključiv prava na pronalazak ,1,0
zrikavac ,1,0
kineski knedla ispuniti začinjen mleven svinjski meso ; obično se služiti u supa ,1,0
"čin komuniciranje sa božanstvo ( posebno koji se izražavati molba , obožavanje , pokajanje ili zahvalnost ) ",1,0
kakaovac ,1,0
morski beskičmenjak sa šupalj stopalo i petorodelnim radijalno simetričan telo prekriven kalcit . ,1,0
Izvođač koji se pretvarati da gutati vatra . ,1,0
u grčki mitologija sin Hermes i Afrodita koji se spojiti sa nimfa u jedan telo ,1,0
osobina da se radi onaj što jesam ispravan i da se izbegavati onaj što jesam ,1,0
velik prostorija zamak ili dvorac . ,1,0
riba sa vrlo spljošten glava i telo koji se završavati dugačak repa . ,1,0
"mali australijski papagaj , obično zelen boja sa crn i žut pruga u divljina , ali se uzgajati u raznim boja ",1,0
iskaz ( usmen ili pisan ) koji se razmenjivati uzjamana obećanje ,1,0
igrati koji reket igrati dva igrač prebacivati lopta peka mreža koji deliti teren . ,1,0
oivezan lanac ,1,0
ukus koji jesam u neki trenutak popularan . ,1,0
Mašin koji obično stajati ispred banka koji korisnik koji imati odgovarajući kartica izdavati gotovina . ,1,0
sistematski istraživanje pitanje od javan interes ,1,0
ostati isti ; zadržati se u izvestan stanje . ,1,0
sposoban da čitati i pisati ,1,0
"kretati se ili uzrokovati kretanje u krivudav , spiralan ili kružan tok . ",1,0
mali savijača indijski poreklo punjen meso ili povrće koji se pržiti i servirati vruć . ,1,0
"prav gušter , koji uključivati kameleon i gekoni . ",1,0
evropski ? dory . ,1,0
prostorija ili više ona u koji se izlagati umetnički delo ,1,0
neki ko pisati roman ,1,0
lagan neformalan obrok ,1,0
proces uzimanje kiseonik iz vazduh i ispuštanje ugljen-dioksida ,1,0
pica sa debeo korica ,1,0
Ići prema gore uz postepen ili stalan napredak . ,1,0
deo uvo koji se viditi spolja ,1,0
"razdvojiti u prostor ili vreme , ili koji dolaziti iz daljina . ",1,0
običan evropski pozvizd ,1,0
akcija ili reakcija nešto pod određenim okolnost . ,1,0
stanovnik današnji Rim ,1,0
naglo zaokrenuti ; iznenada promeniti smer ,1,0
kaktus čiji plod jesam nakd jestiv . ,1,0
"preneti neki znanje o neki činjenica , stanje stvar ili događaj . ",1,0
osećanje seksualan ljubav ,1,0
slatkovodni riba sa koštan skelet ; nemastan meso riba koji se često uzgajati ; moći da se peći ili dinstati ,1,0
tranzitivan glagol koji zahtevati i direktan i indirektan objekt ,1,0
savremen grčki varijetet ,1,0
doktor koji praktikovati veterina . ,1,0
generalan koncept koji označavati podela ili koordinacija u konceptualan šema . ,1,0
saviti limen duvački instrument iz nizak registar . ,1,0
"pokriti tanak sloem metal , boja , i sl . ",1,0
postupak koji se neki stanje od faktički pretvarati u pravni ( zakonit ) ,1,0
onaj što dovoditi do taj da se nešto klizati ,1,0
proces koji jesam obuhvatiti ljudski biće ,1,0
"nekoliko mišića koji izazivati drugi povezan struktura kako biti postati zategnut , napet ili čvrst . ",1,0
proceniti dužina trajanje . ,1,0
Žena menadžer ,1,0
forma književan delo predati za objavljivanje ,1,0
pratiti ili otpratiti ,1,0
glavni grad i luka Somalija ,1,0
prvo izvođenje muzički ili dramski delo negde u svet . ,1,0
modrozelen alga ,1,0
u rimski mitologija boginja sreća i sretan slučajnost ; u grčki mitologija ona odgovarati nTiha ,1,0
toalet kakav jesam nastati u engleski ,1,0
mali red gljiva koji česyto imati mesasto okruglast telo . ,1,0
divljenje Engleska i engleski običaj ,1,0
učenje nemački teolog Martina Luter protestantski reformator iz XVI vek ,1,0
obuka pacijent za samostalan relaksacija ,1,0
"uzan trakast testenina sa jaje ; spremati se sa goveđi , teleći ili svinjski meso a ponekad i sa zečetina ",1,0
diskusija u koji se iznositi argument za ili protiv neki predlog . ,1,0
"spajanje , kombinovanje dva ili više samostalan melodija u jedan harmonijski celina ",1,0
porodica bakterija koji obično živa u probavni kanal ili na površina mukoze toplokrvan životinja ; ponekad učestvovati u izazivanje akutan infektivan proces ,1,0
svaki politički usmerenje koji se zalagati za kompromis u cilkju izbegavanje konflikt ,1,0
sastojak koji se dodavati nešto da ga poboljšati . ,1,0
ševa ,1,0
sfinkter glavnog kanal pankreas u silazan deo duodenuma . ,1,0
"koji na kakav radnja ili kakav stanje prisiliti ili ga da kakav radnja vršiti ili u kakav stanje da biti sprečiti , biti fizički biti metaforički ",1,0
neki ko birati prema eklektičan metoda ,1,0
biti nasuprot nešto drugi . ,1,0
"uzajaman transfer ekvivalentan suma novac , posebno valuta različit zemlja ",1,0
sticati znanje ili veština ,1,0
mineralan voda koji sadržati litijumske so ,1,0
koji strana držati ; uz koji stati ; za koji snažan podrška izraziti ,1,0
porez koji se sakupljati tako što se zahtevati kupovina markica koji se lepiti na dokument ,1,0
meso mlad ili mali štuka ,1,0
proces koji menjati energija ili struktura ili sklop atomski jezgro ,1,0
rod iz porodica Cicadidae : cvrčak . ,1,0
slikar koji slediti teroije impresionizam . ,1,0
o podne ili što se dešavati u podne . ,1,0
dug depresija strm ivica na dan okean ,1,0
karta koji u igra karta držati neki igrač u biti koji vreme . ,1,0
učestvovanje u igra ili sport ili kakav drugi rekreacija ,1,0
Rašireno područje zemlja . ,1,0
Angažovanje neki kao učesnik . ,1,0
takmičenje u trkanje po zemlja ,1,0
velik jezički porodica koji se govoriti u južnoj i centralni Indija i na Šri Lanca ,1,0
dobiti ,1,0
Privući pažnja na nešto . ,1,0
mali sova sa ušni resa koji se oglašavati zvižduk . ,1,0
razred drveće ( dvosemenjača ) iz podklasa Hamamelidae . ,1,0
prav kit ,1,0
"kukavica ; ? ? ? , itd . ",1,0
povesti neki negde . ,1,0
ulaz koji se moći zavoriti vrata ,1,0
u grčki mitologija Ahilov prijatelj koji jesam ubiti u trojanski rat ; taj jesam naterati Ahil da se varati da se boriti posle svađa sa Agamemnon ,1,0
saznajni proces usvajanje veština ili znanje . ,1,0
kvadratni matrica čiji determinanta jesam nula ,1,0
"glagolski vreme koji se označavati radnja , stanje ili zbivanje koji se vršiti u vreme kada se o ona govoriti ",1,0
glavni grad i važan luka Mauricijus ,1,0
"Veličina nešto u određenom pravac ( pre sav , dužina , širina ili visina ) . ",1,0
morski mikroorganizam koji imati kalcifikovan školjka sa otvor kroz koji izlaziti pseudopode . ,1,0
količnik koji se dobijati kada se veličina delo nešto podeliti s veličina celina ,1,0
azijski rasa . ,1,0
ceremonijalan povorka koji uključivati ljudi u marš . ,1,0
koji imati dva dimenzija ,1,0
suvozemni paprat : tankolist . ,1,0
vladin politika koji se ticati budžet ( posebno na porez i zaduživanje ) . ,1,0
obožavanje mesto ,1,0
grčki departman u centralni Peloponez ,1,0
"mleven junetina i čio paprika ili čili u prah , često sa paradajz i pasulj ",1,0
jedan od mali mišića oka koji služiti za rotiranje očni jabučica . ,1,0
glavni i velik grad Malezija ,1,0
crven jabuka koji kasno sazrevati ; najčešće se jesti sirov ,1,0
"biljka koji imati tvrd tkivo ili drvenast deo , posebno stablo . ",1,0
nešto što izazivati osećanje čuđenje ,1,0
ispit koji se određivati kandidatov spremnost za neki studija . ,1,0
dan kada jesam redviđeno da se postiti ,1,0
nasip izgraditi oko neki mesto u odbrambeni svrha . ,1,0
grana geologija koji se baviti proučavanje fizički i hemijski svojstvo mineral . ,1,0
mali skladišni prostor . ,1,0
ugovor o konstituisanje ( stavljanje ) hipoteka ,1,0
hranljiv materija u jaje uskladišten za ushranu embrion ( posebno žut materija u jaje ptica i reptil ) . ,1,0
staviti nešto u nešto ,1,0
nešto što spajati ili povezivati ,1,0
deo centralni nervni sistema koji uključivati sav više nervni centar ; zatvoren jesam u lobanja i spojiti sa kičmeni moždivom . ,1,0
obično kratak pokušaj ,1,0
rasprostranjen paparat šuma i vriština ; korov . ,1,0
kongenitalna tendencija ka nekontrolisan krvarenje ; obično se ispoljavati kod muškarac i prenositi se sa majka na sin ,1,0
trljati da biti se odklonio svrab . ,1,0
Raniji naziv za Čanophyta ,1,0
obrazovni institucija . ,1,0
"poluostrvo na sever Evropa na koji jesam kontinentalan deo Danska , a deo pripadati i Nemačka ",1,0
primjena biološki princip na proučavanje i projektovanje inženjerski sistema ( naročito elektronski sistema ) ,1,0
diskusija među učesnik na neki dogovoren ozbiljan tema ,1,0
