X,Predicted,Real
prirodno zatvoren prostor ,1,0
odnos između veličina . ,1,0
zglob koji se slobodno pokretati ,1,0
kardinalan tačka kompas koji jesam na @card@ stepen ,1,0
elektrohemijska ćelija koji generisati elektromotorni snaga pomoću ireverzibilne konverzija hemijski u električni energija ; ne moći da se puniti ,1,0
kozica ,1,0
"severnoamerički reka , granica između SAD-a i Meksiko , ulivati se u Meksički zaliv ",1,0
koji motivisati briga za otklanjanje patnja drugi . ,1,0
biti uključiti u trgovina ,1,0
pokretan kontejner za prenošenje više predmet . ,1,0
otpor tečnost da promeniti položaj svoj molekul ,1,0
koji izražavati ili propovedati obožavanje božanstvo . ,1,0
biti na prava mesto ili situacija . ,1,0
onaj koji se baviti ili zastupati umetnički minimalizam . ,1,0
"kremasti sos sa sir sa dodatak crn luka , žumanaca i rendanog sir ",1,0
Obuća oblikovati da pristajati stopala ( ispod članak ) sa fleksibilan gornji delo od koža ili plastika i đon i štikla od tvrd materijal . ,1,0
proces i funkcija organizam . ,1,0
traka koji ići preko rame i pridržavati odeća ili torba ,1,0
matematički operacija na matrica ,1,0
povećanje gustina nešto ,1,0
pravni dokument u koji se izlagati čovekov želja u pogled raspodela njegov svojina kada umreti ,1,0
red u podklasa Telosporidia ,1,0
svući ( tuđ ili svoj ) odjeću ,1,0
glavni izvor berilijum ; obojiti providan varijetet jesam na cena kao drago kamenje ,1,0
grupa papavovirusa koji jesam povezati sa genitalni ili oralan karcinom kao i grupa papavovirusa koji izazivati benigan genitalni tumor ,1,0
Čin odašiljanje nešto . ,1,0
potvrditi ceremonija Bat Micva devojčica u jevrejski vera ,1,0
prostorija ili skup prostorija koji obuhvatati jedan nivo višespratnica ,1,0
"pripadnik Canis familiaris , srodan vuk , pripitomiti od preistorijski doba ; postojati mnogi rasa . ",1,0
tuljan . ,1,0
sistem pravosudni organ koji predstavljati sudski vlast ,1,0
Vis stvar grupisan zajedno . ,1,0
Uobičajeni arktiča peščarka koji zimovati u Južnoj Amerika i Australija . ,1,0
"smanjiti nivo zemljište , npr . erozija ",1,0
Završiti nešto . ,1,0
tehnologija pripremanje rekombinantne DNK in vitro isecanje DNK molekul i spajanje fragment dobijen iz više od jedan organizam ,1,0
"koji jesam povezati sa trgovina , koji jesam uključiti u trgovina ili ga sponzorisati trgovina . ",1,0
zameniti ili dati nešto u zamena . ,1,0
"staviti karta ili figura u tok igra ; postupati strateški , npr . kartaški igra . ",1,0
kužnjak ,1,0
ozbiljan i svestan aktivnost s cilj da se nešto postignuti . ,1,0
protozoa koji uglavnom živa u čist voditi ,1,0
pešadinac koji jesam naoružan musketa ,1,0
sav izreći ili pretpostaviti u dat diskusija ,1,0
vremenski period u koji nešto ( kao mašina ili fabrika ) ne raditi ( posebno kao rezultat nefunkcionisanje ) ,1,0
"mali zaobljen struktura , nalaziti se na kraj penis ili klitoris ",1,0
"Istočno-indijsko kiseo , žut , bobičast voće ",1,0
"postati rastavljen , nepovezan . ",1,0
"a reduced Or scarcely developed leaf at the start of a Plant 's life ( i.e. , cotyledons ) Or in the early stages of leaf development ",1,0
osoba koji pevati . ,1,0
state of being torn Or burst open ,1,0
teorija koji objašnjavati naučni posmatranje ,1,0
Čeličnu grdosija težak ukupno @card@ ton postaviti jesam na stub i namontirali neimar Mostogradnje . ,1,0
pripitomljen golub koji se uzgajati zbog sport ili hrana ,1,0
koji teći zajedno ,1,0
oštar zašiljen instrument ( obično od čelik ) ,1,0
"Gimnastička sprava na četiri noga , presvučen koža . ",1,0
osoba koji kršiti morlne ili zakonski norma . ,1,0
"u grčki mitologija sin Dedalus ; dok jer bežati sa Krit sa svoj otac uz pomoć krilo koji Dedalus napraviti leteti jesam suviše blizu sunce pa se vosak otopiti , onaj jesam pasti u egejski mora i udaviti se ",1,0
ustanova u koji se obavljati posati . ,1,0
rasprsnuti se iznenada . ,1,0
odsustvo veza nešto prema nectem drugi . ,1,0
proces stvaranje potomak . ,1,0
vijoglavke ,1,0
dizati na treći stepen ,1,0
uređenje klauza u rastući red po snaga ,1,0
omotač točak ,1,0
zaraditi kao neto profit . ,1,0
prolazan akcija radnik u znak protest protiv odluka uprava ili da biti se postaviti neki zahtev . ,1,0
drven ili metalan potporanj koji jesam čvrsto postaviti u uspravan položaj . ,1,0
( o kosa ) koji imati talasast kosa ; ,1,0
podrška na koji se moći nasloniti dok sediti ,1,0
"označavati povlačenje libido , kada se već dostignut zreo stupanj razvoj vraćati na ranije cilj i objekt , odnosno , na već prevaziđen i nezreo oblik ponašanje i zadovoljavanje ; javljati se kao reakcija na frustracija ili na traumatski doživljaj ; do regresija dolaziti kada se na put zreo način zadovoljenje naići na prepreka , a osoba jesam u stanje da pronaći odgovarajući rešenje ",1,0
bizamski pacov ,1,0
osoba koji jesam uticajan i sa koji jesam povezati na neki način ( porodičan ili poznanstvo ) . ,1,0
osoba koji sejati . ,1,0
ogrličar ,1,0
koji činiti ceo količina ili raspon ,1,0
pozicija ili ustrojstvo telo i njegov udovati . ,1,0
Čin promena smerati koji nešto ići . ,1,0
neki ples koji par izvoditi u balski dvorana ,1,0
"oficir u kopnen vojska , avijacija ili mornarica koji imati čin iznad pukovnički ",1,0
"Čin prepravljanje nešto ( na primer , veličina odeća ) . ",1,0
podesiti razmak između reč ,1,0
nekuvan povrće ,1,0
Uređaj koji raditi na mehanički princip . ,1,0
"neki ko prav model ( za šivenje , stolarski rad i sl . ) ",1,0
kućni aparat za pravljenje vafla odn . Gale : sastojati se iz dva metalan delo spojen šarka koji se preklapati i praviti četvrtast šara ,1,0
"zamenjivanje nazivati osobina ili svojstvo za sam ime ( kao u "" oni jesam brojati glava "" ) ",1,0
supstanca koji moći da gora da biti obezbediti toplota ili snaga . ,1,0
čin dovođenje dva stvar u dodir ,1,0
prebacivanje nešto u forma roman ,1,0
stanje opuštenost i neosećanja bol ,1,0
Države koji zauzimati azijski kontinent . ,1,0
herpes virus koji izazivati infektivan mononukleozu ; povezati jesam sa specifičan oblik kancer u Afrika i Kina ,1,0
"Žuto-smeđi divalj pas iz Australija , nalik vuk . ",1,0
Ispričati ili dati detaljan podatak o . ,1,0
linijski štampač kod koji jesam slovo postavljen na doboš koji rotirati i koji na svaki pozicija za štampanje imati kompletan skup karakter za štampanje . ,1,0
jedan vrsta : tila . ,1,0
pričvrstiti šivanje ; syiti ,1,0
sprečavati napredovanje ili postizanje nešto ,1,0
ekspert koji jesam posvečen izučavanje neki uzak disciplina ,1,0
mlad radikal koji podsticati reforma ,1,0
izjava koji neki ili nešto odavati priznanje ,1,0
alkoholni pića aromatizovano gorak trava i korenje . ,1,0
motorni alatka za sečenje drvo ,1,0
u hirurgija čin probijanje u unutrašnjost telo ili organ šupalj igla kako biti se izvući tečnost . ,1,0
rezati pila . ,1,0
Učiniti da imati nabor i prelom . ,1,0
neki od raznovrstan velik zmija neotrovnica koji ubijati plen lomiti ga u utroba . ,1,0
političar koji voditi kampanja da biti izabrati na javan funkcija ,1,0
ar ,1,0
onaj koji postignuti velik ili nagao brzina ili uspon ,1,0
taman rum iz Gvajana ,1,0
u lingvistika pravilo koji opisivati ili propisivati lingvistički praksa ,1,0
zaslađen napitak od razblažen voćni sok ,1,0
imati potpuno razumevanje nešto ; biti na vrh u neki domena znanje . ,1,0
savijen na unutra ,1,0
kognitivan proces utvrđivanje valjan dokaz ,1,0
zajednica politički organizacija ,1,0
zeleno stoni kalifornijski grožđe bez seme ,1,0
grana matematika koji izučavati i razvijati matematički princip sam po sebe ,1,0
dobijati se od pržen mleven zrno kakao . ,1,0
koji jesam korenski tip ; koji jesam povezati sa lingvistički koren ili koji činiti isti ,1,0
uzeti kao neželjen posledica neki događaj ili stanje stvar . ,1,0
prenositi ili poslužiti kao medij za prenos ,1,0
put koji voditi do privatan kuća ,1,0
primeniti pritisak ili sila na nešto . ,1,0
velik plitak jezero u zapadni Mađarska ,1,0
Doći u grub kontakt sa neki prilikom kretanje . ,1,0
ibis . ,1,0
voda koji padati u kapljica iz para koji se kondenzovati u atmosfera . ,1,0
weakening ( reducing the concentration ) by the addition of water Or a thinner ,1,0
osoba koji prav model . ,1,0
dati prvenstvo kandidat ili mera ili odluka . ,1,0
čelik čiji karakteristika jesam odrediti dodavanje drugi element osim ugalj ,1,0
proučavanje drevan natpis ,1,0
sastojati se samo od aye-aye . ,1,0
pribor za sečenje . ,1,0
merodavno i često citirati mesto ,1,0
Novčani račun koji dugovati kreditor ; obično nastajati pri prodaja roba ili usluga . ,1,0
"kuhinjski aparat sa sečivo koji se moći menjati ; služiti za sečenje , mešanje , gnječenje hrana ",1,0
( rasistički uvreda na etnički osnova ) uvredljiv ime za osoba crn boja koža ,1,0
"Noćni lemur sa dug koščat prst i ? zub , blizak povezati sa lemurom . ",1,0
Težak metalan ili gvozden blok na koji se čekić oblikovati vruć metal . ,1,0
deo euharistija u koji se hleb i vino prinos bog ,1,0
lay eggs ,1,0
atinski zakonodavac čiji jesam zakon propisivati smrtan kazna za skoro sav prekršaj ( oko @ord@ vek p.n.e. ) ,1,0
okrugao ili loptast bakterija ,1,0
količina dobijen sabiranje ,1,0
korišćenje sopstven telo u svojstvo seksualan objekt ,1,0
telo građanin zaklet da donositi istinit presuda u sklad sa dokaz predstavljen na sud . ,1,0
odnositi se na glagol koji izražavati stanje ( ' biti ' ili ' posedovati ' ) ,1,0
uređaj za dešifrovanje kod i šifra ,1,0
vrlo sladak poslastica u vida žele s ukus ružin vodica ,1,0
"žut radioaktivan mineral ; ruda uranijum , radijum i vanadijuma ",1,0
dubok i udaljen deo . ,1,0
osoba stručan za simbolički logika ,1,0
osećanje dubok ljubav i divljenje ,1,0
"na izbor sa više od @card@ opcija , broj glas za kandidat ili partija koji jesam dobiti najviše ( ali manje od polovina ) glas . ",1,0
"Držati u određenom stanje , pozicija ili aktivnost ; npr . držati čistiti . ",1,0
neki od mnogi velik evropski buba koji uništavati rastinje i kao larva i kao odrasti kukac . ,1,0
udeo u profit ,1,0
Čin proganjanje ( posebno na osnova rasa ili religija ) . ,1,0
konverzija iz jedan način kodiranje u drugi ,1,0
Noseća struktura koji obezbeđivati osnov . ,1,0
neki ko kontrolisati sredstvo i trošak . ,1,0
prednji strana mesnat delo ,1,0
"o tekst , koji jesam u veza sa tekst ili koji jesam zasnovati na tekst ",1,0
"obezbeđivati pristup , ulaz nećemu ",1,0
biti kakav tekovina od prošli generacija ,1,0
osoba ili firma koji zapošljavati radnik ,1,0
mali noćni kukac koji sisati krv . ,1,0
neki ko posećivati . ,1,0
"Bučno slaviti , uključiti se u bučan proslava . ",1,0
"stanje povezanost među ljudi , posebno emocionalan priroda , ",1,0
arterija koji se granati iz aorta i snabdevati srce krv ,1,0
"ukrasni dugačak uzak vrpca koji uglavnom samo muškarac nositi oko vrata , ispod kragna od košuje , i vezivati jesam u čvor . ",1,0
deljenje zajednički atribut ,1,0
Nešto što sakrivati stvar ili ometati vidik . ,1,0
engleski naziv za suv piva oštar ukus sa jak aroma hmelj ( obično na točenje ) ,1,0
gledati neki sa divljenje . ,1,0
čin plaćanje za korišćenje nešto ( kao stan ili kuća ili auto ) ,1,0
ustavan monarhija koji zauzimati Japanski arhipelag ; svetski lider u elektronski i automobilski proizvodnja i brodogradnja . ,1,0
"merni instrument za otkrivanje i merenje intenzitet , pravac i trajanje kretanje zemljin kor ( kao kod zamljotresa ) . ",1,0
Nešto što jesam manje od celina ljudski tvorevina . ,1,0
delimično razgraditi organski materija ; organski komponenta tlo ,1,0
"deo teren u koji jesam akutan proces klizanje , ili u koji jesam sačuvati strukturni i reljefan odlika stvoriti proces klizanje ",1,0
"lpromatranje , ispitivanje trbušni duplja radi ispitivanje uzrok bolest ",1,0
biti nepokretan . ,1,0
"Ograđen prostor za životinja , živina ili stoka . ",1,0
amblem koji se obično sastojati od pravouganog parče materijal prepoznatljiv dizajn . ,1,0
uzak put ili cesta ,1,0
"vodopad na reka Zambezi , između Zimbabve i Zambija ",1,0
slovni lik kod koji jesam slovo nakriviti udesno ,1,0
povećanje gustina ,1,0
parazitski sporozoe koji formirati sporiti koji sadržati jedan ili više infektivan sporozoa ,1,0
Opšta aktivnost i kretnja . ,1,0
religijski obrok koji se deliti kao znak ljubav ili prijateljstvo ,1,0
biti koji dokaz koji pomagati da se ustanoviti neistinitost nešto ,1,0
ubiti velik broj ljudi bez razlika . ,0,1
obrok na baza švedski sto gde se gostiti sam služiti ,1,0
"deo zapadni Tihog okean , između Australija i nov Gvineja ",1,0
američki ptica pevačica ; mužjak jesam crnožut ili crno-narandžast ,1,0
priča o neki ko istraživati zločin i dolaziti do dokaz koji voditi do rešenje ,1,0
"izraz koji jesam nastati sredina XIX vek i oznacavao jesam cvrstu stena koji ležati ispod nanos . pojam se tokom vreme proširiti na cvrstu stena uopšte , koji se nalaziti biti ispod nanos biti ispod rastresit pokrivač . ",1,0
mleko dobiti od krava ,1,0
jastreb koji loviti po livada i močvaram mali suvozemni životinja . ,1,0
toranj crkva . ,1,0
"usoljen govedina krčkati sa luka i kupus , a često i drugi povćem ",1,0
rad oko čišćenje i vođenje domaćinstvo ,1,0
Čin dovođenje stvar ponovo u red . ,1,0
u anatomija osnova šupalj organ ili deo organ koji jesam dalek od otvor ,1,0
imati samo jedan supružnik u jedan trenutak ,1,0
"jastog , potočni rak , rak , kozica , skampi . ",1,0
grana zoologija koji proučavati primati ,1,0
praktikovanje prava ,1,0
Povećati cena . ,1,0
Naučnik koji se baviti fizika . ,1,0
odeća ( posebno za žena ) koji se protezati od rame do struka ili bok ,1,0
udružiti se s kiseonik ili se pretvoriti u oksid ,1,0
onaj koji imati velik moć ili sila ili snaga ili uticaj . ,1,0
tanak cevčica koji spajati duplja nos i ždrelo ,1,0
modul koji jesam tako napraviti da moći da se umetnuti u velik deo oprema ,1,0
hamburger sa istopljen sir na vrh ,1,0
odecća koji se nositi u formalan prilika u večernji sat ,1,0
šiber koji se mera mali razdaljina ,1,0
kutija u koji glasačio ubacivati glasački listić . ,1,0
Čija jesam valentnost @ord@ ,1,0
deo debeo crevo ,1,0
imenica koji se izvoditi iz glagol ( npr . u engleski dodavanje sufiks ' -ing ' ) ,1,0
autokratija u koji vlada monarh koji nasleđivati vlast ,1,0
popis koji se reklamirati seme u komercijalan svrha sa cena ,1,0
žena imperator ili žena imperator ,1,0
zlatan šaran ,1,0
o Mediteran ili koji se ticati Mediteran ili jesam krakatersitično za Mediteran ili se nalaziti blizu Mediteran ,1,0
neki dati da brinuti ili štititi ,1,0
nadmetanje ( stvaran ili figurativan ) za narodni podrška . ,1,0
genus of mora Or less advanced dicotyledonous herbs and som trees and shrubs ,1,0
"Živa na Alpi ; ženka rađati dva živ , potpuno razvijen mladunac ; ikao u svaki od svoj dva jajovod imati po dvadesetak jaje . ",1,0
koji posedovati identičan alele na odgovarajući ( istovetan ) mesto na hromozom ,1,0
osobina atraktivan tanak osoba ,1,0
piletina sa pirinač serviran sa nudlama ,1,0
staviti u pogon pokret prekidač . ,1,0
karta koji u igra karta držati neki igrač u biti koji vreme . ,1,0
postepeno kretanje i formiranje kontinent ( kako što jesam opisan tektonika ploča ) ,1,0
koagulisana krv iz rana . ,1,0
vrsta bakterija koji jesam obično prisutan u intestinalan ( probavni ) trakt ljudi ili životinja ; nekad jesam patogen ; moći da biti opasan po ispravnost hrana ,1,0
endoskopski metoda ispitivanje organ u mali karlica kod žena ,1,0
meso tuna . ,1,0
"imati želja , čežnja ili velik apetit za nešto . ",1,0
slobodan fotograf koji pratiti poznat ličnost ne biti li ona slikaokada oni taj ne žele i taj slika prodati novina . ,1,0
grana biologija koji proučavati gljiva i bolest koji onaj izazivati ,1,0
Šahovska igra za dva igrač od koji oba imati po @card@ figura : cilj jesam preskočiti protivnički figura i tako ona blokirati . ,1,0
urediti i korigovati ( pisan ili štampan materijal ) ,1,0
visoko mesto ,1,0
pomerati ili izazvati pomeranje brzo tamo-amo . ,1,0
čin uklanjanje nešto ,1,0
kulinarski naziv za kraba koji jesam skoro presvući sav egzoskelet ,1,0
slikar ili crtač portret . ,1,0
proces u koji tečnost prolaziti kroz neki filter ,1,0
povrće koji se gajiti kao hrana za stoka ,1,0
dvodimenzionalan spoljašnji međa trodimenzionalan objekt . ,1,0
kameleon iz Novog Sveta . ,1,0
"klizanje velik masa sneg , led i blato niz planina ",1,0
srna ,1,0
objaviti neki zvaničan dokument ( kao što jesam nalog ) ,1,0
imati o nešto neki mišljenje . ,1,0
muški pripadnik sveštenički red ,1,0
"ukupan iznos koji se isplaćivati za dobra i usluga , a koji uključivati novac , vreme i rad . ",1,0
( islam ) meso životinja koji jesam zaklati na propisan način u sklad s šerijat ,1,0
dužina ili tip vremenski aktivnost označen glagol ,1,0
osnovni deo pisan delo ( za razlika od ilustracija ili fusnota itd . ) ,1,0
operacija s tačno jedan operandom ,1,0
nacrt ili sinopsis komad ( ili drugi kxiževnog delo ) ,1,0
obezbediti nega . ,1,0
"donositi , uzeti ili izvući iz kontejner ili ispod kakav poklopac ",1,0
oduzeti ili ukloniti ,1,0
prostorija u koji moći da presvlačiti odeća . ,1,0
množilac koji jesam uzeti kao osnova skaliranja ,1,0
liker sa ukus kafa ,1,0
sigurno namestiti ili postaviti ,1,0
"mesto opremljen instrument za testiranje u radnim uslov , npr . motor ili mašina ili računarski program i sl . ",1,0
pripremiti za usev ,1,0
meso fazan ; najčešće dinstan ,1,0
Žohari i ? ,1,0
Životinje koji duž leđni strana imati štapičasti orrgan nazvan horda . ,1,0
Voćna štangla koji sadržati džem od kajsija . ,1,0
mitološki sistm Grk i Rimljanin zajedno ; velik deo rimski mitologija jesam pozajmiti od Grk ,1,0
tajmer koji moći da se pokrenuti i zaustaviti u tačno označiti vreme ,1,0
ljudi zaokupiti naročit zanimanje . ,1,0
izbor koji se određivati ko hteti dobiti kakav pozicija ili politički dužnost ,1,0
Foli napraviti od zlato . ,1,0
Zvanični akt sud koji se naređivati neki činidba ,1,0
endoskopski pregled abdomen kroz zid stomak . ,1,0
deo elektronski oprema koji kontinuirano pratiti operacija sistema i upozoravati na problem ,1,0
Fizičko spajanje dva ili više stvar . ,1,0
saviti limen duvački instrument iz nizak registar . ,1,0
stav koji prirodno slediti iz već dokazan postavka ,1,0
"materija od koji se sastojati rog , oklop kornjača , isl . ",1,0
imati odrediti osobina u vožnja ,1,0
podignuti visina ton ( muzički nota ) ,1,0
staza koji se sastojati od popločan površina za pešak - obično pored ulica ili kolovoz ,1,0
mnogi uobičajen buva koji napadati čovek i domaći životinja . ,1,0
a fish that feeds on the bottom of a bodž of water ,1,0
"pas , vuk , šakal i lisica . ",1,0
nakratko zatvoriti oči . ,1,0
generator koji se sastojati od navoj koji rotirati između pol elektromagnet što stvarati struja ,1,0
( prava ) propuštanje izvršavanje obaveza ,1,0
sr ,1,0
posuđe sastavljen od kompletan set ( srebro ili posuđe ) za upotreba za sto ,1,0
profesor visok rang . ,1,0
vanredan i neizbežan pojava koji prekidati očekivan tok događanje . ,1,0
Društveni čin okupljanje u određenu svrha ,1,0
Čin koji se nešto povećavati . ,1,0
rukovodilac koji jesam po rang odmah ispod predsednik i moći da ga zamenjivati pod odrexenim uslov . ,1,0
"kitov pločani : prav kit , brazdasti kit ",1,0
u neki klasifikacija ne uključivati Leguminosae . ,1,0
deo rukopis koji jesam kopirati od neki drugi i predstaviti kao sopstven rad ,1,0
Ženski rođak . ,1,0
"biti koji deo organizam , kao što jesam organ ili ekstremitet . ",1,0
deo morati ili okean koji jesam velik delo okružen kopno ,1,0
računar koji predstavljati informacija pomoću promenljiv veličina ( e.g. pozicija ili napon ) ,1,0
odluka sud odrediti jurisdikcija po pitanje stvar koji jesam on podnet . ,1,0
izmisliti slon koji se pojavljivati u mnogi francuski knjiga za deca ,1,0
"ukinuti , šta uništenje ili opoziv uzrokovati ",1,0
naklonjenost prema nešto ,1,0
velik jama u peskovit zemlja iz koji jesam iskopan pesak ,1,0
vremenski period između početak pubertet i odrastao dob ,1,0
dodatan otkucaj srce uzrokovan električni aktivacijom komora pre nego što se pojaviti normalan otkucaj . Ventrikularne ekstrasistole javljati se često i ne predstavljati opasnost za ljudi koji ne bolovati od srčanih bolest . ,1,0
naprava smisliti da sprečiti povreda . ,1,0
neki od raznovrstan dnevni ptica grabljivica koji imati gol glava i slab kanđe a hraniti se uglavnom crkotina . ,1,0
kreketuše ,1,0
staviti nešto u služba ; upotrebiti nešto za neki određenu primena ili za nem urođen ili prirodan namena . ,1,0
verbalan čin dogovaranje . ,1,0
sud kroz koji cirkulisati krv . ,1,0
"rastvor u koji se nalaziti čestica neki tvrditi materija , koji se ne rastvarati u drugi tečnost ",1,0
pri selenju ga ništa ne moći zadržati i prebroditi svaki prepreka . ,1,0
"koji na kakav radnja ili kakav stanje prisiliti ili ga da kakav radnja vršiti ili u kakav stanje da biti sprečiti , biti fizički biti metaforički ",1,0
"proces u koji nešto postepeno prelaziti u drugi stanje , posebno u napredan ili zreo stanje . ",1,0
dati sloboda ; osloboditi od kazna ( kazna zatvor ) ,1,0
promena ponašanje ili princip ili tačka gledište ,1,0
knjiga u koji jesam sažeto izložiti informacija o tema ili mesto ,1,0
"stanje kada osoba stalno žmirkati , treptati . ",1,0
"točak oko koji moći da se namotati vlakno , traka , film ili drugi fleksibilan materijal ",1,0
prirodan proces koji se telo samo oporavljati ,1,0
vanmaterični trudnoća koji se razvijati u abdomen ,1,0
finansijski institucija koji finansirati svoj investicioni aktivnost od prodaja hartija od vrednost ili osiguranje ,1,0
uzimati ili konzumirati redovno ili često . ,1,0
mesto gde se dešavati neki radnja . ,1,0
predviđanje i odgovaranje na primedba unapred ,1,0
osigurati prolazak ili usvajanje ( zakon i predlog ) ,1,0
"zaslađen napitak , mešavina sok limete i voda ",1,0
postati nepovezan . ,1,0
Čin sticanje svojina ili nešto drugi . ,1,0
putanja po koji se nešto kretati ili na koji jesam prostreti . ,1,0
"u računarstvo , sibol koji se pojavljivati na na ekran da ukazati da jesam računar spremati da primiti komanda ",1,0
"učestvovati u izgradnja ćelijski skelet , odnosno mikrofilamenata ",1,0
fino zrnast metamorfna stena formirati zagrevanje glinen stena ,1,0
tvrd biseran seme azijski trava ; korste se kao perla . ,1,0
"baviti se kreativan aktivnost , kao slikanje , pisanje ili ples . ",1,0
Doći ili biti u blizak kontakt . ,1,0
višak telesni težina ,1,0
Učiniti da opet biti svež . ,1,0
"prolaz kroz ili ispod nešto , obično pod zemlja ( posebno za voz ili automobil ) ",1,0
časovnik sa displej na koji se brojka prikazivati vreme ,1,0
"Obraćanje religiozan priroda , obično za vreme verski služba . ",1,0
"neki ko nalaziti sredstvo za priprema neki predstava ( drama , film , i sl ) i nadgledati priprema . ",1,0
čepac ,1,0
mirovan sporazum koji jesam završen Prvi svetski rat @ord@ a Nemachlka se obavezati na reparacija ,1,0
"pozdravljati na neki propisan način ( titula , ime ) ",1,0
"uhvatiti , odgristi ili otrgnuti pomoću zub ili kao zub . ",1,0
hotdog sa čili preko ,1,0
čin dobrovoljan davanje za neki zajednički cilj ,1,0
"Žabe , itd . ",1,0
meso od slabina goveče ,1,0
Prestonca Bosna i Hercegovina . ,1,0
organ specijalizovati za usisavanje hrana ili za prijanjanje objekt usisavanje . ,1,0
dokument u koji se navesti mogućnost za koji glasač moći da glasati . ,1,0
dobijanje slika unutrašnji organ telo . ,1,0
Pozorišna predstava gde priča uz pratnja muzika izvoditi baletski igrač . ,1,0
krvni grupa čiji crven krvni zrnce ne nositi ni antigen A ni antigen B . ,1,0
posuda sa voda za krštenje ,1,0
štampan kola koji moći da se prikopčati na računar da biti on se uvećati mogućnost ,1,0
stanje služenje kao služben i autorizovan predstavnik ili zastupnik . ,1,0
"srediti misao , ideja , događaj u vreme , itd . ",1,0
"poseban sekcija zakonski dokument , kakav jesam statut , ugovor ili testament . ",1,0
izvesti bez priprema . ,1,0
matematički iskaz da jesam dva izraz jednak ,1,0
trakast testenina ,1,0
"Turčin , pripadnik pleme Osman I ",1,0
južnoamerički reka od kje nastajati Rio de la Plat ,1,0
kontinualan uvećavati deonica korišćenje planiran profit kao osnova za kupovina nov iznos . ,1,0
ukrštanje biljka i životinja različit urođen osobina ,1,0
menjati smer . ,1,0
