X,Predicted,Real
vreća u koji se stavljati štap za golf i loptica ,1,0
prepoznati ili uočiti razlika . ,1,0
Švajcarski pisac ( roditi u Nemačka ) čiji roman i pesma odražavati njegov interesovanje za istočnjački duhovan vrednost ( @card@ ) . ,1,0
čin krštavanje polivanje voditi po glava ,1,0
koji se kretati . ,1,0
žestok ran pristalica kakav princip ili reforma ,1,0
obaveza da hteti se nešto dati ili da hteti se uzdržati od nešto . ,1,0
agregatni stanje koji se razlikovati od čvrst i tečng stanje po mali gustina i viskoznost ; pod uticaj pritisak i temperatura lako se širiti i skupljati ; imati sklonost da ravnomerno širiti u svaki posuda . ,1,0
vatrenjače ,1,0
"u veza sa humanitaran pomoć , usluga itd . ",1,0
uzimati zasluga za šta ( za kakav ideja ) ,1,0
koji kakav zadatak ili odgovornost za kakav posati poveriti ,1,0
Čin promena količina ili veličina nešto . ,1,0
odnositi se na usmerenje libido na osoba . ,1,0
destilovan jak sajder ,1,0
vozilo sa točak koji moći da se vući iza automobil ili kamion ; opremiti za život ; ,1,0
CA ,1,0
"mlad osoba , posebno mlad čovek ili dečak . ",1,0
"koji karakterisati ili koji pokazivati prihvatanje , slaganje ili uverenost . ",1,0
Nešto predložiti ( kao plan ) . ,1,0
fizički radnik koji jesam unajmiti da u polje obaviti neki posao ,1,0
pravni dokument ( zakon ) koji jesam kodifikovati rezultat razmatranje odbor ili društvo ili zakonodavnog telo ,1,0
"biti kakav ornamentalan obrazac ili dezen , na primer u vezenje . ",1,0
stanje biti nezaposlen ili nemati posati . ,1,0
ostati isti ; zadržati se u izvestan stanje . ,1,0
smanjenje u veličina organ usled bolest ili nekorišćenja . ,1,0
ukloniti nešto rezanje . ,1,0
sposobnost onaj što jesam stabilan i na siguran i nepomično fiksirati na jedan mesto ,1,0
"stanje nešto što jesam zajedno , ujediniti ili povezati . ",1,0
razmena dobro za dogovoren suma novac . ,1,0
velik pingvin s Antarktik ,1,0
"biti potpun u svoj vrsta , bez nedostatak ",0,1
koji se moći izračunati ili proceniti ,1,0
neki ko upravljati vladin agencija ili odeljenje ,1,0
"disinclined taj work Or exertion ; "" faineant kings under whose Rula the country languished "" ; "" an indolent hanger-on "" ; "" too lazy taj wash the dishes "" ; "" shiftless idle youth "" ; "" slothful employees "" ; "" the unemployed ar Not necessarily work-shy "" ",1,0
Čin dodeljivanje . ,1,0
Reći neistina ; praviti se sa cilj da se neki obamane . ,1,0
neki ko upravljati firma . ,1,0
stan koji se nalaziti na visok sprat zgrada ,1,0
svaki odeća koji menjati izgled kako biti sakriti identitet nosilac ,1,0
prouzrokovati da se šta kretati oko svoj centar kako biti se drugi strana moći videti ,1,0
sistem merenje vreme ,1,0
( filozofija ) doktrina prema koji jesam verovatnoća ( pošto jesam pouzdanost nedostižan ) dovoljan osnova za verovanje i delanje ,1,0
"stav zasnovati na činjenica , želja , mogućnost i sl . koji prenositi glagol ili klauza ",1,0
"prema hrišćanski etika jedan od tri vrlina - vera , nada i ljubav dat od bog da zaokružiti prirodan vrlina ",1,0
jedan od četiri supstanca za koji se u star i srednjevekovni kosmologija verovati da činiti fizički univerzum . ,1,0
svojstvo relativan veličina ili opseg . ,1,0
nedostatak darežljivost ; nesklonost da se da novac . ,1,0
koji jesam spojiti ili vezati . ,1,0
tuja ,1,0
"Pogrešna akcija koji se moći pripisati loš procena , neznanje ili nepažnja . ",1,0
Učiniti nečist . ,1,0
plijenorke ,1,0
proceniti dužina trajanje . ,1,0
"u računarstvo , registar koji imati ugrađen sabirač koji dodavati ulazni broj an sadržaj akumulator ",1,0
velik crn lještarka . ,1,0
Oštar prolazan talas u normalan električni stanje ( ili niz takav prolazan ) ( elektronika ) . ,1,0
"osoba koji pomagati identifikovanje , prevencija ili lečenje bolest ili nemoća . ",1,0
osoba koji nadgledati ili jesam zadužiti za nešto . ,1,0
nabasati na neki nespreman . ,1,0
Nešto obrnuto po redosled ili karakter ili učinak . ,1,0
zbirka književan dokument ili zapis koji se držati radi čitanje . ,1,0
"proizvodnja , eksploatacija ili uzgajanje nešto ( obično u velik broj ) za prodaja ( u ekonomija ) . ",1,0
ubiti velik broj ljudi bez razlika . ,1,0
šta jesam proizvesti u dat vremenski perioda ,1,0
izazvati da se pokrenuti udarac . ,1,0
Čin zagađivanje . ,1,0
velik pećina ili velik komora u pećina ,1,0
biti na onaj stran telo ili pokazivati u smer onaj strana telo koji jesam okrenut istok kada jesam lice prema sever . ,1,0
režuha ,1,0
pretvoriti se u žele ,1,0
cilj koji trebati dostignuti i za koji se verovati da se moći dostignuti . ,1,0
u rimski mitologija boginja noć ; u grčki mitologija ona odgovarati Njukta ,1,0
prijateljski narav ,0,1
princip prema koji kakav vladati uživati potpun i neograničen moć ,1,0
neki društvo u određenom vremenski trenutak i na određenom mesto . ,1,0
"bumbar , ? ? ",1,0
simptom neki fizički povreda ili poremećaj . ,1,0
kukuruzar ,1,0
razmena mišljenje na neki tema . ,1,0
gubljenje sposobnost da normalno funkcionisati ,1,0
supstanca koji jesam u tečan stanje na sobni temperatura i pritisak . ,1,0
Učiniti ili ostaviti znak na nešto . ,1,0
zagovornik princip humanizam ,1,0
"biti lažljiv , neiskren prema neki . ",1,0
"učiniti da neki prihvatiti odrediti stav , verovanje ili pravac delovanje ",1,0
matematički notacija koji ukazivati koliko puta se neki veličina množiti sam sa sebe ,1,0
pohraniti u arhiv ,1,0
Obezbeđivati finansijski . ,1,0
osoba trenirati da se nadmetati u sport . ,1,0
suvo beo francuski vino ( obično ili penušav ) proizvesti u dolina Loara ,1,0
ovlašćivanje podređen da donositi odrediti odluka ,1,0
"tip otpornik čiji se električni otpor menjati sa promena temperatura ; zbog taj osobina , nalaziti primena kao senzor temperaturni promena ",1,0
stanje politički konflikt u koji se koristiti neoružana sredstvo . ,1,0
koji imati sposobnost ili težiti da adsorbuje ili da izazvati akumulacija na površina ,1,0
ibis . ,1,0
čin odstranjivanje sadržaj iz nešto ,1,0
stanje stalan živahan delovanje koji karakterisati neki aktivnost ,1,0
Čin vođenje . ,1,0
čin koji nešto postajati uzak ,1,0
beo supstanca od koji jesam uglavnom sastaviti živčan omotač ,1,0
umreti u bitka ; za vojnik ,1,0
proizvoditi buk ,1,0
u rimski mitologija obg ljubav ; u grčki mitologija on odgovarati Eros ,1,0
stanje sloboda ; moć delovanje ili govor ili mišljenje bez ograda . nametnut spolja ,1,0
izvršiti obred potvrđivanje ,1,0
Čin kontrolisanje ili upravljanje u sklad sa pravilo . ,1,0
Markovljev proces kod koji jesam parametar diskretan vremenski vrednost ,1,0
"Pokušati otkriti nešto , ili utvrditi postojanje nešto . ",1,0
kretati se sa ili kao sa stalno alternirajućim pokret ,1,0
opteretiti psihološki ili mentalan ,1,0
PK ,1,0
veoma loš kvalitet ili u veoma loš stanje ,1,0
promenljiv veličina koji jesam nasumičan ,1,0
Medvedtka . ,1,0
"mesto gde nešto počiniti , gde nastajati . ",1,0
pomeriti s upotreba sila . ,1,0
Čin upravljanje nešto . ,1,0
čin davanje otrov osoba ili životinja s namera da se ubiti ,1,0
postati napeti ili napet . ,1,0
čin cepanje na dva grana ,1,0
"velik , manje-više primitivan glodar : veverica , mrmot , dabar , ird . ",1,0
koji se moći prebrojati ,1,0
"Muzički žanr koji jesam široko prihvatiti , ali obično vrlo kratko trajati . ",1,0
Pretraživati ( reći dno voda ) tražiti nešto vredan ili izgubljen . ,1,0
priča u rimovan stih za deca ,1,0
odnos uzajaman zavisnost ili delovanje ili uticaj ,1,0
tr ,1,0
merni instrument za težina ; pokazivati veličina masa . ,1,0
uzica načiniti od upleten vlakno ili žica . ,1,0
ukloniti četka ili kao četka . ,1,0
Nešto vidljivo što preko po asocijacija ili konvencija predstavljati nešto drugo što jesam nevidljiv . ,1,0
Interagovati na neki način . ,1,0
"Škola koji jesam privatno osnovan i tako se ona i upravljati , a izdržavati se donacija i upisnina . ",1,0
Društvo koji kriti svoj aktivnost od onaj koji jesam član . ,1,0
imati volja i namera da se izvesti neki akcija . ,1,0
spojiti se u jedan . ,1,0
"pretvarati iz čvrst u tečan stanje , obicno zagrevanje . ",1,0
ruzmarin . ,1,0
mlad devojka koji spašavati od zao maćeha i zao sestra dobar vila i princ ,1,0
"Živa stvar koji imati , ili koji moći da razviti , sposobnost da nastupati ili funkcionisati nezavisan . ",1,0
determinator koji određivati specifičnost referencija imenički sintagma ,1,0
proizvesti deflacija . ,1,0
biti koji svojstvo koji se moći detektovati člom miris . ,1,0
pozitivan razlomljen deo u reprezentacija logaritma ,1,0
specijalan šerpa za pečenje ,1,0
loše mirisati ,1,0
službenik u transportni preduzeće koji kontrolisati polazak vozilo u sklad s vremenski uslov u interes efikasan opsluživanje ,1,0
vršiti pomazanje ili miropomazanje ( upražnjavati se pri religijski ceremonija blagosiljanje ) ,1,0
diskusija čiji namera jesam da dovesti do sporazum . ,1,0
Osećati snažan antipatija i odbojnost prema neki . ,1,0
Energičan napor da se nešto postignuti . ,1,0
učiniti javan ,1,0
sudski nalog ( naredba ) koji se zahtevati da neki lice nešto učiniti ili da se uzdržati od činjenje ,1,0
osoba koji praktikovati odricanje kao duhovan disciplina ,1,0
"tumačiti značenje šta , npr . dlan , čajni listić , crevo , nebo itd - isto tako i ljudski ponašanje ",1,0
Čin upućivanje . ,1,0
Veseli ili razdragan rekreacioni aktivnost za razonoda ili zabava . ,1,0
čin ograničavanje ,1,0
a person with dark skin who comes from Africa ( Or whose ancestors came from Africa ) ,1,0
planeta koji imati kompaktan stenovit površina kao zemlja ; činiti ona prvi četiri planeta Sunčev sistema . ,1,0
književan fantastika koji se baviti zamišljeniim uticaj nauka na društvo ,1,0
postati dug ili dug ,1,0
gramatički nemarkiran način koji se radnja ili stanje predstavljati kao objektivan činjenica ,1,0
sresti se ,1,0
biti sastojak . ,1,0
izazvati povreda ili telesni oštećenje . ,1,0
"koristiti se za osećaj fizički toplota ; onaj koji imati povišen temperatura , ili temperatura višu od poželjan ",1,0
Zaštita od budući gubitak . ,1,0
"čin traženje i ubijanje , odnosno hvatanje životinja zarad hrana ili koža ",1,0
"ishod događaj , posebno u odnos na neki osoba . ",1,0
nejasno i neprijatan osećanje koji se imati u iščekivanje neki loš ishod ,1,0
Neodređena količina nešto koji imati određenu vrednost . ,1,0
atribut viđenje . ,1,0
Čin obavljanje nešto uspešno koristiti znanje . ,1,0
"pisan sporazum ( ili svojina ili novac ) koji se predavati treći lice ili se davati na briga jedan od ugovorni strana , a koji jesam isti u obaveza da vratiti nakon ispunjenje izvestan uslov ",1,0
čin izbacivanje nešto odštampan ili napisan ,1,0
divokoza ,1,0
cevozubac ,1,0
učiniti oštar ,1,0
radnja mesara ,1,0
Učiniti da neki doći da lično upoznati . ,1,0
koji imati nedeljiv osobina jedinica ,1,0
velik američki mačka koji podsećati na lav . ,1,0
pogrdan izraz za običan narod ,1,0
klišnjaci ,1,0
"karakteristika apsolutan vladar ili vladanje , koji imati putpunu vlast ",1,0
mesto za sakupljanje i prikazivanje predmet koji imati naučni ili istorijski ili umetnički vrednost . ,1,0
"koji dozvoljavati komunikacija samo u jendom smer u jedan trenutak ; kod telegraf , dozvoljavati samo jedan poruka na linija u svaki trenutak ",1,0
neki informacija o okolnost koji postojati ili događaj koji jesam se desiti . ,1,0
tanak i veoma izdužiti supstanca . ,1,0
odrasti muški osoba ( nasuprot žena ) . ,1,0
pomoć neki stvar ili politika ili interes ,1,0
u rimski mitologija nevin boginja lov i mesečina ; u grčki mitologija ona odgovarati Artemida ,1,0
parazitski ameba koji izazivati amebnu dizenterija kod ljudi ,1,0
koji slediti prihvaćen običaj i pristojnost . ,1,0
odrediti količina eksploziv koji jesam spremiti tako da eksplodirati u tačan trenutak ,1,0
ne kretati se brzo ; trajati relativno dugo . ,1,0
na ili blizu ivica nešto ; koji činiti spoljnji granica ,1,0
sudbina koji presti nit život ,1,0
svaki supstanca ( kao toksin i enzim ) koji podsticati proizvodnja antitelo . ,1,0
razdvojiti ili učiniti da se nešto naglo razdvojiti . ,1,0
učiniti toplim ili vreo ,1,0
rast cena ili vrednost ,1,0
osoba koji posedovati mnogo materijalan dobro i novac ,1,0
Čin usklađivanje ili podešavanje delovati neki uređaj u odnos jedan prema drugi . ,1,0
biti podvrgnuti nešto neprijatan . ,1,0
Učiniti nešto velik ili da nešto biti više . ,1,0
imati određenu cena . ,1,0
mr ,1,0
sivka ,1,0
specijalan grupa koji jesam delegirati da razmotriti neki stvar . ,1,0
"preusmeravanje misao , osećanje i nagon sa jedan predmet ili osoba na drugi osoba ili predmet ; ljudi često koristiti pomeranje kada ne moći da ispoljiti svoj osećanje prema neki osoba na siguran način ",1,0
biti ili činiti osnova . ,1,0
rabarbara ,1,0
stanje koji se izražavati da gramatički subjekt obavljati radnja ili izazivati dešavanje koji jesam označiti glagol ,1,0
Čin zaustavljanje nešto . ,1,0
majak ,1,0
u rimski mitologija boginja izobilje i plodnost ; u grčki mitologija ona odgovarati Reja ,1,0
nadmoćan osećanje strah i zebnja ,1,0
opaliti ili se isprazniti ,1,0
okrutan čin ; namerno izazivanje bol ili patnja . ,1,0
osoba koji zagovarati verovanje i mišljenje koji se ne držati ,1,0
Čin ispuštanje nešto . ,1,0
hulmani ,1,0
planinski lanac u Australija koji činiti južni deo velik razvodni planina ,1,0
izjaviti za neki da jesam kriv po krivičan optužba . ,0,1
osoba koji pripadati pol koji moći da rađati beba . ,1,0
koji izazivati potištenost ,1,0
sponzor koji rezervisati i postavljati javan zabava ,1,0
"osoba koji smišljati , pisati i testirati računarski program ",1,0
"osoba ili preduzeće koji se baviti prevoz ljufi , roba ili poruka . ",1,0
Učiniti svetao ili sjajan . ,1,0
velik vojni vežba u cilj obuka . ,1,0
LR ,1,0
"Izvršiti čin , obično sa negativan konotacija . ",1,0
dati izvedba nešto . ,1,0
popis koji se reklamirati seme u komercijalan svrha sa cena ,1,0
Zadržati za neki kasnije vreme . ,1,0
mrmoti ,1,0
imitatorski ponašanje ,1,0
sat koji biti osoba koji spavati u prethodno određenom trenutak ,1,0
protozoa koji uglavnom živa u čist voditi ,1,0
apstrakcija koji pripadati ili karakterisati dva entitet . ,1,0
"stanje povezanost među ljudi , posebno emocionalan priroda , ",1,0
Učiniti nestabilan . ,1,0
čin izvršiti radi podrška ponašanje koji se odobravati ,1,0
"Učiniti ravan ili ravan , na primer trljanje . ",1,0
čin stvaranje pisan delo ,1,0
stanje koji trajati ograničen vreme ,1,0
"koji jesam u sklad sa fiksiran redosled , procedura ili princip . ",1,0
"osoba koji uzgajati , praviti ili smišljati stvar . ",1,0
osoba koji graditi brod . ,1,0
Čin odbijanje zahtevati . ,1,0
slediti izvestan tok . ,1,0
pogrešno predstaviti ,1,0
velik kit sa velik šupljina u glava u koji se nalaziti ulja . ,1,0
pića stvoren pomoću magičan moć ; moći da učiniti da onaj ko ga popiti zavoliti onaj ko on ga jesam dati ,1,0
"gajiti se od preistorijski vreme , za paš i zbog zrno . ",1,0
čin koji nešto postajati širok ,1,0
"Čin agresija , reći prema osoba koji se odupirati . ",1,0
odsustvo moralan ili duhovan vrednost ,1,0
čin intervenisanje ( kako biti se posredovati u spor ) ,1,0
svaki racionalan ili iracionalan broj ,1,0
moći se koristiti i u vremenski smisao ,0,1
stanje služenje kao služben i autorizovan predstavnik ili zastupnik . ,1,0
velik transportni sredstvo koji predvideti da ga vući drugi vorilo ( kamion ili traktor ) ,1,0
upravljati ( kao mašinerija ) ,1,0
zabraniti zakon ili zvanično usvojen pravilo ,1,0
neki posati koji preduzeti ili se planirati . ,1,0
Frojdov termin za seksulanu potreba ili želja ,1,0
reč koji imati sopstven leksički značenje ,1,0
širok ulica ,1,0
Učiniti zakon i pravilo liberalan ili liberalan . ,1,0
Učiniti dužiti razvlačenje ili rastezanje . ,1,0
stručan osoba ovlašscena da se baviti prava ; voditi pravni proces ili davati pravni savet ,1,0
Koginitivni proces donošenje odluka . ,1,0
"grčki bog ljubav , sin Afrodita i Ares ; u rimski mitologija on odgovarati Kupidon ",1,0
visok tačka planina ,1,0
neki ko pokušavati da probrati drugi u drugi vera ili dkotrinu . ,1,0
"nelojalan osoba koji izdavati ili napuštati svoj princip , religija , politički partija , prijatelj , itd . ",1,0
proces zatvaranje ( kao u kapsula ) ,1,0
Doći do tačka ključanje i preći iz čvrst u tečan stanje . ,1,0
"evroazijski drozd srednji veličina , viđati se uglavnom zimi . ",1,0
rad koji uključivati briga i pažnja o neki ili neyemu . ,1,0
tri boginja sudbina ; u grčki mitologija ona odgovarati Mojra ,1,0
slab sposobnost da se razumeti iskustvo ili profitirati iz on . ,1,0
ZM ,1,0
visok i graciozan hrt sa dug svilen dlaka ,1,0
sintetički elastičan materija čiji osobina ličiti na prirodan guma ,1,0
ER ,1,0
čin koji nešto postajati duhovno ; obogaćyje se duhovan sadržaj ,1,0
koji se odnositi na stanje brak ,1,0
računarski hardver koji uređivati posao koji računar trebati da obaviti u odgovarajući poredak ,1,0
"filozof koji naglašavati sloboda izbor i ličan odgovornost , ali koji smatrati ljudski postojanje u neprijateljski univerzum neobjašnjiv ",1,0
dokaz koji utvrđivati da jesam osoba ona za koji se predstavljati ; dokaz koji utvrđivati da jesam osoba u grupa ljudi koji jesam već poznat sistema ; prepoznavanje dovoditi do prihvatanje . ,1,0
KZ ,1,0
( filozofija ) doktrina prema koji jesam znanje i vrednost ograničiti i zavisiti od subjektivan iskustvo ,1,0
stvoriti mišljenje o nešto ; suditi oprezno ; napraviti procena . ,1,0
materija koji imati sposobnost ili tendencija da adsorbuje drugi materija ( adsorbat ) ,1,0
"u radiologija , organ koji primati terapeutski doza radioaktivan supstanca . ",1,0
neočekivan aktivnost glumac radi postizanje dramski efekt ,1,0
zadatak koji jesam dodeliti osoba ili grupa . ,1,0
umetnik koji slika . ,1,0
"Čin naginjanje , saginjanje . ",1,0
zupčanik koji prenositi snaga iz automobilski motor preko pogonski vratilo do živ osovina ,1,0
sud kroz koji cirkulisati krv . ,1,0
"osoba koji nositi poruka , vest ",1,0
"ukloniti kiseonik iz nešto , u hemija . ",1,0
položaj visok autoritet ,1,0
onaj koji postojati ili se pojavljivati u stvarnost ; imati proveren postojanje ; jesam iluzoran ; ,1,0
Životni princip ili pokretački snaga unutar živ stvar . ,1,0
fistularija ,1,0
"koji na kakav radnja ili kakav stanje prisiliti ili ga da kakav radnja vršiti ili u kakav stanje da biti sprečiti , biti fizički biti metaforički ",1,0
paleontologija mikrofosila ,1,0
osobina neki ko jesam voljan da podariti novac ili vreme . ,1,0
"mitski grčki junak iz Ilijada ; istaknut grčki ratnik kod osade Troja ; kada jesam biti beba njegov majka jesam pokušati da ga učiniti besmrtan tako stxo ga jesam okupati u magičan reka ali jesam peta za koji ga jesam Prita držati ostati ranjiv - otud "" Ahilov peta "" ",1,0
čin objavljivanje štampan materijal ,1,0
Sličan kuna zlatica ; nekada živoe u Sibir ; imati gusto tamnosmeđ krzno koji se veoma cena . ,1,0
Kritice ,1,0
čin postizanje neki ciljati ili izvršenje neki naređenje ,1,0
Društveni čin okupljanje ,1,0
mustra koji se korsti za štampanje ; koristiti se da obezbediti zatvaranje ili autentičnost dokument ,1,0
vozilo koji se kretati na točak ,1,0
osoba koji jesam zadužiti za rukovođenje delom univerzitet - fakultet . ,1,0
osoba koji kreativan korista sav um . ,1,0
Čin prenos nešto sa jedan mesto na drugi . ,1,0
kognitivan proces uključiti u proizvodnja i razumevanje lingvistički komunikacija ,1,0
kola ili uređaj koji predstavljati veličina cifra ,1,0
Ženska osoba koji jesam član neki društvo ( posestrimstva ili sindikat ili drugi grupa ) . ,1,0
koji dolaziti posle i slediti posle nešto . ,1,0
kolekcija stvar koji deliti isti atribut . ,1,0
any of various beetles of the family ( Or subfamily ) Melolonthidae ,1,0
veličina i opšti izgled publikacija ,1,0
doba u život čovek kada jesam on dete . ,1,0
povratiti u izvoran stanje . ,1,0
osnovni prostorno značenje ; relativno velik prostiranje ili velik nego uobičajen . ,1,0
"stabilan tok , prirodno prouzrokovati ",1,0
skraćen rečnički izdanje pogodno za držanje u ruka ,1,0
postati umoran od neki ili nešto . ,1,0
broj koji množiti drugi broj . ,1,0
