X,Predicted,Real
struktura koji pružati privatnost i zaštita od opasnost . ,1,0
osoba čiji jesam zanimanje da predaja . ,1,0
"uklanjanje prepreka , ograničenje . ",1,0
raketa koji se navoditi u prvi delo put za zatim slobodno padati kako se približavati cilj ,1,0
obezbediti računar ,1,0
veličina koji moći da uzeti biti koji iz skup vrednost ,1,0
"biti velik po broj , količina , moć , status ili značaj ",1,0
velik po stepen ili intenzitet ili broj ili količina . ,1,0
apstrakcija koji pripadati neki entitet ili ga karakterisati . ,1,0
način rad ili ponašanje ,1,0
stanje telo ili telesni funkcija . ,1,0
cilj koji trebati dostignuti i za koji se verovati da se moći dostignuti . ,1,0
osoba koji sejati . ,1,0
"energija libido trajno uložiti u neki ideja , lice ili predmet . ",1,0
"u grčki mitologija ženski Titan , boginja bistar intelekt ",1,0
stanje kognitivan proces neki osoba . ,1,0
u grčki mitologija hrom bog vatra i kovački zanat ; u rimski mitologija on odgovarati vulkan ,1,0
izmeriti po dužina ,1,0
dovesti u drugačiji stanje . ,1,0
i u metaforički značenje ,1,0
stanje u koji jesam nešto povezati . ,1,0
"Izložiti politički , religiozan ili moralan cenzura . ",1,0
poseban zvuk govor neki osoba . ,1,0
osoba koji istraživati i izveštavati za medij ,1,0
čin savladavanje ili potčinjavanje neki ,1,0
ubistvo javan ličnost iznenadan napad . ,1,0
koji označavati generacija organizam od koji se proizvoditi hibridan potomstvo ,1,0
"grožđe koji se uzgajati radi vino ali i kao stoni grožđe , postojati u mnogi varijetet ",1,0
sistem kodiranje koji se koristiti za prenos poruka za koji jesam potreban brzina ili tajnost ,1,0
veličina dobijen množenje ,1,0
ličan zastupanje koji imati zakonski status ,1,0
suvo beo francuski vino ( obično ili penušav ) proizvesti u dolina Loara ,1,0
osoba koji se brina o ljudi i njihov svojina . ,1,0
Najviši moguć nivo ili stepen . ,1,0
"ustanova koji nešto izdavati ( publikacija , novčanica , ličan dokument , i sl ) ",1,0
velik paprat sa dubok koren i usparavnim perast lišće . ,1,0
Čin otvaranje vatra na neprijatelj . ,1,0
Čin igranje sa uloga sa nada u pobeda ( uključivati i plaćanje cena kao šansa da se dobiti nagrada ) . ,1,0
"Bučno slaviti , uključiti se u bučan proslava . ",1,0
"šetati se ; krenuti u šetnja , šetati se iz zadovoljstvo ",1,0
"osnova za poređenje , referentan vrednost u odnos na koji se račnaju drugi ",1,0
izraz čiji značenje ne moći da se zaključiti iz značenje reč koji ga sačinjavati . ,1,0
proceniti da jesam nešto moguće . ,1,0
postupak koji se neki stanje od faktički pretvarati u pravni ( zakonit ) ,1,0
Ruski pesnik koji jesam izraziti osećanje post-Staljinističke generacija ( born In @card@ ) . ,1,0
Spoljašnji ili vidljiv aspekt osoba ili stvar . ,1,0
radnja u koji se suv putem čist odeća . ,1,0
klasni organizacija unutar društvo ,1,0
osoba koji jesam uključiti u neki zakonski postupak . ,1,0
lekar specijalista koji lečiti deca . ,1,0
dovesti do nov tehnološki stanje ,1,0
osoba koji praviti ili popravljati cipela . ,1,0
čin govorenje o šta s prezir ,1,0
osoba koji prav model . ,1,0
situacija ili događaj o koji se misliti . ,1,0
"decimalan sistem mera zasnovati na metar , kilogram i sekunda . ",1,0
posedovanje materijalan dobro . ,1,0
akt koji se nešto činiti optimalan ,1,0
"Čin izvođenje dramski delo , muzički komad ili neki drugi zabava . ",1,0
prepoznati ili uočiti razlika . ,1,0
Čin dodeljivanje . ,1,0
proces umanjivanje ,1,0
Čin koji se neki prati ( ili prati neki drugi ) . ,1,0
snaga sastaviti od policajac i službenik . ,1,0
"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi ",1,0
Čin promena mesto nadole . ,1,0
onaj koji proždirati velik količina hrana ili osećati velik glad ,1,0
kratak cevčica koji se ubavuje u cevovod a koristiti se da izmeriti količina tečnost koji proticati kroz cevovod ,1,0
"Treća faza u razvoj dete kada jesam svest i manipulacija genitalije primaran izvor zadovoljstvo . u ovaj faza javljati se Edipov i Elektrin kompleks . ukoliko osoba ostati fiksirati na falusnu faza , kod muškarac se očitovati kao ambicioznost , hvalisavost , drskost i bezobzirnost , a kod žena kao sklonost zavođenje i flertovanje . ",1,0
Spoljašnja granica neki ljudski proizvod ili sloj materija koji činiti taj granica ili podsećati na ona . ,1,0
"Čin naginjanje , saginjanje . ",1,0
"duhovit , satiričan stih koji obuhvatati dva rimovan strofa i pominjati poznat ličnost ",1,0
u rimski mitologija boginja mudrost ; odgovarati grčki boginja Atina ,1,0
"ustanoviti , zasnovati na zakon ili na zvanično prihvaćen pravilo ",1,0
voziti čiji vozač imati posati da odvesti putnik gde žele u zamena za novac ,1,0
"Učiniti stabilan , dovesti u ravnoteža , sprečiti kolebanje . ",1,0
ime osoba po koji jesam nešto navodno nazvati ,1,0
Čin povlačenje ; primena sila da privući nešto sebe ili sa sebe . ,1,0
proizvod veličina ceo broj ,1,0
stanje u koji jesam nešto važno ili preko potrebno . ,1,0
govor mlad dete u razvoj ,1,0
usmeriti ili postaviti ; tražiti odgovor na šta ,1,0
Čin završavanje nešto . ,1,0
koji posedovati ili iskazivati verovanje u božanstvo i njihov obožavanje ,1,0
dati instrukcija ili uputiti neki da nešto uraditi . ,1,0
"odbijanje vera , da se verovati u nešto . ",1,0
komercijalan dokument koji potvrđivati da nosilac imati prava na nešto ( da se voziti javan saobraćaj ili da ući na neki predstava ) ,1,0
Dugačko sedalo za više osoba . ,1,0
verovanje ili raspoloženje zajednički većina ljudi : glas narod . ,1,0
merač za merenje električni otpor u om ,1,0
osetiti zvuk putem čla sluh . ,1,0
"Čin prekidanje , privremen ili stalan . ",1,0
"namet na građanin , njihov vlasništvo ili aktivnost u cilj potpomaganje vlast . ",1,0
veoma loš kvalitet ili u veoma loš stanje ,1,0
grana medicina koji se baviti primena raznih vrsta zračenje u cilj dijagnostikovanje i lečenje stanje odnosno bolest . ,1,0
vojni jedinica koji činiti vojnik koji se boriti na svoj noga . ,1,0
Čin ispuštanje nešto . ,1,0
čin posredovanje ,1,0
arhitektonski podloga ili baza ( kao za stub ili statua ) ,1,0
koji postojati od sam rođenje ,1,0
protivno zakon ili zakon zabraniti ,1,0
koristiti ili pomerati ,1,0
"svetlo-crveno okrugao voće sa Malaja , prijatan kiselost , prekriven mek bodlja ",1,0
zreti jalapeno čio paprika osušen za potreba kuvanje ,1,0
"u doslovan značenje , koji imati relativno mali visina ili se malo prostirati uspravno . ",1,0
ćelija iz koji se razvijati zubni gleđ ,1,0
žestok ran pristalica kakav princip ili reforma ,1,0
"preusmeravanje misao , osećanje i nagon sa jedan predmet ili osoba na drugi osoba ili predmet ; ljudi često koristiti pomeranje kada ne moći da ispoljiti svoj osećanje prema neki osoba na siguran način ",1,0
proizvoditi snažan buk ( prilikom grmljavina ) ,1,0
Veseli ili razdragan rekreacioni aktivnost za razonoda ili zabava . ,1,0
"Jedina komponenta ličnost koji jesam prisutan od rođenje . ovaj aspekt ličnost lišiti jesam svaki logika , potpuno jesam nesvestan i obuhvatati instinktivno i primitivan ponašanje . Id jesam apsolutno iracionalan i funkcionisati u sklad sa princip zadovoljstvo i bol , zahtevati trenutno , neposredno zadovoljenje , kad god taj okolnost dozvoljavati . ako se ovaj potreba ne zadovoljiti odmah , rezultat jesam stanje anksioznost ili napetost . ",1,0
Mehanički muzičk instrument koji proizvoditi muzika rotacija cilindar koji jesam obložiti kočić . ,1,0
stanje kada nešto prijanjati ili se držati zajedno . ,1,0
biti koji krivica zbog koji se moći podneti tužba za naknada šteta ,1,0
Čin izumljavanja . ,1,0
koji imati ili koristiti moć da proizvesti govor ili zvuk . ,1,0
Pružiti se u jedan pravac što jesam moguće više . ,1,0
koji imati osobina da omekšavati pri zagrevanje i stvrdnjavati pri hlađenje ,1,0
"osoba koji uzimati učešće u oružnaoj pobuna protiv vlast , posebno u uverenje da hteti popraviti društvo ",1,0
merni instrument za težina ; pokazivati veličina masa . ,1,0
proizvoditi cvet . ,1,0
reč koji imati sopstven leksički značenje ,1,0
sudski nalog koji se nalagati zaplena ličan svojina dužnik za namirenje dugovanje ,1,0
koji imati određenu i visoko organizovan struktura ,1,0
koji žeti da jesti i piti više nego što on jesam potrebno ,1,0
Selektovati iz velik brojati mogućnost . ,1,0
refleks koji se vetar iz stomak glasno izbacivati na usta ,1,0
čin sponzorisanje šta ( biti zvanično biti finansijski ) ,1,0
"tumačiti značenje šta , npr . dlan , čajni listić , crevo , nebo itd - isto tako i ljudski ponašanje ",1,0
obezbediti smeštaj za neki . ,1,0
odrediti cena . ,1,0
"Učiniti velik ili širok po boimu , zapremina i količina . ",1,0
tipičan štapičaste obično grampozitivne bakterija koji proizvoditi endospore ,1,0
onaj koji donositi zakon i drugi pravni norma ,1,0
osoba koji profesionalno komponovati muzika ,1,0
"odbijanje da prihvatiti neki autoritet , kod ili konvencija ",1,0
"nastaviti odrediti stanje , uslov ili aktivnost . ",1,0
osoba koji imati nadležnost nad građanski posao ,1,0
Pretraživati ( reći dno voda ) tražiti nešto vredan ili izgubljen . ,1,0
mali digitalan račnar zasnovati na mikroporcesorima konstrisan tako da moći da ga nositi samo jedan osoba ,1,0
"karakteristika apsolutan vladar ili vladanje , koji imati putpunu vlast ",1,0
socijalan okupljanje gost ili drugar . ,1,0
"postepeno prelaziti u odrediti stanje , preuzimati određenu osobina ili atribut ; postajati ",1,0
savremen dijagnostički slikovan metoda . osnovni prednost metoda jesam velik mogućnost razlikovanje različit tkivo organizam čovek i njihov prikazati u različit ton siv skala . ,1,0
rezak riza koji se koristiti posebno u orijentalan kuhinja . ,1,0
pogon gde se putem destilacija proizvoditi alkoholni pića . ,1,0
"preneti zahvalnost , izraziti osećanje poštovanje i sl . ",1,0
struktura viša od svoj prečnik ; moći da stajati sam ili da se priključiti velik građevina ,1,0
"dužnost koji morati da ispuniti , posebno u oružan snaga ",1,0
"stanje u koji se suspendovati odrediti prava i sloboda građanin , a proglašavati ga država u vanredan okolnost ",1,0
"zadati niz korak , deo velik računarski program ",1,0
prvi slovo reč ( posebno ime osoba ) ,1,0
Čin sticanje svojina ili nešto drugi . ,1,0
neki informacija o okolnost koji postojati ili događaj koji jesam se desiti . ,1,0
velik konstrukcija za sport na otvoren i zabava . ,1,0
libido jesam opšti oznaka za psihički energija . taj jesam jedan od ključnih pojam psihoanaliza i odnositi se na energija seksualan nagon . zato jesam nagonski težnja uvek usmeriti ka traženje prijatnost i zadovoljstvo . ,1,0
aktivnost koji se kršiti moralan ili pravni norma ,1,0
Zaračunati i prikupiti zaračunat novac . ,1,0
velik ? evroazijski medved . ,1,0
uzdizanje osoba do status bog . ,1,0
Veličina za koji se nešto smanjivati . ,1,0
"koji jesam okarakterisati mračan , mističan i groteska ",1,0
Čin donošenje zakon . ,1,0
"cenjkati se ( oko cijena , uslov ugovor , itd ) ",1,0
stanje nečiji finansije . ,1,0
biti prihvatljiv ili odgovarajući . ,0,1
Čin ukrašavanje nešto ( u nada da hteti od taj privlačan izgledati ) . ,1,0
čin uređivanje po gradiran skala ,1,0
"tčin dovođenje nešto do najvećemoguće tačka , vrednost ili pozicija ",1,0
"relativan veličina dva vrednost , obično se izražavati razlomak . ",1,0
"stanje kada osoba stalno žmirkati , treptati . ",1,0
zagovornik demokratski princip ,1,0
bolest koji karakterisati neki zapaljenski proces ,1,0
poboljšati čiji položaj ,1,0
"Učiniti da nešto biti puno , moći i u metaforičan značenje . ",1,0
Čin odlazak na neki mesto pešice . ,1,0
velik evropski topola . ,1,0
Učiniti da imati nabor i prelom . ,1,0
prilika za poseban veselje da obeležiti neki srećan događaj ,1,0
pružiti duhovan uvid ( u religija ) ,1,0
dokument koji potvrđivati uspešan završetak neki studija . ,1,0
osobina neprijatelj ili onaj ko jesam spremati za borba ,1,0
bazen koji obezbeđivati mogućnost plivanje ,1,0
stvoriti mišljenje o nešto ; suditi oprezno ; napraviti procena . ,1,0
snabdevanje puštanje u promet ( obično u neki količina ) ,1,0
proizvoljan pisan ili štampan znak koji jesam primiti konvencionalan značenje . ,1,0
Indonežanska divalj svinja sa ogroman kriv zub . ,1,0
transuranski element koji nemati u priroda ,1,0
parazitski ameba koji izazivati amebnu dizenterija kod ljudi ,1,0
"u matematika , izračunavanje vrednost funkcija izvan opseg poznat vrednost ",1,0
ubiti velik broj ljudi bez razlika . ,1,0
onaj koji jesam u stanje san ,1,0
biti prihvatljiv ili pristati . ,0,1
sat koji biti osoba koji spavati u prethodno određenom trenutak ,1,0
bogato napraviti i dekorisati torta koji se sluziti na venčanje . praviti se u više nvoa i moći dostignuti velik visina . ,1,0
dodatak testament ; testamentarni dokument koji imati za cilj da izmeniti već izvršen testament ,1,0
prostirati se preko povrĹĄine neÄega ; i u vremenski znaÄenju ,1,0
Čin promena mesto boravak ili posao . ,1,0
Isplaćeni novac . ,1,0
"podvrgnuti se , pretrpeti genetički rekombinacija ",1,0
čin sudaranje s nešto ,1,0
Dan na koji se ne raditi po običaj ili zakon . ,1,0
stanje u odnos između ljudi ili grupa ,1,0
koji osećati ili ispoljavati kajanje zbog nedelo ,1,0
politički usmerenje koji podržavati napredak i reforma ,1,0
"na primer , o vukanima ; koji trajno jesam aktivan . ",1,0
fizički radnik koji jesam unajmiti da u polje obaviti neki posao ,1,0
koji jesam ili se dešavati u neki poodmakao vremenski perioda ili posle očekivan vreme . ,1,0
Bobičavo voće koji se koristiti za dzemove i žele . ,1,0
supstanca koji jesam u tečan stanje na sobni temperatura i pritisak . ,1,0
Čin nuđenje poboljšanje da se ispraviti greška . ,1,0
dobiti nazad ili ponovo zadobiti . ,1,0
"koji odgovarati književnost , pre nego svakodnevan govor ili pisanje ",1,0
ispoljiti želja ,1,0
kapljica čist solnog i slan rastvor iz lakrimalnih žlezda ,1,0
"u računarstvo , tehnika koji jedan mašina postignuti isti rezultat kao drugi ",1,0
svojstvo vezati za vreme ,1,0
pozan doba život . ,1,0
skup oznaka i pravilo za njihov korišćenje ( u sklad sa SGML-om ) u razvoj hipertekstualan dokument ,1,0
"čin uvećanje nešto u veličina , zapremina , količina ili prostiranje ",1,0
neočekivan aktivnost glumac radi postizanje dramski efekt ,1,0
šta jesam proizvesti u dat vremenski perioda ,1,0
matematički notacija koji ukazivati koliko puta se neki veličina množiti sam sa sebe ,1,0
velik celina dug pesma ,1,0
proces u koji stepen temperatura telo ili medjiuma se menjati ,1,0
govorni čin koji se nešto prigovarati . ,1,0
ekspanzija po raprostranjenosti ; učiniti nešto dostupan ,1,0
osoba koji imati ekstreman pogled ,1,0
velik planinski lanac u Bugarska i na Balkanskom poluostrvo ,1,0
Sem mirođija koji se koristiti za kiseljenje krastavac i turšija . ,1,0
any of various trees of the genera Eucalyptus Or Liquidambar Or Nyssa that ar sources of gum ,1,0
stanje nepovezanosti u pamćenje ili mašta ,1,0
Razni predmet potreban za određenu operacija ili sport itd . ,1,0
verbalan čin dogovaranje . ,1,0
"komercijalan proces koji jesam na snaga u tok promocija , prodaja i distribucija kakav proizvod ili usluga ",1,0
onaj koji jesam nalik na blizanac ,1,0
"disciplina koji izučavati princip transmisija informaicja i metoda pomoću koji se onaj isporučivati ( kao što jesam štapma , radio , televizija , itd . ) ",1,0
proizvoditi literaran delo . ,1,0
koji slediti prihvaćen običaj i pristojnost . ,1,0
Čin odašiljanje nešto . ,1,0
gramatički odnos koji postojati kada reč kvalifikovati značenje sintagma ,1,0
svojstvo koji činiti prostor između dva objekt ili tačka . ,1,0
"Izvršiti čin , obično sa negativan konotacija . ",1,0
osoba čiji radnja i mišljenje jako uticati na tok događaj . ,1,0
posuđe za kuvanje ,1,0
umetnik koji nameran prekid sa prethodan stil . ,1,0
visoko mesto ,1,0
koji se ticati živ organizam ili se odnositi na ona ili poticati od ona ili imati osobina i karakteristika nalik na njihov ,1,0
stanje pripadanje neki nacija po rođenje ili naturalizacija . ,1,0
"sindrom do koji dolaziti usled izlaganje jonizujući zračenje ( izlaganje radioaktivan hemikalija ili nuklearni eksplozija ) ; nizak doza izazivati dijareja , mučnina , povraćanje i ponekad gubitak kosa , dok velik izloženost moći izazvati sterilitet , katarakta , neki oblik raka i drugi bolest ; ozbiljan izlaganje moći da dovesti do smrt u rok od sat vreme ",1,0
ovlašćivanje podređen da donositi odrediti odluka ,1,0
"biti koji od mali kratkorepih glodar severni hemisfera koji imati meko siv krzno u gornji delo , a belo u donji , velik uši i rep s bogat krzno ; neki od ona domaćin za krpelj , izazivač lajmski bolest . ",1,0
čin uklanjanje nešto ,1,0
lekar koji obavljati praksa u oružan snaga . ,1,0
lečenje bolest ( posebno kancer ) izlaganje radioaktivan supstanca ,1,0
čin menjanje lokacija nešto ,1,0
sekret endokrin žlezda koji se prenositi preko krv do tkivo na koji proizvoditi poseban efekt . ,1,0
Čin nanošenje rana . ,1,0
osoba koji prav stvar ,1,0
razmena gde trgovina hartija od vrednost vršiti profesionalan broker ,1,0
specijalan grupa koji jesam delegirati da razmotriti neki stvar . ,0,1
elektromagnetni zračenje koji proizvoditi vizuelan osećaj ( u fizika ) . ,1,0
okarakterisan neprijateljstvo ili zlovolja ,1,0
Društvo koji kriti svoj aktivnost od onaj koji jesam član . ,1,0
platiti protivzakonito u zamena za naklonost ili uticaj . ,1,0
grana antropologija koji pružati naučni opis pojedinačan ljudski društvo ,1,0
"polimer velik tvrdoća , otporan na visok temperatura ; koristiti se u proizvodnja lak , lepak , u elektronika ",1,0
udisati neki miris ; opažati čulo miris . ,1,0
Čin koji se nešto posvećivati tako što se kroz neki crkven obred izdvajati kao posvetiti bog . ,1,0
"koji ne predstavljati teškoća , ne iziskivati napor . ",0,1
imati o nešto neki mišljenje . ,1,0
"način rađanje dete u kućni uslov , bez korišćenje metoda savremen medicina . ",1,0
navodni supstanca za koji se verovati da obezbeđivati večan život ; nekada jesam jesam tražiti alhemičar ,1,0
nešto što se dodavati jela ( kao peršun ) radi lep ukus ili izgled ,1,0
zgrada ili mesto na koji se pružati odrediti usluga ili se koristiti za određenu industrija . ,1,0
osoba koji za koji se smatrati da poticati od neki predak ili rasa . ,1,0
čin završavanje ,1,0
formalan dokument napisati za tužilac koji se osoba optuživati za neki delo ,1,0
"proizvoditi pupoljka , grana ili klijati ",1,0
osoba uključiti u trgovački ili industrijski posao ,1,0
"zajednički naziv za razneti mentalan poremećaj kod koji jesam prisutan bolestan osećanje strah , napetost i nesigurnost ",1,0
stanje kada jesam učiniti prekršaj . ,1,0
čin odstranjivanje sadržaj iz nešto ,1,0
deo računarski program u koji se niz instrukcija izvršavati više puta dok se ne zadovoljiti odrediti stanje ,1,0
"organ i tkivo koji jesam uključiti u proizvodnja i sazrevanje polni ćelija i u njihov spajanje , a zatim i u razvoj podmladak . ",1,0
Pružiti neki obrazovanje . ,1,0
tamnosiv oblak koji donositi kihati ,1,0
osećanje uporan tuga ,1,0
reći nešto unapred ; praviti pretpostavka o nećemu ,1,0
Učiniti labav ili labav . ,1,0
aeroban bakterija ( neki od ona proizvoditi antibiotik streptomicin ) ,1,0
"sprot koji uključivati vežba koji trebati da pokazati snaga , ravnoteža i gipkost ",1,0
smestiti privremeno . ,1,0
hemikalija koji se dobijati veštački put ; na tržište najčešće u vida tableta ; dovoditi čovek u stanje euforija ,1,0
biti stanar ; privremeno boraviti . ,1,0
kakav ritam opetovanim udarac proizvoditi ,1,0
neki čin koji se ne ostvarivati . ,1,0
umreti u bitka ; za vojnik ,1,0
čin savijanje ,1,0
ublažavanje kazna ili oslobađanje od kakav neprijatan dužnost od strana sudija ili roditelj ili nastavnik ,1,0
osoba koji nezakonito držati žrtva zatvoren obično tražiti otkup ,1,0
"vrsta šumski božanstvo , Bahov branilac ; u rimski mitologija ona odgovarati fauna ",1,0
biti koji dokaz koji pomagati da se ustanoviti neistinitost nešto ,1,0
napraviti mogućnost ili obezbediti mogućnost za nešto ; dozvoliti da se dostignuti ili izazvati da ostati . ,1,0
rodbinski veza u koji jesam dva osoba biološki povezan ,1,0
promeniti se ( u pogled fizički karakteristika i atribut ) ,1,0
"čin komuniciranje sa božanstvo ( posebno koji se izražavati molba , obožavanje , pokajanje ili zahvalnost ) ",1,0
vreme koji pokazivati časovnik . ,1,0
( o stih ) koji imati oblik zasnovati na broj slog a ne na ritmički uređenje bez naglašavanje ili brojanje ,1,0
velik dugokos divalj goveda Tibet ; često se pripitomljavati . ,1,0
supstanca koji se koristiti kao lek ili narkotik . ,1,0
Čin davanje . ,1,0
"organ u ran faza razvoj , osnov za dalek razvoj . ",1,0
ukazati na neophodnost kakav zahvat ( u medicina ) ,1,0
biti šta što se posedovati . ,1,0
rat u koji jesam uključiti sav velik svetski sila ,1,0
mali količina tečnost ,1,0
tri boginja sudbina ; u grčki mitologija ona odgovarati Mojra ,1,0
koji ne pokazivati dovoljno pijetet prema bog . ,1,0
koji izražavati ili propovedati obožavanje božanstvo . ,0,1
